episode,steps,elapsed_sec,seed,terminated,truncated,termination_reason,termination_reason_raw,termination_reason_bucket,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,r_time,r_interf,r_risk,r_illegal,r_pbrs,r_term,r_step,r_margin,r_margin_raw,r_margin_norm,r_total,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_risk,abs_ratio_r_illegal,abs_ratio_r_pbrs,abs_ratio_r_term,abs_ratio_r_margin,I_total_mean,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,rho_selected_mean,rho_selected_p10,uncertainty_selected_mean,uncertainty_selected_p90,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,risk_penalty_mean,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,margin_pre_mean,margin_post_mean,r_margin_abs_mean,r_margin_nonzero_rate,margin_valid_count,margin_skip_count,reward_clip_hit_count,reward_clip_hit_rate,abs_ratio_basis,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,top_illegal_reason,top_illegal_reason_count,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm,policy_entropy,entropy_loss,active_ratio,actor_update_active_frac,active_samples,total_samples,adv_mean,adv_std,value_target_mean,value_target_std,value_pred_mean,value_pred_std,value_clip_fraction,skipped_update_count,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,t_L,t_R,t_V,t_a,t_alt,A_t,r_lat,cp_rem,f_max,d_cp_lb,rate_best,comm_lb,queue_lb,lb,phi,delta_phi,r_shape,overtime_ratio,r_timeout,e_tx,r_energy,r_power,avg_power,avg_rsu_queue,rsu_queue_p95,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
64,28,2.0741209983825684,42,True,False,idle,idle,terminated,0.0,2.800000000000001,3.1360011601448066,1.7727272727272732,20,True,2.8442940382054034,2.260075453072517,1978708603.7594047,-0.015762927919393616,-0.00010256543862102675,-0.0034968091397859446,0.0,0.0,0.2311017299335775,-7.33817916732713e-06,0.012466359244484325,0.0058819492008116685,0.041554530814947754,0.024445691884601006,0.04922385085690536,0.0,0.0,0.010919697942671832,0.0,0.0,0.838912002639095,0.10094444856132774,5.282376272508493e-11,0.0,2.0911625001063167e-10,4.304341605365636e-11,2.0195069574957492e-10,0.9155890345573425,0.800000011920929,0.08441095054149628,0.20000000298023224,0.9511904716491699,0.9839082032442092,0.0,0.0,0.010878960601985455,180,0.0,0.0,0.0,179,0,0.0,0,20,20,219,0.02444569207727909,0.0047441585920751095,0.1344826783984899,-0.027352232486009598,0.16299952566623688,0.028648879379034042,0.051112983716386055,1.0245367791822968,0.9734237954659122,-0.048887016283614436,0.2426314353942871,0.051112983716386055,0.3426314353942872,0.4569282908566471,0.4729960545271569,0.032325387771077393,0.36607142857142855,205,355,0,0.0,unified_latency_centric_excl_energy_interf,0.10000000000000094,0.10000000000000094,-0.04888701628361443,0.2426314353942872,0.03284858219138295,0.20921655456338167,0.018074450439354794,0.08325728888804343,3.1360011601448066,0.051112983716386055,0.3426314353942872,0.3360011601448054,0.55,0.55,0.908675799086758,0.45,0.0,,0,0.6339285714285714,0.3660714285714286,0.3660714285714286,0.0,0.0,0.12195121951219512,0.8292682926829268,0.04878048780487805,0.12195121951219512,0.8292682926829268,0.04878048780487805,0.4395273375724043,0.8015427708625793,0.8806035399436951,0.020272505655884742,0.08753698468208312,0.021355699351988732,1.5715047478675843,0.7965408504009247,4.691461896896362,0.8806035399436951,-0.8806035399436951,0.36607142857142855,0.3640625,205,560,0.5967223048210144,1.0999189615249634,-0.361553943157196,0.940301901102066,-0.8427374243736268,0.09420714676380157,0.0007961783558130264,0,1.0,1.0,0.2691729323308272,5.114285714285712,27565687.381761402,1.0,0.0,0.19572398244940786,0.040394555143480816,0.2361185375928887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007936024084941127,0.0,0.444062787254474,1.3928571428571428,4.649999999999999,False,0.0,0.0,0.0
65,30,2.228114128112793,42,True,False,idle,idle,terminated,0.0,3.0000000000000013,3.525647723674775,1.9500000000000004,20,True,2.7411704035109485,2.3108514889676903,2181510606.043234,-0.01541607092574456,-0.00019551895881327692,-0.0029354045985377194,0.0,0.0,0.19318750587773895,0.00280591552301969,0.01270712426090659,0.002432801216918623,0.04235708086968864,0.020984005268136093,0.05503551186548333,0.0,0.0,0.010479420819414428,0.0,0.0,0.8217931139404535,0.11269195337464864,1.489771916940441e-10,3.514073407262508e-11,3.984572768955793e-10,6.797011564696476e-11,2.8241678995399843e-10,0.9243425726890564,0.800000011920929,0.0756574496626854,0.20000000298023224,0.9523809552192688,0.9848484992980957,0.0,0.0,0.008985932916402817,196,0.0,0.0,0.0,195,0,0.0,0,20,20,235,0.02098400518298149,0.004200189374387264,0.12629277855157833,-0.03640873730182648,0.18761010468006134,0.02471405453979969,0.04990731130043701,1.3386603908737507,1.2887530795733126,-0.050092688699563584,0.293947696685791,0.04990731130043701,0.39394769668579155,0.40551986335320567,0.41253755917123996,0.031566293963622524,0.3466666666666667,208,392,0,0.0,unified_latency_centric_excl_energy_interf,0.10000000000000098,0.10000000000000098,-0.050092688699563584,0.29394769668579157,0.042201721043728546,0.23021116498615732,0.02220577787560892,0.08524731543945417,3.525647723674775,0.04990731130043701,0.39394769668579155,0.5256477236747736,0.5,0.5,0.851063829787234,0.5,0.0,,0,0.6533333333333333,0.3466666666666667,0.3466666666666667,0.0,0.0,0.057692307692307696,0.9230769230769231,0.019230769230769232,0.057692307692307696,0.9230769230769231,0.019230769230769232,0.4519355812269013,0.8177034378051758,0.8449561595916748,0.0019344594329595566,0.047129628155380486,0.009793562628328801,1.160200822353363,0.5797544836997985,4.062805342674255,0.8449561595916748,-0.8449561595916748,0.3466666666666667,0.34296875,208,600,-0.31885412335395813,0.7093601822853088,-1.0479559540748595,0.7342919707298279,-0.7473315358161926,0.08793141916394234,0.014213802292943,0,1.0,1.0,0.2710526315789474,5.150000000000001,22845061.0321155,1.0,0.0033333333333333335,0.19360873924913427,0.049214771138887226,0.24282351038802152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009439880608823263,0.0,0.4540183727070689,1.4,4.0,False,0.0,0.0,0.0
66,31,2.2321338653564453,42,True,False,idle,idle,terminated,0.0,3.1000000000000014,3.3906060886383065,1.692857142857143,20,True,2.734572512045176,2.292593352659133,2033264783.236044,-0.015589892825311877,-0.00016421797325493552,-0.002927355748806108,0.0,0.0,0.30905264151135825,-0.00028671111283534685,0.020819006855775316,0.011856853176298929,0.0693966895192511,0.03307853012781207,0.04017332193333015,0.0,0.0,0.007543451788150434,0.0,0.0,0.8594752038700155,0.09280802240850396,5.7861156838034944e-11,0.0,4.517117985214368e-10,5.048038376198605e-11,2.537243803946152e-10,0.9299048185348511,0.800000011920929,0.07009526342153549,0.20000000298023224,0.9583333134651184,0.9902243733406066,0.0,0.0,0.00885346531867981,205,0.0,0.0,0.0,204,0,0.0,0,20,20,233,0.03307853266596794,0.005517984740436077,0.15668654441833496,-0.029594551771879196,0.16401973366737366,0.03632737323641777,0.05809998604559171,1.0552524855829044,0.9971524995373148,-0.041900013954408816,0.30519723892211914,0.05809998604559171,0.40519723892211923,0.3997611477874164,0.43272638980223843,0.0360156206419493,0.3596774193548387,223,397,0,0.0,unified_latency_centric_excl_energy_interf,0.10000000000000099,0.10000000000000099,-0.04190001395440879,0.30519723892211925,0.03800325402497116,0.29168173062470204,0.013796042690773122,0.0839045836103425,3.3906060886383065,0.05809998604559171,0.40519723892211923,0.29060608863830506,0.7,0.7,0.9356223175965666,0.3,0.0,,0,0.6403225806451613,0.35967741935483866,0.35967741935483866,0.0,0.0,0.08071748878923767,0.905829596412556,0.013452914798206279,0.08071748878923767,0.905829596412556,0.013452914798206279,0.45100908395117867,0.8290311813354488,0.7950456798076629,0.010726308426819741,0.06079422235488892,-0.0011908170767128468,1.2325319409370423,0.6055346190929413,1.5652865529060365,0.7950456798076629,-0.7950456798076629,0.3596774193548387,0.358203125,223,620,0.4088435471057892,1.4627152681350708,-0.9120727121829987,1.2981685519218444,-0.8717021048069,0.08768607079982757,0.0,0,1.0,1.0,0.2884550084889642,5.480645161290323,20982367.81524953,1.0,0.0,0.2258613103950258,0.03689437218511048,0.2627556825801363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010361460505671273,0.0,0.4548019290646358,2.4838709677419355,7.5,False,0.0,0.0,0.0
67,30,2.299736499786377,42,True,False,idle,idle,terminated,0.0,3.0000000000000013,3.196227383613587,1.984615384615385,20,True,2.7415465157605436,2.4130758560544856,2332140582.1785073,-0.014774741263822564,-0.00010679208380691948,-0.0035598915915593774,0.0,0.0,0.19021159957397732,0.0032677456081113064,0.02050349580765147,0.012247403441627922,0.0683449860255049,0.021584250042733098,0.0557848356642185,0.0,0.0,0.013441045353791451,0.0,0.0,0.7916175290016068,0.13915658998038322,5.176735429213153e-11,1.6113084824742607e-11,2.123580158941429e-10,4.453910851243137e-11,2.1459896637487908e-10,0.9367021918296814,0.800000011920929,0.06329775601625443,0.20000000298023224,0.9666666388511658,0.9917366862297058,0.0,0.0,0.009089084342122078,235,0.0,0.0,0.0,235,0,0.0,0,20,20,260,0.021584250032901764,0.004294092999771237,0.14924635365605346,-0.03607724979519844,0.24193806946277618,0.024732645601034164,0.061224114298820825,1.163111528952916,1.1018874146540956,-0.038775885701179624,0.2960526943206787,0.061224114298820825,0.3960526943206788,0.4434079794548715,0.4728017477147785,0.036855941003242326,0.4166666666666667,250,350,0,0.0,unified_latency_centric_excl_energy_interf,0.10000000000000098,0.10000000000000098,-0.03877588570117962,0.2960526943206788,0.05843249560238379,0.34800967575925207,0.01762765413319495,0.08464109433736716,3.196227383613587,0.061224114298820825,0.3960526943206788,0.19622738361358572,0.6,0.6,0.95,0.4,0.0,,0,0.5833333333333334,0.41666666666666663,0.41666666666666663,0.0,0.0,0.06,0.928,0.012,0.06,0.928,0.012,0.4708760237723903,0.8416017293930054,0.7538270056247711,-0.0007307186257094145,0.043868654128164056,0.010487199947237968,0.8739415168762207,0.4384120672941208,0.9888918817043304,0.7538270056247711,-0.7538270056247711,0.4166666666666667,0.416796875,250,600,0.08907511830329895,0.7138397097587585,-0.7209217309951782,0.800506865978241,-0.7550446689128876,0.08938687443733215,0.08391362505499274,0,1.0,1.0,0.3417543859649121,6.493333333333334,24222054.572008014,0.8999999999999996,0.0,0.18919850883205863,0.04145242829108048,0.23065093712313908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017528673537834582,0.0,0.4723807625441502,3.9,12.0,False,0.0,0.0,0.0
68,28,2.0203700065612793,42,True,False,idle,idle,terminated,0.0,2.800000000000001,2.9481751227378856,1.7250000000000003,20,True,2.804136162256815,2.3010310737185065,2074755922.4834073,-0.015428819931250108,-0.000176276971471085,-0.0035819539121480742,0.0,0.0,0.3602825175199876,0.0015847908691933763,0.019828201818747056,0.013761620257131629,0.06609400606249023,0.03828418182019212,0.03597851201703,0.0,0.0,0.008352769197315094,0.0,0.0,0.8692849700632815,0.08638374872237337,6.898144555567143e-11,0.0,2.520858188859161e-10,5.982542933269386e-11,2.6120639262661165e-10,0.9221643209457397,0.800000011920929,0.07783560454845428,0.20000000298023224,0.9545454382896423,0.9874060034751891,0.0,0.0,0.009461765177547932,212,0.0,0.0,0.0,212,0,0.0,0,20,20,235,0.03828418627381325,0.005778461694717407,0.13644484281539915,-0.029929842799901962,0.34015771746635437,0.04161575436592102,0.06345623318638156,0.9205195175749908,0.8570632843886107,-0.03654376681361882,0.32391858100891113,0.06345623318638156,0.4239185810089112,0.43441633420178927,0.4676340382707275,0.03704431421157692,0.4142857142857143,232,328,0,0.0,unified_latency_centric_excl_energy_interf,0.10000000000000094,0.10000000000000094,-0.03654376681361882,0.32391858100891124,0.03444554368979206,0.2654392242724269,0.012196777424539985,0.08498116202898659,2.9481751227378856,0.06345623318638156,0.4239185810089112,0.14817512273788447,0.8,0.8,0.9744680851063829,0.2,0.0,,0,0.5857142857142857,0.41428571428571426,0.41428571428571426,0.0,0.0,0.08620689655172414,0.8836206896551724,0.03017241379310345,0.08620689655172414,0.8836206896551724,0.03017241379310345,0.46554506988490396,0.8477525383234024,0.7988928854465485,0.019163115695118905,0.0688267856836319,-0.008031981624662876,1.0996928215026855,0.5322277277708054,0.9481089055538178,0.7988928854465485,-0.7988928854465485,0.4142857142857143,0.415234375,232,560,0.19986629486083984,1.086156964302063,-0.7281333386898041,0.9916701138019561,-0.681748342514038,0.11140638291835785,0.0,0,1.0,1.0,0.2793233082706767,5.307142857142857,24383005.78388109,1.0,0.0,0.23125233091288624,0.038794038189556346,0.2700463691024426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009700310225209368,0.0,0.46751392303433803,2.8214285714285716,7.649999999999999,False,0.0,0.0,0.0
69,27,2.155623435974121,42,True,False,idle,idle,terminated,0.0,2.700000000000001,2.922892587184907,1.8153846153846156,20,True,2.778254783773237,2.309278737398439,2119846806.7544866,-0.015372089887415022,-0.0005252749007826101,-0.003344369527669075,0.0,0.0,0.25661450940238706,0.0015257728267032355,0.02223001340301045,0.013397124562092239,0.07410004467670149,0.028328215585449554,0.04379257717922968,0.0,0.0,0.00952756337810749,0.0,0.0,0.8360725263122016,0.11060733313046113,1.4850842777747175e-10,7.381691785601774e-11,4.241714729458223e-10,1.3330708759085041e-10,6.136953056845584e-10,0.9287078976631165,0.800000011920929,0.07129217684268951,0.20000000298023224,0.9583333134651184,0.9848484992980957,0.0,0.0,0.008246390148997307,219,0.0,0.0,0.0,218,1,0.0045871559633027525,1,20,20,252,0.028328213840723038,0.003793079638853669,0.11425683498382568,-0.01789686642587185,0.30979830026626587,0.03193540871143341,0.06304677409154426,1.1095209821727532,1.0464742080812093,-0.03695322590845605,0.375363826751709,0.06304677409154426,0.4753638267517091,0.4292181926064808,0.4604011549492816,0.03882543519030716,0.42962962962962964,232,308,0,0.0,unified_latency_centric_excl_energy_interf,0.10000000000000092,0.10000000000000092,-0.03695322590845604,0.3753638267517091,0.07249420798502126,0.4922130550681018,0.02133943402603693,0.08390567701688609,2.922892587184907,0.06304677409154426,0.4753638267517091,0.2228925871849059,0.65,0.65,0.9047619047619048,0.35,0.0,,0,0.5703703703703704,0.4296296296296296,0.4296296296296296,0.0,0.0,0.05603448275862069,0.9181034482758621,0.02586206896551724,0.05603448275862069,0.9181034482758621,0.02586206896551724,0.47589558183296937,0.8532323837280273,0.7550588428974152,0.005363551765913144,0.039864228945225476,0.007478462113067508,1.1177523136138916,0.5572939455509186,0.8772527813911438,0.7550588428974152,-0.7550588428974152,0.42962962962962964,0.428515625,232,540,0.471159964799881,1.7170922756195068,-0.3962024047970772,1.583775246143341,-0.5516681849956513,0.1785818114876747,0.030737704038619994,0,1.0,1.0,0.33099415204678373,6.2888888888888905,24506138.3347464,1.0,0.0,0.18210928994261516,0.042712684803491836,0.22482197474610696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023865853216121363,0.0,0.47701152711848005,1.7777777777777777,5.699999999999999,False,0.0,0.0,0.0
70,29,2.2370734214782715,42,True,False,idle,idle,terminated,0.0,2.9000000000000012,3.189909873008728,1.9000000000000001,20,True,2.696991841732313,2.339815625906488,2208234600.0183764,-0.015264994349209653,-0.0001763556412876339,-0.0032337188418054275,0.0,0.0,0.20849821128323007,-0.00035852462464782986,0.017924186930968318,0.010139018873323875,0.05974728976989437,0.022779505480845903,0.05184942033134748,0.0,0.0,0.010983721554462856,0.0,0.0,0.8168935086281176,0.12027334948607196,1.5579712520086275e-10,9.338804382585941e-11,4.852134249944129e-10,6.302670191304927e-11,2.437080925954404e-10,0.922942042350769,0.800000011920929,0.07705798000097275,0.20000000298023224,0.9545454382896423,0.9868420958518982,0.0,0.0,0.008973957039415836,209,0.0,0.0,0.0,204,0,0.0,0,20,20,258,0.022779501974582672,0.002772297477349639,0.11271059811115262,-0.02686365880072117,0.20633822679519653,0.02691996842622757,0.05565136782054269,1.1216038859301591,1.0659525181096183,-0.04434863217945772,0.26474642753601074,0.05565136782054269,0.36474642753601083,0.4231291645956994,0.45022884637693367,0.035409691921963526,0.3741379310344828,217,363,0,0.0,unified_latency_centric_excl_energy_interf,0.10000000000000095,0.10000000000000095,-0.04434863217945772,0.26474642753601085,0.05634140122056946,0.36012617701302085,0.018046626828978486,0.0837076588218848,3.189909873008728,0.05565136782054269,0.36474642753601083,0.28990987300872684,0.6,0.6,0.8217054263565892,0.4,0.0,,0,0.6258620689655172,0.3741379310344828,0.3741379310344828,0.0,0.0,0.03686635944700461,0.9262672811059908,0.03686635944700461,0.03686635944700461,0.9262672811059908,0.03686635944700461,0.4677858413339735,0.8548174798488616,0.762641704082489,0.013643650605808943,0.04129415638744831,-0.0042533740401268,2.0340312719345093,1.0036105036735534,2.0456463098526,0.762641704082489,-0.762641704082489,0.3741379310344828,0.376171875,217,580,3.351374626159668,3.253495693206787,3.5881592512130736,3.37352135181427,-0.3112840764224529,0.27270223647356034,0.0,0,1.0,1.0,0.28185117967332096,5.355172413793106,23336657.051826984,1.0,0.0,0.18714310631168035,0.04331047619705249,0.23045358250873288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015548255776210598,0.0,0.469174382655785,1.3448275862068966,3.599999999999998,False,0.0,0.0,0.0
71,28,2.1074180603027344,42,True,False,idle,idle,terminated,0.0,2.800000000000001,3.1986563682556155,1.7900000000000005,20,True,2.6472283898411537,2.284120871131817,2164462149.1973853,-0.015649861454227632,-0.00023027398052596562,-0.0029829351833349244,0.0,0.0,0.2169112020136793,0.0017745893945536311,0.020389846983471054,0.010670474785548818,0.06796615661157018,0.024182860195854017,0.05189239872487301,0.0,0.0,0.009890928578300791,0.0,0.0,0.8161362746844305,0.12208039801239581,8.598510792268144e-11,4.85505073644088e-11,2.811645499756206e-10,7.403064966604589e-11,3.012081001285675e-10,0.9236835837364197,0.800000011920929,0.0763164758682251,0.20000000298023224,0.9582608640193939,0.9872916519641877,0.0,0.0,0.008610534481704235,194,0.0,0.0,0.0,192,0,0.0,0,20,20,239,0.024182861670851707,0.005403012735769153,0.09730495214462279,-0.023938506841659546,0.11696735769510269,0.027616577222943306,0.06160763246672527,1.353637381238596,1.2920297487718708,-0.038392367533275094,0.298506498336792,0.06160763246672527,0.3985064983367921,0.364378514569958,0.39396002882692505,0.03681736366245876,0.3607142857142857,202,358,0,0.0,unified_latency_centric_excl_energy_interf,0.10000000000000094,0.10000000000000094,-0.038392367533275094,0.2985064983367921,0.08372916916310326,0.46242416945855014,0.027565724846457244,0.08123947924599459,3.1986563682556155,0.06160763246672527,0.3985064983367921,0.39865636825561435,0.5,0.5,0.8368200836820083,0.5,0.0,,0,0.6392857142857142,0.36071428571428577,0.36071428571428577,0.0,0.0,0.039603960396039604,0.9207920792079208,0.039603960396039604,0.039603960396039604,0.9207920792079208,0.039603960396039604,0.4727368518699711,0.8360498696565628,0.7543565273284912,0.005476789479143917,0.07218293473124504,-0.0040179741568863395,1.0131755948066712,0.4935175597667694,0.4057844340801239,0.7543565273284912,-0.7543565273284912,0.3607142857142857,0.3578125,202,560,-1.0305098295211792,5.638799667358398,0.8147066622972489,5.7396139144897464,0.13361054733395578,0.3581386148929596,0.0,0,1.0,1.0,0.2648496240601504,5.032142857142858,22846902.99052645,1.0,0.0035714285714285718,0.19305707345619957,0.04708163054992513,0.2401387040061246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002522689586310549,0.0,0.47390527250411524,1.6071428571428572,4.0,False,0.0,0.0,0.0
72,28,2.3095614910125732,42,True,False,idle,idle,terminated,0.0,2.800000000000001,2.9661881732940687,1.982352941176471,20,True,2.7343412437815213,2.415281212859895,2303362929.9287486,-0.014783484113909735,-0.00028213744907626875,-0.0030524786653479664,0.0,0.0,0.28544468747793944,0.006368929653900735,0.021341460896440113,0.009844946749865075,0.0711382029881337,0.03147079116428422,0.04169785720015803,0.0,0.0,0.008609730866788661,0.0,0.0,0.8357949867243166,0.11389742520873669,8.25728166398143e-11,2.7266322880081795e-11,3.2425951784764705e-10,7.585158889877874e-11,3.468099710191019e-10,0.9337644577026367,0.800000011920929,0.06623552739620209,0.20000000298023224,0.9636243581771851,0.9895833134651184,0.0,0.0,0.007182303816080093,238,0.0,0.0,0.0,235,0,0.0,0,20,20,258,0.03147079423069954,0.007905257400125265,0.12174781709909435,-0.030707823112607002,0.16460861265659332,0.03393762558698654,0.06411952444485285,1.156252933442591,1.09213340899774,-0.035880475555147485,0.31599879264831543,0.06411952444485285,0.4159987926483153,0.47395603797423885,0.49645877340250194,0.04038099051723453,0.4375,245,315,0,0.0,unified_latency_centric_excl_energy_interf,0.10000000000000094,0.10000000000000094,-0.03588047555514748,0.3159987926483153,0.04934473103337883,0.33615792277425227,0.020894043846719487,0.08425395536256125,2.9661881732940687,0.06411952444485285,0.4159987926483153,0.16618817329406754,0.75,0.75,0.9341085271317829,0.25,0.0,,0,0.5625,0.4375,0.4375,0.0,0.0,0.02857142857142857,0.9387755102040817,0.0326530612244898,0.02857142857142857,0.9387755102040817,0.0326530612244898,0.48421237811172774,0.8677373647689819,0.7438581347465515,0.01628577560186386,0.04820659700781107,0.011625050008296967,1.1266357898712158,0.5660166621208191,0.460915869474411,0.7438581347465515,-0.7438581347465515,0.4375,0.434375,245,560,1.1734508275985718,6.189113140106201,1.399865162372589,5.755828380584717,0.35919845998287203,0.39074309468269347,0.0,0,1.0,1.0,0.3152255639097746,5.9892857142857165,21460828.96611054,1.0,0.0,0.20469564428146936,0.045079801548696175,0.24977544583016545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001270696165485514,0.0,0.4846352608408779,2.9285714285714284,8.0,False,0.0,0.0,0.0
73,27,2.0250084400177,42,True,False,idle,idle,terminated,0.0,2.700000000000001,2.841979081630708,1.6882352941176473,20,True,2.7023709053833294,2.369777752968366,2272864441.8958526,-0.014982885601731832,-0.000280738158488111,-0.0030361891333006343,0.0,0.0,0.4442435448040095,0.0063042126118829575,0.02486657581420492,0.013451343160650492,0.08288858604734968,0.047816096600801286,0.029098485130227326,0.0,0.0,0.005896628105983424,0.0,0.0,0.8868260443646966,0.0781788423990927,8.574579934972348e-11,5.653077138345619e-11,3.334087214645896e-10,8.165068621224236e-11,3.704198239806722e-10,0.9345508217811584,0.800000011920929,0.06544917821884155,0.20000000298023224,0.9642857313156128,0.9890109896659851,0.0,0.0,0.007066991180181503,232,0.0,0.0,0.0,232,0,0.0,0,20,20,250,0.04781610146164894,0.007004183251410723,0.18163788467645642,-0.030298693105578423,0.3214169442653656,0.05124414339661598,0.06529319348158685,0.9938683489516923,0.9285751554701066,-0.034706806518413416,0.3246920108795166,0.06529319348158685,0.4246920108795167,0.4863354646604291,0.5167276207556231,0.04025448908763441,0.4425925925925926,239,301,0,0.0,unified_latency_centric_excl_energy_interf,0.10000000000000092,0.10000000000000092,-0.03470680651841341,0.3246920108795167,0.07234926389922827,0.4285862836224086,0.019972466082213255,0.0847362267904253,2.841979081630708,0.06529319348158685,0.4246920108795167,0.14197908163070672,0.85,0.85,0.956,0.15,0.0,,0,0.5574074074074075,0.44259259259259254,0.44259259259259254,0.0,0.0,0.029288702928870293,0.9707112970711297,0.0,0.029288702928870293,0.9707112970711297,0.0,0.4817373172961661,0.8431996136903763,0.7019169569015503,0.008167485968442634,0.03135193269699812,-0.0024878788739442826,1.2554507613182069,0.6168145000934601,0.9704202532768249,0.7019169569015503,-0.7019169569015503,0.4425925925925926,0.446484375,239,540,-2.724555253982544,5.505080699920654,-1.0339108765125276,5.304698657989502,0.4489077657461166,0.39764654338359834,0.0,0,1.0,1.0,0.3187134502923976,6.055555555555553,27049603.49566811,1.0,0.0,0.19316596340790776,0.03981627172088357,0.23298223512879127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024658946194274526,0.0,0.48234607338629387,2.5555555555555554,7.399999999999999,False,0.0,0.0,0.0
