window,method,policy,metric_id,metric_cn,direction,mean,std,p10,p50,p90,ci95_low,ci95_high,n,matched_k,stat_basis,rank
全程,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,25.5,9.424623568703671,15.0,25.0,35.50000000000004,23.791666666666668,27.25,120,120,matched_tail_raw_baseline,1.0
全程,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,34.625,24.168199989993102,5.0,30.0,70.0,30.353125,38.89895833333332,120,120,matched_tail_raw_baseline,2.0
全程,Static,Static,deadline_miss_rate,超时失败率,lower,44.125,23.242080968172633,10.0,45.0,70.50000000000004,39.936458333333334,48.166666666666664,120,120,matched_tail_raw_baseline,3.0
全程,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,44.375,21.386425640594368,10.0,45.0,70.0,40.51979166666666,48.208333333333336,120,120,matched_tail_raw_baseline,4.0
全程,EFT,EFT,deadline_miss_rate,超时失败率,lower,75.33333333333333,10.486753014900188,60.0,75.0,85.50000000000004,73.41458333333333,77.16666666666667,120,120,matched_tail_raw_baseline,5.0
全程,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,76.95833333333333,11.436632748648133,64.5,80.0,90.0,74.89479166666666,78.83333333333333,120,120,matched_tail_raw_baseline,6.0
全程,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,83.83333333333333,9.137910076173004,70.0,85.0,95.0,82.125,85.5,120,120,matched_tail_raw_baseline,7.0
全程,Random,Random,deadline_miss_rate,超时失败率,lower,99.83333333333333,0.9012907022553759,100.0,100.0,100.0,99.66666666666667,99.95833333333333,120,120,matched_tail_raw_baseline,8.0
末100,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,26.05,9.219407505229107,15.0,25.0,35.50000000000004,24.2,27.8,100,100,matched_tail_raw_baseline,1.0
末100,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,36.25,24.082927017648288,5.0,32.5,70.0,31.87375,40.77624999999999,100,100,matched_tail_raw_baseline,2.0
末100,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,45.7,21.26100428084955,14.500000000000002,47.5,70.0,41.2,49.72874999999998,100,100,matched_tail_raw_baseline,3.0
末100,Static,Static,deadline_miss_rate,超时失败率,lower,45.75,23.851127072452208,10.0,50.0,75.0,41.27375,50.22624999999999,100,100,matched_tail_raw_baseline,4.0
末100,EFT,EFT,deadline_miss_rate,超时失败率,lower,74.8,10.728984626287385,60.0,75.0,85.50000000000004,72.55,76.8,100,100,matched_tail_raw_baseline,5.0
末100,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,76.9,11.801814618219874,64.5,80.0,90.0,74.4,79.1,100,100,matched_tail_raw_baseline,6.0
末100,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,83.9,9.576380877297577,70.0,85.0,95.0,82.0,85.72625,100,100,matched_tail_raw_baseline,7.0
末100,Random,Random,deadline_miss_rate,超时失败率,lower,99.8,0.9847319278346621,100.0,100.0,100.0,99.6,99.95,100,100,matched_tail_raw_baseline,8.0
末300,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,25.5,9.424623568703671,15.0,25.0,35.50000000000004,23.791666666666668,27.041666666666668,120,120,matched_tail_raw_baseline,1.0
末300,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,34.625,24.168199989993102,5.0,30.0,70.0,30.311458333333334,39.0,120,120,matched_tail_raw_baseline,2.0
末300,Static,Static,deadline_miss_rate,超时失败率,lower,44.125,23.242080968172633,10.0,45.0,70.50000000000004,39.936458333333334,48.396874999999994,120,120,matched_tail_raw_baseline,3.0
末300,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,44.375,21.386425640594368,10.0,45.0,70.0,40.811458333333334,48.06354166666666,120,120,matched_tail_raw_baseline,4.0
末300,EFT,EFT,deadline_miss_rate,超时失败率,lower,75.33333333333333,10.486753014900188,60.0,75.0,85.50000000000004,73.45833333333333,77.16666666666667,120,120,matched_tail_raw_baseline,5.0
末300,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,76.95833333333333,11.436632748648133,64.5,80.0,90.0,74.85312499999999,78.875,120,120,matched_tail_raw_baseline,6.0
末300,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,83.83333333333333,9.137910076173004,70.0,85.0,95.0,82.16666666666667,85.41666666666667,120,120,matched_tail_raw_baseline,7.0
末300,Random,Random,deadline_miss_rate,超时失败率,lower,99.83333333333333,0.9012907022553759,100.0,100.0,100.0,99.66666666666667,99.95833333333333,120,120,matched_tail_raw_baseline,8.0
末500,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,25.5,9.424623568703671,15.0,25.0,35.50000000000004,23.853125,27.083333333333332,120,120,matched_tail_raw_baseline,1.0
末500,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,34.625,24.168199989993102,5.0,30.0,70.0,30.58125,38.833333333333336,120,120,matched_tail_raw_baseline,2.0
末500,Static,Static,deadline_miss_rate,超时失败率,lower,44.125,23.242080968172633,10.0,45.0,70.50000000000004,39.76979166666666,48.06354166666666,120,120,matched_tail_raw_baseline,3.0
末500,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,44.375,21.386425640594368,10.0,45.0,70.0,40.39479166666666,48.23020833333333,120,120,matched_tail_raw_baseline,4.0
末500,EFT,EFT,deadline_miss_rate,超时失败率,lower,75.33333333333333,10.486753014900188,60.0,75.0,85.50000000000004,73.45833333333333,77.125,120,120,matched_tail_raw_baseline,5.0
末500,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,76.95833333333333,11.436632748648133,64.5,80.0,90.0,74.93645833333333,78.91666666666667,120,120,matched_tail_raw_baseline,6.0
末500,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,83.83333333333333,9.137910076173004,70.0,85.0,95.0,82.25,85.375,120,120,matched_tail_raw_baseline,7.0
末500,Random,Random,deadline_miss_rate,超时失败率,lower,99.83333333333333,0.9012907022553759,100.0,100.0,100.0,99.66666666666667,99.95833333333333,120,120,matched_tail_raw_baseline,8.0
全程,当前算法(MAPPO),MAPPO,mean_cft_est,平均完工时间估计,lower,13.642842901309312,1.855588116112515,11.409077357292153,13.440058269500712,16.242368284225453,13.310223258280732,13.972239618470253,120,120,matched_tail_raw_baseline,1.0
全程,Greedy,Greedy,mean_cft_est,平均完工时间估计,lower,14.436299720207831,1.7361937098072402,12.244075329780554,14.221764664649944,16.65631652736663,14.137147298522772,14.75032524065175,120,120,matched_tail_raw_baseline,2.0
全程,Static,Static,mean_cft_est,平均完工时间估计,lower,14.875108585834486,1.8882651835751967,12.4840831813812,14.886580634117102,17.242310425758347,14.535644994878751,15.20691665822067,120,120,matched_tail_raw_baseline,3.0
全程,Local-Only,Local-Only,mean_cft_est,平均完工时间估计,lower,16.173364295562084,1.6071905125600146,14.205151466369605,16.176020784378018,18.11473742675779,15.900247349590039,16.452871941246563,120,120,matched_tail_raw_baseline,4.0
全程,CP-EFT,CP-EFT,mean_cft_est,平均完工时间估计,lower,22.616713243484494,1.564162761148248,20.564392900466913,23.05020527839661,23.75855477333069,22.334570509304605,22.896365221025547,120,120,matched_tail_raw_baseline,5.0
全程,EFT,EFT,mean_cft_est,平均完工时间估计,lower,23.207596300601963,1.6339370892862215,21.7064216041565,23.468275308609012,24.917443666458134,22.93307420206666,23.495798270414273,120,120,matched_tail_raw_baseline,6.0
全程,LB-Greedy,LB-Greedy,mean_cft_est,平均完工时间估计,lower,23.43633330353101,1.2972349186487449,22.49487007141114,23.5802595615387,24.52206394195557,23.194091200604042,23.636218323912225,120,120,matched_tail_raw_baseline,7.0
全程,Random,Random,mean_cft_est,平均完工时间估计,lower,25.103076469898223,0.5354813893380435,24.487217712402344,25.034504890441895,25.82735595703125,25.006267283936342,25.199157968123753,120,120,matched_tail_raw_baseline,8.0
末100,当前算法(MAPPO),MAPPO,mean_cft_est,平均完工时间估计,lower,13.741665983867625,1.840797672002125,11.490948408126807,13.529495086669899,16.243351086616503,13.370317483439427,14.083787140221576,100,100,matched_tail_raw_baseline,1.0
