baseline,metric_id,metric_cn,direction,n_total,n_effective,matched_k,wins,losses,ties,win_rate,p_value_sign_test,welch_t,welch_p_value,bootstrap_ci95_low,bootstrap_ci95_high,mean_oriented_diff,median_oriented_diff,stat_basis
CP-EFT,deadline_miss_rate,超时失败率,lower,120,116,120,110,6,4,0.9482758620689655,7.547275303719529e-26,17.344065647922957,1.9885138931440554e-39,37.26979166666666,46.89687499999999,42.333333333333336,45.0,matched_tail_raw_baseline
EFT,deadline_miss_rate,超时失败率,lower,120,118,120,109,9,2,0.923728813559322,5.855157202642198e-23,16.926653137427323,1.1129401783484594e-37,36.33125,45.31354166666666,40.708333333333336,40.0,matched_tail_raw_baseline
Greedy,deadline_miss_rate,超时失败率,lower,120,113,120,73,40,7,0.6460176991150443,0.0024558111031850625,3.309554549741361,0.0010816186146026475,4.083333333333332,15.127083333333323,9.75,10.000000000000004,matched_tail_raw_baseline
LB-Greedy,deadline_miss_rate,超时失败率,lower,120,115,120,115,0,5,1.0,4.814824860968084e-35,20.862677484893254,1.6525894530162435e-46,44.811458333333334,53.68854166666666,49.208333333333336,52.5,matched_tail_raw_baseline
Local-Only,deadline_miss_rate,超时失败率,lower,120,112,120,46,66,8,0.4107142857142857,0.07212638623517843,-3.853363940576673,0.00017046065489915763,-13.666666666666668,-4.519791666666671,-9.125,-7.5,matched_tail_raw_baseline
Random,deadline_miss_rate,超时失败率,lower,120,120,120,120,0,0,1.0,1.5046327690525337e-36,29.535724943841554,1.0477583584579151e-56,60.603125000000006,69.33333333333333,65.20833333333333,70.0,matched_tail_raw_baseline
Static,deadline_miss_rate,超时失败率,lower,120,111,120,69,42,9,0.6216216216216216,0.013233607758826434,3.1036579581095167,0.0021430397253873875,3.291666666666668,15.355208333333328,9.5,10.0,matched_tail_raw_baseline
CP-EFT,mean_cft_est,平均完工时间估计,lower,120,120,120,120,0,0,1.0,1.5046327690525337e-36,40.50603022177046,5.029365957154793e-107,8.543540258169187,9.425245297324677,8.973870342175186,9.213394112586993,matched_tail_raw_baseline
EFT,mean_cft_est,平均完工时间估计,lower,120,120,120,120,0,0,1.0,1.5046327690525337e-36,42.37782920174148,7.907596114044822e-112,9.123681825315971,9.999347567526522,9.564753399292648,9.89369233131411,matched_tail_raw_baseline
Greedy,mean_cft_est,平均完工时间估计,lower,120,120,120,74,46,0,0.6166666666666667,0.01337632672823569,3.4204178296804195,0.0007361684156750513,0.3429827830692124,1.2610750350336242,0.7934568188985207,0.5803012323379493,matched_tail_raw_baseline
