baseline,metric_id,metric_cn,direction,n_total,n_effective,matched_k,wins,losses,ties,win_rate,p_value_sign_test,welch_t,welch_p_value,bootstrap_ci95_low,bootstrap_ci95_high,mean_oriented_diff,median_oriented_diff,stat_basis
LB-Greedy,mean_cft_est,平均完工时间估计,lower,120,120,120,120,0,0,1.0,1.5046327690525337e-36,47.384656406392864,4.597613497138321e-115,9.395428392187775,10.205934468889255,9.7934904022217,9.788091554641749,matched_tail_raw_baseline
Local-Only,mean_cft_est,平均完工时间估计,lower,120,120,120,101,19,0,0.8416666666666667,1.0754075870961978e-14,11.292143641366309,7.101872377196007e-24,2.1129558007637588,2.965266463094944,2.5305213942527724,2.637653584480274,matched_tail_raw_baseline
Random,mean_cft_est,平均完工时间估计,lower,120,120,120,120,0,0,1.0,1.5046327690525337e-36,65.00289935591893,9.38511184463544e-106,11.131481949784376,11.795495736821508,11.460233568588913,11.665706968307507,matched_tail_raw_baseline
Static,mean_cft_est,平均完工时间估计,lower,120,120,120,85,35,0,0.7083333333333334,5.732969902850684e-06,5.098877881438159,6.973499108784678e-07,0.7562498986264086,1.7076851483305326,1.2322656845251736,1.3049122333526606,matched_tail_raw_baseline
CP-EFT,power_ratio_mean,远端功率比例,lower,120,120,120,0,120,0,0.0,1.5046327690525337e-36,-137.58735166002919,3.751338031422757e-181,-0.41762585443460176,-0.4058559116273765,-0.41164150899635754,-0.4093637358790158,matched_tail_raw_baseline
EFT,power_ratio_mean,远端功率比例,lower,120,120,120,0,120,0,0.0,1.5046327690525337e-36,-122.63411764748317,3.720036001375229e-168,-0.39139903776995283,-0.3782896304667534,-0.38464574205757857,-0.3836887479073369,matched_tail_raw_baseline
Greedy,power_ratio_mean,远端功率比例,lower,120,120,120,120,0,0,1.0,1.5046327690525337e-36,327.9697973253771,8.82539662863831e-178,0.44010450272002,0.4454036383770803,0.44265797849903876,0.4463586500564882,matched_tail_raw_baseline
LB-Greedy,power_ratio_mean,远端功率比例,lower,120,120,120,0,120,0,0.0,1.5046327690525337e-36,-106.19725997014078,1.5504394317705713e-148,-0.38618564168315717,-0.3722584787873793,-0.3792501478725588,-0.38175678051656337,matched_tail_raw_baseline
Local-Only,power_ratio_mean,远端功率比例,lower,120,120,120,0,120,0,0.0,1.5046327690525337e-36,-412.94037092112,1.1215704784250476e-189,-0.5599484453467211,-0.5548773833597782,-0.5573420215009612,-0.5536413499435118,matched_tail_raw_baseline
Random,power_ratio_mean,远端功率比例,lower,120,120,120,120,0,0,1.0,1.5046327690525337e-36,30.876314268773164,7.162968670858367e-63,0.04019498917448534,0.04572493855564041,0.043000886451865575,0.0452257956885716,matched_tail_raw_baseline
Static,power_ratio_mean,远端功率比例,lower,120,120,120,120,0,0,1.0,1.5046327690525337e-36,327.9697973253771,8.82539662863831e-178,0.4400030341043751,0.4453098725713207,0.44265797849903876,0.4463586500564882,matched_tail_raw_baseline
CP-EFT,reward_mean,平均步奖励,higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,21.73330081480503,2.7846507431513254e-43,0.8555393017578524,1.0193054295657633,0.9339634900209617,0.8626610908932875,matched_tail_raw_baseline
EFT,reward_mean,平均步奖励,higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,21.7100137044152,3.013977496244767e-43,0.7555843397215879,0.9078596683325585,0.8279939046685532,0.7127007531423786,matched_tail_raw_baseline
Greedy,reward_mean,平均步奖励,higher,120,120,120,53,67,0,0.44166666666666665,0.2352033679725099,-1.4346057640590661,0.15272967674746715,-0.005881347816896953,0.0007881008299829977,-0.002460734157472721,-0.0031879973154007504,matched_tail_raw_baseline
LB-Greedy,reward_mean,平均步奖励,higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,18.117028598285984,5.02093318940748e-36,0.8822652619820222,1.1027786022376471,0.9881372403354672,0.8311502064010297,matched_tail_raw_baseline
Local-Only,reward_mean,平均步奖励,higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,45.94924463050736,9.84719330177429e-82,0.28377762662158873,0.3091759986977696,0.29623050833596426,0.2990298951491666,matched_tail_raw_baseline
Random,reward_mean,平均步奖励,higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,23.397744438955854,2.3571430057854877e-46,1.6284427487821853,1.9228722067405712,1.7672737982016404,1.6294085870050417,matched_tail_raw_baseline
Static,reward_mean,平均步奖励,higher,120,120,120,107,13,0,0.8916666666666667,1.4958728419662547e-19,11.860068780383143,4.284368904500728e-24,0.029498832064065384,0.040554605917310686,0.034820533717339744,0.0321180626242927,matched_tail_raw_baseline
CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,120,117,120,89,28,3,0.7606837606837606,1.3661272708326326e-08,8.29179403922458,6.277884003152738e-14,0.1026672881388417,0.16423171230033043,0.13395372184614338,0.18253079056739807,matched_tail_raw_baseline
EFT,rho_selected_p10,远端信誉分位数(p10),higher,120,118,120,91,27,2,0.7711864406779662,2.6899026850687526e-09,8.533673423101337,1.2719314484575354e-14,0.10781857013640302,0.17012471762299522,0.13940960365037125,0.19999998807907104,matched_tail_raw_baseline
Greedy,rho_selected_p10,远端信誉分位数(p10),higher,120,118,120,55,63,2,0.4661016949152542,0.5194908187566104,-0.7008723089168303,0.48407246424530703,-0.054694215757151436,0.02461379708908503,-0.014493572562932966,-0.015142139792442333,matched_tail_raw_baseline
LB-Greedy,rho_selected_p10,远端信誉分位数(p10),higher,120,117,120,88,29,3,0.7521367521367521,4.279942717990749e-08,8.819422347977381,2.1726606213293943e-15,0.11161422545835384,0.17659096149355166,0.14469495949645836,0.19999998807907104,matched_tail_raw_baseline
Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,39.661869730100946,1.9189564923052283e-70,0.5731736138947309,0.6339389967129877,0.6044875212013722,0.6547619104385376,matched_tail_raw_baseline
Random,rho_selected_p10,远端信誉分位数(p10),higher,120,116,120,87,29,4,0.75,6.471530404742314e-08,8.805766822481102,2.447089130454769e-15,0.11163220058133205,0.1775048760970433,0.14418427822490532,0.19374999403953552,matched_tail_raw_baseline
Static,rho_selected_p10,远端信誉分位数(p10),higher,120,118,120,66,52,2,0.559322033898305,0.2312656821974776,-0.44139692232359456,0.6593656859264146,-0.04572307950568692,0.028667739430752775,-0.008302286155521872,0.012774094939231928,matched_tail_raw_baseline
CP-EFT,subtask_success_rate,子任务成功率,higher,120,120,120,119,1,0,0.9916666666666667,1.8206056505533455e-34,26.139915535943665,6.827179188714972e-72,30.237462368347988,35.031454099686634,32.64589953892803,33.71332371332371,matched_tail_raw_baseline
EFT,subtask_success_rate,子任务成功率,higher,120,120,120,118,2,0,0.9833333333333333,1.0925138536090136e-32,26.08215096212294,1.0828199464669217e-71,30.41481676992572,35.38423522108127,32.89753592757376,34.70693118735172,matched_tail_raw_baseline
Greedy,subtask_success_rate,子任务成功率,higher,120,120,120,76,44,0,0.6333333333333333,0.00445502317755059,2.5628714195502407,0.010999572845638347,0.7044004506160239,5.655830388537636,3.2745813276126214,2.9347983539071194,matched_tail_raw_baseline
LB-Greedy,subtask_success_rate,子任务成功率,higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,32.91858507652389,1.911375332974458e-90,39.549633913291636,44.47421781437455,41.89560023541123,43.64819416794168,matched_tail_raw_baseline
Local-Only,subtask_success_rate,子任务成功率,higher,120,120,120,61,59,0,0.5083333333333333,0.9273150210898252,-3.016001603714409,0.0030514833035741617,-4.66524400210581,-0.9460129566612672,-2.7446603945921653,0.38888387284684,matched_tail_raw_baseline
Random,subtask_success_rate,子任务成功率,higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,82.50969688071655,2.68780622168137e-129,75.5650315396678,79.13810828327867,77.52881340074221,80.66635699826779,matched_tail_raw_baseline
Static,subtask_success_rate,子任务成功率,higher,120,120,120,79,41,0,0.6583333333333333,0.0006667238970034925,2.385405743132052,0.01784573651339034,0.6784814937220659,5.497751309231962,3.03356820781788,2.6464314373738773,matched_tail_raw_baseline
CP-EFT,task_success_rate,任务成功率,higher,120,116,120,110,6,4,0.9482758620689655,7.547275303719529e-26,17.344065647922957,1.9885138931440554e-39,37.70833333333333,46.98020833333332,42.333333333333336,45.0,matched_tail_raw_baseline
EFT,task_success_rate,任务成功率,higher,120,118,120,109,9,2,0.923728813559322,5.855157202642198e-23,16.92665313742732,1.1129401783484753e-37,36.125,45.23020833333332,40.708333333333336,40.0,matched_tail_raw_baseline
Greedy,task_success_rate,任务成功率,higher,120,113,120,73,40,7,0.6460176991150443,0.0024558111031850625,3.309554549741361,0.0010816186146026475,4.456249999999999,15.250000000000004,9.75,10.000000000000004,matched_tail_raw_baseline
LB-Greedy,task_success_rate,任务成功率,higher,120,115,120,115,0,5,1.0,4.814824860968084e-35,20.862677484893254,1.6525894530162435e-46,44.39479166666666,53.48020833333333,49.208333333333336,52.5,matched_tail_raw_baseline
Local-Only,task_success_rate,任务成功率,higher,120,112,120,46,66,8,0.4107142857142857,0.07212638623517843,-3.853363940576673,0.00017046065489915763,-13.666666666666664,-4.333333333333329,-9.125,-7.4999999999999964,matched_tail_raw_baseline
Random,task_success_rate,任务成功率,higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,29.535724943841554,1.0477583584579151e-56,60.728125,69.41666666666666,65.20833333333333,70.0,matched_tail_raw_baseline
Static,task_success_rate,任务成功率,higher,120,111,120,69,42,9,0.6216216216216216,0.013233607758826434,3.1036579581095167,0.0021430397253873875,3.6666666666666643,15.396874999999996,9.5,10.0,matched_tail_raw_baseline
CP-EFT,time_limit_rate,时间上限截断率,lower,120,104,120,104,0,16,1.0,9.860761315262698e-32,27.811867970346768,6.724074461485409e-54,80.83333333333333,92.5,86.66666666666667,100.0,matched_tail_raw_baseline
EFT,time_limit_rate,时间上限截断率,lower,120,108,120,108,0,12,1.0,6.1629758220391404e-33,32.72613634390714,2.430720624830606e-61,84.16666666666667,95.0,90.0,100.0,matched_tail_raw_baseline
Greedy,time_limit_rate,时间上限截断率,lower,120,0,120,0,0,120,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
LB-Greedy,time_limit_rate,时间上限截断率,lower,120,111,120,111,0,9,1.0,7.703719777548991e-34,38.31013790978397,8.831571168494567e-69,87.5,96.66666666666667,92.5,100.0,matched_tail_raw_baseline
Local-Only,time_limit_rate,时间上限截断率,lower,120,1,120,1,0,119,1.0,1.0,0.9999999999999999,0.3193395975454463,0.0,2.5,0.8333333333333334,0.0,matched_tail_raw_baseline
Random,time_limit_rate,时间上限截断率,lower,120,120,120,120,0,0,1.0,1.5046327690525337e-36,inf,0.0,100.0,100.0,100.0,100.0,matched_tail_raw_baseline
Static,time_limit_rate,时间上限截断率,lower,120,0,120,0,0,120,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
CP-EFT,trust_failure_rate,信誉失败率,lower,120,120,120,58,62,0,0.48333333333333334,0.7843281773322243,-0.9226572190581147,0.3573173383651296,-0.039671015325548765,0.01513715516826064,-0.012949219426964616,-0.004931915036268789,matched_tail_raw_baseline
EFT,trust_failure_rate,信誉失败率,lower,120,120,120,65,55,0,0.5416666666666666,0.4114232202639136,-0.3225064957342338,0.7474161942901605,-0.030873319054958194,0.02347751569741901,-0.004501259167946295,0.0112105115298788,matched_tail_raw_baseline
Greedy,trust_failure_rate,信誉失败率,lower,120,120,120,61,59,0,0.5083333333333333,0.9273150210898252,-0.30393220495491036,0.7614458037362299,-0.03900927248305247,0.027373611864197064,-0.00502481775051421,0.00859624339584604,matched_tail_raw_baseline
LB-Greedy,trust_failure_rate,信誉失败率,lower,120,120,120,64,56,0,0.5333333333333333,0.5229909838899577,-0.0574445408321535,0.9542496062468953,-0.029334429639924928,0.026018198020516786,-0.0008052672577276001,0.017028317557678488,matched_tail_raw_baseline
Local-Only,trust_failure_rate,信誉失败率,lower,120,120,120,0,120,0,0.0,1.5046327690525337e-36,-19.142922675540802,3.9131617618519493e-38,-0.2530542609866143,-0.20723714872611032,-0.22951039530326234,-0.20018726591760294,matched_tail_raw_baseline
Random,trust_failure_rate,信誉失败率,lower,120,120,120,63,57,0,0.525,0.6482600518209587,0.048281144937017455,0.9615446862723411,-0.02837342868227505,0.028885262718653867,0.0006586210858844708,0.013157358336730547,matched_tail_raw_baseline
Static,trust_failure_rate,信誉失败率,lower,120,120,120,58,62,0,0.48333333333333334,0.7843281773322243,-1.074978364810294,0.2834815056477289,-0.0477075785811235,0.01637515757470958,-0.017470214536689264,-0.018265763456078894,matched_tail_raw_baseline
