task_success_rate_mean,task_success_rate_std,task_success_rate_cv,deadline_miss_rate_mean,deadline_miss_rate_std,deadline_miss_rate_cv,decision_rsu_frac_mean,decision_rsu_frac_std,decision_rsu_frac_cv,decision_v2v_frac_mean,decision_v2v_frac_std,decision_v2v_frac_cv,no_task_rate_mean,no_task_rate_std,no_task_rate_cv,trust_failure_rate_mean,trust_failure_rate_std,trust_failure_rate_cv,rho_selected_p10_mean,rho_selected_p10_std,rho_selected_p10_cv,reward_mean_mean,reward_mean_std,reward_mean_cv,entropy_mean,entropy_std,entropy_cv,approx_kl_mean,approx_kl_std,approx_kl_cv,clip_frac_mean,clip_frac_std,clip_frac_cv
0.8780000000000001,0.07309386819589718,0.08325041926269562,0.122,0.07309386819589724,0.5991300622685835,6.46294164945525e-05,0.0005276618925142626,8.16429664442496,0.0003331154278937835,0.001200592122850506,3.6041216293101073,0.24496461834733893,0.034661210755018886,0.14149476298808786,0.0475,0.21027321303628557,4.426804391778552,0.045,0.14344995450412754,3.1877766959189078,0.08463615149259564,0.02445877764905292,0.2889873526705114,0.0,0.0,0.0,0.0008886035065153095,0.0023067374472790004,2.595910138161401,0.003854775847401436,0.0045839880773794655,1.1891708025769643
