phase,n,task_success_rate,subtask_success_rate,deadline_miss_rate,time_limit_rate,mean_cft_est,reward_mean,decision_local_frac,decision_rsu_frac,decision_v2v_frac,illegal_action_rate,no_task_rate,unified_illegal_trigger_rate,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_risk,abs_ratio_r_illegal,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,I_total_p95,I_caused_p95,avail_V,neighbor_count_mean,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu
前期,200,0.07424999999999998,0.3554811350746951,0.9257499999999999,0.795,19.380279749441147,-0.3857720950525254,0.49654338184010965,0.06700441375627822,0.43645220440361215,0.0,0.9661540276956592,0.0,0.15047143272427385,0.0036505712226650128,0.8195900852727022,0.006471438623340492,0.0,0.21062927577056656,0.49010754024982456,0.5,6.36156485197544e-06,6.36156485197544e-06,0.5230049670494512,9.937094373939575,0.000168084448968005,0.09268752583639056
中期,200,0.77725,0.9499498884169577,0.22274999999999998,0.14,4.7271123052477835,0.041159500682260826,0.9662645878013965,0.007824300183801494,0.025911112014802135,0.0,0.3896865029184273,0.0,0.2206107108410655,0.07876568308270959,0.08494121461383887,0.004693817104343351,0.0,0.0970767594806917,0.2159166669100523,0.2225,3.5778616501152436e-09,3.5778616501152436e-09,0.5286368967140115,10.044101037566216,0.0012838888412808318,0.01208832359260109
后期,200,0.8780000000000001,0.9942055771359997,0.122,0.0,1.583124974280596,0.08463615149259564,0.9996022551556116,6.46294164945525e-05,0.0003331154278937835,0.0,0.24496461834733893,0.0,0.1643780581035526,0.09032885852127308,0.0,0.0001814439176118865,0.0,0.0475,0.045,0.045,0.0,0.0,0.5192546356700575,9.865838077731093,0.0013428308823529383,0.005749669866578523
