episodes,episode_min,episode_max,r_interf_min,r_interf_p50,r_interf_p95,r_interf_max,r_total_min,r_total_p50,r_total_p95,r_total_max,reward_mean_min,reward_mean_p50,reward_mean_p95,reward_mean_max,task_success_rate_min,task_success_rate_p50,task_success_rate_p95,task_success_rate_max,deadline_miss_rate_min,deadline_miss_rate_p50,deadline_miss_rate_p95,deadline_miss_rate_max,decision_rsu_frac_min,decision_rsu_frac_p50,decision_rsu_frac_p95,decision_rsu_frac_max,decision_v2v_frac_min,decision_v2v_frac_p50,decision_v2v_frac_p95,decision_v2v_frac_max,no_task_rate_min,no_task_rate_p50,no_task_rate_p95,no_task_rate_max,I_total_p95_min,I_total_p95_p50,I_total_p95_p95,I_total_p95_max,I_caused_p95_min,I_caused_p95_p50,I_caused_p95_p95,I_caused_p95_max
600,1,600,-1.6324337433280391,0.0,0.0,0.0,-1.6625548558591283,0.058953100853812154,0.11622383211928677,0.1554836640341446,-1.7866675853729248,0.058953102678060504,0.11622383296489713,0.1554836630821228,0.0,0.8,0.95,1.0,0.0,0.2,1.0,1.0,0.0,0.0,0.10159801136363633,0.1428571428571428,0.0,0.001865671641791,0.705941770647653,0.9444444444444444,0.14,0.28125,0.97925,0.98875,0.0,0.0,7.63050344687593e-07,0.0001995262573473,0.0,0.0,7.63050344687593e-07,0.0001995262573473
