episode,steps,wall_time,sim_time,reward_mean,reward_total,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,hard_trigger_rate,actor_loss,critic_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,value_clip_fraction,skipped_update_count,early_stop,lr,bias_rsu,bias_local
1,200,25.08348798751831,20.0,-2.966841459274292,-594.3682921080446,-1.9908757328987123,2.966841459274292,0.0,0.0,0.3180722891566265,0.0,0.0,0,0.0,0.0,0.0,0.0,20,1.0,0.18421052631578946,0.24736842105263157,0.5684210526315789,0.4922731077813078,0.34,2.049999999999983,0.0,134,35,13.521459174434684,0.0,1.0,0.0,0.0,0.14717920124530792,3.7667338848114014,1.8806606531143188,0.03567754104733467,0.0,2.367219924926758,0.0475,0.0,0,True,0.0003,1.4,1.7
2,200,23.863618850708008,20.0,-3.8473610877990723,-770.4722346802961,-2.012344551086426,3.8473610877990723,0.05,0.05,0.3976190476190476,5.1999999999999975,5.1999999999999975,1,0.0,0.0,0.0,0.0,19,0.95,0.28378378378378377,0.24774774774774774,0.46846846846846846,0.5053346473535058,0.49,3.0,0.0,142,63,18.344634752175256,0.0,1.0,0.0,0.0,-0.10008089430630207,3.6289946913719175,1.7159080147743224,-0.02090225403662771,0.059006170555949214,1.2788089871406556,0.0555,0.0,0,True,0.0003,1.4,1.7
3,200,22.791046142578125,20.0,-3.706343412399292,-742.2686681788774,-2.303431308269501,3.706343412399292,0.25,0.25,0.45605700712589076,9.619999999999981,10.579999999999979,5,0.0,0.0,0.0,0.0,15,0.75,0.29098360655737704,0.22131147540983606,0.48770491803278687,0.5004067598471884,0.405,2.0,0.0,151,71,20.102399334399987,0.0,1.0,0.0,0.0,0.5410789251327515,1.5850521326065063,1.8203561305999756,0.03090190887451172,0.0625,2.3854546546936035,0.061,0.0,0,True,0.0003,1.4,1.7
4,200,25.390387296676636,20.0,-3.033111333847046,-607.6221997623707,-1.9739918768405917,3.033111333847046,0.0,0.0,0.29439252336448596,0.0,0.0,0,0.0,0.0,0.0,0.0,20,1.0,0.25263157894736843,0.22631578947368422,0.5210526315789473,0.49843781752232463,0.26,2.0,0.0,117,48,12.910174682897342,0.0,1.0,0.0,0.0,-0.06523544527590275,6.654991626739502,1.806692361831665,0.034187319688498974,0.1454545482993126,2.1059852838516235,0.0475,0.0,0,True,0.0003,1.4,1.7
5,200,23.35750675201416,20.0,-2.460472583770752,-493.0945099445964,-1.9435360848903658,2.460472583770752,0.05,0.05,0.41304347826086957,14.999999999999963,14.999999999999963,1,0.0,0.0,0.0,0.0,19,0.95,0.23015873015873015,0.27380952380952384,0.49603174603174605,0.5015925640233326,0.63,4.0,0.0,146,58,17.595733988311142,0.0,1.0,0.0,0.0,0.4996279180049896,3.808194955190023,1.8365106582641602,0.0146390525624156,0.0876129741470019,1.8537373542785645,0.063,0.0,0,True,0.0003,1.4,1.7
