metric,direction,ours_last100,best_baseline,best_baseline_val,gap_vs_best
reward_mean,higher,-1.472662707567215,Greedy,-1.7092286378065955,0.23656593023938055
task_success_rate,higher,0.9089999999999999,Local-Only,0.7036666666666666,0.20533333333333337
subtask_success_rate,higher,0.9836529353479514,Local-Only,0.9244088410167517,0.059244094331199704
deadline_miss_rate,lower,0.09100000000000001,Local-Only,0.2963333333333333,-0.20533333333333326
time_limit_rate,lower,0.0,Greedy,0.0,0.0
mean_cft_est,lower,10.346269805526717,Greedy,15.366683017476392,-5.020413211949675
power_ratio_mean,lower,0.16979937183907384,Local-Only,0.0,0.16979937183907384
rho_selected_p10,higher,0.6165044814646243,Static,0.6161143636703491,0.0003901177942752243
trust_failure_rate,lower,0.21286419895992886,Local-Only,0.0,0.21286419895992886
