episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,v2v_subtask_sr,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,power_ratio_mean,power_ratio_p95,mean_cost_power,mean_cost_trust,episode_time_seconds,mean_cft_completed,act_seconds,makespan_seconds,task_duration_mean,task_duration_p95,deadline_miss_rate,deadline_meet_ratio,time_limit_rate,energy_mean,energy_p95,illegal_action_rate,no_task_rate,on_task_rate,has_task_available_rate,v2v_link_break_rate,unified_illegal_trigger_rate,I_total_mean,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,avg_queue_len,avg_rsu_queue
1,Local-Only,0.02097838581329123,0.18880547231962108,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022222222222222223,0.6666666666666666
1,Greedy,0.0031616507025097195,0.07587961686023327,0.6,0.6,0.8666666666666667,1.0,0.7708333333333334,0.21875,0.010416666666666666,0.7708333333333334,0.21875,0.010416666666666666,0.22916666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0020833333333333333,1.6666666666666667
1,EFT,-0.00017977840530459125,-0.00431468172731019,0.35,0.35,0.7481481481481481,0.6666666666666666,0.8145833333333333,0.11458333333333333,0.07083333333333333,0.8145833333333333,0.11458333333333333,0.07083333333333333,8.585138274500374e-05,0.00046301869345619995,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020833333333333332,0.7083333333333334
1,CP-EFT,0.0027143939282499962,0.0651454542779999,0.6,0.6,0.8444444444444444,0.8928571428571429,0.8875,0.052083333333333336,0.06041666666666667,0.8875,0.052083333333333336,0.06041666666666667,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03958333333333333,0.25
2,Local-Only,0.006398172436264124,0.22393603526924435,0.75,0.75,0.966542750929368,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3914285714285715,0.11428571428571428
2,Greedy,0.005922131058780821,0.20135245599854792,0.95,0.95,0.9888475836431226,1.0,0.6205882352941177,0.36764705882352944,0.011764705882352941,0.6205882352941177,0.36764705882352944,0.011764705882352941,0.37941176470588234,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04411764705882353,11.264705882352942
2,EFT,0.0001598046383325773,0.006232380894970514,0.3,0.3,0.7137546468401487,0.8111111111111111,0.7705128205128206,0.1,0.1294871794871795,0.7705128205128206,0.1,0.1294871794871795,0.00035738953418401354,0.001557339869628662,0.011737239009234108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5205128205128206,2.1025641025641026
2,CP-EFT,0.00253246610023925,0.09370124570885226,0.7,0.7,0.9107806691449815,0.9716981132075472,0.7189189189189189,0.12702702702702703,0.15405405405405406,0.7189189189189189,0.12702702702702703,0.15405405405405406,6.66252659194916e-05,0.00023703219605972976,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5756756756756757,2.5405405405405403
3,Local-Only,0.005572448543681581,0.2173254932035817,0.65,0.65,0.9562043795620438,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3205128205128205,0.07692307692307693
3,Greedy,0.004525792833667067,0.1765059205130156,0.85,0.85,0.9197080291970803,1.0,0.6897435897435897,0.29615384615384616,0.014102564102564103,0.6897435897435897,0.29615384615384616,0.014102564102564103,0.31025641025641026,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03974358974358974,8.948717948717949
3,EFT,0.00023150218403516546,0.009028585177371453,0.35,0.35,0.8029197080291971,0.9466666666666667,0.7705128205128206,0.12692307692307692,0.10256410256410256,0.7705128205128206,0.12692307692307692,0.10256410256410256,4.9854537490499835e-05,0.00021724323599212219,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40512820512820513,2.0256410256410255
3,CP-EFT,0.0008078287471926615,0.0315053211405138,0.45,0.45,0.8613138686131386,1.0,0.7794871794871795,0.10512820512820513,0.11538461538461539,0.7794871794871795,0.10512820512820513,0.11538461538461539,0.00045596301934644934,0.00206773927378041,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41410256410256413,2.3846153846153846
4,Local-Only,0.007083593469926735,0.19834061715794857,0.75,0.75,0.9805825242718447,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8303571428571429,0.2857142857142857
4,Greedy,0.005696217378107976,0.15379786920891536,0.8,0.8,0.9368932038834952,1.0,0.6555555555555556,0.3425925925925926,0.001851851851851852,0.6555555555555556,0.3425925925925926,0.001851851851851852,0.34444444444444444,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016666666666666666,7.222222222222222
4,EFT,0.0009704638480137813,0.02717298774438588,0.4,0.4,0.7281553398058253,0.7843137254901961,0.7732142857142857,0.12142857142857143,0.10535714285714286,0.7732142857142857,0.12142857142857143,0.10535714285714286,0.00048774259520679254,0.00215067601036066,0.012765125905027088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34464285714285714,1.9285714285714286
4,CP-EFT,0.0027485889935263477,0.07696049181873774,0.6,0.6,0.8106796116504854,0.8775510204081632,0.7821428571428571,0.12321428571428572,0.09464285714285714,0.7821428571428571,0.12321428571428572,0.09464285714285714,0.0006755085703260596,0.0031006950769065034,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2982142857142857,1.9285714285714286
5,Local-Only,0.02137130801275345,0.19234177211478104,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08888888888888889,0.0
5,Greedy,0.020802377231935818,0.18722139508742236,1.0,1.0,1.0,1.0,0.35,0.6333333333333333,0.016666666666666666,0.35,0.6333333333333333,0.016666666666666666,0.65,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011111111111111112,4.222222222222222
