phase,method,policy,metric_id,metric_cn,direction,mean,std,n,matched_k,stat_basis
中期,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,78.41666666666667,10.431516026476892,120,120,matched_tail_raw_baseline
中期,EFT,EFT,deadline_miss_rate,超时失败率,lower,75.70833333333333,11.399834757267193,120,120,matched_tail_raw_baseline
中期,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,40.708333333333336,22.07032146652727,120,120,matched_tail_raw_baseline
中期,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,82.0,10.854267642287994,120,120,matched_tail_raw_baseline
中期,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,25.5,9.424623568703671,120,120,matched_tail_raw_baseline
中期,Random,Random,deadline_miss_rate,超时失败率,lower,99.70833333333333,1.3434924595231335,120,120,matched_tail_raw_baseline
中期,Static,Static,deadline_miss_rate,超时失败率,lower,46.541666666666664,22.66671043413141,120,120,matched_tail_raw_baseline
中期,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,44.5,35.95281688570183,120,120,matched_tail_raw_baseline
前期,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,78.41666666666667,10.431516026476892,120,120,matched_tail_raw_baseline
前期,EFT,EFT,deadline_miss_rate,超时失败率,lower,75.70833333333333,11.399834757267193,120,120,matched_tail_raw_baseline
前期,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,40.708333333333336,22.07032146652727,120,120,matched_tail_raw_baseline
前期,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,82.0,10.854267642287994,120,120,matched_tail_raw_baseline
前期,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,25.5,9.424623568703671,120,120,matched_tail_raw_baseline
前期,Random,Random,deadline_miss_rate,超时失败率,lower,99.70833333333333,1.3434924595231335,120,120,matched_tail_raw_baseline
前期,Static,Static,deadline_miss_rate,超时失败率,lower,46.541666666666664,22.66671043413141,120,120,matched_tail_raw_baseline
前期,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,98.70833333333333,2.934568908352835,120,120,matched_tail_raw_baseline
后期,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,78.41666666666667,10.431516026476892,120,120,matched_tail_raw_baseline
后期,EFT,EFT,deadline_miss_rate,超时失败率,lower,75.70833333333333,11.399834757267193,120,120,matched_tail_raw_baseline
后期,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,40.708333333333336,22.07032146652727,120,120,matched_tail_raw_baseline
后期,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,82.0,10.854267642287994,120,120,matched_tail_raw_baseline
后期,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,25.5,9.424623568703671,120,120,matched_tail_raw_baseline
后期,Random,Random,deadline_miss_rate,超时失败率,lower,99.70833333333333,1.3434924595231335,120,120,matched_tail_raw_baseline
后期,Static,Static,deadline_miss_rate,超时失败率,lower,46.541666666666664,22.66671043413141,120,120,matched_tail_raw_baseline
后期,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,11.666666666666666,7.051233080474796,120,120,matched_tail_raw_baseline
中期,CP-EFT,CP-EFT,mean_cft_est,平均完工时间估计,lower,22.764593382040662,1.4046785722807797,120,120,matched_tail_raw_baseline
中期,EFT,EFT,mean_cft_est,平均完工时间估计,lower,22.94784031176567,2.1223189348796745,120,120,matched_tail_raw_baseline
中期,Greedy,Greedy,mean_cft_est,平均完工时间估计,lower,14.387687710762005,1.7822712544927433,120,120,matched_tail_raw_baseline
中期,LB-Greedy,LB-Greedy,mean_cft_est,平均完工时间估计,lower,23.309546928564707,1.5017420355280695,120,120,matched_tail_raw_baseline
中期,Local-Only,Local-Only,mean_cft_est,平均完工时间估计,lower,16.173364286422704,1.6071905148154242,120,120,matched_tail_raw_baseline
中期,Random,Random,mean_cft_est,平均完工时间估计,lower,25.103340663909915,0.5421198919387323,120,120,matched_tail_raw_baseline
中期,Static,Static,mean_cft_est,平均完工时间估计,lower,15.198972160895648,1.858142942888199,120,120,matched_tail_raw_baseline
中期,当前算法(MAPPO),MAPPO,mean_cft_est,平均完工时间估计,lower,10.178524193803469,9.121544838514229,120,120,matched_tail_raw_baseline
前期,CP-EFT,CP-EFT,mean_cft_est,平均完工时间估计,lower,22.764593382040662,1.4046785722807797,120,120,matched_tail_raw_baseline
前期,EFT,EFT,mean_cft_est,平均完工时间估计,lower,22.94784031176567,2.1223189348796745,120,120,matched_tail_raw_baseline
前期,Greedy,Greedy,mean_cft_est,平均完工时间估计,lower,14.387687710762005,1.7822712544927433,120,120,matched_tail_raw_baseline
前期,LB-Greedy,LB-Greedy,mean_cft_est,平均完工时间估计,lower,23.309546928564707,1.5017420355280695,120,120,matched_tail_raw_baseline
前期,Local-Only,Local-Only,mean_cft_est,平均完工时间估计,lower,16.173364286422704,1.6071905148154242,120,120,matched_tail_raw_baseline
前期,Random,Random,mean_cft_est,平均完工时间估计,lower,25.103340663909915,0.5421198919387323,120,120,matched_tail_raw_baseline
前期,Static,Static,mean_cft_est,平均完工时间估计,lower,15.198972160895648,1.858142942888199,120,120,matched_tail_raw_baseline
前期,当前算法(MAPPO),MAPPO,mean_cft_est,平均完工时间估计,lower,20.155577531178793,2.5448937103716753,120,120,matched_tail_raw_baseline
后期,CP-EFT,CP-EFT,mean_cft_est,平均完工时间估计,lower,22.764593382040662,1.4046785722807797,120,120,matched_tail_raw_baseline
后期,EFT,EFT,mean_cft_est,平均完工时间估计,lower,22.94784031176567,2.1223189348796745,120,120,matched_tail_raw_baseline
后期,Greedy,Greedy,mean_cft_est,平均完工时间估计,lower,14.387687710762005,1.7822712544927433,120,120,matched_tail_raw_baseline
后期,LB-Greedy,LB-Greedy,mean_cft_est,平均完工时间估计,lower,23.309546928564707,1.5017420355280695,120,120,matched_tail_raw_baseline
