path,size_bytes,suffix,top_level
topology_deep/full/models/best_model.pth,8399410,.pth,topology_deep
topology_deep/full/models/last_model.pth,8399410,.pth,topology_deep
topology_parallel/full/models/last_model.pth,8399410,.pth,topology_parallel
topology_parallel/full/models/best_model.pth,8399410,.pth,topology_parallel
topology_balanced/full/models/last_model.pth,8399410,.pth,topology_balanced
ippo_main/models/best_model.pth,8399410,.pth,ippo_main
ippo_main/models/last_model.pth,8399410,.pth,ippo_main
topology_balanced/full/models/best_model.pth,8399410,.pth,topology_balanced
ippo_main/models/checkpoints/ep0500.pth,8392978,.pth,ippo_main
topology_balanced/full/models/checkpoints/ep1000.pth,8392978,.pth,topology_balanced
ippo_main/models/checkpoints/ep0200.pth,8392978,.pth,ippo_main
topology_balanced/full/models/checkpoints/ep0200.pth,8392978,.pth,topology_balanced
topology_balanced/full/models/checkpoints/ep0500.pth,8392978,.pth,topology_balanced
topology_deep/full/models/checkpoints/ep0200.pth,8392978,.pth,topology_deep
topology_deep/full/models/checkpoints/ep0500.pth,8392978,.pth,topology_deep
ippo_main/models/checkpoints/ep1000.pth,8392978,.pth,ippo_main
topology_deep/full/models/checkpoints/ep1000.pth,8392978,.pth,topology_deep
ippo_main/models/checkpoints/ep0800.pth,8392978,.pth,ippo_main
topology_parallel/full/models/checkpoints/ep0200.pth,8392978,.pth,topology_parallel
topology_deep/full/models/checkpoints/ep0800.pth,8392978,.pth,topology_deep
topology_balanced/full/models/checkpoints/ep0800.pth,8392978,.pth,topology_balanced
topology_parallel/full/models/checkpoints/ep0500.pth,8392978,.pth,topology_parallel
topology_parallel/full/models/checkpoints/ep1000.pth,8392978,.pth,topology_parallel
topology_parallel/full/models/checkpoints/ep0800.pth,8392978,.pth,topology_parallel
topology_balanced/wo_dag/models/best_model.pth,8390752,.pth,topology_balanced
topology_balanced/wo_dag/models/last_model.pth,8390752,.pth,topology_balanced
topology_parallel/wo_dag/models/best_model.pth,8390752,.pth,topology_parallel
topology_parallel/wo_dag/models/last_model.pth,8390752,.pth,topology_parallel
topology_deep/wo_dag/models/last_model.pth,8390752,.pth,topology_deep
topology_deep/wo_dag/models/best_model.pth,8390752,.pth,topology_deep
topology_deep/wo_dag/models/checkpoints/ep0800.pth,8384392,.pth,topology_deep
topology_balanced/wo_dag/models/checkpoints/ep0800.pth,8384392,.pth,topology_balanced
topology_deep/wo_dag/models/checkpoints/ep1000.pth,8384392,.pth,topology_deep
topology_balanced/wo_dag/models/checkpoints/ep1000.pth,8384392,.pth,topology_balanced
topology_balanced/wo_dag/models/checkpoints/ep0500.pth,8384392,.pth,topology_balanced
topology_balanced/wo_dag/models/checkpoints/ep0200.pth,8384392,.pth,topology_balanced
topology_parallel/wo_dag/models/checkpoints/ep0800.pth,8384392,.pth,topology_parallel
topology_parallel/wo_dag/models/checkpoints/ep1000.pth,8384392,.pth,topology_parallel
topology_parallel/wo_dag/models/checkpoints/ep0200.pth,8384392,.pth,topology_parallel
topology_deep/wo_dag/models/checkpoints/ep0500.pth,8384392,.pth,topology_deep
topology_parallel/wo_dag/models/checkpoints/ep0500.pth,8384392,.pth,topology_parallel
topology_deep/wo_dag/models/checkpoints/ep0200.pth,8384392,.pth,topology_deep
topology_deep/full/logs/metrics.csv,3610623,.csv,topology_deep
topology_balanced/full/logs/metrics.csv,3584216,.csv,topology_balanced
ippo_main/logs/metrics.csv,3561578,.csv,ippo_main
topology_parallel/full/logs/metrics.csv,3543558,.csv,topology_parallel
topology_balanced/wo_dag/logs/metrics.csv,3480667,.csv,topology_balanced
topology_deep/wo_dag/logs/metrics.csv,3465101,.csv,topology_deep
topology_parallel/wo_dag/logs/metrics.csv,3426559,.csv,topology_parallel
topology_balanced/full/plots/reward_decomposition.png,3158043,.png,topology_balanced
topology_balanced/wo_dag/plots/reward_decomposition.png,3148087,.png,topology_balanced
ippo_main/plots/reward_decomposition.png,2716329,.png,ippo_main
topology_parallel/full/plots/reward_decomposition.png,2559959,.png,topology_parallel
topology_parallel/wo_dag/plots/reward_decomposition.png,2471488,.png,topology_parallel
topology_deep/wo_dag/plots/reward_decomposition.png,2444733,.png,topology_deep
topology_deep/full/plots/reward_decomposition.png,2379937,.png,topology_deep
topology_deep/full/logs/training_stats.csv,1911524,.csv,topology_deep
topology_balanced/full/logs/training_stats.csv,1897527,.csv,topology_balanced
ippo_main/logs/training_stats.csv,1888977,.csv,ippo_main
topology_balanced/wo_dag/plots/fig_convergence_recheck.png,1881639,.png,topology_balanced
topology_parallel/full/logs/training_stats.csv,1878590,.csv,topology_parallel
topology_balanced/wo_dag/logs/training_stats.csv,1878491,.csv,topology_balanced
topology_parallel/wo_dag/logs/training_stats.csv,1848909,.csv,topology_parallel
topology_balanced/full/plots/fig_convergence_recheck.png,1838148,.png,topology_balanced
topology_deep/wo_dag/logs/training_stats.csv,1834527,.csv,topology_deep
topology_deep/full/plots/fig_convergence_recheck.png,1746014,.png,topology_deep
topology_deep/wo_dag/plots/fig_convergence_recheck.png,1745662,.png,topology_deep
ippo_main/plots/fig_convergence_recheck.png,1706458,.png,ippo_main
batch_analysis/batch1_topology_training_diagnostics.png,1691492,.png,batch_analysis
topology_parallel/full/plots/fig_convergence_recheck.png,1676890,.png,topology_parallel
topology_parallel/wo_dag/plots/fig_convergence_recheck.png,1599695,.png,topology_parallel
topology_balanced/wo_dag/plots/fig_convergence_baseline.png,1328809,.png,topology_balanced
topology_parallel/wo_dag/plots/fig_convergence_baseline.png,1214416,.png,topology_parallel
topology_balanced/wo_dag/plots/training_overview.png,1200050,.png,topology_balanced
topology_deep/wo_dag/plots/fig_convergence_baseline.png,1163965,.png,topology_deep
topology_parallel/full/plots/fig_convergence_baseline.png,1157015,.png,topology_parallel
topology_balanced/full/plots/training_overview.png,1148891,.png,topology_balanced
ippo_main/plots/fig_convergence_baseline.png,1148878,.png,ippo_main
topology_balanced/full/plots/fig_convergence_baseline.png,1148219,.png,topology_balanced
batch_analysis/batch1_strict_train_convergence_1500ep.png,1132803,.png,batch_analysis
topology_deep/full/plots/training_overview.png,1128324,.png,topology_deep
topology_deep/full/plots/physical_metrics.png,1125219,.png,topology_deep
topology_deep/wo_dag/plots/training_overview.png,1124031,.png,topology_deep
topology_parallel/full/plots/physical_metrics.png,1103375,.png,topology_parallel
ippo_main/plots/training_overview.png,1095478,.png,ippo_main
ippo_main/plots/physical_metrics.png,1093136,.png,ippo_main
topology_parallel/wo_dag/plots/training_overview.png,1081485,.png,topology_parallel
topology_balanced/wo_dag/plots/fig_training_diagnostics.png,1081187,.png,topology_balanced
topology_balanced/full/plots/physical_metrics.png,1069909,.png,topology_balanced
topology_deep/full/plots/fig_convergence_baseline.png,1069306,.png,topology_deep
topology_parallel/full/plots/training_overview.png,1054792,.png,topology_parallel
topology_deep/wo_dag/plots/physical_metrics.png,1053050,.png,topology_deep
topology_balanced/full/plots/fig_summary_dashboard.png,1017164,.png,topology_balanced
topology_balanced/wo_dag/plots/fig_summary_dashboard.png,1013672,.png,topology_balanced
topology_deep/wo_dag/plots/fig_summary_dashboard.png,1013257,.png,topology_deep
ippo_main/plots/fig_training_diagnostics.png,1009636,.png,ippo_main
topology_deep/full/plots/fig_summary_dashboard.png,1006511,.png,topology_deep
topology_balanced/full/plots/fig_training_diagnostics.png,1000821,.png,topology_balanced
topology_deep/full/plots/resource_utilization.png,988380,.png,topology_deep
topology_deep/wo_dag/plots/fig_training_diagnostics.png,988113,.png,topology_deep
topology_balanced/wo_dag/plots/physical_metrics.png,986574,.png,topology_balanced
topology_deep/full/plots/fig_training_diagnostics.png,976816,.png,topology_deep
ippo_main/plots/fig_summary_dashboard.png,975925,.png,ippo_main
topology_parallel/full/plots/fig_summary_dashboard.png,962499,.png,topology_parallel
topology_parallel/full/plots/fig_training_diagnostics.png,952461,.png,topology_parallel
topology_parallel/wo_dag/plots/physical_metrics.png,950451,.png,topology_parallel
batch_analysis/batch1_deep_training_diagnostics_1500ep.png,936080,.png,batch_analysis
topology_balanced/full/plots/resource_utilization.png,920289,.png,topology_balanced
topology_parallel/full/plots/resource_utilization.png,920010,.png,topology_parallel
ippo_main/plots/resource_utilization.png,916511,.png,ippo_main
topology_parallel/wo_dag/plots/fig_summary_dashboard.png,915525,.png,topology_parallel
topology_deep/wo_dag/plots/resource_utilization.png,904944,.png,topology_deep
topology_balanced/wo_dag/plots/fig_training_overview.png,890442,.png,topology_balanced
topology_parallel/wo_dag/plots/fig_training_diagnostics.png,885636,.png,topology_parallel
topology_balanced/full/plots/fig_training_overview.png,880409,.png,topology_balanced
topology_deep/full/plots/fig_training_overview.png,863743,.png,topology_deep
batch_analysis/batch1_balanced_training_diagnostics_1500ep.png,859050,.png,batch_analysis
topology_deep/full/episode_log.csv,853487,.csv,topology_deep
ippo_main/plots/fig_training_overview.png,850424,.png,ippo_main
topology_balanced/full/episode_log.csv,849357,.csv,topology_balanced
topology_balanced/wo_dag/plots/resource_utilization.png,837351,.png,topology_balanced
topology_deep/full/plots/fig_physical_metrics.png,825272,.png,topology_deep
topology_balanced/full/plots/fig_physical_metrics.png,820322,.png,topology_balanced
topology_deep/wo_dag/plots/fig_physical_metrics.png,816948,.png,topology_deep
topology_parallel/full/plots/fig_training_overview.png,816279,.png,topology_parallel
ippo_main/episode_log.csv,812682,.csv,ippo_main
ippo_main/plots/fig_physical_metrics.png,812495,.png,ippo_main
topology_parallel/full/plots/fig_physical_metrics.png,810301,.png,topology_parallel
topology_deep/wo_dag/plots/fig_training_overview.png,805523,.png,topology_deep
topology_balanced/wo_dag/episode_log.csv,801311,.csv,topology_balanced
topology_deep/wo_dag/episode_log.csv,797801,.csv,topology_deep
topology_parallel/full/episode_log.csv,796018,.csv,topology_parallel
topology_parallel/wo_dag/plots/resource_utilization.png,792471,.png,topology_parallel
topology_parallel/wo_dag/plots/fig_training_overview.png,786141,.png,topology_parallel
topology_balanced/wo_dag/plots/fig_physical_metrics.png,771662,.png,topology_balanced
topology_parallel/wo_dag/plots/fig_physical_metrics.png,752946,.png,topology_parallel
batch_analysis/batch1_parallel_training_diagnostics_1500ep.png,751195,.png,batch_analysis
topology_parallel/wo_dag/episode_log.csv,743153,.csv,topology_parallel
topology_deep/full/plots/offloading_ratio.png,718982,.png,topology_deep
topology_balanced/full/plots/offloading_ratio.png,708005,.png,topology_balanced
topology_balanced/wo_dag/plots/fig_constraint_health.png,696375,.png,topology_balanced
batch_analysis/batch1_topology_overview.png,672718,.png,batch_analysis
topology_parallel/wo_dag/plots/fig_constraint_health.png,669833,.png,topology_parallel
topology_balanced/wo_dag/plots/success_rate_multilevel.png,659907,.png,topology_balanced
topology_parallel/full/plots/fig_constraint_health.png,653818,.png,topology_parallel
topology_balanced/full/plots/fig_constraint_health.png,651149,.png,topology_balanced
ippo_main/plots/offloading_ratio.png,637794,.png,ippo_main
topology_balanced/wo_dag/plots/fig_latency_with_baselines.png,637664,.png,topology_balanced
ippo_main/plots/fig_constraint_health.png,621372,.png,ippo_main
topology_deep/full/plots/fig_constraint_health.png,612646,.png,topology_deep
topology_deep/wo_dag/plots/fig_constraint_health.png,608622,.png,topology_deep
topology_parallel/full/plots/offloading_ratio.png,603485,.png,topology_parallel
topology_parallel/wo_dag/plots/fig_latency_with_baselines.png,595385,.png,topology_parallel
topology_deep/wo_dag/plots/fig_latency_with_baselines.png,591658,.png,topology_deep
topology_parallel/full/plots/fig_latency_with_baselines.png,581947,.png,topology_parallel
topology_balanced/full/plots/fig_latency_with_baselines.png,580640,.png,topology_balanced
topology_parallel/wo_dag/plots/success_rate_multilevel.png,575684,.png,topology_parallel
topology_deep/wo_dag/plots/offloading_ratio.png,564410,.png,topology_deep
topology_deep/wo_dag/plots/success_rate_multilevel.png,561908,.png,topology_deep
topology_deep/full/plots/fig_latency_with_baselines.png,560011,.png,topology_deep
ippo_main/plots/fig_latency_with_baselines.png,556900,.png,ippo_main
topology_parallel/full/plots/success_rate_multilevel.png,551542,.png,topology_parallel
ippo_main/plots/success_rate_multilevel.png,534257,.png,ippo_main
topology_balanced/full/plots/success_rate_multilevel.png,512078,.png,topology_balanced
batch_analysis/batch1_balanced_convergence_1500ep.png,510612,.png,batch_analysis
topology_deep/full/plots/episode_duration.png,494556,.png,topology_deep
topology_parallel/full/plots/episode_duration.png,493758,.png,topology_parallel
topology_parallel/full/plots/performance_radar.png,492102,.png,topology_parallel
ippo_main/plots/performance_radar.png,491769,.png,ippo_main
topology_deep/wo_dag/plots/episode_duration.png,490528,.png,topology_deep
topology_balanced/wo_dag/plots/episode_duration.png,488276,.png,topology_balanced
batch_analysis/batch1_deep_convergence_1500ep.png,487423,.png,batch_analysis
topology_balanced/full/plots/episode_duration.png,487346,.png,topology_balanced
topology_deep/full/plots/performance_radar.png,482555,.png,topology_deep
topology_deep/wo_dag/plots/performance_radar.png,480075,.png,topology_deep
topology_balanced/wo_dag/plots/fig_multi_agent_metrics.png,479275,.png,topology_balanced
topology_parallel/wo_dag/plots/episode_duration.png,478890,.png,topology_parallel
topology_balanced/wo_dag/plots/performance_radar.png,472413,.png,topology_balanced
topology_balanced/wo_dag/plots/fig_reward_analysis.png,468376,.png,topology_balanced
ippo_main/plots/episode_duration.png,466046,.png,ippo_main
batch_analysis/batch1_ippo_main_training_curves.png,463127,.png,batch_analysis
topology_parallel/wo_dag/plots/performance_radar.png,460719,.png,topology_parallel
batch_analysis/batch1_parallel_convergence_1500ep.png,459705,.png,batch_analysis
topology_balanced/full/plots/performance_radar.png,459119,.png,topology_balanced
topology_deep/full/plots/success_rate_multilevel.png,458354,.png,topology_deep
topology_deep/wo_dag/plots/fig_multi_agent_metrics.png,449287,.png,topology_deep
topology_deep/full/plots/fig_multi_agent_metrics.png,441195,.png,topology_deep
topology_balanced/wo_dag/plots/offloading_ratio.png,435852,.png,topology_balanced
topology_balanced/full/plots/fig_multi_agent_metrics.png,435034,.png,topology_balanced
topology_parallel/wo_dag/plots/fig_multi_agent_metrics.png,434517,.png,topology_parallel
