episode_seed,episode_steps,active_ratio,no_task_ratio,decision_events_per_vehicle_mean,decision_events_per_vehicle_p50,decision_events_per_vehicle_p90,ready_subtask_count_mean,ready_subtask_count_p50,ready_subtask_count_p90,ready_subtask_count_p95,inflight_subtask_count_mean,inflight_subtask_count_p95,avg_subtask_service_steps_mean,avg_subtask_service_steps_p50,avg_subtask_service_steps_p90,phase_comm_ratio,phase_compute_ratio,phase_wait_ratio,phase_finished_ratio,queue_len_vehicle_mean,queue_len_vehicle_p95,queue_len_rsu_mean,queue_len_rsu_p95,task_success_rate,deadline_miss_rate,illegal_count,assign_failed_count,run_tag,config_overrides
42014,105,0.21,0.79,22.05,23.0,24.0,5.333333333333333,5.0,10.0,12.0,1.2161904761904763,3.0,6.791383219954649,6.0,12.0,0.09523809523809523,0.9809523809523809,0.009523809523809525,0.009523809523809525,1.1987273617229564,3.0,0.2984126984126984,2.0,1.0,0.0,57,0,v1_patched_xxl,
42015,89,0.2303370786516854,0.7696629213483146,20.5,20.0,24.0,5.921348314606742,5.0,12.0,13.599999999999994,1.1533707865168539,3.0,6.007317073170731,5.5,10.0,0.15730337078651685,0.9662921348314607,0.02247191011235955,0.011235955056179775,1.0909090909090908,3.0,0.5243445692883895,3.0,1.0,0.0,12,0,v1_patched_xxl,
42016,102,0.2,0.8,20.4,20.0,23.1,5.137254901960785,4.5,11.900000000000006,14.0,1.078921568627451,3.0,6.394607843137255,6.0,11.0,0.14705882352941177,0.9607843137254902,0.029411764705882353,0.00980392156862745,1.0445891783567134,3.0,0.3137254901960784,2.0,1.0,0.0,5,0,v1_patched_xxl,
42017,100,0.2,0.8,20.0,19.5,23.0,5.23,5.0,10.0,13.099999999999994,1.2,3.0,7.0,7.0,12.0,0.15,0.97,0.02,0.01,1.1884057971014492,3.0,0.2966666666666667,2.0,1.0,0.0,31,0,v1_patched_xxl,
42018,91,0.23131868131868133,0.7686813186813187,21.05,21.0,23.1,6.131868131868132,6.0,11.0,14.0,1.2708791208791208,3.0,6.494061757719715,6.0,11.0,0.18681318681318682,0.967032967032967,0.02197802197802198,0.01098901098901099,1.2257323377369327,3.0,0.5860805860805861,4.0,1.0,0.0,40,0,v1_patched_xxl,
42019,109,0.1908256880733945,0.8091743119266055,20.8,20.5,24.0,4.871559633027523,5.0,9.200000000000003,12.0,1.2954128440366972,3.0,7.788461538461538,7.0,13.0,0.1743119266055046,0.981651376146789,0.009174311926605505,0.009174311926605505,1.2745746691871456,3.0,0.327217125382263,2.0,1.0,0.0,76,0,v1_patched_xxl,
42020,92,0.23152173913043478,0.7684782608695652,21.3,21.0,24.0,5.880434782608695,6.0,11.0,13.450000000000003,1.3320652173913043,3.0,6.753521126760563,6.0,12.0,0.18478260869565216,0.9891304347826086,0.0,0.010869565217391304,1.314012380416432,3.0,0.35507246376811596,2.0,1.0,0.0,25,0,v1_patched_xxl,
42021,85,0.2411764705882353,0.7588235294117647,20.5,20.0,23.1,6.270588235294118,6.0,11.0,14.599999999999994,1.3811764705882352,3.0,6.726829268292683,6.0,12.0,0.2,0.9882352941176471,0.0,0.011764705882352941,1.3844731977818854,3.0,0.3215686274509804,2.0,1.0,0.0,41,0,v1_patched_xxl,
42022,95,0.22105263157894736,0.7789473684210526,21.0,20.0,24.0,5.631578947368421,6.0,11.600000000000009,12.299999999999997,1.253157894736842,3.0,6.669047619047619,6.0,12.0,0.09473684210526316,0.9894736842105263,0.0,0.010526315789473684,1.2225259704756697,3.0,0.47368421052631576,3.0,1.0,0.0,41,0,v1_patched_xxl,
42023,97,0.22164948453608246,0.7783505154639175,21.5,22.0,24.0,5.896907216494846,6.0,11.400000000000006,12.0,1.3958762886597937,3.0,7.221445221445221,7.0,12.0,0.21649484536082475,0.9896907216494846,0.010309278350515464,0.0,1.3618843683083512,3.0,0.3470790378006873,2.0,0.95,0.05,20,0,v1_patched_xxl,
42024,95,0.22421052631578947,0.7757894736842105,21.3,21.0,22.200000000000003,5.6421052631578945,5.0,10.600000000000009,12.299999999999997,1.3663157894736842,3.0,7.093896713615023,6.5,12.5,0.10526315789473684,0.9894736842105263,0.0,0.010526315789473684,1.355068493150685,3.0,0.39649122807017545,2.0,1.0,0.0,52,0,v1_patched_xxl,
42025,80,0.256875,0.743125,20.55,20.5,23.0,6.875,7.0,12.0,13.0,1.18625,3.0,5.618004866180049,5.0,10.0,0.1875,0.975,0.0125,0.0125,1.1154094132817538,3.0,0.6291666666666667,3.0,1.0,0.0,9,0,v1_patched_xxl,
42026,86,0.24767441860465117,0.7523255813953489,21.3,21.0,24.0,6.5813953488372094,6.0,12.0,13.0,1.3895348837209303,3.0,6.610328638497653,6.0,11.0,0.2441860465116279,0.9883720930232558,0.0,0.011627906976744186,1.3465703971119134,3.0,0.49612403100775193,3.0,1.0,0.0,48,0,v1_patched_xxl,
42027,103,0.20436893203883494,0.795631067961165,21.05,21.0,23.1,5.436893203883495,5.0,11.0,12.0,1.2354368932038835,3.0,7.045130641330166,6.0,13.0,0.24271844660194175,0.9805825242718447,0.009708737864077669,0.009708737864077669,1.201395812562313,3.0,0.34951456310679613,2.0,1.0,0.0,23,0,v1_patched_xxl,
42028,117,0.1764957264957265,0.8235042735042735,20.65,20.5,23.1,4.418803418803419,4.0,9.400000000000006,11.199999999999989,1.2756410256410255,3.0,8.172330097087379,8.0,14.0,0.1111111111111111,0.9829059829059829,0.017094017094017096,0.0,1.2581211589113257,3.0,0.2336182336182336,2.0,0.95,0.05,53,0,v1_patched_xxl,
42029,103,0.21553398058252426,0.7844660194174757,22.2,23.0,24.0,5.796116504854369,6.0,10.799999999999997,12.0,1.2116504854368932,3.0,6.621621621621622,6.0,12.0,0.10679611650485436,0.9611650485436893,0.02912621359223301,0.009708737864077669,1.1350024545900834,3.0,0.5501618122977346,3.0,1.0,0.0,46,0,v1_patched_xxl,
