episode,step,veh_id,target,power,reward,q_len
1,0,0,1,0.156,0.000,0
1,0,1,1,0.057,0.000,0
1,0,2,0,0.471,0.000,0
1,0,3,1,0.351,0.000,0
1,0,4,1,0.506,0.000,0
1,0,5,1,0.210,0.000,0
1,0,6,1,0.518,0.000,0
1,0,7,1,0.463,0.000,0
1,0,8,1,0.159,0.000,0
1,0,9,1,0.369,0.000,0
1,0,10,1,0.346,0.000,0
1,0,11,1,0.575,0.000,0
1,1,0,1,0.287,-0.000,0
1,1,1,1,0.586,-0.000,0
1,1,2,1,0.903,-0.000,0
1,1,3,1,0.209,-0.000,0
1,1,4,1,0.258,-0.000,0
1,1,5,1,0.407,-0.000,0
1,1,6,1,0.673,-0.000,0
1,1,7,1,0.900,-0.000,0
1,1,8,1,0.682,-0.000,0
1,1,9,1,0.604,-0.000,0
1,1,10,1,0.625,-0.000,0
1,1,11,1,0.638,-0.000,0
1,2,0,0,0.368,0.000,0
1,2,1,1,0.241,0.000,0
1,2,2,1,0.884,0.000,0
1,2,3,0,0.507,0.000,0
1,2,4,1,0.572,0.000,0
1,2,5,1,0.423,0.000,0
1,2,6,1,0.748,0.000,0
1,2,7,1,0.420,0.000,0
1,2,8,1,0.710,0.000,0
1,2,9,1,0.244,0.000,0
1,2,10,1,0.406,0.000,0
1,2,11,1,0.602,0.000,0
1,3,0,1,0.278,-0.000,0
1,3,1,1,0.523,-0.000,0
1,3,2,1,0.730,-0.000,0
1,3,3,1,0.718,-0.000,0
1,3,4,1,0.201,-0.000,0
1,3,5,1,0.920,-0.000,0
1,3,6,1,0.845,-0.000,0
1,3,7,1,0.641,-0.000,0
1,3,8,1,0.485,-0.000,0
1,3,9,1,0.712,-0.000,0
1,3,10,1,0.235,-0.000,0
1,3,11,1,0.609,-0.000,0
1,4,0,1,0.211,0.000,0
1,4,1,1,0.604,0.000,0
1,4,2,1,0.050,0.000,0
1,4,3,1,0.522,0.000,0
1,4,4,1,0.665,0.000,0
1,4,5,1,0.484,0.000,0
1,4,6,1,0.877,0.000,0
1,4,7,1,0.349,0.000,0
1,4,8,1,0.596,0.000,0
1,4,9,1,0.667,0.000,0
1,4,10,1,0.146,0.000,0
1,4,11,1,0.668,0.000,0
1,5,0,1,0.137,0.000,0
1,5,1,1,0.418,0.000,0
1,5,2,1,0.678,0.000,0
1,5,3,1,0.081,0.000,0
1,5,4,1,0.843,0.000,0
1,5,5,1,0.771,0.000,0
1,5,6,0,0.538,0.000,0
1,5,7,1,0.230,0.000,0
1,5,8,1,0.579,0.000,0
1,5,9,1,0.435,0.000,0
1,5,10,1,0.767,0.000,0
1,5,11,1,0.762,0.000,0
1,6,0,1,0.433,-0.000,0
1,6,1,0,0.475,-0.000,0
1,6,2,1,0.479,-0.000,0
1,6,3,1,0.682,-0.000,0
1,6,4,1,0.305,-0.000,0
1,6,5,1,0.775,-0.000,0
1,6,6,1,0.412,-0.000,0
1,6,7,1,0.552,-0.000,0
1,6,8,1,0.377,-0.000,0
1,6,9,1,0.446,-0.000,0
1,6,10,1,0.708,-0.000,0
1,6,11,1,0.414,-0.000,0
1,7,0,1,0.475,0.000,0
1,7,1,1,0.582,0.000,0
1,7,2,1,0.684,0.000,0
1,7,3,1,0.697,0.000,0
1,7,4,1,0.399,0.000,0
1,7,5,1,0.486,0.000,0
1,7,6,1,0.328,0.000,0
1,7,7,1,0.720,0.000,0
1,7,8,1,0.554,0.000,0
1,7,9,1,0.499,0.000,0
1,7,10,1,0.172,0.000,0
1,7,11,1,0.049,0.000,0
1,8,0,1,0.743,-0.000,0
1,8,1,1,0.438,-0.000,0
1,8,2,1,0.213,-0.000,0
1,8,3,1,0.546,-0.000,0
1,8,4,1,0.575,-0.000,0
1,8,5,1,0.734,-0.000,0
1,8,6,1,0.442,-0.000,0
1,8,7,1,0.408,-0.000,0
1,8,8,1,0.787,-0.000,0
1,8,9,1,0.410,-0.000,0
1,8,10,1,0.585,-0.000,0
1,8,11,1,0.414,-0.000,0
1,9,0,1,0.425,0.000,0
1,9,1,1,0.299,0.000,0
1,9,2,1,0.477,0.000,0
1,9,3,0,0.827,0.000,0
1,9,4,1,0.453,0.000,0
1,9,5,1,0.719,0.000,0
1,9,6,1,0.522,0.000,0
1,9,7,1,0.151,0.000,0
1,9,8,1,0.213,0.000,0
1,9,9,0,0.341,0.000,0
1,9,10,0,0.441,0.000,0
1,9,11,1,0.742,0.000,0
1,10,0,1,0.203,-0.000,0
1,10,1,1,0.733,-0.000,0
1,10,2,1,0.240,-0.000,0
1,10,3,1,0.367,-0.000,0
1,10,4,1,0.110,-0.000,0
1,10,5,1,0.178,-0.000,0
1,10,6,1,0.993,-0.000,0
1,10,7,1,0.250,-0.000,0
1,10,8,1,0.505,-0.000,0
1,10,9,1,0.592,-0.000,0
1,10,10,1,0.196,-0.000,0
1,10,11,1,0.622,-0.000,0
1,11,0,0,0.496,-0.000,0
1,11,1,1,0.462,-0.000,0
1,11,2,1,0.516,-0.000,0
1,11,3,1,0.689,-0.000,0
1,11,4,1,0.866,-0.000,0
1,11,5,1,0.657,-0.000,0
1,11,6,1,0.479,-0.000,0
1,11,7,1,0.524,-0.000,0
1,11,8,1,0.506,-0.000,0
1,11,9,1,0.658,-0.000,0
1,11,10,1,0.067,-0.000,0
1,11,11,1,0.634,-0.000,0
1,12,0,1,0.950,0.000,0
1,12,1,1,0.444,0.000,0
1,12,2,1,0.636,0.000,0
1,12,3,1,0.132,0.000,0
1,12,4,1,0.230,0.000,0
1,12,5,1,0.170,0.000,0
1,12,6,1,0.327,0.000,0
1,12,7,1,0.509,0.000,0
1,12,8,1,0.234,0.000,0
1,12,9,0,0.220,0.000,0
1,12,10,1,0.487,0.000,0
1,12,11,1,0.531,0.000,0
1,13,0,1,0.717,-0.000,0
1,13,1,1,0.185,-0.000,0
1,13,2,1,0.423,-0.000,0
1,13,3,1,0.080,-0.000,0
1,13,4,1,0.427,-0.000,0
1,13,5,1,0.686,-0.000,0
