episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,v2v_subtask_sr,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,power_ratio_mean,power_ratio_p95,episode_time_seconds,mean_cft_est,mean_cft_completed,task_duration_mean,task_duration_p95,deadline_miss_rate,time_limit_rate,illegal_action_rate,no_task_rate,unified_illegal_trigger_rate,I_total_mean,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,rho_selected_mean,rho_selected_p10,risk_penalty_mean,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,uncertainty_selected_mean,uncertainty_selected_p90,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,avg_queue_len,avg_rsu_queue
1,Greedy,-0.0008394824163930647,-0.09318254821963018,0.85,0.85,0.9831730769230769,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,11.099999999999977,11.24542742729185,8.999999999999984,8.999999999999984,10.859999999999976,0.15,0.0,0.0,0.7788288288288289,0.0,0.0,0.0,0.0,0.0,0.0,0.7936198115348816,0.6153846383094788,0.0552758164703846,,,,,0.06092679500579834,0.1666666716337204,491,0.0,0.0,0.0,489,80,0.16359918200409,80,0.0,26.792792792792792
2,Greedy,-0.0058948911218728375,-0.7309664991122319,0.8,0.8,0.9601873536299765,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,12.399999999999972,12.661172456741312,9.612499999999981,9.612499999999981,12.099999999999973,0.2,0.0,0.0,0.7911290322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.7681078910827637,0.6521367430686951,0.06067097932100296,,,,,0.05640982463955879,0.1666666716337204,518,0.0,0.0,0.0,514,104,0.20233463035019456,104,0.0,25.35483870967742
3,Greedy,-0.0005081399996928455,-0.06046865996344862,0.95,0.95,0.9976133651551312,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,11.899999999999974,11.911067085266088,7.494736842105253,7.494736842105253,10.999999999999975,0.05,0.0,0.0,0.7743697478991597,0.0,0.0,0.0,0.0,0.0,0.0,0.7032061815261841,0.5,0.08781193196773529,,,,,0.05726761370897293,0.1428571492433548,537,0.0,0.0,0.0,536,118,0.22014925373134328,118,0.0,18.529411764705884
4,Greedy,0.007334170650872126,0.7334170650872126,0.8,0.8,0.9900249376558603,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,9.99999999999998,10.056226253509504,8.074999999999989,8.074999999999989,9.474999999999982,0.2,0.0,0.0,0.7805,0.0,0.0,0.0,0.0,0.0,0.0,0.8599196076393127,0.75,0.03289744257926941,,,,,0.06664543598890305,0.20000000298023224,439,0.0,0.0,0.0,436,39,0.08944954128440367,39,0.0,28.47
5,Greedy,-0.0012334031501105248,-0.14060795911259982,0.9,0.9,0.995260663507109,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,11.399999999999975,11.428744564056377,8.777777777777764,8.777777777777764,10.464999999999977,0.1,0.0,0.0,0.7728070175438596,0.0,0.0,0.0,0.0,0.0,0.0,0.7640601396560669,0.7130435109138489,0.059982556849718094,,,,,0.058466605842113495,0.1666666716337204,518,0.0,0.0,0.0,518,98,0.1891891891891892,98,0.0,26.06140350877193
6,Greedy,0.011394478221913884,1.1394478221913884,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,9.99999999999998,9.999999999999979,7.979999999999985,7.979999999999985,9.524999999999983,0.0,0.0,0.0,0.7685,0.0,0.0,0.0,0.0,0.0,0.0,0.859182596206665,0.7761194109916687,0.03430315479636192,,,,,0.06636251509189606,0.20000000298023224,463,0.0,0.0,0.0,463,48,0.10367170626349892,48,0.0,26.21
7,Greedy,-0.0009405165971344396,-0.12132664103034271,0.95,0.95,0.9976798143851509,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,12.89999999999997,12.91402571678159,8.715789473684197,8.715789473684197,11.459999999999972,0.05,0.0,0.0,0.7926356589147286,0.0,0.0,0.0,0.0,0.0,0.0,0.7667807936668396,0.5228795409202576,0.06459084153175354,,,,,0.059883274137973785,0.1428571492433548,535,0.0,0.0,0.0,534,104,0.1947565543071161,104,0.0,21.674418604651162
8,Greedy,-0.041625991416016576,-5.577882849746222,0.5,0.5,0.7239709443099274,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.399999999999968,14.690588235855088,10.33999999999998,10.33999999999998,12.219999999999972,0.5,0.0,0.0,0.7794776119402985,0.0,0.0,0.0,0.0,0.0,0.0,0.4769269526004791,0.23595505952835083,0.20360179245471954,,,,,0.046976421028375626,0.10000000149011612,591,0.0,0.0,0.0,576,277,0.4809027777777778,277,0.0,23.902985074626866
9,Greedy,0.005962793341921392,0.6201305075598248,0.85,0.85,0.9929742388758782,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10.399999999999979,10.427460947036725,8.599999999999985,8.599999999999985,10.159999999999979,0.15,0.0,0.0,0.7759615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.8564919233322144,0.7368420958518982,0.032456375658512115,,,,,0.05894659459590912,0.1666666716337204,466,0.0,0.0,0.0,464,40,0.08620689655172414,40,0.0,27.78846153846154
10,Greedy,-0.011400775208604857,-1.4250969010756072,0.75,0.75,0.9809976247030879,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,12.499999999999972,12.712023973464943,9.91249999999998,9.91249999999998,12.349999999999973,0.25,0.0,0.0,0.7836,0.0,0.0,0.0,0.0,0.0,0.0,0.7265163064002991,0.5,0.07668614387512207,,,,,0.05516554415225983,0.1111111119389534,541,0.0,0.0,0.0,539,126,0.23376623376623376,126,0.0,26.552
