window,method,policy,metric_id,metric_cn,direction,mean,std,p10,p50,p90,ci95_low,ci95_high,n,matched_k,stat_basis,rank
全程,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,17.25,8.346918750747424,5.0,15.0,30.0,13.75,20.75,20,20,matched_tail_raw_baseline,1.0
全程,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,20.25,11.410406146191844,5.0,20.0,31.000000000000014,15.5,25.131249999999966,20,20,matched_tail_raw_baseline,2.0
全程,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,22.5,10.32370802417528,14.5,20.0,35.0,18.25,27.0,20,20,matched_tail_raw_baseline,3.0
全程,Static,Static,deadline_miss_rate,超时失败率,lower,23.25,9.634778013448003,15.0,20.0,35.50000000000001,19.36875,27.5,20,20,matched_tail_raw_baseline,4.0
全程,Oracle-Min,Oracle-Min,deadline_miss_rate,超时失败率,lower,30.25,13.325381400683593,10.0,32.5,45.50000000000001,24.86875,36.25,20,20,matched_tail_raw_baseline,5.0
全程,EFT,EFT,deadline_miss_rate,超时失败率,lower,30.75,11.95110653322198,15.0,30.0,45.0,25.5,36.131249999999966,20,20,matched_tail_raw_baseline,6.0
全程,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,31.0,12.204399551844109,15.0,30.0,45.0,25.75,36.0,20,20,matched_tail_raw_baseline,7.0
全程,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,83.5,9.333020044867295,74.5,85.0,95.0,79.36875,87.5,20,20,matched_tail_raw_baseline,8.0
全程,Random,Random,deadline_miss_rate,超时失败率,lower,98.75,2.2213082915965963,95.0,100.0,100.0,97.75,99.5,20,20,matched_tail_raw_baseline,9.0
末100,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,17.25,8.346918750747424,5.0,15.0,30.0,13.75,20.75,20,20,matched_tail_raw_baseline,1.0
末100,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,20.25,11.410406146191844,5.0,20.0,31.000000000000014,15.25,25.381249999999966,20,20,matched_tail_raw_baseline,2.0
末100,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,22.5,10.32370802417528,14.5,20.0,35.0,18.25,27.25,20,20,matched_tail_raw_baseline,3.0
末100,Static,Static,deadline_miss_rate,超时失败率,lower,23.25,9.634778013448003,15.0,20.0,35.50000000000001,19.25,27.5,20,20,matched_tail_raw_baseline,4.0
末100,Oracle-Min,Oracle-Min,deadline_miss_rate,超时失败率,lower,30.25,13.325381400683593,10.0,32.5,45.50000000000001,24.61875,35.5,20,20,matched_tail_raw_baseline,5.0
末100,EFT,EFT,deadline_miss_rate,超时失败率,lower,30.75,11.95110653322198,15.0,30.0,45.0,25.86875,36.0,20,20,matched_tail_raw_baseline,6.0
末100,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,31.0,12.204399551844109,15.0,30.0,45.0,25.75,36.5,20,20,matched_tail_raw_baseline,7.0
末100,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,83.5,9.333020044867295,74.5,85.0,95.0,79.25,87.25,20,20,matched_tail_raw_baseline,8.0
末100,Random,Random,deadline_miss_rate,超时失败率,lower,98.75,2.2213082915965963,95.0,100.0,100.0,97.75,99.75,20,20,matched_tail_raw_baseline,9.0
末300,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,17.25,8.346918750747424,5.0,15.0,30.0,13.75,21.0,20,20,matched_tail_raw_baseline,1.0
末300,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,20.25,11.410406146191844,5.0,20.0,31.000000000000014,15.5,25.25,20,20,matched_tail_raw_baseline,2.0
末300,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,22.5,10.32370802417528,14.5,20.0,35.0,18.25,27.25,20,20,matched_tail_raw_baseline,3.0
末300,Static,Static,deadline_miss_rate,超时失败率,lower,23.25,9.634778013448003,15.0,20.0,35.50000000000001,19.36875,27.25,20,20,matched_tail_raw_baseline,4.0
末300,Oracle-Min,Oracle-Min,deadline_miss_rate,超时失败率,lower,30.25,13.325381400683593,10.0,32.5,45.50000000000001,24.75,35.5,20,20,matched_tail_raw_baseline,5.0
末300,EFT,EFT,deadline_miss_rate,超时失败率,lower,30.75,11.95110653322198,15.0,30.0,45.0,26.0,35.5,20,20,matched_tail_raw_baseline,6.0
末300,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,31.0,12.204399551844109,15.0,30.0,45.0,25.75,36.25,20,20,matched_tail_raw_baseline,7.0
末300,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,83.5,9.333020044867295,74.5,85.0,95.0,79.25,87.5,20,20,matched_tail_raw_baseline,8.0
末300,Random,Random,deadline_miss_rate,超时失败率,lower,98.75,2.2213082915965963,95.0,100.0,100.0,97.75,99.75,20,20,matched_tail_raw_baseline,9.0
末500,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,17.25,8.346918750747424,5.0,15.0,30.0,13.5,20.75,20,20,matched_tail_raw_baseline,1.0
末500,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,20.25,11.410406146191844,5.0,20.0,31.000000000000014,15.25,24.75,20,20,matched_tail_raw_baseline,2.0
末500,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,22.5,10.32370802417528,14.5,20.0,35.0,18.25,27.0,20,20,matched_tail_raw_baseline,3.0
末500,Static,Static,deadline_miss_rate,超时失败率,lower,23.25,9.634778013448003,15.0,20.0,35.50000000000001,19.25,27.5,20,20,matched_tail_raw_baseline,4.0
末500,Oracle-Min,Oracle-Min,deadline_miss_rate,超时失败率,lower,30.25,13.325381400683593,10.0,32.5,45.50000000000001,24.5,36.0,20,20,matched_tail_raw_baseline,5.0
末500,EFT,EFT,deadline_miss_rate,超时失败率,lower,30.75,11.95110653322198,15.0,30.0,45.0,25.25,36.0,20,20,matched_tail_raw_baseline,6.0
末500,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,31.0,12.204399551844109,15.0,30.0,45.0,25.75,36.0,20,20,matched_tail_raw_baseline,7.0
末500,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,83.5,9.333020044867295,74.5,85.0,95.0,79.5,87.25,20,20,matched_tail_raw_baseline,8.0
末500,Random,Random,deadline_miss_rate,超时失败率,lower,98.75,2.2213082915965963,95.0,100.0,100.0,97.75,99.75,20,20,matched_tail_raw_baseline,9.0
全程,Greedy,Greedy,mean_cft_est,平均完工时间估计,lower,2.65020414352417,0.20251670404014205,2.418912987470627,2.6386554014682773,2.868434924840928,2.559931042405964,2.739703328156472,20,20,matched_tail_raw_baseline,1.0
全程,Oracle-Min,Oracle-Min,mean_cft_est,平均完工时间估计,lower,2.8770412861108783,0.27142057741842507,2.6153304827213297,2.8054579138755806,3.3215172429084787,2.768000206995011,2.9962896588444714,20,20,matched_tail_raw_baseline,2.0
全程,当前算法(MAPPO),MAPPO,mean_cft_est,平均完工时间估计,lower,2.879604466319085,0.3612509803529423,2.5324303765296934,2.790964230298997,3.3230248708724988,2.7289899217039353,3.041479636549951,20,20,matched_tail_raw_baseline,3.0
全程,EFT,EFT,mean_cft_est,平均完工时间估计,lower,2.901393996000291,0.2837383780493076,2.630223942756654,2.8442570865154275,3.4354780044555673,2.7853722675681127,3.0227479146182548,20,20,matched_tail_raw_baseline,4.0
全程,LB-Greedy,LB-Greedy,mean_cft_est,平均完工时间估计,lower,2.9035891205072413,0.2808710942896252,2.630223942756654,2.8442570865154275,3.436694055557252,2.790495985546709,3.02191036271453,20,20,matched_tail_raw_baseline,5.0
全程,CP-EFT,CP-EFT,mean_cft_est,平均完工时间估计,lower,2.9114473967552192,0.7623953966920851,2.2907850494384765,2.683132839202882,3.487628038644793,2.6229039827406417,3.2934750104337933,20,20,matched_tail_raw_baseline,6.0
全程,Static,Static,mean_cft_est,平均完工时间估计,lower,3.1144024085998545,0.5219498447784651,2.5744866888523106,2.980642683506013,3.8049400491714502,2.8990721304118643,3.3384679682046188,20,20,matched_tail_raw_baseline,7.0
全程,Local-Only,Local-Only,mean_cft_est,平均完工时间估计,lower,5.534500874757766,0.42194626276579306,5.043725115776062,5.37536548614502,6.113520753383636,5.361190203827619,5.72995912707448,20,20,matched_tail_raw_baseline,8.0
全程,Random,Random,mean_cft_est,平均完工时间估计,lower,21.475980497837067,5.834457250132963,16.47527191066742,21.6855411529541,22.480057334899907,19.36731201586723,24.33864600257873,20,20,matched_tail_raw_baseline,9.0
末100,Greedy,Greedy,mean_cft_est,平均完工时间估计,lower,2.65020414352417,0.20251670404014205,2.418912987470627,2.6386554014682773,2.868434924840928,2.56303365341425,2.742365128594638,20,20,matched_tail_raw_baseline,1.0
末100,Oracle-Min,Oracle-Min,mean_cft_est,平均完工时间估计,lower,2.8770412861108783,0.27142057741842507,2.6153304827213297,2.8054579138755806,3.3215172429084787,2.768170393878222,2.988187735369802,20,20,matched_tail_raw_baseline,2.0
末100,当前算法(MAPPO),MAPPO,mean_cft_est,平均完工时间估计,lower,2.879604466319085,0.3612509803529423,2.5324303765296934,2.790964230298997,3.3230248708724988,2.7372107617408044,3.047785121533276,20,20,matched_tail_raw_baseline,3.0
末100,EFT,EFT,mean_cft_est,平均完工时间估计,lower,2.901393996000291,0.2837383780493076,2.630223942756654,2.8442570865154275,3.4354780044555673,2.7937399493783723,3.0224006550908094,20,20,matched_tail_raw_baseline,4.0
末100,LB-Greedy,LB-Greedy,mean_cft_est,平均完工时间估计,lower,2.9035891205072413,0.2808710942896252,2.630223942756654,2.8442570865154275,3.436694055557252,2.7953000549435623,3.0171668401807556,20,20,matched_tail_raw_baseline,5.0
末100,CP-EFT,CP-EFT,mean_cft_est,平均完工时间估计,lower,2.9114473967552192,0.7623953966920851,2.2907850494384765,2.683132839202882,3.487628038644793,2.636020982235671,3.2879676002651452,20,20,matched_tail_raw_baseline,6.0
末100,Static,Static,mean_cft_est,平均完工时间估计,lower,3.1144024085998545,0.5219498447784651,2.5744866888523106,2.980642683506013,3.8049400491714502,2.8973465786546484,3.3413983502686033,20,20,matched_tail_raw_baseline,7.0
末100,Local-Only,Local-Only,mean_cft_est,平均完工时间估计,lower,5.534500874757766,0.42194626276579306,5.043725115776062,5.37536548614502,6.113520753383636,5.346685643851757,5.718982959127426,20,20,matched_tail_raw_baseline,8.0
末100,Random,Random,mean_cft_est,平均完工时间估计,lower,21.475980497837067,5.834457250132963,16.47527191066742,21.6855411529541,22.480057334899907,19.149447483968736,24.205183613765236,20,20,matched_tail_raw_baseline,9.0
末300,Greedy,Greedy,mean_cft_est,平均完工时间估计,lower,2.65020414352417,0.20251670404014205,2.418912987470627,2.6386554014682773,2.868434924840928,2.5634978587329393,2.736107010015846,20,20,matched_tail_raw_baseline,1.0
末300,Oracle-Min,Oracle-Min,mean_cft_est,平均完工时间估计,lower,2.8770412861108783,0.27142057741842507,2.6153304827213297,2.8054579138755806,3.3215172429084787,2.7630398753017187,3.002701155534387,20,20,matched_tail_raw_baseline,2.0
末300,当前算法(MAPPO),MAPPO,mean_cft_est,平均完工时间估计,lower,2.879604466319085,0.3612509803529423,2.5324303765296934,2.790964230298997,3.3230248708724988,2.7359020520508297,3.0390573884963996,20,20,matched_tail_raw_baseline,3.0
末300,EFT,EFT,mean_cft_est,平均完工时间估计,lower,2.901393996000291,0.2837383780493076,2.630223942756654,2.8442570865154275,3.4354780044555673,2.788643349003793,3.0311757140845073,20,20,matched_tail_raw_baseline,4.0
末300,LB-Greedy,LB-Greedy,mean_cft_est,平均完工时间估计,lower,2.9035891205072413,0.2808710942896252,2.630223942756654,2.8442570865154275,3.436694055557252,2.789174355456234,3.0290246198147543,20,20,matched_tail_raw_baseline,5.0
末300,CP-EFT,CP-EFT,mean_cft_est,平均完工时间估计,lower,2.9114473967552192,0.7623953966920851,2.2907850494384765,2.683132839202882,3.487628038644793,2.61600020338595,3.259735716605187,20,20,matched_tail_raw_baseline,6.0
末300,Static,Static,mean_cft_est,平均完工时间估计,lower,3.1144024085998545,0.5219498447784651,2.5744866888523106,2.980642683506013,3.8049400491714502,2.90253939523399,3.3587208219140776,20,20,matched_tail_raw_baseline,7.0
末300,Local-Only,Local-Only,mean_cft_est,平均完工时间估计,lower,5.534500874757766,0.42194626276579306,5.043725115776062,5.37536548614502,6.113520753383636,5.365333233445883,5.709410511773824,20,20,matched_tail_raw_baseline,8.0
末300,Random,Random,mean_cft_est,平均完工时间估计,lower,21.475980497837067,5.834457250132963,16.47527191066742,21.6855411529541,22.480057334899907,19.26903875783682,24.212332522153854,20,20,matched_tail_raw_baseline,9.0
末500,Greedy,Greedy,mean_cft_est,平均完工时间估计,lower,2.65020414352417,0.20251670404014205,2.418912987470627,2.6386554014682773,2.868434924840928,2.5691548208028085,2.737204865658284,20,20,matched_tail_raw_baseline,1.0
末500,Oracle-Min,Oracle-Min,mean_cft_est,平均完工时间估计,lower,2.8770412861108783,0.27142057741842507,2.6153304827213297,2.8054579138755806,3.3215172429084787,2.771252142816783,2.999696734845639,20,20,matched_tail_raw_baseline,2.0
末500,当前算法(MAPPO),MAPPO,mean_cft_est,平均完工时间估计,lower,2.879604466319085,0.3612509803529423,2.5324303765296934,2.790964230298997,3.3230248708724988,2.7330059892028578,3.040424452304841,20,20,matched_tail_raw_baseline,3.0
末500,EFT,EFT,mean_cft_est,平均完工时间估计,lower,2.901393996000291,0.2837383780493076,2.630223942756654,2.8442570865154275,3.4354780044555673,2.786524802583457,3.02633636032641,20,20,matched_tail_raw_baseline,4.0
末500,LB-Greedy,LB-Greedy,mean_cft_est,平均完工时间估计,lower,2.9035891205072413,0.2808710942896252,2.630223942756654,2.8442570865154275,3.436694055557252,2.7859624271601446,3.025029247614742,20,20,matched_tail_raw_baseline,5.0
末500,CP-EFT,CP-EFT,mean_cft_est,平均完工时间估计,lower,2.9114473967552192,0.7623953966920851,2.2907850494384765,2.683132839202882,3.487628038644793,2.6309046208709486,3.2696707451164713,20,20,matched_tail_raw_baseline,6.0
末500,Static,Static,mean_cft_est,平均完工时间估计,lower,3.1144024085998545,0.5219498447784651,2.5744866888523106,2.980642683506013,3.8049400491714502,2.892759650596977,3.3504490145862107,20,20,matched_tail_raw_baseline,7.0
末500,Local-Only,Local-Only,mean_cft_est,平均完工时间估计,lower,5.534500874757766,0.42194626276579306,5.043725115776062,5.37536548614502,6.113520753383636,5.361647552698852,5.721684122771024,20,20,matched_tail_raw_baseline,8.0
末500,Random,Random,mean_cft_est,平均完工时间估计,lower,21.475980497837067,5.834457250132963,16.47527191066742,21.6855411529541,22.480057334899907,19.28050815536976,24.332019546735282,20,20,matched_tail_raw_baseline,9.0
全程,Local-Only,Local-Only,power_ratio_mean,远端功率比例,lower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,20,matched_tail_raw_baseline,1.0
全程,EFT,EFT,power_ratio_mean,远端功率比例,lower,0.0019878830169087185,0.0027090398423182368,0.0,0.0011129308000013501,0.003989126932085361,0.0010251353605945064,0.0032905178546380606,20,20,matched_tail_raw_baseline,2.0
全程,LB-Greedy,LB-Greedy,power_ratio_mean,远端功率比例,lower,0.002074599966334258,0.0030352136150392194,0.0,0.0011129308000013501,0.003991206141638721,0.0009938810460186653,0.0035830950050009633,20,20,matched_tail_raw_baseline,3.0
全程,CP-EFT,CP-EFT,power_ratio_mean,远端功率比例,lower,0.002641619160703385,0.0019826171637760855,0.0,0.0024740006568768,0.00540063888993337,0.0018280628212528004,0.003538341368803537,20,20,matched_tail_raw_baseline,4.0
全程,当前算法(MAPPO),MAPPO,power_ratio_mean,远端功率比例,lower,0.4994475071147851,0.012642119114306679,0.48275096578332904,0.5003891690672899,0.5128737266002982,0.4942631585515143,0.5044837123505654,20,20,matched_tail_raw_baseline,5.0
全程,Random,Random,power_ratio_mean,远端功率比例,lower,0.5992298396518979,0.004214018317869571,0.5949040607898637,0.5985073989944578,0.6045756274780637,0.5974048817083684,0.6009673775845806,20,20,matched_tail_raw_baseline,6.0
全程,Greedy,Greedy,power_ratio_mean,远端功率比例,lower,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,20,matched_tail_raw_baseline,7.0
全程,Oracle-Min,Oracle-Min,power_ratio_mean,远端功率比例,lower,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,20,matched_tail_raw_baseline,7.0
全程,Static,Static,power_ratio_mean,远端功率比例,lower,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,20,matched_tail_raw_baseline,7.0
末100,Local-Only,Local-Only,power_ratio_mean,远端功率比例,lower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,20,matched_tail_raw_baseline,1.0
末100,EFT,EFT,power_ratio_mean,远端功率比例,lower,0.0019878830169087185,0.0027090398423182368,0.0,0.0011129308000013501,0.003989126932085361,0.0009771130132349955,0.0033145850629473926,20,20,matched_tail_raw_baseline,2.0
末100,LB-Greedy,LB-Greedy,power_ratio_mean,远端功率比例,lower,0.002074599966334258,0.0030352136150392194,0.0,0.0011129308000013501,0.003991206141638721,0.0010002917133348462,0.0035342382825423635,20,20,matched_tail_raw_baseline,3.0
末100,CP-EFT,CP-EFT,power_ratio_mean,远端功率比例,lower,0.002641619160703385,0.0019826171637760855,0.0,0.0024740006568768,0.00540063888993337,0.0018259572310147887,0.0035393742726698043,20,20,matched_tail_raw_baseline,4.0
末100,当前算法(MAPPO),MAPPO,power_ratio_mean,远端功率比例,lower,0.4994475071147851,0.012642119114306679,0.48275096578332904,0.5003891690672899,0.5128737266002982,0.49440472212645975,0.5048761662763168,20,20,matched_tail_raw_baseline,5.0
末100,Random,Random,power_ratio_mean,远端功率比例,lower,0.5992298396518979,0.004214018317869571,0.5949040607898637,0.5985073989944578,0.6045756274780637,0.5973184113605868,0.6010011286111223,20,20,matched_tail_raw_baseline,6.0
末100,Greedy,Greedy,power_ratio_mean,远端功率比例,lower,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,20,matched_tail_raw_baseline,7.0
末100,Oracle-Min,Oracle-Min,power_ratio_mean,远端功率比例,lower,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,20,matched_tail_raw_baseline,7.0
末100,Static,Static,power_ratio_mean,远端功率比例,lower,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,20,matched_tail_raw_baseline,7.0
末300,Local-Only,Local-Only,power_ratio_mean,远端功率比例,lower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,20,matched_tail_raw_baseline,1.0
末300,EFT,EFT,power_ratio_mean,远端功率比例,lower,0.0019878830169087185,0.0027090398423182368,0.0,0.0011129308000013501,0.003989126932085361,0.0010187123960756217,0.0033412442917531283,20,20,matched_tail_raw_baseline,2.0
末300,LB-Greedy,LB-Greedy,power_ratio_mean,远端功率比例,lower,0.002074599966334258,0.0030352136150392194,0.0,0.0011129308000013501,0.003991206141638721,0.001050207926849935,0.0035817564729111063,20,20,matched_tail_raw_baseline,3.0
