episode,steps,wall_time,sim_time,reward_mean,reward_total,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,actor_loss,critic_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,value_clip_fraction,skipped_update_count,early_stop,lr,bias_rsu,bias_local
1,200,12.083183288574219,20.0,-2.958230495452881,-592.6461198011012,-1.246931552886963,2.9583077430725098,0.0,0.0,0.1108433734939759,0.0,0.0,0,25.8729248046875,20.000000000000014,0.0418647340455226,0.06139217425075193,0.0,0.0,20,1.0,0.17045454545454544,0.045454545454545456,0.7840909090909091,0.17045454545454544,0.045454545454545456,0.7840909090909091,0.49963819540594706,0.03,0.0,0.49957150240763565,0.863841688632965,7.74276909948357e-12,5.239557503955439e-05,8.767810868448578e-06,5.239557503955439e-05,0.10256410256410256,0.5,0.5,69,15,4.887150592,0.0,1.0,0.0,0.978,0.02200000000000002,0.02200000000000002,0.0,0.0,0.029853221774101258,1.4862934350967407,2.3599266052246093,-0.03501549437642097,0.270808082818985,1.8638749361038207,0.022,0.0,0,True,0.0003,0.0,1.2
2,200,12.500935077667236,20.0,-2.855828285217285,-572.1656738388558,-1.7984825372695923,2.855828285217285,0.0,0.0,0.06904761904761905,0.0,0.0,0,26.612178802490234,20.000000000000014,0.025738850686733258,0.0008655732450659981,0.0,0.0,20,1.0,0.20270270270270271,0.05405405405405406,0.7432432432432432,0.20270270270270271,0.05405405405405406,0.7432432432432432,0.506557582336478,0.025,0.0,0.5055631657700291,0.8619287967681881,3.1692863611265665e-11,4.435253867995925e-05,9.110495739150792e-06,4.435253867995925e-05,0.25,0.48000001907348633,0.5,53,15,3.307778816,0.0,1.0,0.0,0.9815,0.01849999999999996,0.01849999999999996,0.0,0.0,0.5662798285484314,1.8823394775390625,2.360722303390503,0.06907900422811508,0.0,3.53369402885437,0.0185,0.0,0,True,0.0003,0.0,1.2
3,200,12.268383026123047,20.0,-1.52079439163208,-305.15885434103814,-0.0018143061315640807,1.5208978652954102,0.0,0.0,0.10451306413301663,0.0,0.0,0,25.389678955078125,20.000000000000014,0.0480519294524178,0.28648579915364586,0.0,0.0,20,1.0,0.11,0.09,0.8,0.11,0.09,0.8,0.5006402904157002,0.075,1.0,0.5013080954155562,0.865990549325943,4.6123677793774576e-12,2.1770811997612327e-07,3.0563462587451795e-06,2.1770811997612327e-07,0.3,0.4888888895511627,0.5,74,11,5.880411136,0.0,1.0,0.0,0.975,0.025000000000000022,0.025000000000000022,0.0,0.0,0.8012933135032654,1.4172041416168213,2.297882080078125,0.021500417962670326,0.0,5.537795543670654,0.025,0.0,0,True,0.0003,0.0,1.2
4,200,12.383393049240112,20.0,-1.4091665744781494,-282.8333223069537,-0.03681708872318268,1.4091665744781494,0.0,0.0,0.09813084112149532,0.0,0.0,0,26.309070587158203,20.000000000000014,0.04224067598349854,0.07483266194661459,0.0,0.0,20,1.0,0.08695652173913043,0.021739130434782608,0.8913043478260869,0.08695652173913043,0.021739130434782608,0.8913043478260869,0.5008187094017631,0.005,0.0,0.4998325592744962,0.8642162561416625,1.7836684820110582e-12,1.5176618717305246e-07,4.781053121405421e-06,1.5176618717305246e-07,0.17777777777777778,0.5,0.5,76,8,4.552359936,0.0,1.0,0.0,0.977,0.02300000000000002,0.02300000000000002,0.0,0.0,-0.3377588987350464,1.206729531288147,2.3509037494659424,0.048641860485076904,0.0,0.8156462907791138,0.023,0.0,0,True,0.0003,0.0,1.2
5,200,12.204916000366211,20.0,-1.8623660802841187,-373.473190692268,0.008950026705861092,1.8634408712387085,0.0,0.0,0.10628019323671498,0.0,0.0,0,26.37152099609375,20.000000000000014,0.043933129941569705,0.07804794311523437,0.0,0.0,20,1.0,0.10309278350515463,0.05154639175257732,0.845360824742268,0.10309278350515463,0.05154639175257732,0.845360824742268,0.49144286750722677,0.03,0.0,0.494085303663452,0.8494487404823303,4.0699240852482e-12,0.0001995262282434851,1.1158483175677247e-05,0.0001995262282434851,0.2,0.5,0.5,78,10,4.788076544,0.0,1.0,0.0,0.97575,0.024249999999999994,0.024249999999999994,0.0,0.0,0.08474269509315491,35.717489302158356,2.346379816532135,-0.0223519429564476,0.0,3.9628766626119614,0.02425,0.0,0,True,0.0003,0.0,1.2
6,200,13.045644044876099,20.0,-2.256218194961548,-452.24363406328337,-1.0968128442764282,2.256218194961548,0.0,0.0,0.097799511002445,0.0,0.0,0,24.657207489013672,20.000000000000014,0.060868475126967664,0.12671953402945632,0.0,0.0,20,1.0,0.13043478260869565,0.021739130434782608,0.8478260869565217,0.13043478260869565,0.021739130434782608,0.8478260869565217,0.5003897125154617,0.02,0.0,0.5004424503721558,0.8653797358274459,9.913155366025883e-12,2.9534794521168806e-05,5.388451427279506e-06,2.9534794521168806e-05,0.25,0.5,0.5,69,12,4.955570176,0.0,1.0,0.0,0.977,0.02300000000000002,0.02300000000000002,0.0,0.0,-0.2971170246601105,1.6239324808120728,2.4742283821105957,0.07601051777601242,0.0,0.993421733379364,0.023,0.0,0,True,0.0003,0.0,1.2
7,200,12.57357406616211,20.0,-2.3743910789489746,-475.8782189391656,0.005158037878572941,2.375215530395508,0.0,0.0,0.11058823529411765,0.0,0.0,0,25.026782989501953,20.000000000000014,0.05075847459087127,0.23671684088271688,0.0,0.0,20,1.0,0.07446808510638298,0.05319148936170213,0.8723404255319149,0.07446808510638298,0.05319148936170213,0.8723404255319149,0.49578387023182585,0.025,0.0,0.49794307730177895,0.8664629101753235,2.796968386065135e-11,1.670853748692025e-06,3.5292086977278814e-06,1.670853748692025e-06,0.1346153846153846,0.5,0.5,80,7,5.5200512,0.0,1.0,0.0,0.9765,0.023499999999999965,0.023499999999999965,0.0,0.0,-0.2854071594774723,2.8488640189170837,2.318856716156006,0.01870305510237813,0.1666666716337204,4.230992257595062,0.0235,0.0,0,True,0.0003,0.0,1.2
8,200,12.291031837463379,20.0,-2.5912342071533203,-519.2468606476647,-0.3122011125087738,2.5912342071533203,0.0,0.0,0.0787037037037037,0.0,0.0,0,25.960994720458984,20.000000000000014,0.02291580643328911,0.07119394938151041,0.0,0.0,20,1.0,0.05405405405405406,0.05405405405405406,0.8918918918918919,0.05405405405405406,0.05405405405405406,0.8918918918918919,0.4982211558867712,0.03,0.0,0.4972067310393806,0.8702863454818726,2.0782113877015895e-11,4.7935776819940656e-05,4.7241510401363485e-06,4.7935776819940656e-05,0.15789473684210525,0.5,0.5,64,4,3.71528832,0.0,1.0,0.0,0.9815,0.01849999999999996,0.01849999999999996,0.0,0.0,0.27150847017765045,25.674901525179546,2.391891876856486,0.016403890525301296,0.06666666766007741,4.182593067487081,0.0185,0.0,0,True,0.0003,0.0,1.2
9,200,12.374759912490845,20.0,-1.4759455919265747,-296.1891104678255,0.009307279251515865,1.4810372591018677,0.0,0.0,0.11219512195121951,0.0,0.0,0,25.586820602416992,20.000000000000014,0.046356075525189916,0.13014361063639324,0.0,0.0,20,1.0,0.09782608695652174,0.043478260869565216,0.8586956521739131,0.09782608695652174,0.043478260869565216,0.8586956521739131,0.5032106871684373,0.025,0.0,0.5026517842845004,0.8612863123416901,3.832394471214862e-12,1.8260293188632204e-07,2.1014921003370546e-06,1.8260293188632204e-07,0.1702127659574468,0.5,0.5,75,9,5.351361536,0.0,1.0,0.0,0.977,0.02300000000000002,0.02300000000000002,0.0,0.0,-0.1098732848962148,13.928519606590271,2.077243526776632,0.034052252769470215,0.2222222238779068,190.67859093348184,0.023,0.3333333333333333,0,True,0.0003,0.0,1.2
10,200,11.605573177337646,20.0,-2.079681158065796,-416.936206073333,0.008431571535766125,2.0817437171936035,0.0,0.0,0.09476309226932668,0.0,0.0,0,25.354291915893555,20.000000000000014,0.04810506624215761,0.1322690757131665,0.0,0.0,20,1.0,0.08045977011494253,0.04597701149425287,0.8735632183908046,0.08045977011494253,0.04597701149425287,0.8735632183908046,0.5078496046954533,0.03,0.0,0.5069531275950565,0.869567111134529,2.9401986487848086e-12,3.8356776599357545e-07,1.7619137224755832e-06,3.8356776599357545e-07,0.2826086956521739,0.3333333432674408,0.5,67,7,4.333935104,0.0,1.0,0.0,0.97825,0.021750000000000047,0.021750000000000047,0.0,0.0,-0.1670158952474594,1.4613431990146637,2.203668236732483,-0.002676071133464575,0.12738095596432686,1.3289939016103745,0.02175,0.0,0,True,0.0003,0.0,1.2
