episode,steps,wall_time,sim_time,termination_reason_raw,termination_reason_bucket,reward_mean,reward_total,episode_reward,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,illegal_action_ratio,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,actor_loss,critic_loss,critic_loss_raw_mean,normalized_value_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,critic_loss_active,critic_loss_inactive,ppo_epochs_executed,num_minibatches_executed,mb_kl_max,mb_kl_p95,early_stop_epoch_idx,early_stop_batch_idx,skipped_update_count,early_stop,lr,bias_rsu,bias_local
584,31,2.616943120956421,3.1,idle,terminated,0.0021987813524901867,0.06816222955438178,0.06816222955438178,0.0180705557577312,0.008180669508874416,0.3,0.3,0.7755102040816326,2.450000000000001,2.925000000000001,6,3.9859931397438055,3.1000000000000014,0.06773713042007455,0.4760698414938302,0.025895628885181824,-0.06028079838522028,14,0.7,0.14146341463414633,0.7024390243902439,0.15609756097560976,0.14146341463414633,0.7024390243902439,0.15609756097560976,0.48687518698674054,1.1290322580645162,5.0,0.48520475623959847,0.820271125435829,0.0,3.856070365793051e-10,6.740925873049974e-11,2.8899000692472673e-10,0.01764705882352941,0.800000011920929,0.20000000298023224,173,29,22.628276932692202,0.03225806451612902,0.0,0.0,0.0,0.6693548387096774,0.3306451612903226,0.3306451612903226,0.0,0.0,0.029836756363511085,0.8092396974563598,0.8092396974563598,0.809239661693573,1.4945292234420777,-0.0009901462239213289,0.08079337552189828,1.815249264240265,0.33064516129032256,0.3296875,0.04386833719909191,0.6148060947656632,1.2871249675750733,5,10,0.008038719184696674,0.006922279438003895,-1,-1,0,False,0.00015475618749999996,0.0,0.062168
585,35,2.6541714668273926,3.5,idle,terminated,0.006841712631285191,0.23945994430624495,0.23945994430624495,0.06812097802758202,0.011036589741706848,0.35,0.35,0.7768595041322314,1.9142857142857148,2.4800000000000004,7,4.1170637845993046,3.5000000000000018,0.04317120811423355,0.2892561181927874,0.013795104916381454,-0.06487204841205074,13,0.65,0.13526570048309178,0.7342995169082126,0.13043478260869565,0.13526570048309178,0.7342995169082126,0.13043478260869565,0.4754964189311223,0.4,2.0,0.4730729878363982,0.8375623583793635,0.0,5.914712053467487e-10,6.201738428357473e-11,4.0602910894582625e-10,0.01764705882352941,0.800000011920929,0.20000000298023224,176,28,19.339383269537247,0.02857142857142856,0.0,0.0,0.0,0.7042857142857143,0.2957142857142857,0.2957142857142857,0.0,0.0,-0.01170949365478009,2.2844095468521117,2.2844095468521117,2.284409689903259,1.4465411186218262,0.006428030443930766,0.07429960109293461,5.219117021560669,0.2957142857142857,0.293359375,0.00017241378081962467,2.614140439033508,1.612966573238373,5,10,0.02804207056760788,0.025564083270728583,-1,-1,0,False,0.00015475618749999996,0.0,0.062133
586,34,2.71464467048645,3.4000000000000004,idle,terminated,0.004717338364571333,0.16038949880063866,0.16038949880063866,0.044177717342972656,0.010539409704506397,0.25,0.25,0.7674418604651163,1.8000000000000003,2.1800000000000006,5,4.250019907951355,3.4000000000000017,0.03210737114372354,0.2719347603386351,0.011071082202497771,-0.0648185055922061,15,0.75,0.15813953488372093,0.6883720930232559,0.15348837209302327,0.15813953488372093,0.6883720930232559,0.15348837209302327,0.4644994092440945,0.5882352941176471,3.349999999999998,0.4596988285241807,0.8255135357379916,0.0,4.717730983649904e-10,6.744174663175784e-11,3.607108362002616e-10,0.011428571428571429,0.800000011920929,0.20000000298023224,179,34,21.774440708201478,0.02941176470588234,0.0,0.0,0.0,0.6838235294117647,0.3161764705882353,0.3161764705882353,0.0,0.0,0.032418908178806306,5.242870712280274,5.242870712280274,5.242870855331421,1.4263333559036255,0.007074218778871,0.06641397178173065,8.014355516433715,0.3161764705882353,0.3171875,0.0,5.800655555725098,3.963148856163025,5,10,0.027785789221525192,0.02398390881717204,-1,-1,0,False,0.00015475618749999996,0.0,0.062099
587,89,6.365346431732178,8.9,idle,terminated,-0.000553447927813977,-0.049256872592956205,-0.049256872592956205,0.0016742673935368645,0.004149570595473051,0.15,0.15,0.7568627450980392,2.1000000000000005,2.640000000000001,5,9.716263961791988,8.899999999999984,0.015341179209195125,0.13444797831777328,0.006181635428067706,-0.08692920730355017,17,0.85,0.12796208530805686,0.7109004739336493,0.16113744075829384,0.12796208530805686,0.7109004739336493,0.16113744075829384,0.4772214251298332,0.3146067415730337,2.5999999999999943,0.4751861301903936,0.8424691200256346,0.0,1.7231260793226787e-10,1.857186626708085e-11,1.3304914669998167e-10,0.005681818181818182,0.800000011920929,0.20000000298023224,183,27,7.954058347247952,0.011235955056179796,0.0,0.0,0.0,0.8814606741573033,0.11853932584269666,0.11853932584269666,0.0,0.0,0.029948317577751973,6.646090666453044,6.646090666453044,6.646090650558472,1.455127982298533,0.017944616214178193,0.07129559827347597,9.762908114989598,0.11853932584269664,0.12122395833333334,0.5028604877957453,6.367341963450114,6.817024103800455,5,30,0.06896068155765533,0.057402333989739415,-1,-1,0,False,0.00015475618749999996,0.0,0.06201
588,33,2.5546491146087646,3.3000000000000003,idle,terminated,0.005241610575467348,0.17297313063552072,0.17297313063552072,0.06772545948624606,0.010982689447700977,0.3,0.3,0.7379912663755459,1.9500000000000004,2.625000000000001,6,4.088196494579315,3.3000000000000016,0.04132351833377119,0.32938974546059496,0.010543605486603212,-0.06802081924496294,14,0.7,0.11891891891891893,0.6648648648648648,0.21621621621621623,0.11891891891891893,0.6648648648648648,0.21621621621621623,0.49002455813443346,0.5151515151515151,2.3999999999999986,0.4889903149978697,0.8544788241386413,0.0,3.8262076285100474e-10,5.113294163083815e-11,2.5896091521149245e-10,0.0,0.800000011920929,0.20000000298023224,163,22,18.97989811676989,0.03030303030303029,0.0,0.0,0.0,0.7196969696969697,0.2803030303030303,0.2803030303030303,0.0,0.0,0.010400984343141318,2.164461672306061,2.164461672306061,2.164461624622345,1.4920027613639832,0.02654450023546815,0.048522107768803835,5.96572265625,0.2803030303030303,0.2828125,0.0,1.8560258984565734,2.7801167726516725,5,10,0.0458543561398983,0.04218824747949838,-1,-1,0,False,0.00015475618749999996,0.0,0.061977000000000004
589,38,3.0754873752593994,3.8000000000000003,idle,terminated,-0.0017763398354873061,-0.0675009085330468,-0.0675009085330468,0.0022947157267481076,0.005465392023324966,0.05,0.05,0.7047970479704797,2.250000000000001,2.3850000000000007,2,4.914823787212372,3.800000000000002,0.01586394582181541,0.12268751849326755,0.007674333873409579,-0.07267691058547879,19,0.95,0.16203703703703703,0.6435185185185185,0.19444444444444445,0.16203703703703703,0.6435185185185185,0.19444444444444445,0.47093490043250646,0.2631578947368421,2.0,0.4672262972235978,0.8386234551668167,0.0,4.3949187344960315e-10,5.0096534559562755e-11,2.6219678095351623e-10,0.01764705882352941,0.800000011920929,0.20000000298023224,178,35,19.737686916444872,0.0263157894736842,0.0,0.0,0.0,0.7157894736842105,0.28421052631578947,0.28421052631578947,0.0,0.0,0.030000621266663075,1.201556956768036,1.201556956768036,1.201556956768036,1.6026503443717957,0.007541461195796728,0.08188579119741916,3.4749079823493956,0.28421052631578947,0.288671875,0.25562433251179756,1.166449236869812,1.271373736858368,5,10,0.014907512813806534,0.014646603865548967,-1,-1,0,False,0.00015475618749999996,0.0,0.061939
590,54,4.664424896240234,5.4,idle,terminated,-0.0017840737709775567,-0.09633998832264024,-0.09633998832264024,0.0021041843516286384,0.00430385721847415,0.1,0.1,0.7257383966244726,2.2000000000000006,2.650000000000001,3,6.314937481880188,5.399999999999997,0.02432863333628292,0.27140929504879846,0.007887797141496483,-0.08363202866580738,18,0.9,0.18134715025906736,0.5854922279792746,0.23316062176165803,0.18134715025906736,0.5854922279792746,0.23316062176165803,0.46923155590064,0.37037037037037035,3.3499999999999943,0.4651312490794241,0.8406374454498291,0.0,3.4593955478001703e-10,3.525264802295425e-11,1.8278285551787102e-10,0.0,0.800000011920929,0.20000000298023224,158,35,10.878213441509438,0.01851851851851853,0.0,0.0,0.0,0.8212962962962963,0.1787037037037037,0.1787037037037037,0.0,0.0,0.008560860273428261,1.003888788819313,1.003888788819313,1.0038888096809386,1.569560605287552,0.013819215749390424,0.13001280622556805,2.427695518732071,0.1787037037037037,0.1787109375,0.1608780051348731,0.4813091389834881,1.5632654905319214,5,20,0.053503744304180145,0.04879022557288409,-1,-1,0,False,0.00015475618749999996,0.0,0.061885
591,34,2.7063653469085693,3.4000000000000004,idle,terminated,0.010249457322061062,0.3484815448924214,0.3484815448924214,0.09330154284834852,0.015442157164216042,0.3,0.3,0.8354430379746836,2.0400000000000005,2.810000000000001,10,3.982826077938081,3.4000000000000017,0.04753943568814921,0.32638948648929383,0.015876525288986067,-0.06381376157788697,14,0.7,0.10628019323671498,0.7874396135265701,0.10628019323671498,0.10628019323671498,0.7874396135265701,0.10628019323671498,0.47942428231677586,0.7058823529411765,3.349999999999998,0.4775417527695146,0.8419191896915432,0.0,1.0008284423435022e-09,8.330444667414838e-11,3.960425862259416e-10,0.0,0.800000011920929,0.20000000298023224,185,22,21.141308497099597,0.02941176470588234,0.0,0.0,0.0,0.6955882352941176,0.3044117647058824,0.3044117647058824,0.0,0.0,-0.011962675536051393,0.9103901445865631,0.9103901445865631,0.9103902101516723,1.4694819450378418,0.006617429736070335,0.042203917354345324,1.1212528824806214,0.3044117647058823,0.300390625,0.0,0.8777851402759552,0.9812456369400024,5,10,0.030363375321030617,0.027846141438931223,-1,-1,0,False,0.00015475618749999996,0.0,0.061851
592,33,2.6454341411590576,3.3000000000000003,idle,terminated,0.0047216881066560745,0.15581569563275835,0.15581569563275835,0.049910901021212185,0.010994287207722664,0.15,0.15,0.7635658914728682,1.8500000000000005,2.625000000000001,4,4.197782669067383,3.3000000000000016,0.04094179855203453,0.3078004863159086,0.014240803098108433,-0.05142144255565882,17,0.85,0.15813953488372093,0.6651162790697674,0.17674418604651163,0.15813953488372093,0.6651162790697674,0.17674418604651163,0.46703459360975436,0.6363636363636364,3.1999999999999957,0.4633100030057974,0.8220778226852417,0.0,3.972984788380702e-10,4.5449720376122826e-11,2.1229805413636114e-10,0.017341040462427744,0.800000011920929,0.20000000298023224,178,34,23.515806101905806,0.03030303030303029,0.0,0.0,0.0,0.6742424242424242,0.3257575757575758,0.3257575757575758,0.0,0.0,0.012361308559775352,1.5490511775016784,1.5490511775016784,1.5490511298179626,1.448766326904297,0.01611931334628025,0.06272737681865692,1.922411894798279,0.32575757575757575,0.328515625,0.0,1.6699543237686156,1.2523490071296692,5,10,0.029496895149350166,0.02758426386862993,-1,-1,0,False,0.00015475618749999996,0.0,0.061818000000000005
593,32,2.389338731765747,3.2,idle,terminated,0.019825739786028862,0.6344236966061061,0.6344236966061061,0.12134092673659322,0.022421887144446373,0.6,0.6,0.8841201716738197,1.9071428571428577,2.5750000000000006,14,3.722827270030977,3.2000000000000015,0.02098785561310863,0.18017781081694217,0.01042973358201936,-0.05269139537587797,8,0.4,0.09259259259259259,0.7361111111111112,0.1712962962962963,0.09259259259259259,0.7361111111111112,0.1712962962962963,0.4721073093416635,0.53125,2.4499999999999993,0.4697947173919875,0.8247528672218323,0.0,2.772063412148639e-10,4.50503558069304e-11,2.2972005825350188e-10,0.015789473684210527,0.800000011920929,0.20000000298023224,193,20,24.28000521891406,0.031249999999999986,0.0,0.0,0.0,0.6625,0.3375,0.3375,0.0,0.0,-0.002008582651615143,3.769919681549072,3.769919681549072,3.7699195623397825,1.4696620941162108,0.010022595105692745,0.062215916067361834,5.051694726943969,0.3375,0.34375,0.0,4.34747052192688,2.276772975921631,5,10,0.02053220197558403,0.020457121077924967,-1,-1,0,False,0.00015475618749999996,0.0,0.06178600000000001
594,30,2.3827481269836426,3.0,idle,terminated,0.011235305108129978,0.3370591580282382,0.3370591580282382,0.082737934961915,0.01515157986432314,0.5,0.5,0.8354978354978355,1.9000000000000004,2.255000000000001,10,3.6304155230522164,3.0000000000000013,0.036941977052461404,0.34489203238434324,0.011776313201952176,-0.05969724714756038,10,0.5,0.11650485436893204,0.7038834951456311,0.1796116504854369,0.11650485436893204,0.7038834951456311,0.1796116504854369,0.45921845017621915,1.5666666666666667,7.199999999999989,0.45551103655587544,0.8527286857366561,0.0,7.81084566470191e-10,5.656464185932464e-11,3.2006952782603875e-10,0.005747126436781609,0.800000011920929,0.20000000298023224,181,24,23.850628684755872,0.03333333333333332,0.0,0.0,0.0,0.6566666666666666,0.3433333333333334,0.3433333333333334,0.0,0.0,-0.0014200506499037146,1.4163780808448792,1.4163780808448792,1.416378116607666,1.4858025431632995,0.005658812494948507,0.039580624736845496,2.5958853483200075,0.3433333333333333,0.33828125,0.0,1.4821394085884094,1.2457447290420531,5,10,0.027175117284059525,0.022852787747979154,-1,-1,0,False,0.00015475618749999996,0.0,0.061756000000000005
595,150,10.992864847183228,15.0,idle,terminated,0.0005752747529186308,0.08629123079671544,0.08629123079671544,0.00029304098134161767,0.004127185791730881,0.25,0.25,0.7857142857142857,1.9857142857142864,2.7800000000000007,7,15.89109864234923,14.999999999999963,0.00734104500415298,0.0,0.002184263520713494,-0.09180990026394457,15,0.75,0.1388888888888889,0.6944444444444444,0.16666666666666666,0.1388888888888889,0.6944444444444444,0.16666666666666666,0.4808792997288207,0.2,1.0,0.47965161375894366,0.8444925010204315,0.0,8.668880439877034e-11,1.3597323787750693e-11,4.3574098322618396e-11,0.011494252873563218,0.800000011920929,0.20000000298023224,184,30,4.605399982818802,0.006666666666666684,0.0,0.0,0.0,0.928,0.07199999999999995,0.07199999999999995,0.0,0.0,0.016902518179267644,12.167374281449751,12.167374281449751,12.167374402826482,1.5576856764880094,-0.0011614780873060227,0.0975054485554045,4.363846433162689,0.072,0.0715909090909091,0.8850668481508778,6.553847547010942,14.213085521351207,5,55,0.07387525588274002,0.06714103296399115,-1,-1,0,False,0.00015475618749999996,0.0,0.061606
596,109,7.988306760787964,10.9,idle,terminated,0.003422665409743786,0.37307056158228674,0.37307056158228674,0.04430808946490284,0.006931383162736893,0.4,0.4,0.782608695652174,1.7750000000000004,2.7150000000000003,8,11.832521829605094,10.899999999999977,0.005524956313769875,0.0,0.0018914608311735948,-0.08895839775920884,12,0.6,0.11926605504587157,0.6513761467889908,0.22935779816513763,0.11926605504587157,0.6513761467889908,0.22935779816513763,0.45145809233034834,0.24770642201834864,1.5999999999999943,0.4488538623877039,0.8219138741493223,0.0,1.6090151641612314e-10,1.4208315947394912e-11,8.34912580044422e-11,0.011049723756906077,0.800000011920929,0.20000000298023224,190,26,6.742806820000014,0.009174311926605524,0.0,0.0,0.0,0.9,0.09999999999999998,0.09999999999999998,0.0,0.0,-0.026796075763801733,1.7600818475087483,1.7600818475087483,1.7600818634033204,1.651029904683431,0.007847061226493679,0.06495050701002279,3.5051160216331483,0.1,0.096875,0.42665586521228155,3.78402556180954,0.7285554230213165,4,30,0.08359980583190918,0.0545045519247651,3,5,0,True,0.00015475618749999996,0.0,0.061497
597,200,13.31053638458252,20.0,time_limit,time_limit,0.0003983457281719893,-0.9203308603409488,-0.9203308603409488,0.0008257764566224008,0.004099850542843342,0.35,0.35,0.7793427230046949,1.7000000000000004,2.2400000000000007,7,20.909885311126715,20.000000000000014,0.0021476493664120944,0.0,0.0008383134888820566,-0.09521499072015444,13,0.65,0.08791208791208792,0.6758241758241759,0.23626373626373626,0.08791208791208792,0.6758241758241759,0.23626373626373626,0.4466630546390079,0.055,0.0,0.4442956184219404,0.8124917358160016,0.0,0.0,4.931575547234557e-12,0.0,0.012738853503184714,0.800000011920929,0.20000000298023224,164,16,2.7944277592,0.0,1.0,0.0,0.0,0.9545,0.045499999999999985,0.045499999999999985,0.0,0.0,0.08028652716893703,3.9309863448143005,3.9309863448143005,3.9309864789247513,1.4741937220096588,0.02755974279716611,0.036004274152219296,8.12720873951912,0.0455,0.04443359375,0.0,0.6955594215542078,4.659917443990707,1,8,0.13630226254463196,0.1091246675699949,0,7,0,True,0.00015475618749999996,0.0,0.061297000000000004
598,31,2.3625621795654297,3.1,idle,terminated,0.01650581695139408,0.5116803474677397,0.5116803474677397,0.09331334009766579,0.020205307751893997,0.45,0.45,0.920704845814978,2.036363636363637,2.450000000000001,11,3.377047746181489,3.1000000000000014,0.03234709447785679,0.2559476876574096,0.011270187459761676,-0.04734764979731678,11,0.55,0.12442396313364056,0.6912442396313364,0.18433179723502305,0.12442396313364056,0.6912442396313364,0.18433179723502305,0.48625294437271455,0.7096774193548387,3.0,0.48483420909445374,0.8544152259826661,0.0,6.942105973406498e-10,7.825689402052305e-11,4.1527021821252634e-10,0.010869565217391304,0.800000011920929,0.20000000298023224,188,27,24.099182056825168,0.03225806451612902,0.0,0.0,0.0,0.65,0.35,0.35,0.0,0.0,0.008736164402216673,1.1380248069763184,1.1380248069763184,1.1380248308181762,1.447328305244446,0.015075273090042174,0.08031567391008139,1.8296162247657777,0.35,0.347265625,0.0,1.0593600511550902,1.3441532611846925,5,10,0.03364230692386627,0.03247457286342978,-1,-1,0,False,0.00015475618749999996,0.0,0.061266
599,57,4.319355726242065,5.7,idle,terminated,0.003962208982557058,0.22584589002160166,0.22584589002160166,0.04756531864404671,0.008464823476970196,0.35,0.35,0.7488789237668162,1.8571428571428577,2.6600000000000006,7,6.416077370643613,5.699999999999996,0.018521169524529535,0.1587709963921201,0.007836926436472418,-0.08285459893837277,13,0.65,0.12087912087912088,0.7032967032967034,0.17582417582417584,0.12087912087912088,0.7032967032967034,0.17582417582417584,0.47429181747220195,0.2631578947368421,1.3999999999999915,0.4716563558204161,0.8272692292928695,0.0,3.0606960715884297e-10,3.137322693302913e-11,1.6253607973415457e-10,0.0,0.800000011920929,0.20000000298023224,160,22,10.52000851285715,0.01754385964912282,0.0,0.0,0.0,0.8403508771929824,0.1596491228070176,0.1596491228070176,0.0,0.0,0.016612014290876685,2.9525212049484253,2.9525212049484253,2.952521252632141,1.4972577333450316,0.014283228560816496,0.07917614681646228,5.945650577545166,0.15964912280701754,0.1560546875,0.0015196283347904682,1.3530801087617874,4.416556930541992,5,20,0.05581417679786682,0.05465766564011574,-1,-1,0,False,0.00015475618749999996,0.0,0.061209000000000006
600,35,2.608036518096924,3.5,idle,terminated,0.010185862891376019,0.35650522779117033,0.35650522779117033,0.06503259167075146,0.012982925400137901,0.45,0.45,0.8116591928251121,1.9000000000000006,2.3000000000000007,9,4.281597530841827,3.5000000000000018,0.03521853616530144,0.29102432991379695,0.011970283701325916,-0.06153636251177133,11,0.55,0.09326424870466321,0.7409326424870466,0.16580310880829016,0.09326424870466321,0.7409326424870466,0.16580310880829016,0.46761100076870726,0.9428571428571428,4.0,0.4644076931524256,0.8380765795707701,0.0,3.305357473837311e-10,2.8605501647960274e-11,1.6608553768393505e-10,0.0,0.800000011920929,0.20000000298023224,175,18,19.174764268715194,0.02857142857142856,0.0,0.0,0.0,0.7242857142857143,0.2757142857142857,0.2757142857142857,0.0,0.0,-0.018302261107601227,1.4637693881988525,1.4637693881988525,1.4637693762779236,1.4365330815315247,0.017999780271202324,0.05375654567033052,3.961630940437317,0.2757142857142857,0.280078125,0.0,1.7578314542770386,0.894221156835556,5,10,0.03211304545402527,0.03180974796414375,-1,-1,0,False,0.00014701837812499996,0.0,0.061174000000000006
601,42,3.147207498550415,4.2,idle,terminated,0.005049016792327166,0.2120587148299232,0.2120587148299232,0.054597429186105675,0.010571721009910107,0.3,0.3,0.7850467289719626,1.716666666666667,1.9000000000000006,6,4.886276230812074,4.200000000000001,0.033452450660857544,0.28842595747975447,0.011696003927030938,-0.07247926161402772,14,0.7,0.12359550561797752,0.702247191011236,0.17415730337078653,0.12359550561797752,0.702247191011236,0.17415730337078653,0.4890454265139332,0.5238095238095238,3.8999999999999915,0.48787636135929363,0.8487756192684174,0.0,3.793270364482732e-10,3.043836363514352e-11,2.0486865398572307e-10,0.006666666666666667,0.800000011920929,0.20000000298023224,155,22,15.47646306322638,0.023809523809523805,0.0,0.0,0.0,0.7880952380952381,0.21190476190476193,0.21190476190476193,0.0,0.0,0.004632756176094214,0.9545982519785563,0.9545982519785563,0.9545982877413431,1.413066291809082,0.01735621752256217,0.06151564953227838,2.261664946873983,0.2119047619047619,0.21328125,0.020216932954887547,0.9322819034258525,0.9832772533098857,5,15,0.05178908258676529,0.04037034660577772,-1,-1,0,False,0.00014701837812499996,0.0,0.061132
602,29,2.2784554958343506,2.9000000000000004,idle,terminated,0.016948852688074112,0.49151672289611453,0.49151672289611453,0.09771775901317586,0.0217511598020792,0.4,0.4,0.84251968503937,1.9000000000000008,2.700000000000001,10,3.496893739700318,2.9000000000000012,0.036484235048075,0.2727965356554479,0.01779067803498932,-0.05157552094295129,12,0.6,0.1511111111111111,0.7555555555555555,0.09333333333333334,0.1511111111111111,0.7555555555555555,0.09333333333333334,0.46323850289436763,0.7931034482758621,3.0,0.4591538921048529,0.8012828350067138,0.0,2.7854686751593857e-10,5.2977507797313805e-11,2.1463185395642615e-10,0.016042780748663103,0.800000011920929,0.20000000298023224,188,34,25.858721544860558,0.03448275862068964,0.0,0.0,0.0,0.6120689655172413,0.3879310344827587,0.3879310344827587,0.0,0.0,0.019397032074630262,1.4223694562911988,1.4223694562911988,1.4223694443702697,1.4084492206573487,0.01929660830646753,0.06691593378782272,5.333397746086121,0.3879310344827586,0.3921875,0.14175851354375482,1.3962094187736511,1.5026675581932067,5,10,0.02862401306629181,0.027812526654452083,-1,-1,0,False,0.00014701837812499996,0.0,0.061103000000000005
603,95,6.9379589557647705,9.5,idle,terminated,1.6857811715453863e-05,0.001601495719254729,0.001601495719254729,0.004053113935515277,0.004001318942755461,0.3,0.3,0.8189655172413793,2.000000000000001,2.4950000000000006,8,10.302146387100212,9.499999999999982,0.013818769465638358,0.016677895733640046,0.004610785817062024,-0.08866676898378965,14,0.7,0.06965174129353234,0.7014925373134329,0.22885572139303484,0.06965174129353234,0.7014925373134329,0.22885572139303484,0.4638322902157118,0.2,1.5999999999999943,0.4610217534939606,0.8254175066947935,0.0,2.318613079310694e-10,1.812666336475921e-11,1.1364768466581852e-10,0.00558659217877095,0.800000011920929,0.20000000298023224,186,14,6.915518205106394,0.010526315789473705,0.0,0.0,0.0,0.8942105263157895,0.10578947368421054,0.10578947368421054,0.0,0.0,0.027994033587830407,5.40791563306536,5.40791563306536,5.4079155921936035,1.4865047557013376,0.007575062590850783,0.0827073766716889,9.341612987858909,0.10578947368421053,0.10513392857142857,0.3106714881890054,3.68615460395813,6.414958408900669,5,35,0.06296884268522263,0.04545667581260203,-1,-1,0,False,0.00014701837812499996,0.0,0.06100800000000001
604,35,2.8049979209899902,3.5,idle,terminated,0.004559571389108896,0.1595849937780717,0.1595849937780717,0.05335499495267861,0.009765108115971088,0.2,0.2,0.7992424242424242,2.133333333333334,2.5500000000000007,6,4.0943650126457225,3.5000000000000018,0.023738717209044663,0.1319604336156476,0.010574230114674515,-0.06378448971680249,16,0.8,0.10572687224669604,0.7092511013215859,0.18502202643171806,0.10572687224669604,0.7092511013215859,0.18502202643171806,0.46087842038167376,0.5714285714285714,2.0,0.45747654389312364,0.833323994278908,0.0,8.118206773488609e-10,6.810766534082191e-11,3.1392136529140257e-10,0.010256410256410256,0.800000011920929,0.20000000298023224,201,24,22.662455692573467,0.02857142857142856,0.0,0.0,0.0,0.6757142857142857,0.3242857142857143,0.3242857142857143,0.0,0.0,-0.005335559044033289,1.9353655219078063,1.9353655219078063,1.9353655457496644,1.4765601754188538,0.023422607127577065,0.055568416230380537,4.687951374053955,0.3242857142857143,0.329296875,0.0,1.5228323817253113,2.9469751596450804,5,10,0.05931592360138893,0.04773487597703931,-1,-1,0,False,0.00014701837812499996,0.0,0.060973
605,133,9.164718627929688,13.3,idle,terminated,0.0003964526695199311,0.052728200023830565,0.052728200023830565,0.0011149248457513704,0.0035853616427630186,0.35,0.35,0.7729083665338645,2.0428571428571436,2.740000000000001,7,14.208095865249623,13.299999999999969,0.006527601867415223,0.0,0.0032610111596051905,-0.09268743627949637,13,0.65,0.10047846889952153,0.631578947368421,0.2679425837320574,0.10047846889952153,0.631578947368421,0.2679425837320574,0.4710582576902177,0.15037593984962405,1.3999999999999915,0.4692551778977552,0.8359263986349105,0.0,1.2191257794946666e-10,1.1443191012816545e-11,2.770859826306386e-11,0.0056179775280898875,0.800000011920929,0.20000000298023224,187,21,5.30974975757577,0.007518796992481221,0.0,0.0,0.0,0.9214285714285714,0.07857142857142863,0.07857142857142863,0.0,0.0,0.008554243752732872,6.30870032787323,6.30870032787323,6.3087004995346065,1.4765758204460144,0.001384672133717686,0.09400820635259151,6.059161559343338,0.07857142857142857,0.07796875,0.5754147877311334,5.873263924121857,6.498457746505737,5,50,0.06291691958904266,0.05509459972381589,-1,-1,0,False,0.00014701837812499996,0.0,0.060840000000000005
606,36,2.8257124423980713,3.6,idle,terminated,0.001130480202846229,0.0406972895234768,0.0406972895234768,0.014546116814017296,0.008182849735021591,0.2,0.2,0.7533632286995515,1.9800000000000004,2.560000000000001,5,4.42612226009369,3.600000000000002,0.06409042791591395,0.37730023017613284,0.0189276997017002,-0.07063708802064277,16,0.8,0.06077348066298342,0.7237569060773481,0.2154696132596685,0.06077348066298342,0.7237569060773481,0.2154696132596685,0.4597545705312061,0.3888888888888889,3.0,0.4573871923271594,0.8191113770008087,0.0,5.704122674199378e-10,6.227587195928308e-11,3.6230579925078387e-10,0.00625,0.800000011920929,0.20000000298023224,169,11,16.806198028001585,0.027777777777777766,0.0,0.0,0.0,0.7486111111111111,0.2513888888888889,0.2513888888888889,0.0,0.0,-0.006103056715801358,1.260418665409088,1.260418665409088,1.2604186177253722,1.4338014125823975,0.01539354317355901,0.07620573388412595,1.371691882610321,0.2513888888888889,0.256640625,0.0,1.4534228444099426,0.9277388393878937,5,10,0.03704439103603363,0.034976741485297676,-1,-1,0,False,0.00014701837812499996,0.0,0.060804000000000004
607,34,2.648831844329834,3.4000000000000004,idle,terminated,0.003465816844254732,0.11783777813773808,0.11783777813773808,0.0461031712591648,0.008681357838213444,0.25,0.25,0.743801652892562,2.080000000000001,2.3400000000000007,5,4.265594577789307,3.4000000000000017,0.037427918157566624,0.25683415341324217,0.01554150472378218,-0.06827848185511211,15,0.75,0.07,0.69,0.24,0.07,0.69,0.24,0.47096607928602574,0.7058823529411765,4.0,0.4692475606144821,0.8572126030921935,0.0,5.070426106756894e-10,5.970782895881044e-11,3.033093026738597e-10,0.01744186046511628,0.800000011920929,0.20000000298023224,183,14,19.525318473940164,0.02941176470588234,0.0,0.0,0.0,0.7058823529411765,0.2941176470588235,0.2941176470588235,0.0,0.0,0.011216305382549762,1.415008533000946,1.415008533000946,1.415008556842804,1.3828503608703613,0.012713720339161228,0.08347746916115284,1.4325601577758789,0.29411764705882354,0.295703125,0.0,1.0389809608459473,2.1897793412208557,5,10,0.033795058727264404,0.030868694093078367,-1,-1,0,False,0.00014701837812499996,0.0,0.060770000000000005
