episode,steps,elapsed_sec,seed,terminated,truncated,termination_reason,termination_reason_raw,termination_reason_bucket,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,r_time,r_interf,r_risk,r_illegal,r_pbrs,r_term,r_step,r_total,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_risk,abs_ratio_r_illegal,abs_ratio_r_pbrs,abs_ratio_r_term,I_total_mean,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,rho_selected_mean,rho_selected_p10,uncertainty_selected_mean,uncertainty_selected_p90,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,risk_penalty_mean,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,top_illegal_reason,top_illegal_reason_count,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm,policy_entropy,entropy_loss,active_ratio,actor_update_active_frac,active_samples,total_samples,adv_mean,adv_std,value_target_mean,value_target_std,value_pred_mean,value_pred_std,value_clip_fraction,skipped_update_count,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,t_L,t_R,t_V,t_a,t_alt,A_t,r_lat,cp_rem,f_max,d_cp_lb,rate_best,comm_lb,queue_lb,lb,phi,delta_phi,r_shape,overtime_ratio,r_timeout,e_tx,r_energy,r_power,avg_power,avg_rsu_queue,rsu_queue_p95,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
133,43,3.1318838596343994,42,True,False,idle,idle,terminated,0.0,4.300000000000001,5.026642456054687,2.450000000000001,20,True,2.838657407508047,2.4368773395101035,2283258291.5970545,-0.014637321385782205,-0.0002634895176844121,-0.0019071311313897602,0.0,0.0,0.009528204683375967,-0.004036267210332902,0.0005491937473043056,0.2630562670127537,0.01893350963117706,0.004735331492166208,0.0342742215535763,0.0,0.0,0.6790006703103267,1.0324781307691211e-10,0.0,5.4587269981976e-10,6.409026781506455e-11,3.481324700738141e-10,0.8988657593727112,0.800000011920929,0.09963793307542801,0.20000000298023224,0.9230769276618958,0.9800000190734863,0.0,0.0,0.009162753820419312,179,0.0,0.0,0.0,168,1,0.005952380952380952,1,20,20,238,0.0005491938791237772,-0.0006475584814324975,0.019511175807565437,-0.012922941707074642,0.030990611761808395,0.004061260726302862,0.027102123041485973,1.2302944102259572,1.2031922871844714,-0.07289787695851456,0.17495059967041016,0.027102123041485973,0.27495059967041025,0.09999999999999928,0.09999999999999928,-0.07289787695851456,0.17495059967041024,0.036022031721387716,0.32240328567781673,0.013539240061259311,0.08190089563199268,5.026642456054687,0.027102123041485973,0.27495059967041025,0.7266424560546865,0.25,0.25,0.8235294117647058,0.75,0.0,,0,0.7534883720930232,0.24651162790697678,0.24651162790697678,0.0,0.0,0.15566037735849056,0.6886792452830188,0.15566037735849056,0.15566037735849056,0.6886792452830188,0.15566037735849056,0.49014374661586574,0.858798411488533,1.3955953598022461,0.023430115232865017,0.1040760338306427,-0.010333774124349777,1.266070008277893,0.6059540967146556,0.9269054969151814,1.3955953598022461,-1.3955953598022461,0.24651162790697675,0.24557291666666667,212,860,-0.5327527523040771,2.5827980041503906,0.18244023248553276,2.0346094528834024,0.06603108023603757,0.2933017512162526,0.04944208227097988,0,1.0,1.0,0.2623011015911875,4.983720930232559,26548067.280647457,1.0,0.0,0.1919523185840997,0.04125899407098753,0.23321131265508718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010535231438485555,0.0,0.49151903778574496,0.32558139534883723,1.0,False,0.0,0.0,0.0
134,36,2.490509510040283,42,True,False,idle,idle,terminated,0.0,3.600000000000002,3.8546292686462422,1.9076923076923085,20,True,2.780101377711208,2.294115418323743,2058830524.819244,-0.01578084278137997,-0.0001934019461821245,-0.002679754942339901,0.0,0.0,0.17761585388100742,-0.006023959622869996,0.017159189425813726,0.07081968605250974,0.0027861857697182467,0.0008679298881757647,0.012025935898562807,0.0,0.0,0.9135002623910334,7.52624351729736e-11,0.0,4.020105442981147e-10,5.1883046470191374e-11,2.792689496322608e-10,0.9005385637283325,0.800000011920929,0.09946142882108688,0.20000000298023224,0.9226190447807312,0.9860817611217498,0.0,0.0,0.010485997423529625,184,0.0,0.0,0.0,178,2,0.011235955056179775,2,20,20,230,0.017159193754196167,-0.0006369665497913957,0.09689761139452457,-0.012216765433549881,0.12055601924657822,0.020418809726834297,0.03620534416702073,0.770486798981826,0.7342814548148044,-0.06379465583297983,0.17360305786132812,0.03620534416702073,0.2736030578613282,0.10000000000000026,0.10000000000000026,-0.06379465583297983,0.1736030578613282,0.021130223450662174,0.1764162905939344,0.006931301251925342,0.0829575810475836,3.8546292686462422,0.03620534416702073,0.2736030578613282,0.25462926864624036,0.65,0.65,0.9043478260869565,0.35,0.0,,0,0.6986111111111111,0.30138888888888893,0.30138888888888893,0.0,0.0,0.15207373271889402,0.7004608294930875,0.14746543778801843,0.15207373271889402,0.7004608294930875,0.14746543778801843,0.48577905948376,0.8361147403717042,1.3920326352119445,-0.008265952626243234,0.11290706545114518,-0.017905455082654953,1.5821564197540283,0.7564683794975281,1.0386623561382293,1.3920326352119445,-1.3920326352119445,0.3013888888888889,0.30390625,217,720,2.1870315074920654,5.4672675132751465,-0.07208116129040718,4.090137410163879,0.2753446470946074,0.39114263355731965,0.03069783505052328,0,1.0,1.0,0.23976608187134493,4.5555555555555545,25706129.117074087,1.0,0.0,0.17887788255331508,0.03425887101049745,0.21313675356381256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000620849399968268,0.0,0.48757642835456255,0.6944444444444444,4.0,False,0.0,0.0,0.0
135,35,2.666386365890503,42,True,False,idle,idle,terminated,0.0,3.5000000000000018,4.2890223383903505,2.342857142857144,20,True,2.895173128356189,2.516321988397773,2277110280.923194,-0.014240470612660438,-0.00035298543785710707,-0.0025875404467986998,0.0,0.0,0.050440492837833466,-0.002408044055614342,0.0048032448782219135,0.13428749896219516,0.010159133078265742,0.003328649235634398,0.02440048117196335,0.0,0.0,0.8278242375519413,1.816814754196372e-10,0.0,6.867463542281618e-10,6.910406274984737e-11,3.419141816896064e-10,0.8948156237602234,0.800000011920929,0.10518444329500198,0.20000000298023224,0.9230769276618958,0.9802941232919693,0.0,0.0,0.010911315679550171,166,0.0,0.0,0.0,161,1,0.006211180124223602,1,20,20,238,0.004803244490176439,-3.9180285966722295e-05,0.03845978640019873,-0.01139915082603693,0.08807249367237091,0.008113217540085316,0.03633513859340146,1.480235109976359,1.4438999713829588,-0.06366486140659895,0.377854585647583,0.03633513859340146,0.4778545856475831,0.10000000000000042,0.10000000000000042,-0.06366486140659894,0.3778545856475831,0.03531425442330022,0.1981961897919113,0.012760580792803424,0.08346751578243036,4.2890223383903505,0.03633513859340146,0.4778545856475831,0.7890223383903487,0.35,0.35,0.7857142857142857,0.65,0.0,,0,0.7157142857142857,0.28428571428571425,0.28428571428571425,0.0,0.0,0.1658291457286432,0.6934673366834171,0.1407035175879397,0.1658291457286432,0.6934673366834171,0.1407035175879397,0.4572885694536419,0.826947820186615,1.522440004348755,0.02099169529392384,0.10900848731398582,-0.00979489777237177,2.324137878417969,1.1340047895908356,2.0496028661727905,1.522440004348755,-1.522440004348755,0.2842857142857143,0.287890625,199,700,2.0301778316497803,2.8776986598968506,2.8020434856414793,2.083025050163269,0.9711867272853851,0.22826140969991685,0.5708916722331197,0,1.0,1.0,0.26315789473684226,5.0,24977919.032697182,1.0,0.0,0.20807966449981158,0.04161537691479966,0.24969504141461127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010773216953863876,0.0,0.4630851207420762,0.45714285714285713,2.5999999999999943,False,0.0,0.0,0.0
136,43,3.067966938018799,42,True,False,idle,idle,terminated,0.0,4.300000000000001,5.07257791519165,1.9000000000000004,20,True,2.748783206346352,2.3535130871567103,2102606054.0603898,-0.01517194441251625,-0.00011467528981088717,-0.0019580170350162467,0.0,0.0,0.027047935479452216,-0.0038911857443601366,0.0023156749735092144,0.1729404895853897,0.007635716553624556,0.0013071495797783617,0.022318854818166516,0.0,0.0,0.7957977894630408,5.951797388270563e-11,0.0,2.896566791976694e-10,3.553207034157069e-11,2.0880874529449754e-10,0.899021565914154,0.800000011920929,0.10019776970148087,0.20000000298023224,0.9166666865348816,0.9841269850730896,0.0,0.0,0.009201610460877419,183,0.0,0.0,0.0,174,3,0.017241379310344827,3,20,20,251,0.002315674675628543,-0.0014369282871484756,0.0033547507598996155,-0.018041906878352165,0.10101757198572159,0.007705802097916603,0.02591233224369804,1.31379063882107,1.287878306577372,-0.07408766775630257,0.19596564769744873,0.02591233224369804,0.2959656476974488,0.09999999999999928,0.09999999999999928,-0.07408766775630256,0.1959656476974488,0.02331785727726093,0.17682548472838683,0.007956428930999808,0.08048052686463744,5.07257791519165,0.02591233224369804,0.2959656476974488,0.7725779151916496,0.15,0.15,0.796812749003984,0.85,0.0,,0,0.7441860465116279,0.2558139534883721,0.2558139534883721,0.0,0.0,0.16818181818181818,0.6818181818181818,0.15,0.16818181818181818,0.6818181818181818,0.15,0.4640725461175777,0.8422164022922515,1.4398990472157795,0.010931093525141478,0.08782070092856883,-0.010178567686428627,1.4660258054733277,0.7055555423100789,1.1625688552856446,1.4398990472157795,-1.4398990472157795,0.2558139534883721,0.2552083333333333,220,860,0.03555426001548767,1.9939508438110352,1.0964249094327292,1.4218773206075033,1.2121743520100912,0.0975407434006532,0.15501232743263244,0,1.0,1.0,0.23549571603427152,4.474418604651161,25202158.688298382,0.9848837209302325,0.0,0.32646005986731014,0.034947025997350396,0.36140708586466047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006698759057468807,0.0,0.46941988809077545,0.6976744186046512,3.0,False,0.0,0.0,0.0
137,50,3.445124626159668,42,True,False,idle,idle,terminated,0.0,4.999999999999998,5.726062202453614,2.0400000000000005,20,True,2.7416769702664014,2.2680011282197015,2037765836.0299003,-0.015860706707628798,-0.00016693950025248102,-0.0019793271644181743,0.0,0.0,-0.005294678943736129,-0.0070394720247465865,-0.0012334150968482758,0.3139584454397311,0.01098876472504424,0.0033045227396169556,0.03918025161252511,0.0,0.0,0.6325680154830826,9.409786838610046e-11,0.0,3.265884826464383e-10,3.955043584302764e-11,2.7439652910965495e-10,0.8931496739387512,0.800000011920929,0.10584636777639389,0.20000000298023224,0.9166666865348816,0.9767441749572754,0.0,0.006024096385542169,0.011923657730221748,166,0.0,0.0,0.0,158,3,0.0189873417721519,3,20,20,233,-0.0012334150960668921,-0.0009943931945599616,0.007001629215665148,-0.024589836597442627,0.0371541902422905,0.00414864020422101,0.024791120111942705,1.2840170070767387,1.259225886964798,-0.07520887988805772,0.1543598175048828,0.024791120111942705,0.2543598175048829,0.09999999999999859,0.09999999999999859,-0.07520887988805772,0.1543598175048829,0.01933437038743978,0.13963712364503922,0.0077754198837527285,0.07668389506962489,5.726062202453614,0.024791120111942705,0.2543598175048829,0.7260622024536154,0.15,0.15,0.8068669527896996,0.85,0.0,,0,0.794,0.20599999999999996,0.20599999999999996,0.0,0.0,0.1941747572815534,0.6310679611650486,0.17475728155339806,0.1941747572815534,0.6310679611650486,0.17475728155339806,0.4919206104513866,0.8523003399372101,1.4609596649805705,0.00458517944595466,0.09446386906007925,0.002211656173070272,1.156001043319702,0.5626806398232778,1.9435783942540488,1.4609596649805705,-1.4609596649805705,0.206,0.20807291666666666,206,1000,0.5917678475379944,1.5424219369888306,1.1629565834999085,1.3593122720718385,1.2357514222462973,0.23957227567831677,0.18416102267801762,0,1.0,1.0,0.22547368421052638,4.284000000000004,21803474.180999473,1.0,0.0,0.26240975797027294,0.037765958027173016,0.3001757159974459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005551358051189017,0.0,0.4935122501924634,0.26,2.0,False,0.0,0.0,0.0
138,39,2.653961420059204,42,True,False,idle,idle,terminated,0.0,3.900000000000002,4.489410514831545,1.945454545454546,20,True,2.729855552394949,2.344074916959575,2187977426.078586,-0.015198008844485562,-0.00020024665370638626,-0.0025676636127552463,0.0,0.0,0.12724572018116978,-0.004688439437956931,0.012255728074321287,0.08948516473938647,0.004853006362586682,0.0011790429245557789,0.015118283173397433,0.0,0.0,0.8893645028000736,1.1359191365301058e-10,0.0,6.338400332372982e-10,5.0863570300041516e-11,2.683349667464973e-10,0.9051557183265686,0.800000011920929,0.09484434127807617,0.20000000298023224,0.9333333373069763,0.9811320900917053,0.0,0.0,0.012439612299203873,161,0.0,0.0,0.0,155,0,0.0,0,20,20,222,0.012255726382136345,-0.0008262732881121337,0.06298689618706707,-0.012068221345543861,0.23455947637557983,0.014712884090840816,0.03178039564536195,1.1410176040270383,1.1092372083816775,-0.06821960435463872,0.30706214904785156,0.03178039564536195,0.4070621490478521,0.0999999999999998,0.0999999999999998,-0.06821960435463871,0.3070621490478521,0.031019931276040663,0.3029040716185093,0.009941591532108685,0.08318018367322613,4.489410514831545,0.03178039564536195,0.4070621490478521,0.5894105148315427,0.5,0.5,0.8108108108108109,0.5,0.0,,0,0.7525641025641026,0.24743589743589745,0.24743589743589745,0.0,0.0,0.16580310880829016,0.7409326424870466,0.09326424870466321,0.16580310880829016,0.7409326424870466,0.09326424870466321,0.48795464381791465,0.8312529802322387,1.403641978899638,0.016994114980722466,0.08972564612825712,0.00950259305536747,1.2604092677434287,0.622863523165385,0.8450779159863789,1.403641978899638,-1.403641978899638,0.24743589743589745,0.24765625,193,780,-0.5292264819145203,3.3974807262420654,2.6325471719106037,3.0862664699554445,1.2559738477071127,0.30503776570161184,0.06013306582656999,0,1.0,1.0,0.22307692307692312,4.23846153846154,19800190.588290144,1.0,0.0,0.2977547049645886,0.03957255783060185,0.3373272627951905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008242263825042021,0.0,0.48960701960186737,0.6666666666666666,4.0,False,0.0,0.0,0.0
139,133,9.56101107597351,42,True,False,idle,idle,terminated,0.0,13.299999999999969,14.181203937530508,2.0800000000000005,20,True,2.744540203739029,2.3246046448381223,2141026347.583137,-0.015302730697050342,-6.877459462378352e-05,-0.0008785425045737501,0.0,0.0,-0.0003017257883489845,-0.01265603987374333,-0.0012957765662092475,0.5500974590513268,0.013498631435551613,0.002472286188576837,0.0315815529268749,0.0,0.0,0.4023500703976699,2.3735810192326845e-11,0.0,1.4567059294923132e-10,1.8627200476517558e-11,1.0679921218226031e-10,0.8960291147232056,0.800000011920929,0.10397092998027802,0.20000000298023224,0.9333333373069763,0.9806922972202301,0.0,0.0,0.012770071625709534,183,0.0,0.0,0.0,173,1,0.005780346820809248,1,20,20,253,-0.0012957765720784664,-0.001519093639217317,0.0014427128713577905,-0.015739090740680695,0.027252424508333206,0.002392853144556284,0.007968069220844929,1.0228729175087214,1.0149048482878764,-0.09203193077915503,0.0,0.007968069220844929,0.10000000000000009,0.09999999999999698,0.09999999999999698,-0.09203193077915503,8.326672684688674e-17,0.012151910381966878,0.0,0.004152652476923797,0.03457303674805684,14.181203937530508,0.007968069220844929,0.10000000000000009,0.8812039375305396,0.2,0.2,0.7430830039525692,0.8,0.0,,0,0.9221804511278195,0.07781954887218046,0.07781954887218046,0.0,0.0,0.11594202898550725,0.7198067632850241,0.1642512077294686,0.11594202898550725,0.7198067632850241,0.1642512077294686,0.4978851828140237,0.8705706298351288,1.6043955326080321,0.018308521434664726,0.07660818845033646,-0.1121358260512352,7.414594554901123,3.5759090900421144,7.199734306335449,1.6043955326080321,-1.6043955326080321,0.07781954887218046,0.06484375,207,2660,-3.073151111602783,3.8807578086853027,-6.765918254852295,3.0187682628631594,1.5544292211532593,0.4392543137073517,0.002477817377075553,0,1.0,1.0,0.2506529481598734,4.762406015037603,23554914.91053417,0.950000000000002,0.0,0.2072736283026577,0.033435137121739324,0.240708765424397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00037550786363059854,0.0,0.4981308514269811,0.14285714285714285,1.0,False,0.0,0.0,0.0
140,35,2.747952461242676,42,True,False,idle,idle,terminated,0.0,3.5000000000000018,4.632887697219848,2.0166666666666675,20,True,2.6708796134824455,2.3268641097052347,2170177612.2279396,-0.015217879158705903,-0.00018543632173804325,-0.004159260012099216,0.0,0.0,0.04687482946999127,-0.007181494876001212,0.003969333459399024,0.14626977742600128,0.008742848321114681,0.0017823593698207876,0.03997758359636985,0.0,0.0,0.8032274312866935,1.061863999507473e-10,0.0,5.074800274451617e-10,5.323741794627246e-11,3.094948075599291e-10,0.8961841464042664,0.800000011920929,0.10288483649492264,0.20000000298023224,0.9166666865348816,0.9825438678264617,0.0,0.00558659217877095,0.0162652637809515,179,0.0,0.0,0.0,169,2,0.011834319526627219,2,20,20,256,0.0039693331345915794,-0.0007682328578084707,0.050186881422996495,-0.03722338005900383,0.08412935584783554,0.009291504509747028,0.03302095157759565,1.6740726163046673,1.6410516647270759,-0.06697904842240489,0.22824430465698242,0.03302095157759565,0.3282443046569825,0.10000000000000042,0.10000000000000042,-0.06697904842240487,0.2282443046569825,0.030750424363896203,0.2793439346226665,0.010662312300764271,0.08270846065330871,4.632887697219848,0.03302095157759565,0.3282443046569825,1.1328876972198465,0.3,0.3,0.75390625,0.7,0.0,,0,0.6942857142857143,0.3057142857142857,0.3057142857142857,0.0,0.0,0.16355140186915887,0.6682242990654206,0.16822429906542055,0.16355140186915887,0.6682242990654206,0.16822429906542055,0.5021323441693928,0.8623213171958923,1.4812543153762818,0.02132804403081536,0.06565016135573387,0.004285605903714895,2.661036729812622,1.3170289278030396,3.0634510785341265,1.4812543153762818,-1.4812543153762818,0.3057142857142857,0.304296875,214,700,-2.9321203231811523,2.1256110668182373,-2.5137083768844604,2.3182473182678223,0.8794242858886718,0.2970473825931549,0.41677793497219684,0,1.0,1.0,0.2827067669172931,5.371428571428574,24974676.65434621,1.0,0.0,0.29775623007436164,0.036995061056919284,0.33475129113128077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009096042367393875,0.0,0.5018612318392843,0.8,4.299999999999997,False,0.0,0.0,0.0
141,35,2.5704421997070312,42,True,False,idle,idle,terminated,0.0,3.5000000000000018,3.866903233528138,2.0900000000000007,20,True,2.7685742291656688,2.240149408611471,1911661148.9154296,-0.01583895180875294,-0.00020896911591020395,-0.002752502200869052,0.0,0.0,0.048311008634659994,-0.0059302591227214435,0.0042380749511938655,0.13678640128981256,0.011099313547632928,0.0018046732947488552,0.02377081988412275,0.0,0.0,0.826538791983683,8.546438556855662e-11,0.0,4.3325599774490767e-10,5.7152341886856917e-11,3.0421457714036017e-10,0.8944558501243591,0.800000011920929,0.10554412752389908,0.20000000298023224,0.9230769276618958,0.9813766717910767,0.0,0.0,0.01030348427593708,187,0.0,0.0,0.0,182,2,0.01098901098901099,2,20,20,234,0.004238074645400047,-0.0008333767182193696,0.03597931377589701,-0.01308349147439003,0.12181615084409714,0.008648079819977283,0.038053775003978475,1.0740822211333683,1.0360284461293905,-0.06194622499602211,0.2623727321624756,0.038053775003978475,0.3623727321624757,0.10000000000000042,0.10000000000000042,-0.06194622499602211,0.2623727321624757,0.03827457937456209,0.34066732911998027,0.009255796239342645,0.08433917788994659,3.866903233528138,0.038053775003978475,0.3623727321624757,0.36690323352813614,0.4,0.4,0.8931623931623932,0.6,0.0,,0,0.6857142857142857,0.3142857142857143,0.3142857142857143,0.0,0.0,0.15,0.6636363636363637,0.18636363636363637,0.15,0.6636363636363637,0.18636363636363637,0.4821820123846014,0.8300351023674012,1.471070897579193,-0.0005056496011093259,0.08044724725186825,0.0010214045294560492,1.6809079051017761,0.8238224923610687,1.525051760673523,1.471070897579193,-1.471070897579193,0.3142857142857143,0.319140625,220,700,-2.5598442554473877,4.035346031188965,-1.6901036977767945,3.2704824686050413,0.2622160643339157,0.3527328848838806,0.066290723066777,0,1.0,1.0,0.27338345864661656,5.194285714285714,20793432.615838606,1.0,0.0,0.20543356298757215,0.03731984433496981,0.24275340732254194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001285226387517293,0.0,0.48449835077460324,0.5142857142857142,2.0,False,0.0,0.0,0.0
142,93,6.396787166595459,42,True,False,idle,idle,terminated,0.0,9.299999999999983,9.70856565475463,2.2727272727272734,20,True,2.858268426825562,2.43859309388398,2193152018.378104,-0.014917317783113308,-8.549472653893388e-05,-0.0008351192271189724,0.0,0.0,0.03228069346736343,-0.011198866310889729,0.0021081827156473366,0.2465793382486059,0.0063437977268879,0.00141320533625557,0.013804301106650178,0.0,0.0,0.7318593575816005,4.0363969111556486e-11,0.0,2.6392405622077654e-10,2.1741065545088922e-11,1.266972401992028e-10,0.9049125909805298,0.800000011920929,0.09508741647005081,0.20000000298023224,0.9258241653442383,0.9848484992980957,0.0,0.0,0.008534735068678856,182,0.0,0.0,0.0,178,0,0.0,0,20,20,242,0.002108182990923524,-0.001495508593507111,0.03313411846756928,-0.01295546069741249,0.088743194937706,0.005406078416854143,0.013975577783841456,0.6347760581393399,0.6208004803554986,-0.08602442221615762,0.0,0.013975577783841456,0.10000000000000009,0.09999999999999662,0.09999999999999662,-0.08602442221615762,8.326672684688674e-17,0.011901566251575044,0.0,0.003844704352836912,0.038260572257180415,9.70856565475463,0.013975577783841456,0.10000000000000009,0.40856565475464635,0.45,0.45,0.8677685950413223,0.55,0.0,,0,0.8817204301075269,0.11827956989247312,0.11827956989247312,0.0,0.0,0.17272727272727273,0.7136363636363636,0.11363636363636363,0.17272727272727273,0.7136363636363636,0.11363636363636363,0.494221094616894,0.8468812227249145,1.4190376417977468,0.008086211889583085,0.09141626911503928,-0.01206720373925886,3.4693176542009625,1.7055631841932024,2.684562807423728,1.4190376417977468,-1.4190376417977468,0.11827956989247312,0.11752232142857143,220,1860,2.3863112926483154,3.3764595985412598,2.8040734495435444,1.8585324253354754,0.4625239572354725,0.44663103222846984,0.49809714216472845,0,1.0,1.0,0.30322580645161246,5.761290322580651,20781391.459371302,0.9500000000000016,0.0,0.2125398865189481,0.03416864652512259,0.2467085330440706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003837809255062906,0.0,0.49505064716382374,0.4731182795698925,3.3999999999999915,False,0.0,0.0,0.0
143,31,2.46207332611084,42,True,False,idle,idle,terminated,0.0,3.1000000000000014,3.75202696800232,2.1666666666666674,20,True,2.8114632176003695,2.4370061218810624,2306309288.7698364,-0.014608913820746826,-0.00028303998581596,-0.004826832897258697,0.0,0.0,0.06530816869943701,-0.007446624742033645,0.00578615439574035,0.10385736366449337,0.006766247479723248,0.0020121815419798577,0.0343148125664492,0.0,0.0,0.8530493947473544,2.688853306676009e-10,0.0,1.1766826957249058e-09,6.848915184987092e-11,4.1084477347963487e-10,0.9061101675033569,0.800000011920929,0.0938899889588356,0.20000000298023224,0.9333333373069763,0.9850746393203735,0.0,0.0,0.014598226174712181,205,0.0,0.0,0.0,197,1,0.005076142131979695,1,20,20,256,0.005786154884845018,-0.0009822431020438671,0.05838528461754322,-0.030306966975331306,0.12459807097911835,0.012072390876710415,0.04213398295064152,1.4326116717246271,1.3904776887739858,-0.05786601704935888,0.2772693634033203,0.04213398295064152,0.3772693634033204,0.10000000000000099,0.10000000000000099,-0.05786601704935886,0.2772693634033204,0.03252030533943038,0.29651758792403476,0.010067551931536177,0.08336938808611442,3.75202696800232,0.04213398295064152,0.3772693634033204,0.6520269680023185,0.25,0.25,0.84765625,0.75,0.0,,0,0.6258064516129033,0.37419354838709673,0.37419354838709673,0.0,0.0,0.11637931034482758,0.7112068965517241,0.1724137931034483,0.11637931034482758,0.7112068965517241,0.1724137931034483,0.48535686661861505,0.8442584931850433,1.4422201633453369,0.018405357061419637,0.08362484760582448,-0.017503830674104392,1.0717848539352417,0.5010819435119629,0.48803762197494505,1.4422201633453369,-1.4422201633453369,0.3741935483870968,0.380078125,232,620,0.7900856137275696,7.616407871246338,2.897302842140198,7.457120656967163,0.406721419095993,0.3757444739341736,0.0,0,1.0,1.0,0.2524617996604414,4.7967741935483845,17642216.24798408,1.0,0.0,0.2618936364662468,0.041132443419714684,0.30302607988596153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009517623289615255,0.0,0.4867030901714198,0.967741935483871,3.5,False,0.0,0.0,0.0
