episode,steps,elapsed_sec,seed,terminated,truncated,termination_reason,termination_reason_raw,termination_reason_bucket,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,r_time,r_prog,r_interf,r_risk,r_illegal,r_pbrs,r_term,r_step,r_margin,r_margin_raw,r_margin_norm,r_total,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_risk,abs_ratio_r_illegal,abs_ratio_r_pbrs,abs_ratio_r_term,abs_ratio_r_margin,I_total_mean,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,rho_selected_mean,rho_selected_p10,uncertainty_selected_mean,uncertainty_selected_p90,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,risk_penalty_mean,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,margin_pre_mean,margin_post_mean,r_margin_abs_mean,r_prog_abs_mean,r_margin_nonzero_rate,margin_valid_count,margin_skip_count,reward_clip_hit_count,reward_clip_hit_rate,abs_ratio_basis,r_prog_on_task_mean,r_margin_on_task_mean,r_time_on_task_mean,r_prog_on_task_abs_mean,r_margin_on_task_abs_mean,r_time_on_task_abs_mean,abs_ratio_on_task_r_prog,abs_ratio_on_task_r_margin,abs_ratio_on_task_r_time,abs_ratio_on_task_r_term,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,v2v_link_break_rate,top_illegal_reason,top_illegal_reason_count,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm,policy_entropy,entropy_loss,active_ratio,actor_update_active_frac,active_samples,total_samples,adv_mean,adv_std,value_target_mean,value_target_std,value_pred_mean,value_pred_std,value_clip_fraction,mode_aux_loss,mode_aux_acc,skipped_update_count,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,best_mode_compare_rate,best_mode_local_rate,best_mode_rsu_rate,best_mode_v2v_rate,oracle_match_rate,oracle_match_eps_abs_rate,oracle_match_eps_rel_rate,action_regret_mean,action_regret_p50,action_regret_p95,oracle_match_rate_on_task,action_regret_mean_on_task,target_match_within_mode_rate,target_regret_within_mode_mean,oracle_local_chosen_local_rate,oracle_local_chosen_rsu_rate,oracle_local_chosen_v2v_rate,oracle_rsu_chosen_local_rate,oracle_rsu_chosen_rsu_rate,oracle_rsu_chosen_v2v_rate,oracle_v2v_chosen_local_rate,oracle_v2v_chosen_rsu_rate,oracle_v2v_chosen_v2v_rate,oracle_v2v_chosen_rsu_count,oracle_v2v_chosen_rsu_adv_mean,oracle_v2v_chosen_rsu_ret_mean,oracle_v2v_chosen_rsu_rew_mean,oracle_v2v_chosen_v2v_count,oracle_v2v_chosen_v2v_adv_mean,oracle_v2v_chosen_v2v_ret_mean,oracle_v2v_chosen_v2v_rew_mean,oracle_rsu_chosen_rsu_count,oracle_rsu_chosen_rsu_adv_mean,oracle_rsu_chosen_rsu_ret_mean,oracle_rsu_chosen_rsu_rew_mean,oracle_rsu_chosen_v2v_count,oracle_rsu_chosen_v2v_adv_mean,oracle_rsu_chosen_v2v_ret_mean,oracle_rsu_chosen_v2v_rew_mean,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,t_L,t_R,t_V,t_a,t_alt,A_t,r_lat,cp_rem,f_max,d_cp_lb,rate_best,comm_lb,queue_lb,lb,phi,delta_phi,r_shape,overtime_ratio,r_timeout,e_tx,r_energy,r_power,avg_power,avg_rsu_queue,rsu_queue_p95,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
1,200,13.769198894500732,123,False,True,time_limit,time_limit,time_limit,1.0,20.000000000000014,,2.9628414629743802,3,,3.6802854632036874,3.116299926353394,2171251435.4267025,-0.011546172916320025,0.0,-5.906770977150987e-06,0.0,0.0,0.0,-0.10017711665593501,-0.011651139268886479,0.0,0.0,0.0,-0.011182825592482048,0.09857656492816123,0.0008457307323444165,5.042962693914707e-05,0.0,0.0,0.0,0.9005272747125551,0.0,2.116154257034153e-12,0.0,0.0,1.7694279201563301e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,0.0,0.0,0.0,0,0,0.0,0,20,20,253,-0.01118282787501812,-0.0011546172900125384,-0.0011546172900125384,-0.24595005810260773,-0.0011546172900125384,0.01118282787501812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.01133570994065917,0.0,0.0,0.01133570994065917,0.0,0.0,0.0118020287216993,0.9881979712783008,0.10000000000000561,0.10000000000000561,0.0,0.0,0.002819260933403698,0.0,0.0005709174405195301,-0.008717511981398142,2.9628414629743802,,,0.0,0.15,0.15,0.549407114624506,0.5,0.0,0.847457627118644,,0,0.95575,0.04425000000000001,0.04425000000000001,0.0,0.0,0.3107344632768362,0.23163841807909605,0.4576271186440678,0.3107344632768362,0.23163841807909605,0.4576271186440678,0.49668019105657374,0.8578481197357178,1.8369915783405304,0.018657192937098444,0.02777777798473835,0.06684543564915657,1.2202283442020416,0.6549157723784447,2.1289747655391693,1.8369915783405304,-1.8369915783405304,0.04425,0.0439453125,177,4000,-0.2434385120868683,1.2590399980545044,0.29586052149534225,0.9833013564348221,0.1682884767651558,0.08211602549999952,0.10641194973140955,0.0,0.0,0,1.0,1.0,0.2671315789473684,5.075500000000011,18217097.56027943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.905958158930493e-05,0.0,0.49774004006176253,0.05,0.0,True,-1.0,0.0,0.0
2,200,12.578758955001831,123,False,True,time_limit,time_limit,time_limit,1.0,20.000000000000014,,2.216206983180365,5,,3.5221776158948757,3.1276590634600474,2266341671.129229,-0.011596578940958835,0.0,-6.420217239121179e-06,0.0,0.0,0.0,-0.08358891781620502,-0.011721142256450061,0.0,0.0,0.0,-0.009531006007265861,0.1050919933740197,0.0010706514190011013,5.818210965394446e-05,0.0,0.0,0.0,0.8937791730973252,0.0,4.017342881967867e-12,0.0,0.0,2.017683329441633e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,0.0,0.0,0.0,0,0,0.0,0,20,20,250,-0.009531007148325443,-0.001159657840617001,-0.001159657840617001,-0.24698029458522797,0.044382672756910324,0.010882142931222916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.011267530479927023,0.0,0.0,0.011267530479927023,0.0,0.0,0.013030286944552879,0.9869697130554471,0.10000000000000561,0.10000000000000561,0.0,0.0,0.002949105270384178,0.0,0.0004601038975927642,-0.008861465507226402,2.216206983180365,,,0.0,0.25,0.25,0.604,0.45,0.0,0.8856502242152466,,0,0.95475,0.04525000000000001,0.04525000000000001,0.0,0.0,0.39226519337016574,0.3314917127071823,0.27624309392265195,0.39226519337016574,0.3314917127071823,0.27624309392265195,0.5053196332511238,0.8768835365772247,1.8855894443600676,0.015291896673071003,0.06297548323176629,0.028769399754183238,1.404144797214242,0.7082147321035696,1.7860050811324009,1.8855894443600676,-1.8855894443600676,0.04525,0.04514898255813953,181,4000,0.744646430015564,2.0106201171875,0.5528295546077019,1.162352749081545,0.424871523366418,0.14000606051711148,0.3686300299541895,0.0,0.0,0,1.0,1.0,0.27589473684210586,5.242000000000013,25150630.73422929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011814309825210014,0.0,0.5034723906046711,0.11,0.04999999999998295,True,-1.0,0.0,0.0
3,200,12.943368911743164,123,False,True,time_limit,time_limit,time_limit,1.0,20.000000000000014,,2.03953528706212,3,,3.6839753489350664,3.196709265931304,2312341332.0074167,-0.01091569152603582,0.0,-1.59261016981718e-05,0.0,0.0,0.0,-0.10291406833503368,-0.011084566605009253,0.0,0.0,0.0,-0.011399863494004504,0.08644961527533278,0.0012113186059411658,0.00012613084213298407,0.0,0.0,0.0,0.9122129352765931,0.0,4.097749049802868e-12,0.0,0.0,3.9959155775926014e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,0.0,0.0,0.0,0,0,0.0,0,20,20,252,-0.011399864219129086,-0.0010843954514712095,-0.0010843954514712095,-0.24113695323467255,0.06900160014629364,0.012593971565365791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.011100820584662104,0.0,0.0,0.011100820584662104,0.0,0.0,0.012276210127139465,0.9877237898728606,0.10000000000000561,0.10000000000000561,0.0,0.0,0.004273055400203114,0.0,0.0013633001274737867,-0.00853697702785041,2.03953528706212,,,0.0,0.15,0.15,0.49206349206349204,0.55,0.0,0.8589211618257261,,0,0.95675,0.04325000000000001,0.04325000000000001,0.0,0.0,0.3236994219653179,0.3699421965317919,0.3063583815028902,0.3236994219653179,0.3699421965317919,0.3063583815028902,0.498776655608901,0.8644193649291995,1.8515971478293924,0.012336294933715287,0.05929462830809986,-0.012409567832946777,1.7786971400765812,0.8547198316630196,1.7854263011146994,1.8515971478293924,-1.8515971478293924,0.04325,0.04250919117647059,173,4000,-1.6851930618286133,2.8577613830566406,0.21915715626057455,1.2873587608337402,0.29357492485467124,0.11562184857971528,0.2462189424481681,0.0,0.0,0,1.0,1.0,0.2747368421052637,5.22000000000001,17648429.895541195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001529489772752561,0.0,0.49918250011064813,0.135,1.0,True,-1.0,0.0,0.0
4,200,13.590956449508667,123,False,True,time_limit,time_limit,time_limit,1.0,20.000000000000014,,2.2078016585092493,2,,3.632374390720424,3.1210361636867128,2306020278.8101263,-0.011435431943289213,0.0,-6.134163252072399e-06,0.0,0.0,0.0,-0.1061332453498369,-0.011559188451451426,0.0,0.0,0.0,-0.011769243380129546,0.09210551044101804,0.0009473770794968279,4.9406987008673794e-05,0.0,0.0,0.0,0.9068977054924764,0.0,2.690793117834933e-12,0.0,0.0,2.1856832749939104e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,0.0,0.0,0.0,0,0,0.0,0,20,20,246,-0.011769243516027927,-0.0011435431661084294,-0.0011435431661084294,-0.36580654978752136,0.04171912744641304,0.012186434119939804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.011388167896192727,0.0,0.0,0.011388167896192727,0.0,0.0,0.015509304378665864,0.9844906956213342,0.10000000000000561,0.10000000000000561,0.0,0.0,0.003539318044192239,0.0,0.000901393608816265,-0.009651822611359807,2.2078016585092493,,,0.0,0.1,0.1,0.532520325203252,0.65,0.0,0.6807017543859649,,0,0.9585,0.04149999999999998,0.04149999999999998,0.0,0.0,0.37349397590361444,0.3313253012048193,0.29518072289156627,0.37349397590361444,0.3313253012048193,0.29518072289156627,0.503920206751418,0.8707183003425598,1.8086657432409434,0.02789732563094451,0.029215229818454154,0.08327920505633721,1.222669032903818,0.6729097137084374,2.0035673563296976,1.8086657432409434,-1.8086657432409434,0.0415,0.03665865384615385,166,4000,-1.2969695329666138,1.5202387571334839,-0.06468177185608791,1.3301831621390123,0.15929308300837874,0.12919755165393537,0.257532614032523,0.0,0.0,0,1.0,1.0,0.24584210526315828,4.671000000000012,17113826.387272563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011762234491014158,0.0,0.5026059574380052,0.14,1.049999999999983,True,-1.0,0.0,0.0
5,200,12.847564220428467,123,False,True,time_limit,time_limit,time_limit,1.0,20.000000000000014,,2.9234957277088154,2,,3.413984550904716,2.9953117597891996,2086280612.0006356,-0.01214525628270385,0.0,-1.1521284627641489e-05,0.0,0.0,0.0,-0.11350515776176968,-0.012236076207887919,0.0,0.0,0.0,-0.012574123396965467,0.09353832372003772,0.0006107291388728392,8.873272214977943e-05,0.0,0.0,0.0,0.9057622144189397,0.0,3.765139242051241e-12,0.0,0.0,3.280379873987771e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,0.0,0.0,0.0,0,0,0.0,0,20,20,251,-0.012574123218655586,-0.0012145256623625755,-0.0012145256623625755,-0.2494484782218933,-0.0012145256623625755,0.012574123218655586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.011699494410461949,0.0,0.0,0.011699494410461949,0.0,0.0,0.009036336640768474,0.9909636633592315,0.10000000000000561,0.10000000000000561,0.0,0.0,0.002073271857579867,0.0,0.0004377522233591277,-0.00857790310545468,2.9234957277088154,,,0.0,0.05,0.05,0.5856573705179283,0.65,0.0,0.8708133971291866,,0,0.956,0.04400000000000004,0.04400000000000004,0.0,0.0,0.3977272727272727,0.36363636363636365,0.23863636363636365,0.3977272727272727,0.36363636363636365,0.23863636363636365,0.5145653864526263,0.8755601942539215,1.7672838767369587,0.023520194614926975,0.035087719559669495,-0.2054488497475783,1.5999056498209636,0.5732966164747874,1.6015102863311768,1.7672838767369587,-1.7672838767369587,0.044,0.049479166666666664,176,4000,-0.2823464274406433,1.5804718732833862,-0.19623635212580362,0.8609955310821533,0.04293263703584671,0.13604570428530374,0.0,0.0,0.0,0,1.0,1.0,0.2770526315789481,5.264000000000005,25537061.48138991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.92986405564236e-05,0.0,0.5095621762061492,0.105,0.04999999999998295,True,-1.0,0.0,0.0
6,200,14.56787395477295,123,False,True,time_limit,time_limit,time_limit,1.0,20.000000000000014,,1.643459119152241,6,,3.4936852668056253,2.7765484367628757,1876785904.575768,-0.012872543805266113,0.0,-7.3779350323344824e-06,0.0,0.0,0.0,-0.07954363205359581,-0.012998946948715683,0.0,0.0,0.0,-0.009254257900230824,0.11002656472214722,0.001017354067354442,6.3062037980314e-05,0.0,0.0,0.0,0.888893019172518,0.0,3.49250836584325e-12,0.0,0.0,2.2009601172851e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,0.0,0.0,0.0,0,0,0.0,0,20,20,212,-0.009254259057343006,-0.0012875108513981104,-0.0012853736989200115,-0.24824340641498566,0.07320992648601532,0.011635132133960724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.012940552672522396,0.0,0.0,0.012940552672522396,0.0,0.0,0.03645997487495318,0.9635400251250468,0.10000000000000561,0.10000000000000561,0.0,0.0,0.0032325745975192786,0.0,0.0006489373694842081,-0.010161931215418899,1.643459119152241,,,0.0,0.3,0.3,0.6792452830188679,0.6,0.0,0.9289902280130293,,0,0.95675,0.04325000000000001,0.04325000000000001,0.0,0.0,0.32947976878612717,0.35260115606936415,0.3179190751445087,0.32947976878612717,0.35260115606936415,0.3179190751445087,0.5199569771637714,0.8740761995315552,1.9546103477478027,0.023887653648853303,0.020000000298023225,0.1370012307073921,2.236796259880066,1.2319439888000487,2.712516689300537,1.9546103477478027,-1.9546103477478027,0.04325,0.04296875,173,4000,0.5374211668968201,2.8711817264556885,1.2242057561874389,1.357436728477478,0.029708608333021403,0.11708339750766754,0.0,0.0,0.0,0,1.0,1.0,0.28368421052631704,5.390000000000018,17278655.31761819,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001190252084172326,0.0,0.5133362499896903,0.07,0.04999999999998295,True,-1.0,0.0,0.0
7,200,11.54212474822998,123,False,True,time_limit,time_limit,time_limit,1.0,20.000000000000014,,2.209539214857042,6,,3.445722276686351,2.9223637538957727,2130207129.780465,-0.01219569450356833,0.0,-9.503833206156914e-06,0.0,0.0,0.0,-0.07699026865843789,-0.012433287571460333,0.0,0.0,0.0,-0.00894235562298952,0.11522054051543655,0.002154905151040453,8.978880199578284e-05,0.0,0.0,0.0,0.8825347655315273,0.0,3.752103228810144e-12,0.0,0.0,3.369041374004511e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,0.0,0.0,0.0,0,0,0.0,0,20,20,234,-0.008942355401813984,-0.0012195694725960493,-0.0012195694725960493,-0.2480568289756775,0.03687313571572304,0.009726457297801971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.01214852780507035,0.0,0.0,0.01214852780507035,0.0,0.0,0.021111151288292457,0.9788888487117076,0.10000000000000561,0.10000000000000561,0.0,0.0,0.006085063431554316,0.0,0.0012555225637335106,-0.009915678877556702,2.209539214857042,,,0.0,0.3,0.3,0.7264957264957265,0.5,0.0,0.8041958041958042,,0,0.95325,0.04674999999999996,0.04674999999999996,0.0,0.0,0.39037433155080214,0.3850267379679144,0.22459893048128343,0.39037433155080214,0.3850267379679144,0.22459893048128343,0.5090157938920226,0.8678450584411621,1.7899259705292552,0.010018702657697233,0.0893498451301926,-0.031343083338517895,1.0709394655729596,0.48264753818511963,1.6298424695667468,1.7899259705292552,-1.7899259705292552,0.04675,0.049958881578947366,187,4000,-0.115851990878582,1.254868984222412,0.4904324977021468,1.135574177691811,0.3391246536844655,0.17797017332754636,0.3375240870212254,0.0,0.0,0,1.0,1.0,0.2434999999999997,4.626499999999992,21146887.778720606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002280892346858434,0.0,0.5058512502359226,0.165,2.0,True,-1.0,0.0,0.0
8,200,12.773171424865723,123,False,True,time_limit,time_limit,time_limit,1.0,20.000000000000014,,1.8339751882533761,4,,3.556104883430753,2.938481903245509,1936167187.8374684,-0.012183999520083765,0.0,-4.730069905677394e-06,0.0,0.0,0.0,-0.09028323110353,-0.012255438590652439,0.0,0.0,0.0,-0.010253866969419642,0.10349668660648347,0.0005666579782828557,4.017946338948037e-05,0.0,0.0,0.0,0.8958964759518442,0.0,2.0006836898983638e-12,0.0,0.0,1.722338092459419e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,0.0,0.0,0.0,0,0,0.0,0,20,20,218,-0.010253867134451866,-0.001218399964272976,-0.001218399964272976,-0.3671868145465851,0.04683316871523857,0.011723619885742664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.012173113808451458,0.0,0.0,0.012173113808451458,0.0,0.0,0.04580134055983106,0.954198659440169,0.10000000000000561,0.10000000000000561,0.0,0.0,0.0016502432033776962,0.0,0.0002629646337472873,-0.009829500737753839,1.8339751882533761,,,0.0,0.2,0.2,0.6376146788990825,0.8,0.0,0.8313725490196079,,0,0.959,0.041000000000000036,0.041000000000000036,0.0,0.0,0.4695121951219512,0.3048780487804878,0.22560975609756098,0.4695121951219512,0.3048780487804878,0.22560975609756098,0.5161984123617913,0.8690329134464264,1.9858356714248657,0.10520143061876297,0.0714285746216774,-0.0015582442283630371,6.471246719360352,3.210235357284546,4.57148551940918,1.9858356714248657,-1.9858356714248657,0.041,0.0546875,164,4000,-2.064911365509033,3.3495728969573975,-2.5915136337280273,1.274207353591919,0.25715136528015137,0.17798647284507751,0.0,0.0,0.0,0,1.0,1.0,0.2565526315789479,4.874500000000013,18423593.499916643,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.67090006629975e-05,0.0,0.5094882200409192,0.08,0.0,True,-1.0,0.0,0.0
9,200,10.767088890075684,123,False,True,time_limit,time_limit,time_limit,1.0,20.000000000000014,,2.092821039304512,4,,3.6269426556395374,2.932681212992293,2120524329.8540063,-0.012104504338185435,0.0,-1.040919428190161e-05,0.0,0.0,0.0,-0.0958771815813084,-0.012235906151548483,0.0,0.0,0.0,-0.010811308773285747,0.0983169372966289,0.0009827435648091232,8.454704735770822e-05,0.0,0.0,0.0,0.9006157720912044,0.0,3.276653254280504e-12,0.0,0.0,2.778231854641544e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,0.0,0.0,0.0,0,0,0.0,0,20,20,215,-0.01081131026148796,-0.0012104504276067019,-0.0012104504276067019,-0.4903428554534912,0.06029356271028519,0.011694559827446938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.012080581814149437,0.0,0.0,0.012080581814149437,0.0,0.0,0.014880304878847355,0.9851196951211527,0.10000000000000561,0.10000000000000561,0.0,0.0,0.0033339543355875704,0.0,0.000720943246299155,-0.010089416432143398,2.092821039304512,,,0.0,0.15,0.15,0.6930232558139535,0.75,0.0,0.6958174904942965,,0,0.95825,0.041749999999999954,0.041749999999999954,0.0,0.0,0.4251497005988024,0.3413173652694611,0.23353293413173654,0.4251497005988024,0.3413173652694611,0.23353293413173654,0.5223529642666457,0.8822448253631591,1.6874826171181418,0.01280863227492029,0.08653581481088292,0.04258366098458117,2.5573316487399014,1.3009996576742693,2.807660135355863,1.6874826171181418,-1.6874826171181418,0.04175,0.04367897727272727,167,4000,1.3339476585388184,2.2531774044036865,1.9521763433109631,1.4179182269356467,0.4362336722287265,0.22815347801555286,0.37846392528577283,0.0,0.0,0,1.0,1.0,0.21986842105263038,4.17749999999999,28117769.764441848,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012099261908114512,0.0,0.5132832490154542,0.095,1.0,True,-1.0,0.0,0.0
