episodes,episode_min,episode_max,r_interf_min,r_interf_p50,r_interf_p95,r_interf_max,r_total_min,r_total_p50,r_total_p95,r_total_max,reward_mean_min,reward_mean_p50,reward_mean_p95,reward_mean_max,task_success_rate_min,task_success_rate_p50,task_success_rate_p95,task_success_rate_max,deadline_miss_rate_min,deadline_miss_rate_p50,deadline_miss_rate_p95,deadline_miss_rate_max,decision_rsu_frac_min,decision_rsu_frac_p50,decision_rsu_frac_p95,decision_rsu_frac_max,decision_v2v_frac_min,decision_v2v_frac_p50,decision_v2v_frac_p95,decision_v2v_frac_max,no_task_rate_min,no_task_rate_p50,no_task_rate_p95,no_task_rate_max,I_total_p95_min,I_total_p95_p50,I_total_p95_p95,I_total_p95_max,I_caused_p95_min,I_caused_p95_p50,I_caused_p95_p95,I_caused_p95_max
1000,1,1000,-6329086880.193749,0.0,0.0,0.0,-12.630225491806762,-0.014451859812663451,0.016237595325987512,0.0293904450738796,-12.630226135253906,-0.014451859053224301,0.01623759493231768,0.0293904431164264,0.0,0.85,1.0,1.0,0.0,0.15,0.95,1.0,0.1184210526315789,0.9942857142857144,1.0,1.0,0.0,0.00509339328951915,0.34605003496231834,0.7763157894736842,0.7039325842696629,0.7636421052631579,0.9383,0.98225,0.0,0.0,1.1172152403204705e-07,0.0001995268692553,0.0,0.0,1.1172152403204705e-07,0.0001995268692553
