phase,n,task_success_rate,subtask_success_rate,deadline_miss_rate,time_limit_rate,mean_cft_est,reward_mean,decision_local_frac,decision_rsu_frac,decision_v2v_frac,illegal_action_rate,no_task_rate,unified_illegal_trigger_rate,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_risk,abs_ratio_r_illegal,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,I_total_p95,I_caused_p95,avail_V,neighbor_count_mean,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu
前期,333,0.4827327327327327,0.7343308755237995,0.5172672672672672,0.5795795795795796,18.52104871377572,-2.3279499652970377,0.09111795740314117,0.6906005632010842,0.21828147939577455,0.0,0.854703899018142,0.0,0.010364198941725569,0.126103737790315,0.6539753125397797,0.11161014986447415,0.0,0.22329544715384897,0.4863133339463054,0.41263656727634046,5.533932483657088e-06,5.533932483657088e-06,0.6070259962322653,11.53349392841304,0.15563541476757353,0.13119183417821978
中期,333,0.8558558558558559,0.9742703937103715,0.14414414414414417,0.0,11.355388161541802,-0.007802023473494291,0.0005489299923775463,0.9942668086891165,0.0051842613185057295,0.0,0.7581225235320609,0.0,0.04661770926115606,0.07478333292183031,0.0030045997130335755,0.4641370216149525,0.0,0.22699374507254955,0.562171026214107,0.16189567949231326,0.0,0.0,0.6116331795876307,11.621030412164986,0.43690472038352396,-0.08373973034295644
后期,334,0.843562874251497,0.9692638710825836,0.156437125748503,0.0,11.35237962388705,-0.00525497788219004,0.00025160583503334614,0.998172979842708,0.001575414322258614,0.0,0.7571832640878474,0.0,0.04848502992149487,0.02629079349251483,0.0,0.48680588815280496,0.0,0.22836280977257795,0.5634738079935848,0.15118922672407362,0.0,0.0,0.6083484809352957,11.558621137770622,0.4362460731963594,-0.08746893596843493
