task_success_rate_mean,task_success_rate_std,task_success_rate_cv,deadline_miss_rate_mean,deadline_miss_rate_std,deadline_miss_rate_cv,decision_rsu_frac_mean,decision_rsu_frac_std,decision_rsu_frac_cv,decision_v2v_frac_mean,decision_v2v_frac_std,decision_v2v_frac_cv,no_task_rate_mean,no_task_rate_std,no_task_rate_cv,trust_failure_rate_mean,trust_failure_rate_std,trust_failure_rate_cv,rho_selected_p10_mean,rho_selected_p10_std,rho_selected_p10_cv,reward_mean_mean,reward_mean_std,reward_mean_cv,entropy_mean,entropy_std,entropy_cv,approx_kl_mean,approx_kl_std,approx_kl_cv,clip_frac_mean,clip_frac_std,clip_frac_cv
0.83875,0.18711224562361375,0.22308464429273217,0.16125,0.18711224562361378,1.160386012175056,0.9987203847292315,0.0015996177999262002,0.001601667316281137,0.0010710818940581944,0.0014285694068161138,1.333761760869366,0.7562281416531872,0.019906591307731817,0.02632352617543507,0.2282800982156106,0.11592460632210069,0.5078173994160126,0.5656667736619712,0.14735029293396393,0.26048956653325966,-0.004975937632843849,0.017890667056205168,3.5954356305998676,0.30623511582005414,0.0614398410682897,0.2006296394296026,0.02164239774710504,0.014474812922880137,0.6688174029145608,0.13340117587611106,0.03968826841085321,0.29751063176685083
