episode,steps,elapsed_sec,reward_mode,seed,terminated,truncated,termination_reason,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm,policy_entropy,entropy_loss,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
1,300,8.575250625610352,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.317743301391602,,13,True,2.887843063737857,1.4948118069612673,465613487.0957507,13,13,150,0.011176851578056812,-8.777324183029123e-06,8.10377168818377e-05,-5.4025564168114215e-05,0.8498319387435913,0.0108898065186153,15.000000000000078,0.0007458062641217605,5.402514332406334e-06,0.3230654241641274,0.0,0.0,0.18,1.0,0.0,0.0,0.48148148148148145,0.5185185185185185,0.0,0.48148148148148145,0.5185185185185185,0.0,0.48054879117343163,0.8372069001197815,0.5844161325487597,0.017882015756813103,0.18271821120689655,4.984678074332147e-05,0.027495222278581612,0.0021091356415879623,0.4729206822812557,0.5844161325487597,-0.5844161325487597,1.0,1.0,0.9999747474747475,11.408183760683766,669318350.8350102,1.0,0.0,0.022522345563696672,0.005897109759825864,0.028419455323522563,True,-0.4322489595809013,0.3230654241641274,0.21612447979045066
2,300,8.004199981689453,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.286131565387446,,13,True,3.022804200976602,1.476317540640956,462838992.9926933,13,13,153,0.016569089144468307,-4.614916633727262e-06,3.276564530096948e-05,-2.1063697204226628e-05,1.0161608457565308,0.016075686400123877,15.000000000000078,0.0011059770627800702,2.184376344156026e-06,0.26820117130900256,0.15384615384615385,0.15384615384615385,0.28104575163398693,0.8461538461538461,0.0,0.0,0.2558139534883721,0.7441860465116279,0.0,0.2558139534883721,0.7441860465116279,0.0,0.5268679666657781,0.8722499012947083,0.5852145465283558,0.009768509210673449,0.1654768318965517,-0.0007916847524907568,0.03717774583241533,0.006092897796971274,0.4578960443493621,0.5852145465283558,-0.5852145465283558,1.0,1.0,1.0,11.396410256410258,681998687.3108214,1.0,0.0,0.020139363246468867,0.00608547207060858,0.02622483531707748,True,-0.3633380542136764,0.26820117130900256,0.1816690271068382
3,300,8.485566854476929,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.307016372680664,,15,True,3.0739043148895404,1.535450769329824,449735489.28723985,15,15,166,0.013588194735348225,-8.585939212935045e-06,0.06603005789220337,-0.00010250745981466025,1.334275722503662,0.013213254527727189,15.000000000000078,0.0009072851916835831,0.004392216769557374,0.3303824155529251,0.0,0.0,0.25301204819277107,0.9333333333333333,0.0,0.0,0.35714285714285715,0.6428571428571429,0.0,0.35714285714285715,0.6428571428571429,0.0,0.5144641748851254,0.8521243333816528,0.6014341175556183,0.011451034126609253,0.13111979166666668,0.0003485859856785586,0.01952873237702685,-0.0019157302856910973,0.4213919604818026,0.6014341175556183,-0.6014341175556183,1.0,1.0,0.9985971250971278,11.760432844932817,607785483.8652292,1.0,0.0,0.02399398906746496,0.0059079283797805774,0.029901917447245525,True,-0.43033931422904115,0.3303824155529251,0.21516965711452057
4,300,7.942534446716309,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.33586597442627,,12,True,2.935605340650893,1.6892969380047458,466455363.3403256,12,12,141,0.015852071344852448,-8.518312824890018e-06,7.666482269996777e-05,-0.06437655538320541,1.8867056369781494,0.016308736218451456,15.000000000000078,0.0010588709167246955,5.1109879447275015e-06,0.33692213197548293,0.0,0.0,0.28368794326241137,1.0,0.0,0.0,0.3,0.7,0.0,0.3,0.7,0.0,0.48969689663499594,0.8293032050132751,0.607935151883534,0.00914489588363462,0.15087890625,-0.0027422362722323407,0.049194824811430796,0.009696473506794843,0.4289998969595347,0.607935151883534,-0.607935151883534,1.0,1.0,1.0,11.0,602778829.9598931,1.0,0.0,0.0219200459109094,0.005819633410162308,0.027739679321071763,True,-0.39889036012037854,0.33692213197548293,0.19944518006018927
5,300,9.302791118621826,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.334543172050932,,17,True,3.099027572269649,1.8555220342274648,443176659.5428737,17,17,188,0.025788268074393272,-7.237010777316755e-06,0.10439462214708349,-0.21879248321056366,1.3017185926437378,0.02354384448953391,15.000000000000078,0.0017221570965352026,0.008149574965988938,0.352986846436042,0.058823529411764705,0.058823529411764705,0.3404255319148936,0.9411764705882353,0.0,0.0,0.265625,0.734375,0.0,0.265625,0.734375,0.0,0.5169213055633008,0.841948926448822,0.6187946204818896,0.009828707324028182,0.12569962686567165,0.0013931066444171454,0.12611411114695914,0.052074269825981845,0.6063640431792878,0.6187946204818896,-0.6187946204818896,1.0,1.0,1.0,13.234400452488696,578444005.025807,1.0,0.0,0.023994276546455022,0.005866808729944574,0.029861085276399572,True,-0.38047173779103727,0.352986846436042,0.19023586889551863
6,300,8.110679864883423,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.293386713663743,,15,True,2.979048292232839,1.5623018289668835,443165443.43782586,15,15,166,0.020796114578843117,-8.109561349556316e-06,0.06087631583213826,-0.03833738714456558,1.4966580867767334,0.020352858123083618,15.000000000000078,0.00138766161679115,0.004011975884349733,0.3174802290100229,0.06666666666666667,0.06666666666666667,0.30120481927710846,0.9333333333333333,0.0,0.0,0.3,0.7,0.0,0.3,0.7,0.0,0.4490113905072212,0.7572056651115417,0.6239789383391202,0.005770815947779722,0.09467690677966102,0.00022456007693909993,0.05773446010623001,0.0166122117829588,0.5089560052600958,0.6239789383391202,-0.6239789383391202,1.0,1.0,0.9894118104118089,11.208072039072016,551008034.3060344,1.0,0.0,0.02521949618126814,0.005904473651353165,0.031123969832621286,True,-0.40642623995385796,0.3174802290100229,0.20321311997692898
7,300,9.506724834442139,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.328104496002203,,16,True,3.0855973849703062,1.537846364451619,502899990.3250983,16,16,201,0.0156739242374897,-8.17486215964891e-06,0.045875595882535175,-1.7729720639181323e-05,0.9269959926605225,0.013889756974989268,15.000000000000078,0.0010455795523901087,0.0029605193416839815,0.3019909298077154,0.0625,0.0625,0.19402985074626866,0.9375,0.0,0.0,0.38461538461538464,0.6153846153846154,0.0,0.38461538461538464,0.6153846153846154,0.0,0.47509566078392357,0.7849172949790955,0.6363273029143993,0.008202459806433091,0.09368990384615385,-0.002751807152078702,0.025654353741377305,-0.002651176007034687,0.48524809118646844,0.6363273029143993,-0.6363273029143993,1.0,1.0,0.9999810606060606,12.84150351037846,510305475.2840685,1.0,0.0,0.0229829245316545,0.005883019272973301,0.028865943804627755,True,-0.392745253086972,0.3019909298077154,0.196372626543486
8,300,8.534660816192627,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.314122200012207,,14,True,3.0231402937151204,1.5091881591211727,460516581.57992566,14,14,163,0.014086826704442501,-3.739956127901678e-06,8.197208808269352e-05,-0.12343616783618927,1.5710662603378296,0.014122427241699998,15.000000000000078,0.0009407229802648828,5.4648060441522636e-06,0.29793065935372415,0.0,0.0,0.2147239263803681,1.0,0.0,0.0,0.4,0.6,0.0,0.4,0.6,0.0,0.4823809866394315,0.8139710426330566,0.6334361466815916,0.008777414851080058,0.1329449152542373,-0.0042679060597793535,0.02991503817340067,-0.001979109677249345,0.4890255255277379,0.6334361466815916,-0.6334361466815916,1.0,1.0,0.999465534465534,11.554816849816888,526800672.05323505,1.0,0.0,0.024646298004559093,0.005913531236035686,0.03055982924059485,True,-0.3948224183354507,0.29793065935372415,0.19741120916772534
9,300,8.230834484100342,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.257353782653809,,14,True,3.0385796548433555,1.4637106299746712,449757542.4152357,14,14,158,0.019838182255625725,2.780335762508912e-06,0.00010019512410508469,-0.7629922032356262,1.9854857921600342,0.024143216755529665,15.000000000000078,0.001325168272939632,6.679674713993389e-06,0.25829236765701674,0.0,0.0,0.2848101265822785,0.9285714285714286,0.0,0.0,0.3111111111111111,0.6888888888888889,0.0,0.3111111111111111,0.6888888888888889,0.0,0.5224817129472892,0.7524886727333069,0.6509081723875013,0.007525783012107271,0.1117322198275862,-0.0017834780215895895,0.06509282080125935,0.01774476926195724,0.5153326879994109,0.6509081723875013,-0.6509081723875013,1.0,1.0,0.993654678654673,11.284725274725233,591521839.8601112,1.0,0.0,0.022380085134802306,0.005940655746729439,0.02832074088153182,True,-0.35292818452987035,0.25829236765701674,0.17646409226493517
10,300,9.287829399108887,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.390873908996582,,16,True,3.1440791423418064,1.9947092098396557,477529962.8289089,16,16,188,0.018921008333563805,-4.3833124152570235e-07,0.06761121265590193,-0.47552725672721863,1.4680336713790894,0.019728307257526022,15.000000000000078,0.001264531945506043,0.004611087451217812,0.40342037002244696,0.0,0.0,0.2872340425531915,1.0,0.0,0.0,0.2962962962962963,0.7037037037037037,0.0,0.2962962962962963,0.7037037037037037,0.0,0.5203376042622107,0.8500867486000061,0.6628893882036209,0.006311321426899387,0.11141826923076924,-0.00030903047523819484,0.07161372193995004,0.022240043438684482,0.6770210777051173,0.6628893882036209,-0.6628893882036209,1.0,1.0,0.9990340909090918,12.660025793650778,564445112.595155,1.0,0.0,0.024179501275464373,0.005989203588800771,0.030168704864265195,True,-0.4044904069549825,0.40342037002244696,0.20224520347749125
