episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,ratio_local,ratio_rsu,ratio_v2v
1,Random,0.1906161040709244,15.821136637886726,0.4666666666666667,0.4666666666666667,0.9338582677165355,0.14859437751004015,0.14738955823293173,0.7040160642570281
1,Local-Only,-0.05896069986096306,-6.3087948851230475,0.26666666666666666,0.26666666666666666,0.7682539682539683,1.0,0.0,0.0
1,Greedy,-0.18418899975291353,-16.577009977762216,0.13333333333333333,0.13333333333333333,0.4926829268292683,0.0,1.0,0.0
1,EFT,-0.008008092425170376,-0.7928011500918672,0.2,0.2,0.7496062992125985,0.7797979797979798,0.15757575757575756,0.06262626262626263
1,Static,-0.17470429488551192,-16.247499424352608,0.13333333333333333,0.13333333333333333,0.45292207792207795,0.0,1.0,0.0
2,Random,0.03479038431675529,3.02676343555771,0.2,0.2,0.8874801901743264,0.14482758620689656,0.1371647509578544,0.7180076628352491
2,Local-Only,-0.013843694794529087,-1.3289947002747924,0.36666666666666664,0.36666666666666664,0.7882165605095541,1.0,0.0,0.0
2,Greedy,-0.1748909285097603,-16.789529136936988,0.16666666666666666,0.16666666666666666,0.47417840375586856,0.0,1.0,0.0
2,EFT,0.03681376675026729,3.791817975277531,0.26666666666666666,0.26666666666666666,0.7163009404388715,0.7624595469255664,0.170873786407767,0.06666666666666667
2,Static,-0.128634117447932,-13.249314097136995,0.16666666666666666,0.16666666666666666,0.5387096774193548,0.0,1.0,0.0
3,Random,0.08943590564107518,7.512616073850315,0.3,0.3,0.8783570300157978,0.1392857142857143,0.15476190476190477,0.705952380952381
3,Local-Only,-0.04174300620011217,-4.299529638611554,0.26666666666666666,0.26666666666666666,0.7709320695102686,1.0,0.0,0.0
3,Greedy,-0.2152315025095852,-19.586066728372252,0.06666666666666667,0.06666666666666667,0.4219001610305958,0.0,1.0,0.0
3,EFT,0.07911704024782021,7.27876770279946,0.3333333333333333,0.3333333333333333,0.728414442700157,0.7641304347826087,0.16666666666666666,0.06920289855072463
3,Static,-0.17662399442623006,-16.779279470491854,0.1,0.1,0.5032258064516129,0.0,1.0,0.0
4,Random,0.0715828951222258,6.227711875633645,0.26666666666666666,0.26666666666666666,0.875993640699523,0.14444444444444443,0.1482758620689655,0.70727969348659
4,Local-Only,-0.012744144027988282,-1.312646834882793,0.36666666666666664,0.36666666666666664,0.7692307692307693,1.0,0.0,0.0
4,Greedy,-0.1744268755849442,-17.093833807324533,0.1,0.1,0.5031152647975078,0.0,1.0,0.0
4,EFT,0.044508853486141406,4.228341081183434,0.26666666666666666,0.26666666666666666,0.721958925750395,0.7273684210526316,0.1957894736842105,0.07684210526315789
4,Static,-0.21968894010995318,-20.211382490115692,0.06666666666666667,0.06666666666666667,0.5007824726134585,0.0,1.0,0.0
5,Random,0.1870065482611547,16.643582795242768,0.4666666666666667,0.4666666666666667,0.8915857605177994,0.149812734082397,0.1393258426966292,0.7108614232209738
5,Local-Only,-0.07513995670482716,-8.641095021055124,0.2,0.2,0.691358024691358,1.0,0.0,0.0
5,Greedy,-0.21424775421876321,-21.639023176095083,0.03333333333333333,0.03333333333333333,0.47702060221870046,0.0,1.0,0.0
5,EFT,0.07088295903031323,6.804764066910071,0.3333333333333333,0.3333333333333333,0.7271293375394322,0.7628472222222222,0.1840277777777778,0.053125
5,Static,-0.0702528801201358,-6.884782251773308,0.23333333333333334,0.23333333333333334,0.4943639291465378,0.0,1.0,0.0
6,Random,0.0873796619020104,8.737966190201039,0.3,0.3,0.8723076923076923,0.13933333333333334,0.15033333333333335,0.7103333333333334
6,Local-Only,-0.01248819442414026,-1.3112604145347273,0.36666666666666664,0.36666666666666664,0.7558320373250389,1.0,0.0,0.0
6,Greedy,-0.2287981782908315,-21.735826937628993,0.1,0.1,0.47020933977455714,0.0,1.0,0.0
6,EFT,0.045613465686033035,4.378892705859172,0.3,0.3,0.7590551181102362,0.7743055555555556,0.16041666666666668,0.06527777777777778
6,Static,-0.18992571375198242,-18.422794233942295,0.13333333333333333,0.13333333333333333,0.5410628019323671,0.0,1.0,0.0
7,Random,0.2597509228367324,23.117832132469186,0.6,0.6,0.9107981220657277,0.15205992509363295,0.13857677902621723,0.7093632958801498
7,Local-Only,-0.05874751612651855,-6.344731741664003,0.26666666666666666,0.26666666666666666,0.7551342812006319,1.0,0.0,0.0
7,Greedy,-0.19760578764817155,-19.760578764817154,0.06666666666666667,0.06666666666666667,0.4868421052631579,0.0,1.0,0.0
7,EFT,0.01575369128463389,1.4020785243324163,0.2,0.2,0.7371900826446282,0.7838951310861423,0.15168539325842698,0.06441947565543071
7,Static,-0.15312774629163836,-14.394008151414006,0.13333333333333333,0.13333333333333333,0.5916398713826366,0.0,1.0,0.0
8,Random,0.035912336922821024,3.591233692282102,0.2,0.2,0.8603174603174604,0.15633333333333332,0.13266666666666665,0.711
8,Local-Only,-0.04463049999213132,-5.311029499063627,0.26666666666666666,0.26666666666666666,0.6473354231974922,1.0,0.0,0.0
8,Greedy,-0.1258826989737442,-11.32944290763698,0.2,0.2,0.5219435736677116,0.0,1.0,0.0
8,EFT,0.02791495965587041,2.5123463690283367,0.23333333333333334,0.23333333333333334,0.7420886075949367,0.7792592592592592,0.14666666666666667,0.07407407407407407
8,Static,-0.20836112495238918,-19.377584620572193,0.06666666666666667,0.06666666666666667,0.5213946117274167,0.0,1.0,0.0
9,Random,0.1509237425312418,13.734060570343004,0.43333333333333335,0.43333333333333335,0.8938193343898574,0.1498168498168498,0.13772893772893774,0.7124542124542125
9,Local-Only,-0.08161348370660218,-9.303937142552648,0.16666666666666666,0.16666666666666666,0.768160741885626,1.0,0.0,0.0
9,Greedy,-0.1313776626837044,-14.057409907156371,0.13333333333333333,0.13333333333333333,0.5629984051036683,0.0,1.0,0.0
9,EFT,-0.030269452719007238,-2.7242507447106514,0.16666666666666666,0.16666666666666666,0.7128874388254486,0.7477777777777778,0.17296296296296296,0.07925925925925927
9,Static,-0.23841904728374824,-24.557161870226068,0.06666666666666667,0.06666666666666667,0.416796267496112,0.0,1.0,0.0
10,Random,0.13684912291747434,12.179571939655217,0.4,0.4,0.8954041204437401,0.14082397003745317,0.13820224719101123,0.7209737827715356
10,Local-Only,-0.01280276054255834,-1.3058815753409507,0.36666666666666664,0.36666666666666664,0.8080495356037152,1.0,0.0,0.0
10,Greedy,-0.1466890946954007,-14.37553128014927,0.16666666666666666,0.16666666666666666,0.4557165861513688,0.0,1.0,0.0
10,EFT,0.012379840806116737,1.1141856725505064,0.23333333333333334,0.23333333333333334,0.729064039408867,0.7622222222222222,0.1814814814814815,0.056296296296296296
10,Static,-0.19933281157132068,-19.135949910846787,0.1,0.1,0.43506493506493504,0.0,1.0,0.0
11,Random,0.19200084063181436,15.936069772440591,0.43333333333333335,0.43333333333333335,0.92776886035313,0.14698795180722893,0.14337349397590363,0.7096385542168675
11,Local-Only,-0.013014194577981171,-1.3404620415320607,0.36666666666666664,0.36666666666666664,0.7622950819672131,1.0,0.0,0.0
11,Greedy,-0.1771219498824317,-17.003707188713445,0.1,0.1,0.5604395604395604,0.0,1.0,0.0
11,EFT,0.05587213443731633,5.1402363682331025,0.26666666666666666,0.26666666666666666,0.7821316614420063,0.7384057971014493,0.20108695652173914,0.060507246376811596
11,Static,-0.19879019638918302,-18.686278460583203,0.1,0.1,0.4185303514376997,0.0,1.0,0.0
12,Random,0.20488306311419077,16.800411175363642,0.4666666666666667,0.4666666666666667,0.9223454833597464,0.14390243902439023,0.1483739837398374,0.7077235772357724
12,Local-Only,-0.044822620719870615,-4.661552554866544,0.3,0.3,0.7814992025518341,1.0,0.0,0.0
12,Greedy,-0.21453605417683239,-21.66814147186007,0.1,0.1,0.47987616099071206,0.0,1.0,0.0
12,EFT,-0.010743610185193622,-1.0528737981489749,0.16666666666666666,0.16666666666666666,0.7449768160741885,0.8085034013605442,0.1306122448979592,0.060884353741496595
12,Static,-0.22341349775114305,-22.56476327286545,0.06666666666666667,0.06666666666666667,0.4757433489827856,0.0,1.0,0.0
13,Random,0.07996508371047491,6.956962282811317,0.3,0.3,0.8850393700787401,0.16590038314176245,0.13984674329501914,0.6942528735632184
13,Local-Only,0.0322864548650972,3.6806558546210812,0.4666666666666667,0.4666666666666667,0.8148148148148148,1.0,0.0,0.0
13,Greedy,-0.172470179283252,-16.039726673342436,0.13333333333333333,0.13333333333333333,0.5630914826498423,0.0,1.0,0.0
13,EFT,0.008074843489035123,0.7348107575021962,0.2,0.2,0.7492211838006231,0.7615384615384615,0.16996336996336997,0.0684981684981685
13,Static,-0.19306143227948058,-17.954713201991694,0.06666666666666667,0.06666666666666667,0.5015873015873016,0.0,1.0,0.0
14,Random,0.24814133502531793,19.603165467000117,0.5333333333333333,0.5333333333333333,0.9262981574539364,0.1379746835443038,0.13459915611814346,0.7274261603375527
14,Local-Only,-0.04773389307725431,-4.677921521570922,0.3,0.3,0.7274193548387097,1.0,0.0,0.0
14,Greedy,-0.2014771989385776,-19.34181109810345,0.06666666666666667,0.06666666666666667,0.46601941747572817,0.0,1.0,0.0
14,EFT,-0.016273090397533066,-1.5296704973681081,0.2,0.2,0.6481774960380349,0.774822695035461,0.16312056737588654,0.06205673758865248
14,Static,-0.1958789097857723,-18.80437533943414,0.1,0.1,0.5283018867924528,0.0,1.0,0.0
15,Random,0.008534394721285747,0.74249234075186,0.16666666666666666,0.16666666666666666,0.8429752066115702,0.15747126436781608,0.15938697318007664,0.6831417624521072
15,Local-Only,-0.06275424273765678,-6.651949730191619,0.2,0.2,0.7940717628705148,1.0,0.0,0.0
15,Greedy,-0.2114328935819907,-20.297557783871106,0.1,0.1,0.4810725552050473,0.0,1.0,0.0
15,EFT,0.013537334621398415,1.1912854466830605,0.23333333333333334,0.23333333333333334,0.7110754414125201,0.7696969696969697,0.1571969696969697,0.0731060606060606
15,Static,-0.2202977407935532,-20.928285375387553,0.06666666666666667,0.06666666666666667,0.45368916797488223,0.0,1.0,0.0
16,Random,0.04529108899817398,4.21207127683018,0.23333333333333334,0.23333333333333334,0.8689320388349514,0.14229390681003584,0.14910394265232976,0.7086021505376344
16,Local-Only,-0.09131338224021304,-11.322859397786416,0.16666666666666666,0.16666666666666666,0.6624803767660911,1.0,0.0,0.0
16,Greedy,-0.2067920054197928,-20.67920054197928,0.06666666666666667,0.06666666666666667,0.5016181229773463,0.0,1.0,0.0
16,EFT,0.024130814018532364,2.195904075686445,0.23333333333333334,0.23333333333333334,0.7186009538950715,0.7677655677655678,0.17509157509157508,0.05714285714285714
16,Static,-0.17949800435799923,-17.231808418367926,0.1,0.1,0.4881516587677725,0.0,1.0,0.0
17,Random,0.0653830038074456,5.94985334647755,0.26666666666666666,0.26666666666666666,0.8640776699029126,0.152014652014652,0.14395604395604394,0.7040293040293041
17,Local-Only,-0.03654630565978653,-4.641380818792889,0.3,0.3,0.7428115015974441,1.0,0.0,0.0
17,Greedy,-0.19835626633007367,-19.637270366677292,0.1,0.1,0.5007923930269413,0.0,1.0,0.0
17,EFT,-0.024988087915219174,-2.0740112969631914,0.2,0.2,0.7308917197452229,0.7437751004016064,0.18152610441767067,0.0746987951807229
17,Static,-0.16798384638108577,-16.462416945346405,0.13333333333333333,0.13333333333333333,0.5032679738562091,0.0,1.0,0.0
18,Random,0.03603755032416195,2.9190415762571176,0.16666666666666666,0.16666666666666666,0.8847402597402597,0.14320987654320988,0.15432098765432098,0.7024691358024692
18,Local-Only,-0.0753875880338988,-7.991084331593274,0.23333333333333334,0.23333333333333334,0.7367576243980738,1.0,0.0,0.0
18,Greedy,-0.14442735576814486,-14.00945350951005,0.16666666666666666,0.16666666666666666,0.5117004680187207,0.0,1.0,0.0
18,EFT,0.07051358711468887,6.4872500145513765,0.3333333333333333,0.3333333333333333,0.7439613526570048,0.7677536231884058,0.17608695652173914,0.05615942028985507
18,Static,-0.11024131051869532,-11.575337604463009,0.2,0.2,0.5242566510172144,0.0,1.0,0.0
19,Random,0.08554567754553596,7.6135653015527005,0.3,0.3,0.8808777429467085,0.1397003745318352,0.14794007490636704,0.7123595505617978
19,Local-Only,-0.05667399643586359,-5.3273556649711775,0.26666666666666666,0.26666666666666666,0.7657512116316639,1.0,0.0,0.0
19,Greedy,-0.20417770444841013,-19.805237331495782,0.1,0.1,0.4662379421221865,0.0,1.0,0.0
19,EFT,0.01442399309133218,1.3125833713112283,0.26666666666666666,0.26666666666666666,0.7142857142857143,0.764102564102564,0.1673992673992674,0.0684981684981685
19,Static,-0.1510839810940462,-15.712734033780803,0.1,0.1,0.548489666136725,0.0,1.0,0.0
20,Random,0.036245970420070765,3.2983833082264393,0.16666666666666666,0.16666666666666666,0.8784,0.13956043956043956,0.14835164835164835,0.7120879120879121
20,Local-Only,0.019521047859448283,2.0106679295231733,0.43333333333333335,0.43333333333333335,0.7894736842105263,1.0,0.0,0.0
20,Greedy,-0.14221507875299588,-13.7948626390406,0.16666666666666666,0.16666666666666666,0.49755301794453505,0.0,1.0,0.0
20,EFT,0.06017944837562864,5.476329802182207,0.3,0.3,0.6821086261980831,0.8087912087912088,0.1347985347985348,0.05641025641025641
20,Static,-0.1956020350032063,-18.777795360307806,0.1,0.1,0.5101404056162246,0.0,1.0,0.0
21,Random,0.16831366042969306,14.979915778242683,0.43333333333333335,0.43333333333333335,0.9145161290322581,0.14794007490636704,0.12921348314606743,0.7228464419475655
21,Local-Only,-0.0595925442883043,-7.985400934632777,0.23333333333333334,0.23333333333333334,0.6842105263157895,1.0,0.0,0.0
21,Greedy,-0.1710247290456402,-15.050176156016338,0.1,0.1,0.47783251231527096,0.0,1.0,0.0
21,EFT,0.04538271614591458,4.220592601570056,0.23333333333333334,0.23333333333333334,0.804140127388535,0.7752688172043011,0.15125448028673835,0.07347670250896057
21,Static,-0.20571647699925869,-19.543065314929574,0.1,0.1,0.4713375796178344,0.0,1.0,0.0
22,Random,0.06712655385082726,6.175642954276108,0.23333333333333334,0.23333333333333334,0.8713826366559485,0.13442028985507246,0.1460144927536232,0.7195652173913043
22,Local-Only,0.05052869594997539,5.3560417706973915,0.5,0.5,0.8569157392686805,1.0,0.0,0.0
22,Greedy,-0.17330884240214497,-16.63764887060592,0.1,0.1,0.5739268680445151,0.0,1.0,0.0
22,EFT,0.025630907528801393,2.281150770063324,0.23333333333333334,0.23333333333333334,0.7174959871589085,0.7400749063670412,0.1902621722846442,0.0696629213483146
22,Static,-0.13947716371886357,-14.226670699324085,0.13333333333333333,0.13333333333333333,0.45454545454545453,0.0,1.0,0.0
23,Random,0.11777672213125424,11.306565324600408,0.3333333333333333,0.3333333333333333,0.9015384615384615,0.14652777777777778,0.14340277777777777,0.7100694444444444
23,Local-Only,-0.05288413234232026,-5.341297366574347,0.26666666666666666,0.26666666666666666,0.7826797385620915,1.0,0.0,0.0
23,Greedy,-0.16558397375570888,-15.564893533036635,0.13333333333333333,0.13333333333333333,0.4975206611570248,0.0,1.0,0.0
23,EFT,-0.005274319512211188,-0.44831715853795095,0.26666666666666666,0.26666666666666666,0.6832,0.7780392156862745,0.1396078431372549,0.08235294117647059
23,Static,-0.21947985264516384,-21.509025559226057,0.06666666666666667,0.06666666666666667,0.4937106918238994,0.0,1.0,0.0
24,Random,0.02431296651305755,2.1881669861751796,0.2,0.2,0.8787878787878788,0.1385185185185185,0.13814814814814816,0.7233333333333334
24,Local-Only,-0.02022853952937245,-2.0026254134078725,0.3333333333333333,0.3333333333333333,0.8051948051948052,1.0,0.0,0.0
24,Greedy,-0.14684192349726347,-13.949982732240029,0.16666666666666666,0.16666666666666666,0.5448818897637795,0.0,1.0,0.0
24,EFT,0.05084437878878753,4.830215984934815,0.26666666666666666,0.26666666666666666,0.7285714285714285,0.7996491228070175,0.13649122807017544,0.06385964912280702
24,Static,-0.19405231343547236,-18.629022089805346,0.06666666666666667,0.06666666666666667,0.45368916797488223,0.0,1.0,0.0
25,Random,0.13755316792418354,10.316487594313765,0.3333333333333333,0.3333333333333333,0.8927392739273927,0.15466666666666667,0.15644444444444444,0.6888888888888889
25,Local-Only,0.02269235878797068,2.360005313948951,0.4,0.4,0.7847113884555382,1.0,0.0,0.0
25,Greedy,-0.22928906741675043,-19.489570730423786,0.1,0.1,0.4369885433715221,0.0,1.0,0.0
25,EFT,0.009027361635167376,0.9207908867870723,0.26666666666666666,0.26666666666666666,0.7610759493670886,0.7202614379084967,0.21568627450980393,0.06405228758169934
25,Static,-0.12734446570980737,-11.58834637959247,0.16666666666666666,0.16666666666666666,0.5207006369426752,0.0,1.0,0.0
26,Random,0.16595006296849177,14.935505667164259,0.4,0.4,0.9298245614035088,0.14851851851851852,0.15222222222222223,0.6992592592592592
26,Local-Only,-0.011239326072016173,-1.3262404764979085,0.36666666666666664,0.36666666666666664,0.7408,1.0,0.0,0.0
26,Greedy,-0.2115068507953266,-20.304657676351354,0.1,0.1,0.508716323296355,0.0,1.0,0.0
26,EFT,0.01155626935931199,1.1440706665718872,0.26666666666666666,0.26666666666666666,0.7122641509433962,0.7909090909090909,0.1414141414141414,0.06767676767676768
26,Static,-0.1994894262789446,-19.54996377533657,0.1,0.1,0.4799382716049383,0.0,1.0,0.0
27,Random,0.013803971114742937,1.2975732847858361,0.16666666666666666,0.16666666666666666,0.8456591639871383,0.14645390070921985,0.15141843971631205,0.7021276595744681
27,Local-Only,-0.14977150972964184,-14.6776079535049,0.1,0.1,0.6360808709175739,1.0,0.0,0.0
27,Greedy,-0.1863603280019422,-18.63603280019422,0.1,0.1,0.49185667752442996,0.0,1.0,0.0
27,EFT,0.05290939068347612,4.6560263801458985,0.3,0.3,0.7622820919175911,0.7606060606060606,0.18181818181818182,0.05757575757575758
27,Static,-0.22045502489417448,-20.943227364946576,0.03333333333333333,0.03333333333333333,0.4297253634894992,0.0,1.0,0.0
28,Random,0.02556706639790189,2.122066511025857,0.2,0.2,0.8354838709677419,0.14859437751004015,0.1497991967871486,0.7016064257028113
28,Local-Only,-0.05608813899452765,-5.328373204480127,0.26666666666666666,0.26666666666666666,0.7326892109500805,1.0,0.0,0.0
28,Greedy,-0.13683620119562023,-12.45209430880144,0.2,0.2,0.5164835164835165,0.0,1.0,0.0
28,EFT,0.0002737623834870029,0.024091089746856253,0.26666666666666666,0.26666666666666666,0.6913183279742765,0.7731060606060606,0.14734848484848484,0.07954545454545454
28,Static,-0.14788504710527683,-14.0490794750013,0.2,0.2,0.4883720930232558,0.0,1.0,0.0
29,Random,0.146219038948442,12.136180232720685,0.4,0.4,0.9287974683544303,0.1497991967871486,0.13534136546184738,0.714859437751004
29,Local-Only,-0.002538906812009974,-0.30720772425320686,0.36666666666666664,0.36666666666666664,0.8149300155520995,1.0,0.0,0.0
29,Greedy,-0.18312635904914729,-17.213877750619844,0.1,0.1,0.46579804560260585,0.0,1.0,0.0
29,EFT,0.046082796481153994,4.055286090341552,0.3,0.3,0.7277070063694268,0.7863636363636364,0.1503787878787879,0.06325757575757576
29,Static,-0.22746801344366177,-21.154525250260544,0.06666666666666667,0.06666666666666667,0.4718196457326892,0.0,1.0,0.0
30,Random,0.0185346717872525,1.6866551326399775,0.16666666666666666,0.16666666666666666,0.8555555555555555,0.1413919413919414,0.152014652014652,0.7065934065934066
30,Local-Only,-0.059674594854557596,-6.981927597983239,0.23333333333333334,0.23333333333333334,0.7058823529411765,1.0,0.0,0.0
30,Greedy,-0.15536656060343307,-14.138357014912408,0.16666666666666666,0.16666666666666666,0.5578778135048231,0.0,1.0,0.0
30,EFT,0.07432095287607528,7.134811476103227,0.26666666666666666,0.26666666666666666,0.7515723270440252,0.7972222222222223,0.14305555555555555,0.059722222222222225
30,Static,-0.16062381438570839,-14.616767109099463,0.13333333333333333,0.13333333333333333,0.487012987012987,0.0,1.0,0.0
31,Random,0.02896414905538281,2.6936658621506013,0.16666666666666666,0.16666666666666666,0.8796875,0.14695340501792115,0.14265232974910394,0.7103942652329749
31,Local-Only,-0.046112557484283494,-4.657368305912633,0.3,0.3,0.7167182662538699,1.0,0.0,0.0
31,Greedy,-0.22042381121128624,-20.278990631438333,0.06666666666666667,0.06666666666666667,0.4651898734177215,0.0,1.0,0.0
31,EFT,0.05857458061971197,5.623159739492349,0.3333333333333333,0.3333333333333333,0.789308176100629,0.8045138888888889,0.13854166666666667,0.05694444444444444
31,Static,-0.19509730944229944,-18.729341706460747,0.06666666666666667,0.06666666666666667,0.5427215189873418,0.0,1.0,0.0
32,Random,0.17127327592419783,15.243321557253607,0.4,0.4,0.9403225806451613,0.13595505617977527,0.149812734082397,0.7142322097378278
32,Local-Only,0.0031999793672781445,0.355197709767874,0.4,0.4,0.7480438184663537,1.0,0.0,0.0
32,Greedy,-0.22977283789044747,-21.598646761702064,0.06666666666666667,0.06666666666666667,0.4859375,0.0,1.0,0.0
32,EFT,0.019454429172433764,1.7898074838639064,0.23333333333333334,0.23333333333333334,0.7220496894409938,0.7746376811594203,0.15760869565217392,0.0677536231884058
32,Static,-0.16179745127918507,-15.047162968964212,0.13333333333333333,0.13333333333333333,0.555205047318612,0.0,1.0,0.0
33,Random,0.04489471214123303,4.44457650198207,0.23333333333333334,0.23333333333333334,0.8767772511848341,0.14309764309764308,0.14175084175084174,0.7151515151515152
33,Local-Only,0.0165711420592512,2.0051081891693956,0.43333333333333335,0.43333333333333335,0.7620578778135049,1.0,0.0,0.0
33,Greedy,-0.18223495300594614,-16.40114577053515,0.1,0.1,0.5347334410339257,0.0,1.0,0.0
33,EFT,0.07631677120816442,7.9369442056491,0.3333333333333333,0.3333333333333333,0.7140575079872205,0.7692307692307693,0.17083333333333334,0.05993589743589744
33,Static,-0.19663082524344114,-20.252975000074436,0.06666666666666667,0.06666666666666667,0.5300632911392406,0.0,1.0,0.0
34,Random,-0.04230301998692482,-4.061089918744782,0.06666666666666667,0.06666666666666667,0.8213716108452951,0.1423611111111111,0.14131944444444444,0.7163194444444444
34,Local-Only,-0.07328363333275784,-7.987916033270603,0.23333333333333334,0.23333333333333334,0.6948051948051948,1.0,0.0,0.0
34,Greedy,-0.18191889397197364,-17.10037603336552,0.16666666666666666,0.16666666666666666,0.4903536977491961,0.0,1.0,0.0
34,EFT,0.026956887227464532,2.533947399381666,0.3,0.3,0.7101226993865031,0.7670212765957447,0.17340425531914894,0.059574468085106386
34,Static,-0.18148591198897773,-17.78561937491982,0.06666666666666667,0.06666666666666667,0.5107692307692308,0.0,1.0,0.0
35,Random,0.1145527069221594,10.538849036838664,0.3333333333333333,0.3333333333333333,0.8941548183254344,0.1471014492753623,0.14565217391304347,0.7072463768115942
35,Local-Only,-0.037919096376396615,-4.626129757920387,0.3,0.3,0.7927215189873418,1.0,0.0,0.0
35,Greedy,-0.23906443926105692,-21.75486397275618,0.06666666666666667,0.06666666666666667,0.4638364779874214,0.0,1.0,0.0
35,EFT,-0.0030962117823760014,-0.27556284863146413,0.2,0.2,0.6559485530546624,0.746441947565543,0.1700374531835206,0.08352059925093633
