window,method,policy,metric_id,metric_cn,direction,mean,std,p10,p50,p90,ci95_low,ci95_high,n,matched_k,stat_basis,rank
全程,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,26.916666666666668,17.127590073816418,5.0,25.0,50.0,24.041666666666668,30.00208333333332,120,120,matched_tail_raw_baseline,1.0
全程,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,28.958333333333332,9.955696678713318,15.0,30.0,40.0,27.208333333333332,30.75,120,120,matched_tail_raw_baseline,2.0
全程,Static,Static,deadline_miss_rate,超时失败率,lower,29.458333333333332,20.598154373279034,5.0,25.0,60.0,25.666666666666668,33.146874999999994,120,120,matched_tail_raw_baseline,3.0
全程,EFT,EFT,deadline_miss_rate,超时失败率,lower,61.708333333333336,13.307858191153613,45.0,60.0,80.0,59.25,64.10520833333332,120,120,matched_tail_raw_baseline,4.0
全程,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,63.708333333333336,13.355133613615964,45.0,65.0,80.0,61.25,66.10520833333332,120,120,matched_tail_raw_baseline,5.0
全程,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,71.91666666666667,12.853135074077956,55.00000000000001,75.0,85.0,69.39479166666666,74.08333333333333,120,120,matched_tail_raw_baseline,6.0
全程,Random,Random,deadline_miss_rate,超时失败率,lower,99.54166666666667,1.4488235350981644,100.0,100.0,100.0,99.25,99.79166666666667,120,120,matched_tail_raw_baseline,7.0
全程,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,99.875,0.7838978239026613,100.0,100.0,100.0,99.70833333333333,100.0,120,120,matched_tail_raw_baseline,8.0
末100,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,27.45,17.645427484510286,5.0,25.0,50.50000000000004,24.0,30.85,100,100,matched_tail_raw_baseline,1.0
末100,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,29.6,9.683892697555967,15.0,30.0,40.0,27.8,31.476249999999993,100,100,matched_tail_raw_baseline,2.0
末100,Static,Static,deadline_miss_rate,超时失败率,lower,31.25,21.134191264489882,5.0,30.0,60.50000000000004,27.0,35.85,100,100,matched_tail_raw_baseline,3.0
末100,EFT,EFT,deadline_miss_rate,超时失败率,lower,62.0,13.026778945578592,45.0,65.0,80.0,59.25,64.25,100,100,matched_tail_raw_baseline,4.0
末100,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,64.5,13.361712223190317,45.0,65.0,80.0,61.95,66.97625,100,100,matched_tail_raw_baseline,5.0
末100,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,71.3,12.999999999999998,55.00000000000001,75.0,85.0,68.7,73.72625,100,100,matched_tail_raw_baseline,6.0
末100,Random,Random,deadline_miss_rate,超时失败率,lower,99.5,1.5075567228888183,99.5,100.0,100.0,99.2,99.75,100,100,matched_tail_raw_baseline,7.0
末100,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,99.85,0.8572330399888265,100.0,100.0,100.0,99.65,100.0,100,100,matched_tail_raw_baseline,8.0
末300,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,26.916666666666668,17.127590073816418,5.0,25.0,50.0,24.019791666666666,30.041666666666668,120,120,matched_tail_raw_baseline,1.0
末300,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,28.958333333333332,9.955696678713318,15.0,30.0,40.0,27.125,30.666666666666668,120,120,matched_tail_raw_baseline,2.0
末300,Static,Static,deadline_miss_rate,超时失败率,lower,29.458333333333332,20.598154373279034,5.0,25.0,60.0,25.916666666666668,33.208333333333336,120,120,matched_tail_raw_baseline,3.0
末300,EFT,EFT,deadline_miss_rate,超时失败率,lower,61.708333333333336,13.307858191153613,45.0,60.0,80.0,59.333333333333336,64.0,120,120,matched_tail_raw_baseline,4.0
末300,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,63.708333333333336,13.355133613615964,45.0,65.0,80.0,61.333333333333336,66.06354166666667,120,120,matched_tail_raw_baseline,5.0
末300,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,71.91666666666667,12.853135074077956,55.00000000000001,75.0,85.0,69.54166666666667,74.125,120,120,matched_tail_raw_baseline,6.0
末300,Random,Random,deadline_miss_rate,超时失败率,lower,99.54166666666667,1.4488235350981644,100.0,100.0,100.0,99.25,99.79166666666667,120,120,matched_tail_raw_baseline,7.0
末300,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,99.875,0.7838978239026613,100.0,100.0,100.0,99.70833333333333,100.0,120,120,matched_tail_raw_baseline,8.0
末500,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,26.916666666666668,17.127590073816418,5.0,25.0,50.0,23.811458333333334,29.833333333333332,120,120,matched_tail_raw_baseline,1.0
末500,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,28.958333333333332,9.955696678713318,15.0,30.0,40.0,27.291666666666668,30.708333333333332,120,120,matched_tail_raw_baseline,2.0
