episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,ratio_local,ratio_rsu,ratio_v2v
1,Random,0.13919213663873958,27.83842732774792,0.9,0.9,0.975609756097561,0.0735,0.08,0.8465
1,Local-Only,0.07587158432430907,15.174316864861815,0.7,0.7,0.9121621621621622,1.0,0.0,0.0
1,Greedy,-0.09238738940506679,-18.477477881013357,0.0,0.0,0.16129032258064516,0.0,1.0,0.0
2,Random,0.1122067716147258,22.44135432294516,0.8,0.8,0.9559748427672956,0.08775,0.0695,0.84275
2,Local-Only,0.05343692634811247,10.687385269622494,0.55,0.55,0.9090909090909091,1.0,0.0,0.0
2,Greedy,-0.09038653853526746,-18.077307707053492,0.0,0.0,0.1437908496732026,0.0,1.0,0.0
3,Random,0.0899200814831548,17.984016296630962,0.65,0.65,0.9526627218934911,0.07975,0.07175,0.8485
3,Local-Only,0.11332959060310445,22.66591812062089,0.85,0.85,0.9802631578947368,1.0,0.0,0.0
3,Greedy,-0.0889694926458645,-17.7938985291729,0.0,0.0,0.2,0.0,1.0,0.0
4,Random,0.1376679041524868,27.53358083049736,0.9,0.9,0.9743589743589743,0.08275,0.07475,0.8425
4,Local-Only,0.07091605252101928,14.183210504203856,0.65,0.65,0.9230769230769231,1.0,0.0,0.0
4,Greedy,-0.09123310689010011,-18.246621378020023,0.0,0.0,0.1696969696969697,0.0,1.0,0.0
5,Random,0.11930244346011368,23.860488692022734,0.8,0.8,0.9673202614379085,0.07225,0.07575,0.852
5,Local-Only,0.04589289562538445,9.17857912507689,0.55,0.55,0.8589743589743589,1.0,0.0,0.0
5,Greedy,-0.08967090465554525,-17.93418093110905,0.0,0.0,0.18354430379746836,0.0,1.0,0.0
6,Random,0.11881576374800237,23.763152749600476,0.8,0.8,0.9808917197452229,0.07975,0.08175,0.8385
6,Local-Only,0.0759054338493206,15.18108676986412,0.7,0.7,0.91875,1.0,0.0,0.0
6,Greedy,-0.09011516770237198,-18.023033540474394,0.0,0.0,0.16875,0.0,1.0,0.0
7,Random,0.15078063807395187,30.15612761479037,0.95,0.95,0.9939393939393939,0.078,0.076,0.846
7,Local-Only,0.10091382608068633,20.182765216137266,0.8,0.8,0.9464285714285714,1.0,0.0,0.0
