label,episodes_used,tail_window,reward_mean_last_tail,reward_total_last_tail,task_sr_last_tail,deadline_miss_rate_last_tail,avg_rsu_queue_last_tail,avg_power_last_tail,ratio_local_last_tail,ratio_rsu_last_tail,ratio_v2v_last_tail,approx_kl_last_tail,entropy_last_tail,clip_frac_last_tail
lr_c=2e-4,1000,100,0.010839307513087936,0.21408800539143732,0.9285,0.07150000000000001,1.2607817400178944,0.45178318551324104,0.7082141527829359,0.2870172353803952,0.004768611836668858,0.01909641082469593,1.426622525735507,0.08309129649684541
lr_c=3e-4,1000,100,0.010625377316027832,0.2123317684817498,0.8959999999999999,0.10400000000000001,1.514313056279904,0.45311643238488925,0.6950640397289989,0.303565445077012,0.0013705151939890049,0.01705553771505943,1.1118961439728736,0.09361259319260716
lr_c=5e-4,1000,100,0.009098491417244026,0.18764320470529547,0.9130000000000001,0.08700000000000001,7.130853347230656,0.4355191237132077,0.021842761801000258,0.976308359594587,0.001848878604412692,0.021098605886007094,1.430001024067402,0.06915919785574078
