episode,ratio_local__lr_c=2e-4__raw,ratio_local__lr_c=2e-4__smooth,ratio_local__lr_c=2e-4__band_low,ratio_local__lr_c=2e-4__band_high,ratio_local__lr_c=3e-4__raw,ratio_local__lr_c=3e-4__smooth,ratio_local__lr_c=3e-4__band_low,ratio_local__lr_c=3e-4__band_high,ratio_local__lr_c=5e-4__raw,ratio_local__lr_c=5e-4__smooth,ratio_local__lr_c=5e-4__band_low,ratio_local__lr_c=5e-4__band_high,ratio_rsu__lr_c=2e-4__raw,ratio_rsu__lr_c=2e-4__smooth,ratio_rsu__lr_c=2e-4__band_low,ratio_rsu__lr_c=2e-4__band_high,ratio_rsu__lr_c=3e-4__raw,ratio_rsu__lr_c=3e-4__smooth,ratio_rsu__lr_c=3e-4__band_low,ratio_rsu__lr_c=3e-4__band_high,ratio_rsu__lr_c=5e-4__raw,ratio_rsu__lr_c=5e-4__smooth,ratio_rsu__lr_c=5e-4__band_low,ratio_rsu__lr_c=5e-4__band_high,ratio_v2v__lr_c=2e-4__raw,ratio_v2v__lr_c=2e-4__smooth,ratio_v2v__lr_c=2e-4__band_low,ratio_v2v__lr_c=2e-4__band_high,ratio_v2v__lr_c=3e-4__raw,ratio_v2v__lr_c=3e-4__smooth,ratio_v2v__lr_c=3e-4__band_low,ratio_v2v__lr_c=3e-4__band_high,ratio_v2v__lr_c=5e-4__raw,ratio_v2v__lr_c=5e-4__smooth,ratio_v2v__lr_c=5e-4__band_low,ratio_v2v__lr_c=5e-4__band_high
11,0.361344537815126,,,,0.4305555555555556,,,,0.1291666666666666,,,,0.4789915966386555,,,,0.3611111111111111,,,,0.6708333333333333,,,,0.1596638655462184,,,,0.2083333333333333,,,,0.2,,,
12,0.2604651162790697,0.2571945329553775,0.20707325591686687,0.3073158099938881,0.3171806167400881,0.3538027130366231,0.2922136950645098,0.4153917310087364,0.1239669421487603,0.2009582324563098,0.1265935080299377,0.27532295688268194,0.5627906976744186,0.47450741602159185,0.39335523652332477,0.5556595955198589,0.4493392070484581,0.3785654309921855,0.3211278940375223,0.4360029679468487,0.7272727272727273,0.46763548750697526,0.3176657735543182,0.6176052014596323,0.1767441860465116,0.26829805102303056,0.17598852521244027,0.3606075768336209,0.2334801762114537,0.2676318559711914,0.22373020675593372,0.31153350518644907,0.1487603305785124,0.33140628003671485,0.21547282768078602,0.4473397323926437
13,0.4347826086956521,0.27085515416616784,0.2020891695137645,0.3396211388185712,0.3939393939393939,0.3568901500291439,0.2968816005250824,0.41689869953320546,0.1065989847715736,0.19369982878825318,0.11784360253136622,0.26955605504514013,0.3864734299516908,0.46773557093929186,0.38629220165822775,0.549178940220356,0.4292929292929293,0.3824675462460888,0.32570406641930993,0.4392310260728677,0.7461928934010152,0.4890629802680552,0.3260125004278288,0.6521134601082816,0.178743961352657,0.2614092748945403,0.16960579320189798,0.35321275658718265,0.1767676767676767,0.26064230372476715,0.21163371436154782,0.3096508930879865,0.1472081218274111,0.3172371909436915,0.19504701795500218,0.43942736393238085
14,0.3553719008264462,0.276892064641902,0.20706921838338632,0.3467149109004177,0.3622047244094488,0.35726976248488,0.29959791934484864,0.4149416056249114,0.0975609756097561,0.18683276784693195,0.10955579721526214,0.26410973847860175,0.4958677685950413,0.4697450136289882,0.3911363630459898,0.5483536642119865,0.4881889763779528,0.3900190769697934,0.3285975987257575,0.45144055521382925,0.7723577235772358,0.5092983190758539,0.33530697221170186,0.6832896659400058,0.1487603305785124,0.25336292172910974,0.16016424128428647,0.346561602173933,0.1496062992125984,0.25271116054532655,0.19705393085070433,0.3083683902399488,0.1300813008130081,0.30386891307721414,0.17626054713279465,0.43147727902163363
15,0.3360323886639676,0.28083475291003973,0.21184076029418977,0.3498287455258897,0.4624505928853755,0.364281817844913,0.3024271421564528,0.4261364935333732,0.0944881889763779,0.18067646258889505,0.10248644116652418,0.25886648401126594,0.5506072874493927,0.4751358318836818,0.39656195726794286,0.5537097064994208,0.3952569169960474,0.39036826630487703,0.33116559995798617,0.4495709326517679,0.7598425196850394,0.5260012657831329,0.3462918924257343,0.7057106391405314,0.1133603238866396,0.24402941520627838,0.14721887315967655,0.3408399572528802,0.1422924901185771,0.2453499158502099,0.1846104736450417,0.3060893580553781,0.1456692913385826,0.29332227162797203,0.16374899357446882,0.42289554968147525
16,0.3106060606060606,0.28269545964104104,0.21562667438869787,0.3497642448933842,0.4341085271317829,0.36864598717534236,0.30639110977066947,0.43090086458001525,0.0775193798449612,0.17422914491739916,0.09440942741261413,0.25404886242218416,0.5606060606060606,0.4804777211788305,0.40161812429601274,0.5593373180616482,0.4031007751937984,0.3911640481104346,0.33388033063339956,0.4484477655874696,0.7286821705426356,0.5386688223306019,0.357810037354197,0.7195276073070067,0.1287878787878787,0.2368268191801284,0.13896211386276527,0.3346915244974915,0.1627906976744186,0.24018996471422294,0.17798603090200862,0.3023938985264373,0.1937984496124031,0.28710203275199897,0.15947361099591667,0.41473045450808127
17,0.3604060913705584,0.28726667327218913,0.21964777811654151,0.35488556842783675,0.4702970297029702,0.3746254602652028,0.30950050288341924,0.4397504176469864,0.1295336787564766,0.1715999998491096,0.09355835096489777,0.2496416487333214,0.5380710659898477,0.48386556499124334,0.4062429134899441,0.5614882164925425,0.4207920792079208,0.39290687346911024,0.3369786001727371,0.44883514676548336,0.7046632124352331,0.5484331982191095,0.3687491339088309,0.7281172625293881,0.1015228426395939,0.22886776173656753,0.12858915542243765,0.3291463680506974,0.1089108910891089,0.23246766626568682,0.1643407811032367,0.30059455142813696,0.1658031088082901,0.2799668019317808,0.15293748845243424,0.40699611541112735
18,0.3360323886639676,0.28997587968284344,0.22337654285429578,0.3565752165113911,0.4637096774193548,0.3795745834404335,0.31299633661056137,0.4461528302703056,0.1491228070175438,0.1703512669140226,0.09445461134340827,0.24624792248463695,0.5465587044534413,0.4873485171835876,0.4106073598291919,0.5640896745379834,0.4758064516129032,0.3975124055882098,0.3398429155154744,0.45518189566094525,0.6578947368421053,0.554514394809276,0.3782962848407002,0.7307325047778518,0.117408906882591,0.22267560313356885,0.12190630121160938,0.3234449050555283,0.0604838709677419,0.22291301097135655,0.1453791323512919,0.3004468895914212,0.1929824561403508,0.27513433827670136,0.1502039879276532,0.4000646886257495
19,0.4896907216494845,0.3004871871547719,0.2211882547277485,0.3797861195817953,0.5686274509803921,0.3895247343635892,0.3116305210830934,0.467418947644085,0.1065989847715736,0.1669958836433674,0.09180147645880514,0.24219029082792964,0.4329896907216495,0.4844875263171698,0.4088730616317714,0.5601019910025682,0.3480392156862745,0.394908553488108,0.33772616153098406,0.45209094544523193,0.6852791878172588,0.5613967523360119,0.38753578620242446,0.7352577184695994,0.0773195876288659,0.21502528652805816,0.11157319367786216,0.31847737937825416,0.0833333333333333,0.2155667121483027,0.13369532518348057,0.2974380991131248,0.2081218274111675,0.27160736402062063,0.1492274009131023,0.393987327128139
20,0.4767441860465116,0.30930003709935894,0.2226358407986259,0.395964233400092,0.664179104477612,0.4032574528692904,0.3056873905393861,0.5008275151991947,0.1234567901234567,0.16481892896737188,0.09098538583989306,0.2386524720948507,0.4922480620155038,0.4848755531020865,0.4112573826217817,0.5584937235823914,0.2350746268656716,0.3869168571569862,0.32077251460006645,0.45306119971390596,0.6995884773662552,0.5683063385875241,0.3962843777753294,0.7403282993997189,0.0310077519379844,0.2058244097985545,0.09704859745806872,0.31460022213904026,0.1007462686567164,0.20982568997372336,0.12610397688892586,0.2935474030585209,0.176954732510288,0.26687473244510396,0.1458930980662065,0.3878563668240014
21,0.5681818181818182,0.3216277409604284,0.22000802482896023,0.4232474570918966,0.7761194029850746,0.4210127838271849,0.2958560479484475,0.5461695197059222,0.0962962962962963,0.1615559464592254,0.08805485369158504,0.23505703922686577,0.4166666666666667,0.481627510890876,0.4083458718811911,0.554909149900561,0.1716417910447761,0.37666566353259523,0.2968963289804466,0.45643499808474386,0.7185185185185186,0.575459299536619,0.4046189087951041,0.7462996902781339,0.0151515151515151,0.19674474814869547,0.08285087714586108,0.31063861915152985,0.0522388059701492,0.20232155264021984,0.11376980167344217,0.2908733036069975,0.1851851851851851,0.26298475400415544,0.1437266362853532,0.3822428717229577
22,0.5343915343915344,0.3312988224800241,0.2222461681079913,0.44035147685205694,0.81,0.4386940209259492,0.29105910283006664,0.5863289390218318,0.0852272727272727,0.1580864612895912,0.08453393454755612,0.23163898803162628,0.4074074074074074,0.4782538698234457,0.4050086183632311,0.5514991212836603,0.145,0.36613540609929546,0.2739419203046298,0.4583288918939611,0.7556818181818182,0.58365123220231,0.41255775070009754,0.7547447137045225,0.0582010582010582,0.19044730769653012,0.07544044238860825,0.305454173004452,0.045,0.1951705729747553,0.10247205506219151,0.28786909088731905,0.1590909090909091,0.2582623065080988,0.1397892292731813,0.3767353837430163
23,0.7563451776649747,0.3497790987924133,0.21119018084638416,0.48836801673844243,0.8505154639175257,0.4565993010560177,0.2887329347685789,0.6244656673434565,0.0364583333333333,0.15279828181323216,0.07659291689441228,0.22900364673205204,0.2081218274111675,0.46650899841421617,0.37543938010765615,0.5575786167207761,0.0979381443298969,0.3544746555875825,0.24845261560927054,0.46049669556589445,0.8020833333333334,0.5931482800775718,0.41989456565509353,0.7664019945000501,0.0355329949238578,0.18371190279337046,0.06679833835228144,0.3006254672344595,0.0515463917525773,0.18892604335639973,0.0935358495433774,0.28431623716942206,0.1614583333333333,0.25405343810919595,0.13655743340757326,0.37154944281081864
24,0.8345323741007195,0.36997715193025943,0.20215915975957022,0.5377951441009486,0.9064748201438848,0.4753441143513455,0.28723039729432454,0.6634578314083664,0.0431654676258992,0.14823024788875996,0.07041267536082706,0.22604782041669286,0.079136690647482,0.4503684855906023,0.3312657211480823,0.5694712500331223,0.0575539568345323,0.34210295980620536,0.22199733709862965,0.46220858251378105,0.8273381294964028,0.6029061904700231,0.42684661898658305,0.7789657619534632,0.0863309352517985,0.17965436247913832,0.06359569670210298,0.2957130282561737,0.0359712230215827,0.18255292584244906,0.08417372653769403,0.2809321251472041,0.1294964028776978,0.24886356164121684,0.13117109871934837,0.36655602456308534
25,0.8181818181818182,0.3879053385803218,0.2007558738749337,0.5750548032857099,0.890625,0.49195534977729166,0.2899388892308662,0.6939718103237171,0.0615384615384615,0.14476257643474802,0.06663525970829721,0.22288989316119884,0.1363636363636363,0.43780829162152357,0.3053757838148602,0.570240799428187,0.0859375,0.33185634141395715,0.20360216555224142,0.46011051727567287,0.8307692307692308,0.6120207120819914,0.4337448169455869,0.7902966072183959,0.0454545454545454,0.1742863697981546,0.057544074014056285,0.29102866558225293,0.0234375,0.17618830880875108,0.07475899276472561,0.2776176248527765,0.1076923076923077,0.24321671148326052,0.12459317986572392,0.3618402431007971
26,0.7552083333333334,0.40203237684005294,0.2050226595321942,0.5990420941479117,0.8756476683937824,0.5067127466471567,0.29495693411730073,0.7184685591770127,0.0193548387096774,0.13993920190686068,0.059536397217824916,0.22034200659589645,0.1927083333333333,0.4283813701489009,0.29000733928064387,0.5667554010171578,0.077720207253886,0.3220818747154929,0.18689602685724532,0.45726772257374043,0.8838709677419355,0.6224764911458354,0.43984733354265115,0.8051056487490196,0.0520833333333333,0.16958625301104607,0.052718885354081355,0.2864536206680108,0.0466321243523316,0.1712053786373503,0.06862877639565045,0.27378198087905015,0.0967741935483871,0.23758430694730384,0.11786169393892795,0.35730691995567976
27,0.8404255319148937,0.4182691603613434,0.2074656443434312,0.6290726763792556,0.9210526315789472,0.5220586683112971,0.29963044165645314,0.7444868949661411,0.0267379679144385,0.13574656361084503,0.053950573819358055,0.217542553402332,0.1170212765957446,0.41684951483211735,0.2685205069871102,0.5651785226771244,0.0578947368421052,0.31229716590536744,0.1703207071130879,0.454273624697647,0.8983957219251337,0.632695721915439,0.4459063537251663,0.8194850901057117,0.0425531914893617,0.16488132480653925,0.04770472274100841,0.2820579268720701,0.0210526315789473,0.16564416578333538,0.060990928991083174,0.2702974025755876,0.0748663101604278,0.23155771447371584,0.11005524329555198,0.3530601856518797
28,0.8712871287128713,0.4344483735167551,0.2105695217803815,0.6583272252531287,0.9203980099502488,0.5362850733698311,0.30539793478655,0.7671722119531122,0.0231213872832369,0.13172423588485904,0.048683282675316825,0.21476518909440126,0.099009900990099,0.4054981000520453,0.2480352355749021,0.5629609645291884,0.0646766169154228,0.30345357487001223,0.15648214056489942,0.45042500917512507,0.930635838150289,0.643336440352398,0.45158573551366654,0.8350871451911295,0.0297029702970297,0.1600535264311996,0.042263721246075775,0.27784333161632346,0.0149253731343283,0.16026135176015657,0.053687666161634284,0.26683503735867886,0.0462427745664739,0.2249393237627429,0.10067120661897393,0.34920744090651185
29,0.8995983935742972,0.45048802938080823,0.21190690640809917,0.6890691523535173,0.9510204081632652,0.5505862918109841,0.31296674704980065,0.7882058365721675,0.0105263157894736,0.12754499726088023,0.04669721931783455,0.2083927752039259,0.0682730923694779,0.39386965151126707,0.22475587636478186,0.5629834266577523,0.0326530612244898,0.2941156261236149,0.14317951926348968,0.4450517329837401,0.9105263157894736,0.6525498843329868,0.45674276199621666,0.8483570066697569,0.0321285140562249,0.15564231910792464,0.036265224276052,0.2750194139397973,0.0163265306122449,0.15529808206540102,0.04659072952290147,0.2640054346079006,0.0789473684210526,0.21990511840613292,0.09261701324996385,0.347193223562302
30,0.9253731343283582,0.4663175328790599,0.21483486262919427,0.7178002031289256,0.9398496240601504,0.5635617362192896,0.3193633977629016,0.8077600746756777,0.0381679389312977,0.12456576198322748,0.05154237575069767,0.1975891482157573,0.0522388059701492,0.3824819566598965,0.20165006056785217,0.5633138527519408,0.0150375939849624,0.2848130250523265,0.1267870077701885,0.44283904233446447,0.8396946564885496,0.6587880434048389,0.47050897837559047,0.8470671084340873,0.0223880597014925,0.15120051046104355,0.03620879279656253,0.26619222812552457,0.0451127819548872,0.15162523872838388,0.04347117895369622,0.2597792985030715,0.1221374045801526,0.21664619461193355,0.09060938720674924,0.3426830020171179
31,0.9202898550724636,0.48096180133691163,0.21995393470114943,0.7419696679726738,0.9565217391304348,0.5762378653454555,0.3256298994523077,0.8268458312386033,0.0378787878787878,0.12176940797985845,0.05568569939869175,0.18785311656102516,0.0652173913043478,0.3722476158419756,0.18192835136095073,0.5625668803230004,0.0217391304347826,0.27632677038724446,0.11147606187909856,0.4411774788953904,0.9015151515151516,0.6666179501180748,0.4838396332874835,0.8493962669486661,0.0144927536231884,0.14679058282111274,0.03983295341994986,0.2537482122222756,0.0217391304347826,0.14743536426729995,0.04238701434990322,0.2524837141846967,0.0606060606060606,0.21161264190206666,0.08545270303954805,0.3377725807645853
32,0.9109947643979056,0.4944003314325677,0.22794890240379612,0.7608517604613392,0.9738219895287958,0.5886623692261849,0.33300763382702825,0.8443171046253415,0.0166666666666666,0.11848494731382121,0.06139787415700002,0.1755720204706424,0.06282722513089,0.36257822863225414,0.16385593393623912,0.5613005233282692,0.0157068062827225,0.2681823965089781,0.09750881812105827,0.438855974896898,0.8833333333333333,0.6733903058435516,0.5015940820333146,0.8451865296537887,0.0261780104712041,0.1430214399351781,0.04466828083298886,0.24137459903736735,0.0104712041884816,0.1431552342648369,0.04075880661131295,0.24555166191836084,0.1,0.2081247468426271,0.08533099107776418,0.33091850260749
33,0.9224806201550388,0.5073724613938547,0.23727778431801178,0.7774671384696976,0.9296875,0.5989964640981187,0.3409604586654767,0.8570324695307607,0.0194174757281553,0.11548290272031618,0.0625321552853916,0.16843365015524076,0.0620155038759689,0.35347026727600306,0.1473141759400191,0.559626358611987,0.046875,0.2614761117662818,0.08729195899072056,0.4356602645418431,0.9320388349514565,0.6812281400589427,0.5177535711356398,0.8447027089822456,0.0155038759689922,0.13915727133014216,0.05252985449160473,0.22578468816867958,0.0234375,0.1395274241355994,0.03943356809304473,0.2396212801781541,0.0485436893203883,0.20328895722074106,0.08455621671509796,0.32202169772638417
34,0.9303482587064676,0.5198129260206963,0.25044891124688967,0.7891769407945028,0.9601990049751244,0.6096200682415601,0.3546605361114713,0.8645796003716489,0.0366492146596858,0.11316426483618,0.06480081208947416,0.16152771758288584,0.0348258706467661,0.3440983732574961,0.13177883741673918,0.5564179090982531,0.0348258706467661,0.25480992820394316,0.07767262331585983,0.4319472330920265,0.9528795811518324,0.6892178883263806,0.5471156544718283,0.831320122180933,0.0348258706467661,0.13608870072180757,0.060931360800435305,0.2112460406431798,0.0049751243781094,0.13557000355449678,0.04618788701977947,0.22495212008921409,0.0104712041884816,0.19761784683743933,0.09469092993095034,0.3005447637439283
35,0.9238578680203046,0.5313570672206851,0.26564566412410157,0.7970684703172686,0.9487179487179488,0.6193085791123141,0.37050817740339215,0.868108980821236,0.037037037037037,0.11098920118477591,0.06269838414881558,0.15928001822073623,0.0456852791878172,0.3355722848555053,0.1192433792387424,0.5519011904722682,0.0358974358974358,0.24855528556661435,0.07231277820571583,0.42479779292751285,0.9185185185185184,0.6957693349032988,0.5700522360426503,0.8214864337639474,0.0304568527918781,0.1330706479238096,0.07172222701899131,0.1944190688286279,0.0153846153846153,0.13213613532107157,0.048755843812683525,0.21551642682945962,0.0444444444444444,0.19324146391192518,0.10982007953989635,0.276662848283954
36,0.9130434782608696,0.5419594675273569,0.2780778403096371,0.8058410947450767,0.9722222222222222,0.6291117358653671,0.3865023204147089,0.8717211513160252,0.0424528301886792,0.10908541310155101,0.06397405158595827,0.15419677461714376,0.0592885375494071,0.32789773631922475,0.11160929869384412,0.5441861739446054,0.0119047619047619,0.24198165990934065,0.06655787261684804,0.41740544720183326,0.8915094339622641,0.701206559877159,0.5935746776640138,0.8088384420903041,0.0276679841897233,0.1301427961534183,0.07057533461523388,0.18971025769160274,0.0158730158730158,0.12890660422529224,0.05156633401577877,0.20624687443480572,0.0660377358490566,0.18970802702128994,0.12127117590850091,0.258144878134079
37,0.872,0.5580117551090562,0.29818773962115663,0.8178357705969558,0.968,0.6484705042723282,0.40953904405295793,0.8874019644916985,0.04,0.10243508630416538,0.05870797099983108,0.1461622016084997,0.08,0.3168846644237999,0.10053164371079734,0.5332376851368025,0.016,0.22887188748631523,0.05261695445944159,0.4051268205131889,0.88,0.7119663637987277,0.6164610704660727,0.8074716571313827,0.048,0.1251035804671438,0.07071799560183009,0.17948916533245748,0.016,0.12265760824135648,0.05158448100048264,0.1937307354822303,0.08,0.18559854989710695,0.12882901729266596,0.24236808250154793
38,0.911917098445596,0.5758142290274567,0.3256174686604633,0.8260109893944501,0.9740932642487048,0.6658960340140037,0.42908242593970713,0.9027096420883002,0.0307692307692307,0.0945661875261757,0.05218011440270835,0.13695226064964305,0.0725388601036269,0.3085154167683192,0.09967213339291436,0.517358700143724,0.0259067357512953,0.2188388308629193,0.041901501764039506,0.3957761599617991,0.917948717948718,0.7280526344304528,0.6343660733997882,0.8217391954611173,0.0155440414507772,0.11567035420422406,0.06299645394469414,0.16834425446375398,0.0,0.11526513512307693,0.04858418427406784,0.181946085972086,0.0512820512820512,0.17738117804337145,0.12094430923816472,0.23381804684857815
39,0.8272251308900523,0.5915026093601241,0.34734646012501835,0.8356587585952299,0.9540816326530612,0.6819816349210331,0.4509977505351986,0.9129655193068678,0.0301507537688442,0.08751918638753733,0.04651676333076519,0.1285216094443095,0.1413612565445026,0.30263819677037235,0.09713451172419135,0.5081418818165533,0.0357142857142857,0.21127434673593518,0.03604158855663306,0.3865071049152373,0.8944723618090452,0.7427098603953086,0.6523190223578913,0.8331006984327259,0.031413612565445,0.10585919386950352,0.056078601262598546,0.15563978647640847,0.010204081632653,0.10674401834303159,0.04526413868530504,0.16822389800075813,0.0753768844221105,0.169770953217154,0.1150692760030915,0.22447263043121649
40,0.845,0.6084886499692611,0.37772006255675394,0.8392572373817683,0.945,0.6980512975155649,0.48292440278731164,0.9131781922438182,0.0394088669950738,0.08055832158184494,0.04119561194758643,0.11992103121610344,0.115,0.29455232536597303,0.09712205038124905,0.491982600350697,0.05,0.20335549856839594,0.03581215721993278,0.3708988399168591,0.8571428571428571,0.7572138286492769,0.668617021656294,0.8458106356422598,0.04,0.09695902466476577,0.05241557287298222,0.14150247645654934,0.005,0.09859320391603915,0.04650289675675695,0.15068351107532135,0.1034482758620689,0.16222784976887814,0.10790610382951824,0.21654959570823804
41,0.8860103626943006,0.6266290893370321,0.40007569094615536,0.8531824877279088,0.9642857142857144,0.7137259006901681,0.511295427698028,0.9161563736823081,0.015625,0.07483704632931969,0.03578345554990878,0.1138906371087306,0.0932642487046632,0.28609501914312274,0.08934128768957422,0.48284875059667126,0.0306122448979591,0.1949465794451911,0.03494404740902882,0.35494911148135333,0.921875,0.7722469725886708,0.6834308050706062,0.8610631401067355,0.0207253886010362,0.08727589151984508,0.049160702294437926,0.12539108074525224,0.0051020408163265,0.09132751986464081,0.04462356229618217,0.13803147743309946,0.0625,0.15291598108200943,0.09821509266908822,0.20761686949493063
42,0.8838383838383839,0.646027825805661,0.42972449483538255,0.8623311567759394,0.9595959595959596,0.7324140744171015,0.548847831762406,0.915980317071797,0.025,0.06983932319635064,0.03124855513399631,0.10843009125870497,0.0858585858585858,0.275039119646363,0.08422774717794845,0.4658504921147776,0.0252525252525252,0.1859581159993633,0.040056679263716144,0.33185955273501044,0.92,0.7900611802389439,0.7006704832691166,0.8794518772087712,0.0303030303030303,0.07893305454797585,0.045756994629366124,0.11210911446658557,0.0151515151515151,0.08162780958353517,0.03925755779851402,0.12399806136855633,0.055,0.14009949656470524,0.08458880051156895,0.19561019261784154
43,0.8796992481203008,0.6652555826978915,0.4630836674901481,0.8674274979056349,0.9545454545454546,0.7510552101842215,0.5815727105307844,0.9205377098376586,0.0303030303030303,0.06726227061929807,0.029307715964499208,0.10521682527409693,0.0676691729323308,0.26324694389448333,0.08304676679393724,0.4434471209950294,0.0378787878787878,0.17498055826983705,0.038480040021001166,0.31148107651867296,0.9090909090909092,0.8044162695940335,0.7155000113869987,0.8933325278010682,0.0526315789473684,0.07149747340762497,0.04091741143025504,0.1020775353849949,0.0075757575757575,0.0739642315459414,0.03608559775270617,0.11184286533917662,0.0606060606060606,0.12832145978666848,0.07266391305028322,0.18397900652305374
44,0.8608247422680413,0.6814513317115102,0.4992710544873745,0.8636316089356458,0.9270833333333334,0.7682132954103316,0.619613361183702,0.9168132296369611,0.0365853658536585,0.06354368229705122,0.025860793051451572,0.10122657154265087,0.1237113402061855,0.25140559223354403,0.08614710198807163,0.41666408247901643,0.046875,0.16446557591870137,0.040257343175195595,0.28867380866220715,0.8841463414634146,0.8169809406952898,0.7307703118236986,0.9031915695668811,0.0154639175257731,0.06714307605494581,0.04084777809286368,0.09343837401702793,0.0260416666666666,0.06732112867096697,0.03864261332900819,0.09599964401292575,0.0792682926829268,0.11947537700765887,0.0665019316914469,0.17244882232387082
45,0.7969924812030075,0.6951920789283894,0.5330318823912803,0.8573522754654985,0.9323308270676692,0.7830633941420092,0.6566439601618814,0.909482828122137,0.0620155038759689,0.061471556797552486,0.027080303953977092,0.09586280964112788,0.1729323308270676,0.2424818779089729,0.093323784386602,0.3916399714313438,0.0451127819548872,0.15593335521542803,0.04886970355846451,0.2629970068723916,0.9224806201550388,0.8278816622326869,0.7455631412405906,0.9102001832247831,0.0300751879699248,0.06232604316263753,0.038792656007780174,0.08585943031749489,0.0225563909774436,0.06100325064256262,0.03663591051420589,0.08537059077091935,0.0155038759689922,0.11064678096976051,0.05696540946253861,0.1643281524769824
46,0.7705882352941177,0.7105586603435643,0.575961954886748,0.8451553658003806,0.9123711340206184,0.795597595187775,0.7003255970664138,0.8908695933091361,0.0482758620689655,0.05907898068417547,0.03107719317605139,0.08708076819229954,0.1764705882352941,0.23002272758217548,0.1012107323856894,0.3588347227786616,0.056701030927835,0.14858495264908844,0.07398743421472956,0.22318247108344733,0.9103448275862068,0.8346505000360075,0.7617922694736194,0.9075087305983955,0.0529411764705882,0.05941861207426015,0.04137631561290373,0.07746090853561657,0.0309278350515463,0.05581745216313667,0.03226302748091185,0.07937187684536148,0.0413793103448275,0.10627051927981694,0.0552861296169982,0.1572549089426357
