episode,steps,wall_time,sim_time,reward_mean,reward_total,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,no_task_rate,unified_illegal_trigger_rate,hard_trigger_rate,actor_loss,critic_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,value_clip_fraction,skipped_update_count,early_stop,lr,bias_rsu,bias_local,on_task_rate,has_task_available_rate
18,200,27.2677264213562,20.0,-8.132711410522461,-1627.5421025844928,-4.3837877988815395,8.132711410522461,0.0,0.0,0.2826603325415677,0.0,0.0,0,25.41168785095215,20.000000000000018,0.0812599372338934,0.358360421237154,0.0,0.0,20,1.0,0.1828571428571428,0.3885714285714285,0.4285714285714285,0.1828571428571428,0.3885714285714285,0.4285714285714285,0.5030671928301453,0.49,3.0,0.5048675084723246,0.8667542368173596,5.422983026179273e-12,3.3567666037015325e-06,6.55795838611084e-06,3.3567666037015325e-06,0.217391304347826,0.5,0.5,118,32,12.908902736503972,0.0,1.0,0.0,0.95625,0.0,0.0,0.1880321785807609,3.1055413484573364,2.0709142208099367,-0.0052658332511782,0.170538355410099,1.8576230883598328,0.04375,0.0,0,True,0.0003,1.4,1.7,0.043749999999999956,0.043749999999999956
19,200,29.27469038963318,20.0,-7.163161754608154,-1433.6323722949182,-3.2650358080863966,7.163161754608154,0.0,0.0,0.2464114832535885,0.0,0.0,0,24.938457489013672,20.000000000000018,0.065648039792348,0.2888211584687695,0.0,0.0,20,1.0,0.1333333333333333,0.3454545454545454,0.5212121212121212,0.1333333333333333,0.3454545454545454,0.5212121212121212,0.5007269337007311,0.445,3.0,0.5003989571292023,0.8592527270317077,1.1096113611275271e-11,3.4390304470832684e-08,2.489734470145777e-06,3.4390304470832684e-08,0.2342342342342342,0.4692307710647583,0.5,117,22,10.43951120787008,0.0,1.0,0.0,0.95875,0.0,0.0,0.0210333466529846,3.56978440284729,2.3820769786834717,0.1216954141855239,0.0,1.2731014490127563,0.04125,0.0,0,True,0.0003,1.4,1.7,0.04125000000000001,0.04125000000000001
20,200,30.224435567855835,20.0,-8.77917766571045,-1756.835468129448,-2.200577926635746,8.77917766571045,0.0,0.0,0.1720930232558139,0.0,0.0,0,25.37690544128418,20.000000000000018,0.0478953178292368,0.1797213379745955,0.0,0.0,20,1.0,0.0753424657534246,0.3835616438356164,0.541095890410959,0.0753424657534246,0.3835616438356164,0.541095890410959,0.5062436311254278,0.475,3.049999999999983,0.5048944341744545,0.8714623093605041,4.0023392586241435e-12,8.393524985876866e-05,1.0257157555315644e-05,8.393524985876866e-05,0.3465346534653465,0.3333333432674408,0.5,100,11,7.581390989878572,0.0,1.0,0.0,0.9635,0.0,0.0,0.1752575784921646,2.0241496562957764,2.3485310077667236,0.1015605628490448,0.1111111119389534,1.4630407094955444,0.0365,0.0,0,True,0.0003,1.4,1.7,0.03649999999999998,0.03649999999999998
21,200,29.42631959915161,20.0,-5.22434139251709,-1045.8683354653006,-0.3070084445178527,5.22434139251709,0.0,0.0,0.2188235294117647,0.0,0.0,0,24.75380516052246,20.000000000000018,0.0718557168266005,0.241447829610837,0.0,0.0,20,1.0,0.1666666666666666,0.3095238095238095,0.5238095238095238,0.1666666666666666,0.3095238095238095,0.5238095238095238,0.4948629486072459,0.435,3.0,0.495186151881998,0.8637158989906311,3.942755410352161e-12,2.3567706008975544e-08,6.011292498442344e-06,2.3567706008975544e-08,0.3069306930693069,0.3333333432674408,0.5,109,28,10.499049259687192,0.0,1.0,0.0,0.958,0.0,0.0,0.0627966572841008,1.749545971552531,2.11714243888855,0.0089124400789539,0.1931216965119044,1.6600454648335774,0.042,0.0,0,True,0.0003,1.4,1.7,0.04200000000000004,0.04200000000000004
22,200,28.89027309417725,20.0,-10.749289512634276,-2150.857928199717,-4.069391584396363,10.749289512634276,0.05,0.05,0.296983758700696,8.799999999999985,8.799999999999985,1,24.752697467803955,20.000000000000018,0.1055523492449076,0.7442168199323059,0.0,0.0,19,0.95,0.1835748792270531,0.4009661835748792,0.4154589371980676,0.1835748792270531,0.4009661835748792,0.4154589371980676,0.4973071032692678,0.745,5.0,0.4961921072445392,0.8524697124958038,3.1458223179181566e-11,0.0001995266509766,1.6365851479349658e-05,0.0001995266509766,0.3381294964028777,0.3333333432674408,0.5,122,38,13.83840479453016,0.0,1.0,0.0,0.94825,0.0,0.0,-0.0932955843163654,1.6963710188865662,1.968652606010437,0.0296955686062574,0.2058823555707931,1.27924782037735,0.05175,0.0,0,True,0.0003,1.4,1.7,0.05174999999999996,0.05174999999999996
23,200,26.313161373138428,20.0,-8.300619125366211,-1661.1237540446818,-4.392978203296691,8.300619125366211,0.0,0.0,0.4694835680751174,0.0,0.0,0,24.19882583618164,20.000000000000018,0.1318920915519066,1.2511634902001902,0.0,0.0,20,1.0,0.1666666666666666,0.4074074074074074,0.4259259259259259,0.1666666666666666,0.4074074074074074,0.4259259259259259,0.4999779101497261,0.845,5.0,0.4996162063739796,0.8561933815479278,2.30464193735902e-12,2.2808282267305805e-07,6.552353625011165e-06,2.2808282267305805e-07,0.1855670103092783,0.5,0.5,189,45,20.493451415208117,0.0,1.0,0.0,0.9325,0.0,0.0,0.1277455501258373,2.249512314796448,2.157196283340454,0.0035623833537101,0.1206140331923961,2.170492649078369,0.0675,0.0,0,True,0.0003,1.4,1.7,0.0675,0.0675
24,200,26.56111097335815,20.0,-4.2986860275268555,-860.7371762250998,-0.3414065092802048,4.2986860275268555,0.05,0.05,0.3559718969555035,7.599999999999989,7.599999999999989,1,23.900911235809325,20.000000000000018,0.1241220192216796,0.8835401405362973,0.0,0.0,19,0.95,0.1629955947136563,0.3876651982378855,0.4493392070484581,0.1629955947136563,0.3876651982378855,0.4493392070484581,0.4927736991951242,0.65,4.0,0.4936101490097959,0.8583186745643615,0.0,1.2121120662733627e-09,5.179463187232614e-07,1.2121120662733627e-09,0.2883435582822086,0.3333333432674408,0.5,143,37,16.158289987001382,0.0,1.0,0.0,0.94325,0.0,0.0,0.0579670046766599,1.5231404701868694,2.0734380880991616,0.0107556212072571,0.1072261085112889,1.861223081747691,0.05675,0.0,0,True,0.0003,1.4,1.7,0.05674999999999997,0.05674999999999997
25,200,27.47792625427246,20.0,-6.4350738525390625,-1288.0147261235045,-2.605320799350739,6.4350738525390625,0.05,0.05,0.3026004728132387,8.999999999999984,8.999999999999984,1,25.35783634185791,20.000000000000018,0.0727164251432841,0.5035186571334885,0.0,0.0,19,0.95,0.1909547738693467,0.3919597989949748,0.4170854271356783,0.1909547738693467,0.3919597989949748,0.4170854271356783,0.5007821147240465,0.615,4.0,0.5012934458365442,0.8558546304702759,1.290806329011518e-12,5.811506707686931e-05,1.072297163773328e-05,5.811506707686931e-05,0.2781954887218045,0.4285714328289032,0.5,124,38,14.613930007649056,0.0,1.0,0.0,0.95025,0.0,0.0,0.061265081167221,1.501443862915039,2.169489860534668,0.030152715742588,0.1088235303759574,0.9076495468616486,0.04975,0.0,0,True,0.0003,1.4,1.7,0.04974999999999996,0.04974999999999996
26,200,30.128615379333496,20.0,-8.217386245727539,-1644.4771905998912,-6.144233226776123,8.217386245727539,0.0,0.0,0.1362530413625304,0.0,0.0,0,25.199195861816406,20.000000000000018,0.0432150132883083,0.1189253151751457,0.0,0.0,20,1.0,0.1941747572815534,0.2524271844660194,0.5533980582524272,0.1941747572815534,0.2524271844660194,0.5533980582524272,0.4930301610359456,0.185,2.0,0.4909208848085371,0.85296550989151,8.29849687231099e-12,7.812925701955429e-07,5.412948212324409e-06,7.812925701955429e-07,0.3272727272727272,0.4000000059604645,0.5,65,20,6.3456120834580405,0.0,1.0,0.0,0.97425,0.0,0.0,0.5714364647865295,4.316840648651123,2.3771777153015137,0.0317471027374267,0.3333333432674408,2.4765689373016357,0.02575,0.0,0,True,0.0003,1.4,1.7,0.02575000000000005,0.02575000000000005
27,200,29.471612691879272,20.0,-8.419307708740234,-1684.861454631614,-2.8513614654541017,8.419307708740234,0.1,0.1,0.2705882352941176,5.449999999999997,6.034999999999995,2,24.49493274688721,20.000000000000018,0.0779751807783231,0.2032466122896224,0.0,0.0,18,0.9,0.1916167664670658,0.3652694610778443,0.4431137724550898,0.1916167664670658,0.3652694610778443,0.4431137724550898,0.4954545513278572,0.505,4.0,0.4945682290909939,0.8571813464164734,1.4014068985129802e-11,1.3932342994849005e-07,5.634025455947267e-06,1.3932342994849005e-07,0.1886792452830188,0.5,0.5,115,32,11.930068106935776,0.0,1.0,0.0,0.95825,0.0,0.0,0.1822254806756973,2.5706093311309814,2.1298691034317017,0.0325713399797678,0.0454545468091964,1.4281989336013794,0.04175,0.0,0,True,0.0003,1.4,1.7,0.041749999999999954,0.041749999999999954
28,200,27.32825541496277,20.0,-6.003670692443848,-1201.7340603052482,-0.9400629073381428,6.003670692443848,0.0,0.0,0.3211009174311927,0.0,0.0,0,24.449649810791016,20.000000000000018,0.1093585637614572,0.9966164159232668,0.0,0.0,20,1.0,0.25,0.3148148148148148,0.4351851851851852,0.25,0.3148148148148148,0.4351851851851852,0.4892832362966146,0.48,3.0,0.4890133796035961,0.8611643612384796,4.263166642620719e-12,7.416953650363104e-07,7.695614840486087e-06,7.416953650363104e-07,0.2692307692307692,0.5,0.5,127,54,15.729522929933404,0.0,1.0,0.0,0.946,0.0,0.0,-0.0026730354875326,1.8680846095085144,2.086033821105957,0.0337183265946805,0.0,1.6387372612953186,0.054,0.0,0,True,0.0003,1.4,1.7,0.05400000000000005,0.05400000000000005
29,200,29.248305320739743,20.0,-9.496654510498049,-1900.3307889936125,-3.306529045104982,9.496654510498049,0.0,0.0,0.233890214797136,0.0,0.0,0,25.448806762695312,20.000000000000018,0.0500179654358853,0.2127304001644711,0.0,0.0,20,1.0,0.1888111888111888,0.2797202797202797,0.5314685314685315,0.1888111888111888,0.2797202797202797,0.5314685314685315,0.4926802192279138,0.32,2.0,0.4940698869613388,0.8551072001457214,1.5549384696500468e-11,2.712043183805654e-07,3.890646894433303e-06,2.712043183805654e-07,0.1477272727272727,0.5,0.5,103,27,10.237574485017316,0.0,1.0,0.0,0.96425,0.0,0.0,-0.2881581783294678,2.0986132621765137,2.2966175079345703,0.0367469764314591,0.0,1.9183524250984192,0.03575,0.0,0,True,0.0003,1.4,1.7,0.03574999999999995,0.03574999999999995
30,200,27.763806581497192,20.0,-6.340633392333984,-1269.1266828784314,-1.6226388216018826,6.340633392333984,0.0,0.0,0.3294117647058823,0.0,0.0,0,24.745864868164062,20.000000000000018,0.0747174112114278,0.3205554994757136,0.0,0.0,20,1.0,0.182648401826484,0.3561643835616438,0.4611872146118721,0.182648401826484,0.3561643835616438,0.4611872146118721,0.4873581631936831,0.65,4.0,0.4880723133263179,0.8454129666090011,2.8900417215621532e-12,1.3104615881331831e-08,1.467744027650042e-06,1.3104615881331831e-08,0.2533333333333333,0.5,0.5,141,40,14.295799683159704,0.0,1.0,0.0,0.94525,0.0,0.0,-0.0482778623700141,2.058029890060425,2.2121005058288574,0.0448019504547119,0.0,1.3226372003555298,0.05475,0.0,0,True,0.0003,1.4,1.7,0.054749999999999965,0.054749999999999965
31,200,27.410555362701416,20.0,-3.372887372970581,-675.5774765607586,0.0068583945510908,3.374974250793457,0.0,0.0,0.369047619047619,0.0,0.0,0,24.940176010131836,20.000000000000018,0.1035551308280535,0.6527103676008772,0.0,0.0,20,1.0,0.1872146118721461,0.3744292237442922,0.4383561643835616,0.1872146118721461,0.3744292237442922,0.4383561643835616,0.4868509025837993,0.595,3.0,0.4858738572300756,0.850825896859169,0.0,9.46449452143835e-10,1.192162471852498e-06,9.46449452143835e-10,0.2272727272727272,0.3333333432674408,0.5,143,41,16.250763228624372,0.0,1.0,0.0,0.94525,0.0,0.0,-0.0516318678855896,1.515263915061951,2.1717662811279297,0.0384431928396225,0.125,2.041926622390747,0.05475,0.0,0,True,0.0003,1.4,1.7,0.054749999999999965,0.054749999999999965
