episode,steps,wall_time,sim_time,reward_mean,reward_total,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,no_task_rate,unified_illegal_trigger_rate,hard_trigger_rate,actor_loss,critic_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,value_clip_fraction,skipped_update_count,early_stop,lr,bias_rsu,bias_local,on_task_rate,has_task_available_rate
184,200,21.72406578063965,20.0,-0.9112684726715088,-183.25369971106377,-0.0290325466543436,0.9112684726715088,0.5,0.5,0.8054187192118226,7.11999999999999,9.66499999999998,10,22.10900259017945,20.000000000000018,0.0988299462626395,0.993800122856468,0.0,0.0,10,0.5,0.0645933014354067,0.7057416267942583,0.2296650717703349,0.0645933014354067,0.7057416267942583,0.2296650717703349,0.4877898328562151,3.67,18.0,0.489521783285501,0.8612998127937317,0.0,3.136886739946161e-11,3.137647652806663e-08,3.136886739946161e-11,0.2099737532808399,0.5,0.5,311,27,32.00714554047216,0.0,1.0,0.0,0.8955,0.0,0.0,-0.1005890034139156,0.9975352585315704,1.6765190362930298,0.015501723071793,0.118191722780466,1.0216104984283447,0.1045,0.0555555559694767,0,True,0.0003,1.4,1.7,0.10450000000000004,0.10450000000000004
185,176,21.38926672935486,17.6,-2.996769666671753,-527.4314460369475,-0.0141248048748821,2.996870994567871,0.25,0.25,0.6899766899766899,8.519999999999985,12.019999999999971,5,20.808603000640865,17.59999999999998,0.106598750491972,0.8548271420652271,0.0,0.0,15,0.75,0.055,0.7,0.245,0.055,0.7,0.245,0.4948231985828236,3.965909090909091,16.0,0.4940221889031836,0.8592226356267929,0.0,2.418664368786209e-09,1.887224357233208e-06,2.418664368786209e-09,0.2417582417582417,0.5,0.5,290,22,34.88263062625983,0.0056818181818181,0.0,0.0,0.8863636363636364,0.0,0.0,0.0932609662413597,1.469580888748169,1.678458571434021,0.0326188467442989,0.0512820519506931,1.8790160417556765,0.1136363636363636,0.0,0,True,0.0003,1.4,1.7,0.11363636363636365,0.11363636363636365
186,200,23.529184579849243,20.0,-0.6509201526641846,-131.18403757539994,-0.0220460904762148,0.651409387588501,0.35,0.35,0.8146453089244852,8.328571428571415,11.189999999999976,7,21.72552108764649,20.000000000000018,0.1324508211065268,0.9986052611609124,0.0,0.0,13,0.65,0.0687022900763358,0.6889312977099237,0.2423664122137404,0.0687022900763358,0.6889312977099237,0.2423664122137404,0.4946013118634,4.855,20.0,0.4941484767484801,0.8591291487216949,0.0,9.05485981333995e-12,1.25504186598846e-07,9.05485981333995e-12,0.32,0.4000000059604645,0.5,336,36,35.79544524666222,0.0,1.0,0.0,0.869,0.0,0.0,0.199920505285263,1.3148815631866455,1.5994579792022705,0.0228796973824501,0.09375,1.7986146211624146,0.131,0.0625,0,True,0.0003,1.4,1.7,0.131,0.131
187,200,20.805307865142822,20.0,-2.2223360538482666,-445.4672184226836,-0.0200240245088934,2.2223360538482666,0.55,0.55,0.8511627906976744,6.790909090909082,8.649999999999984,11,21.49896831512452,20.000000000000018,0.1673840790958347,1.369608168490682,0.0,0.0,9,0.45,0.0653061224489796,0.673469387755102,0.2612244897959184,0.0653061224489796,0.673469387755102,0.2612244897959184,0.4927128194472752,4.365,20.0,0.4911710940372538,0.8632375597953796,0.0,2.9323514172396683e-09,1.304206080021686e-06,2.9323514172396683e-09,0.25,0.5,0.5,346,32,37.587474790661254,0.0,1.0,0.0,0.8775,0.0,0.0,-0.1801902204751968,0.7100149989128113,1.5602829456329346,0.0452334620058536,0.1935483813285827,1.1186081171035769,0.1225,0.2580645084381103,0,True,0.0003,1.4,1.7,0.12250000000000005,0.12250000000000005
188,200,19.39640092849731,20.0,-0.6068678498268127,-122.37357304899204,-0.0072754794964566,0.6101622581481934,0.7,0.7,0.8813559322033898,8.34285714285713,10.37999999999998,14,20.88171787261964,20.000000000000018,0.1330650005189871,0.681246443625681,0.0,0.0,6,0.3,0.0923379174852652,0.6817288801571709,0.2259332023575638,0.0923379174852652,0.6817288801571709,0.2259332023575638,0.4844908960435132,4.42,16.0,0.4854257834791505,0.8637342274188995,0.0,5.557277337961289e-12,8.844767762639094e-07,5.557277337961289e-12,0.3026315789473684,0.5,0.5,324,47,36.52315004284886,0.0,1.0,0.0,0.87275,0.0,0.0,-0.1397926025092601,0.9238115052382152,1.50944721698761,-0.0048938129330053,0.0872306109716494,2.5159273743629456,0.12725,0.5791003412256638,0,True,0.0003,1.4,1.7,0.12724999999999997,0.12724999999999997
189,200,22.69966197013855,20.0,-1.3045051097869873,-261.9010304394047,-0.012228554720059,1.3045051097869873,0.3,0.3,0.7170263788968825,6.916666666666657,8.099999999999987,6,23.297840023040777,20.000000000000018,0.0946911364908726,0.6825078719252962,0.0,0.0,14,0.7,0.0746268656716417,0.7039800995024875,0.2213930348258706,0.0746268656716417,0.7039800995024875,0.2213930348258706,0.4904760254198918,4.315,23.0,0.4921284499305077,0.8597666442394256,0.0,4.4943130987628893e-11,7.65810881375728e-08,4.4943130987628893e-11,0.2423398328690807,0.5,0.5,285,30,32.031463874861046,0.0,1.0,0.0,0.8995,0.0,0.0,-0.0278494665399193,1.1585519909858704,1.600559413433075,-0.0056344047188758,0.1143317203968763,1.206586241722107,0.1005,0.1111111119389534,0,True,0.0003,1.4,1.7,0.10050000000000003,0.10050000000000003
190,200,20.386658668518063,20.0,-0.7275357842445374,-146.5071468426467,-0.0010304266354069,0.7327643632888794,0.6,0.6,0.6610978520286396,5.816666666666662,7.634999999999988,12,22.308143329620368,20.000000000000018,0.0828363095836392,0.5072126445726857,0.0,0.0,8,0.4,0.0795107033639143,0.6941896024464832,0.2262996941896024,0.0795107033639143,0.6941896024464832,0.2262996941896024,0.4929802214400843,2.775,15.0,0.4944087323362877,0.8700471729040146,0.0,3.6525282147772906e-12,1.660667123815074e-07,3.6525282147772906e-12,0.136986301369863,0.5,0.5,261,26,28.228870787199984,0.0,1.0,0.0,0.91825,0.0,0.0,0.0931856259703636,1.270641207695007,1.523377776145935,0.030907055363059,0.1666666716337204,2.470015048980713,0.08175,0.0555555559694767,0,True,0.0003,1.4,1.7,0.08174999999999999,0.08174999999999999
191,200,19.1428644657135,20.0,-0.8743200898170471,-175.86402171492483,-0.0309480782598257,0.8761383295059204,0.65,0.65,0.9393203883495146,6.084615384615377,7.939999999999987,13,21.175832366943364,20.000000000000018,0.1084829497101562,0.3295659270717917,0.0,0.0,7,0.35,0.070754716981132,0.7264150943396226,0.2028301886792453,0.070754716981132,0.7264150943396226,0.2028301886792453,0.4957874908039812,5.625,25.0,0.4965372452268484,0.8646295666694641,0.0,2.4996892663414742e-11,1.0931900717991994e-08,2.4996892663414742e-11,0.0749354005167958,0.5,0.5,365,30,38.42511187199999,0.0,1.0,0.0,0.894,0.0,0.0,-0.0459845264752705,1.6207554340362549,1.600901206334432,0.0204901419832215,0.0933333337306976,4.82493782043457,0.106,0.3294949506719907,0,True,0.0003,1.4,1.7,0.10599999999999998,0.10599999999999998
192,200,23.141467571258545,20.0,-1.0910513401031494,-219.21025153579777,-0.1777326226234436,1.0910513401031494,0.3,0.3,0.774712643678161,7.183333333333324,9.474999999999982,6,22.173869037628176,20.000000000000018,0.1338925286884281,0.9871083391543092,0.0,0.0,14,0.7,0.0892857142857142,0.6607142857142857,0.25,0.0892857142857142,0.6607142857142857,0.25,0.4803471610445995,3.52,15.0,0.4805159293030056,0.8538110554218292,0.0,4.4530108767037956e-11,1.1810877964535393e-07,4.4530108767037956e-11,0.2385786802030456,0.5,0.5,314,40,34.480463958657474,0.0,1.0,0.0,0.888,0.0,0.0,-0.1731031984090805,1.9072468876838684,1.5525028705596924,0.0057356897741556,0.1875,2.030275881290436,0.112,0.6000000238418579,0,True,0.0003,1.4,1.7,0.11199999999999999,0.11199999999999999
193,200,20.32484459877014,20.0,-3.945134162902832,-790.0267468734415,-0.183636199682951,3.945134162902832,0.35,0.35,0.8752997601918465,5.771428571428566,6.929999999999991,7,21.669827747344975,20.000000000000018,0.1272963079694721,1.0533397236808355,0.0,0.0,13,0.65,0.1074766355140186,0.6985981308411215,0.1939252336448598,0.1074766355140186,0.6985981308411215,0.1939252336448598,0.4906476014588261,5.52,28.049999999999983,0.4911825420055487,0.8590461760759354,0.0,5.891999999008086e-10,2.2030169475328876e-06,5.891999999008086e-10,0.1340482573726541,0.5,0.5,332,46,35.83043286156139,0.0,1.0,0.0,0.893,0.0,0.0,0.0854646861553192,1.1535658836364746,1.4550491571426392,0.0565540418028831,0.1199999973177909,2.799206495285034,0.107,0.2800000011920929,0,True,0.0003,1.4,1.7,0.10699999999999998,0.10699999999999998
194,200,23.59448552131653,20.0,-3.6884264945983887,-738.6852999416162,-1.081477764248851,3.6884264945983887,0.3,0.3,0.60381861575179,7.399999999999991,10.19999999999998,6,23.13818874359131,20.000000000000018,0.0677768626017995,0.5931351620526737,0.0,0.0,14,0.7,0.0636604774535809,0.713527851458886,0.2228116710875331,0.0636604774535809,0.713527851458886,0.2228116710875331,0.48621421265963,2.83,12.049999999999985,0.4855356210061856,0.8552247285842896,0.0,4.556133847977077e-09,6.220005843715626e-07,4.556133847977077e-09,0.3143712574850299,0.4399999976158142,0.5,248,24,24.985549435705646,0.0,1.0,0.0,0.90575,0.0,0.0,-0.1153573095798492,1.0417404770851135,1.4547768235206604,0.050579385831952,0.1071428582072258,1.517668068408966,0.09425,0.0,0,True,0.0003,1.4,1.7,0.09424999999999994,0.09424999999999994
195,200,18.90478825569153,20.0,-0.209276333451271,-42.85527033541942,0.0016561297699807,0.2152849584817886,0.75,0.75,0.8426150121065376,7.27999999999999,10.00999999999998,15,21.215425491333015,20.000000000000018,0.0818176196331832,0.3979616930762972,0.0,0.0,5,0.25,0.1068702290076335,0.6946564885496184,0.1984732824427481,0.1068702290076335,0.6946564885496184,0.1984732824427481,0.489728065021045,2.955,15.0,0.4898372888632487,0.8626642227172852,0.0,3.775666281360944e-12,1.6050846340931457e-07,3.775666281360944e-12,0.1101449275362318,0.5,0.5,313,42,34.688044478438684,0.0,1.0,0.0,0.90175,0.0,0.0,0.0964857339859008,1.0351958274841309,1.4943122863769531,0.0424652174115181,0.1428571492433548,3.995858430862427,0.09825,0.25,0,True,0.0003,1.4,1.7,0.09824999999999995,0.09824999999999995
196,200,18.874783515930176,20.0,-0.2094507068395614,-42.890136787405666,-7.666559540666639e-05,0.2145605087280273,0.7,0.7,0.8925233644859814,7.257142857142847,8.569999999999986,14,21.061076354980475,20.000000000000018,0.1169647824509423,0.9293458760613325,0.0,0.0,6,0.3,0.0812641083521444,0.6975169300225733,0.2212189616252821,0.0812641083521444,0.6975169300225733,0.2212189616252821,0.4859926918748533,4.265,18.0,0.4839774260740965,0.8533166289329526,0.0,1.966434979260022e-12,1.4995498531789053e-07,1.966434979260022e-12,0.1346633416458852,0.5,0.5,353,36,37.56204910032293,0.0049999999999999,1.0,0.0,0.88925,0.0,0.0,0.0439180620014667,0.9925307035446168,1.3753203550974529,0.0262831893439094,0.0961021482944488,4.888714551925659,0.11075,0.4035618205865224,0,True,0.0003,1.4,1.7,0.11075000000000002,0.11075000000000002
197,139,13.655102491378784,13.9,-0.2165182083845138,-30.09603028736894,0.0359352398663756,0.2310683727264404,0.95,0.95,0.9885057471264368,7.647368421052621,11.01999999999997,19,14.07424057006833,13.899999999999968,0.2157943726801822,2.216716890479328,0.0,0.0,1,0.05,0.0818363273453093,0.718562874251497,0.1996007984031936,0.0818363273453093,0.718562874251497,0.1996007984031936,0.4812141744034673,8.323741007194245,23.0,0.4799597577907012,0.8526361584663391,0.0,0.0,8.020421132792777e-11,0.0,0.1525054466230936,0.5,0.5,390,41,63.65224143973595,0.0287769784172662,0.0,0.0,0.8197841726618705,0.0,0.0,0.0217261435464024,2.9626603921254477,1.4708900849024455,0.0189260135715206,0.0804424087206522,13.354546705881754,0.1802158273381295,0.7331350048383077,0,True,0.0003,1.4,1.7,0.18021582733812946,0.18021582733812946
198,119,11.689207315444946,11.9,-0.214885264635086,-25.5713448118335,0.095617838948965,0.2371236085891723,0.9,0.9,0.9859154929577464,7.411111111111101,10.029999999999978,18,12.185644731521585,11.899999999999974,0.2055126109154653,1.3493202347606768,0.0,0.0,2,0.1,0.0769230769230769,0.7297830374753451,0.1932938856015779,0.0769230769230769,0.7297830374753451,0.1932938856015779,0.484607571463038,8.579831932773109,22.0,0.4865746705623009,0.8451794385910034,0.0,0.0,1.4331673348078056e-10,0.0,0.1824034334763948,0.5,0.5,383,39,73.4039218914107,0.0168067226890756,0.0,0.0,0.7869747899159664,0.0,0.0,0.1466616243124008,1.92302143573761,1.4093835353851318,0.0207988806068897,0.1071428582072258,11.55075454711914,0.2130252100840336,0.5892857313156128,0,True,0.0003,1.4,1.7,0.21302521008403363,0.21302521008403363
199,200,18.268418073654175,20.0,-1.5084120035171509,-302.6823884505034,-9.076982678379864e-05,1.5090447664260864,0.75,0.75,0.8951219512195122,6.946666666666657,9.88999999999998,15,21.028291320800793,20.000000000000018,0.101672767274214,0.2647978462429252,0.0,0.0,5,0.25,0.0762124711316397,0.7551963048498845,0.1685912240184757,0.0762124711316397,0.7551963048498845,0.1685912240184757,0.4855222131952177,4.79,24.0,0.4864637661685977,0.8461883783340454,0.0,1.0084834842216668e-10,3.69893086826778e-07,1.0084834842216668e-10,0.1493670886075949,0.5,0.5,341,33,36.35089409608121,0.0,1.0,0.0,0.89175,0.0,0.0,0.1381489597260952,1.4035125970840454,1.3623211979866028,0.0153940455347765,0.0419580433517694,1.3494083285331726,0.10825,0.0,0,True,0.0003,1.4,1.7,0.10824999999999996,0.10824999999999996
200,114,11.804768800735474,11.4,-0.3277075588703155,-37.358661722896464,0.0419687611982226,0.339681327342987,1.0,1.0,1.0,8.019999999999987,10.924999999999978,20,11.399999999999975,11.399999999999975,0.2982597826957008,2.098366891961706,0.0,0.0,0,0.0,0.0705679862306368,0.7504302925989673,0.1790017211703958,0.0705679862306368,0.7504302925989673,0.1790017211703958,0.4818534024219078,10.947368421052632,25.34999999999999,0.4821809387566098,0.8467192709445953,0.0,0.0,7.834387999450243e-11,0.0,0.2907407407407407,0.5,0.3333333432674408,383,41,78.59307974765132,0.0175438596491228,0.0,0.0,0.7451754385964913,0.0,0.0,0.0080099010374397,2.990018129348755,1.4225664138793943,0.0190351442433893,0.1257062181830406,18.60941171646118,0.2548245614035088,0.6560734510421753,0,True,0.0003,1.2,1.5,0.25482456140350873,0.25482456140350873
201,200,23.592096090316772,20.0,-1.5765326023101809,-316.30652741270205,-0.0023468080093152,1.5765326023101809,0.3,0.3,0.665871121718377,6.466666666666661,10.49999999999998,6,22.782956123352054,20.000000000000018,0.0824017561366245,0.5320631004973867,0.0,0.0,14,0.7,0.067251461988304,0.6637426900584795,0.2690058479532163,0.067251461988304,0.6637426900584795,0.2690058479532163,0.4844025704885134,2.665,14.0,0.4843461912674978,0.860426515340805,0.0,7.414018184104244e-11,3.353276269990602e-07,7.414018184104244e-11,0.1498371335504886,0.5,0.5,273,23,29.02381578319123,0.0,1.0,0.0,0.9145,0.0,0.0,-0.2462854981422424,0.8573814630508423,1.5964441299438477,0.0272707156836986,0.1379310339689254,0.4015259146690368,0.0855,0.3103448152542114,0,True,0.0003,1.2,1.5,0.08550000000000002,0.08550000000000002
202,200,25.41183590888977,20.0,-1.0849981307983398,-217.9996411079868,-0.0951372563838959,1.0849981307983398,0.15,0.15,0.6882494004796164,7.133333333333323,8.839999999999984,3,22.730173873901368,20.000000000000018,0.1292031380577598,1.0385630628576583,0.0,0.0,17,0.85,0.0684647302904564,0.7261410788381742,0.2053941908713693,0.0684647302904564,0.7261410788381742,0.2053941908713693,0.4909699376178905,5.655,20.049999999999983,0.4912067174690135,0.8533974885940552,0.0,3.4839000781494604e-11,5.9388582940300694e-08,3.4839000781494604e-11,0.3990719257540603,0.4338235259056091,0.5,277,33,31.068526688364383,0.0,1.0,0.0,0.8795,0.0,0.0,0.2446288615465164,1.1223965883255005,1.628045678138733,0.0667376816272735,0.0967741906642913,1.230750560760498,0.1205,0.0,0,True,0.0003,1.2,1.5,0.12050000000000005,0.12050000000000005
203,200,19.408382892608643,20.0,-0.1585888117551803,-32.71776033661024,-0.0005865973856998,0.1595132499933242,0.7,0.7,0.910377358490566,8.235714285714273,13.03499999999997,14,20.635333538055427,20.000000000000018,0.1528394919070008,1.145804029393589,0.0,0.0,6,0.3,0.0647985989492119,0.723292469352014,0.2119089316987741,0.0647985989492119,0.723292469352014,0.2119089316987741,0.4890665495365392,5.815,18.049999999999983,0.4895406888675012,0.8555352687835693,0.0,7.995856614892394e-14,9.982018411847093e-08,7.995856614892394e-14,0.3383742911153119,0.3571428656578064,0.5,355,37,39.17230735167989,0.0,1.0,0.0,0.85725,0.0,0.0,0.0447091050446033,1.4428166151046753,1.4010534286499023,0.0242379233241081,0.0526315793395042,11.131264686584473,0.14275,0.5789473652839661,0,True,0.0003,1.2,1.5,0.14275000000000004,0.14275000000000004
204,200,23.963704586029053,20.0,-2.2548093795776367,-451.9618860302797,-0.2009972378611565,2.2548093795776367,0.45,0.45,0.8278301886792453,8.42222222222221,10.999999999999975,9,21.518974304199222,20.000000000000018,0.183966939244606,1.4619027356040737,0.0,0.0,11,0.55,0.0646950092421441,0.7153419593345656,0.2199630314232902,0.0646950092421441,0.7153419593345656,0.2199630314232902,0.4896255334665766,7.69,27.0,0.4903644414368499,0.8642431855201721,0.0,1.7387031051030424e-10,4.2840792957576923e-07,1.7387031051030424e-10,0.3595959595959596,0.4861111044883728,0.5,328,35,36.731633957095774,0.0,1.0,0.0,0.86475,0.0,0.0,0.0036957915872335,1.205256104469299,1.6919413805007937,0.0225544273853302,0.095238097012043,1.5703781843185425,0.13525,0.0,0,True,0.0003,1.2,1.5,0.13524999999999998,0.13524999999999998
205,200,23.046457052230835,20.0,-1.7849880456924438,-357.9976163428149,-0.2141983233392243,1.7849880456924438,0.35,0.35,0.6908665105386417,8.614285714285701,10.10999999999998,7,22.3554012298584,20.000000000000018,0.1062999566586659,0.7415670822715356,0.0,0.0,13,0.65,0.0844748858447488,0.6963470319634704,0.2191780821917808,0.0844748858447488,0.6963470319634704,0.2191780821917808,0.4916360375012736,3.94,18.0,0.4920441908306444,0.8620568513870239,0.0,8.190130830476594e-11,3.3933920917661453e-07,8.190130830476594e-11,0.3256410256410256,0.4615384638309479,0.5,274,37,30.912675355052077,0.0,1.0,0.0,0.8905,0.0,0.0,0.0299488846212625,1.0231552124023438,1.424756646156311,0.0453619919717311,0.0833333358168602,1.5793864727020264,0.1095,0.0416666679084301,0,True,0.0003,1.2,1.5,0.10950000000000004,0.10950000000000004
206,200,24.93386459350586,20.0,-0.522657573223114,-105.5315051356928,-0.1516126483678817,0.5231345891952515,0.3,0.3,0.5639810426540285,5.983333333333327,7.674999999999988,6,23.467229843139652,20.000000000000018,0.0849683364531143,0.6106145050252546,0.0,0.0,14,0.7,0.0784313725490196,0.7058823529411765,0.2156862745098039,0.0784313725490196,0.7058823529411765,0.2156862745098039,0.4883795104722958,2.745,14.049999999999985,0.4869204358203328,0.8639751136302948,0.0,1.4631413008253654e-11,1.5066370906424709e-07,1.4631413008253654e-11,0.31629392971246,0.4108932495117188,0.5,230,28,23.78154876549402,0.0,1.0,0.0,0.91075,0.0,0.0,0.1732698306441307,1.2431465983390808,1.4912819266319275,0.0182257206179201,0.0434782616794109,3.321777939796448,0.08925,0.2508361265063286,0,True,0.0003,1.2,1.5,0.08925000000000005,0.08925000000000005
207,200,20.28273057937622,20.0,-0.6465728282928467,-130.3145506843737,0.0003551239118678,0.6478244662284851,0.6,0.6,0.8568019093078759,6.791666666666658,9.65499999999998,12,21.32056150436402,20.000000000000018,0.123336308811833,0.6011078325132904,0.0,0.0,8,0.4,0.0771028037383177,0.6892523364485982,0.2336448598130841,0.0771028037383177,0.6892523364485982,0.2336448598130841,0.4852877311323537,3.635,17.0,0.4855506785205639,0.8635822713375091,0.0,1.3091730173900263e-11,8.068369083957805e-07,1.3091730173900263e-11,0.1524547803617571,0.5,0.5,336,33,36.216292554484255,0.0,1.0,0.0,0.893,0.0,0.0,-0.0826315060257911,0.9034745693206788,1.5137217044830322,0.0384340807795524,0.03125,0.7370749711990356,0.107,0.15625,0,True,0.0003,1.2,1.5,0.10699999999999998,0.10699999999999998
208,195,20.53562021255493,19.5,-0.6835874319076538,-133.29953944344723,0.000373851149925,0.6870434284210205,0.55,0.55,0.8555045871559633,7.49999999999999,10.639999999999976,12,20.42895822525025,19.500000000000007,0.1548437764421347,1.2262777753261125,0.0,0.0,9,0.45,0.0802603036876355,0.6941431670281996,0.2255965292841648,0.0802603036876355,0.6941431670281996,0.2255965292841648,0.4911522525794899,4.241025641025641,19.0,0.4915398281617234,0.8631954044103622,0.0,1.3841575715461892e-11,2.878932114924737e-08,1.3841575715461892e-11,0.1879518072289156,0.5,0.5,346,37,38.97587244614397,0.0051282051282051,0.0,0.0,0.8817948717948718,0.0,0.0,0.0027649858966469,0.9667199924588205,1.4393203258514404,-0.0028539210325106,0.0798873493913561,1.5074352100491524,0.1182051282051282,0.2161707249470055,0,True,0.0003,1.2,1.5,0.11820512820512818,0.11820512820512818
209,106,11.33928394317627,10.6,-0.2051009386777877,-21.74070014532759,0.0737691326066851,0.2306051850318908,1.0,1.0,1.0,7.189999999999991,9.649999999999984,20,10.599999999999977,10.599999999999978,0.2166664650309377,1.3834912481605566,0.0,0.0,0,0.0,0.0634249471458773,0.7526427061310782,0.1839323467230444,0.0634249471458773,0.7526427061310782,0.1839323467230444,0.4869933550654611,12.254716981132075,29.0,0.4846725060367688,0.8599530786275863,0.0,0.0,4.18676551761088e-12,0.0,0.1602708803611738,0.5,0.5,372,30,79.77046815642,0.0283018867924528,0.0,0.0,0.7768867924528302,0.0,0.0,0.0084193795919418,3.006222367286682,1.473337173461914,0.0083800191059708,0.1272727288305759,19.974724769592285,0.2231132075471698,0.5818181782960892,0,True,0.0003,1.2,1.5,0.2231132075471698,0.2231132075471698
210,200,18.16586685180664,20.0,-0.1080092638731002,-22.601854826254904,0.0214151982218026,0.1192194819450378,0.8,0.8,0.973871733966746,7.36470588235293,11.059999999999976,17,20.34547796249391,20.000000000000018,0.0968992850273338,0.768588770101429,0.0,0.0,4,0.2,0.0805084745762711,0.7436440677966102,0.1758474576271186,0.0805084745762711,0.7436440677966102,0.1758474576271186,0.4806743215154856,6.935,28.0,0.4799766170952211,0.8572268962860106,0.0,0.0,2.862576061607447e-12,0.0,0.1368909512761021,0.5,0.5,375,38,41.24968657093398,0.0,1.0,0.0,0.882,0.0,0.0,-0.0658668205142021,4.034130573272705,1.2913824319839478,0.078565128147602,0.0666666701436042,28.81914710998535,0.118,0.8333333134651184,0,True,0.0003,1.2,1.5,0.118,0.118
211,90,9.872943639755247,9.0,-0.1725622415542602,-15.530603157264316,0.1694647222757339,0.2169017642736435,1.0,1.0,1.0,6.99499999999999,8.999999999999984,20,8.999999999999982,8.999999999999984,0.2279813054146286,1.405068534946588,0.0,0.0,0,0.0,0.0721442885771543,0.781563126252505,0.1462925851703407,0.0721442885771543,0.781563126252505,0.1462925851703407,0.4896598878094099,15.455555555555556,30.0,0.4915365035215305,0.8488845020532607,0.0,0.0,1.7510485249283558e-12,0.0,0.1663066954643628,0.5,0.3333333432674408,386,36,95.9317316153338,0.0222222222222222,0.0,0.0,0.7227777777777777,0.0,0.0,-0.0633466616272926,3.0362913608551025,1.3284218311309814,0.0256398376077413,0.1363636404275894,15.025607109069824,0.2772222222222222,0.560606062412262,0,True,0.0003,1.2,1.5,0.27722222222222226,0.27722222222222226
212,98,10.14148736000061,9.8,-0.1550584882497787,-15.19573184790967,0.1700835689902304,0.1892577409744262,1.0,1.0,1.0,6.624999999999993,9.609999999999982,20,9.79999999999998,9.79999999999998,0.2283336069673936,1.5753723538364588,0.0,0.0,0,0.0,0.0691823899371069,0.7589098532494759,0.1719077568134172,0.0691823899371069,0.7589098532494759,0.1719077568134172,0.4928024277886927,11.183673469387756,25.0,0.4924950041925698,0.859655749797821,0.0,0.0,1.3620946818365676e-12,0.0,0.1328828828828828,0.5,0.5,385,33,85.61084460924921,0.0306122448979592,0.0,0.0,0.7566326530612245,0.0,0.0,0.0134939774870872,2.0760902563730874,1.3010287682215371,0.0138406458524211,0.1302804201841354,7.637194315592448,0.2433673469387755,0.6430951356887817,0,True,0.0003,1.2,1.5,0.2433673469387755,0.2433673469387755
213,200,20.81390619277954,20.0,-0.2876021265983581,-58.52042357448943,0.0003301484030089,0.2939105927944183,0.7,0.7,0.8635294117647059,8.357142857142843,10.704999999999975,14,21.00865201950074,20.000000000000018,0.1003994384620624,0.609597754892178,0.0,0.0,6,0.3,0.0664272890484739,0.7809694793536804,0.1526032315978456,0.0664272890484739,0.7809694793536804,0.1526032315978456,0.4843620451595634,6.385,20.049999999999983,0.4843608236358739,0.8516570925712584,0.0,5.506964404888146e-13,4.2768917296598374e-08,5.506964404888146e-13,0.3540856031128405,0.4711538553237915,0.3333333432674408,338,37,36.83262610287719,0.0,1.0,0.0,0.86075,0.0,0.0,0.0176528468728065,0.8485031127929688,1.2483673095703125,0.0860513225197792,0.1891891956329345,1.0035895109176636,0.13925,0.2702702581882477,0,True,0.0003,1.2,1.5,0.13924999999999998,0.13924999999999998
214,200,17.240417003631592,20.0,-0.0696096047759056,-14.921921489170364,-0.0002182854805146,0.0849371552467346,0.9,0.9,0.9879227053140096,6.849999999999992,8.789999999999983,18,20.21085586547853,20.000000000000018,0.1128171990981472,0.5943335818341324,0.0,0.0,2,0.1,0.090717299578059,0.7742616033755274,0.1350210970464135,0.090717299578059,0.7742616033755274,0.1350210970464135,0.4904547926299274,5.745,23.0,0.4899775108318984,0.8541118085384368,0.0,0.0,8.427567861233817e-14,0.0,0.1468531468531468,0.5,0.5,368,43,40.63939261045579,0.0,1.0,0.0,0.8815,0.0,0.0,0.0068767957389354,2.267496633529663,1.2265444993972778,0.0116210895590484,0.1184836030006408,8.601109409332276,0.1185,0.9246753334999084,0,True,0.0003,1.2,1.5,0.11850000000000005,0.11850000000000005
215,200,19.298562049865723,20.0,-0.1074888259172439,-22.49776351291537,-0.0010043087939266,0.110492818057537,0.6,0.6,0.9465116279069768,8.099999999999987,10.939999999999976,13,20.590692710876475,20.000000000000018,0.1258262434956159,0.9966541129961152,0.0,0.0,8,0.4,0.080965909090909,0.7897727272727273,0.1292613636363636,0.080965909090909,0.7897727272727273,0.1292613636363636,0.4931087088960921,9.035,24.0,0.4949587854179414,0.8699840039014815,0.0,0.0,4.783586721179845e-11,0.0,0.4541213063763608,0.253950822353363,0.3333333432674408,355,57,40.253475943135925,0.0,1.0,0.0,0.824,0.0,0.0,0.0578392520546913,1.2655720710754397,1.1554381847381592,0.0065065482631325,0.1402777805924415,11.5383939743042,0.176,0.625,0,True,0.0003,1.2,1.5,0.17600000000000005,0.17600000000000005
