episode,step,cft_prev_abs,cft_curr_abs,cft_prev_rem,cft_curr_rem,delta_cft_rem,reward_mean,dec_local,dec_rsu,dec_v2v
0,0,0.38473570346832275,0.43022510409355164,0.38473570346832275,0.33022510409355166,0.1416832357469502,1.12367421793066,2,2,8
0,1,0.43041396141052246,0.5001077055931091,0.3304139614105225,0.3001077055931091,0.09172208004782034,0.7975512956929162,2,3,7
0,2,0.5002914667129517,0.5969557166099548,0.30029146671295165,0.2969557166099548,0.011108374605214806,0.10136401492966456,3,1,8
0,3,0.5967145562171936,0.6964780688285828,0.29671455621719356,0.29647806882858274,0.0007970198416477756,0.0036761118164336756,0,1,11
0,4,0.6965708136558533,0.7974008917808533,0.29657081365585325,0.29740089178085327,-0.002798920482995544,0.01543019805759929,1,3,8
0,5,0.7966580986976624,0.8964605331420898,0.29665809869766235,0.29646053314208987,0.0006659705446768724,0.002181152110880261,0,0,12
0,6,0.896489679813385,0.996598482131958,0.29648967981338503,0.29659848213195805,-0.0003669683162041324,0.027152463551157562,0,1,11
0,7,1.0013117790222168,1.0964983701705933,0.30131177902221684,0.29649837017059333,0.015974844618565683,0.0005189131664518576,0,2,10
0,8,1.0967766046524048,1.1964340209960938,0.29677660465240485,0.29643402099609384,0.001154348593994661,0.0012786132092984673,1,1,10
0,9,1.1965900659561157,1.2964727878570557,0.2965900659561158,0.2964727878570558,0.00039542153470976043,-0.0029859679291544716,0,2,10
1,0,0.3654418885707855,0.4488762319087982,0.3654418885707855,0.34887623190879824,0.04533048120666808,0.3713753146997652,1,1,10
1,1,0.45196810364723206,0.4945601522922516,0.3519681036472321,0.2945601522922516,0.16310555064534743,1.310747575224137,2,1,9
1,2,0.49876412749290466,0.5944305062294006,0.29876412749290465,0.2944305062294006,0.014505159303661651,-0.002050879712905074,0,1,11
1,3,0.5948696732521057,0.6945050358772278,0.29486967325210567,0.29450503587722776,0.0012366052122496582,-0.23900266593346262,0,0,12
1,4,0.6952507495880127,0.794501543045044,0.2952507495880127,0.29450154304504395,0.002537526302690701,0.009465852409705058,1,1,10
1,5,0.7945247292518616,0.8946029543876648,0.2945247292518616,0.2946029543876648,-0.00026559785319877493,-0.002240068137970276,1,0,11
1,6,0.8944761753082275,0.9953795075416565,0.29447617530822756,0.29537950754165654,-0.0030675902133116928,0.005196547353468368,1,0,11
1,7,0.9946169853210449,1.094537377357483,0.29461698532104497,0.294537377357483,0.00027020832989394856,0.0006792363156377285,1,2,9
1,8,1.0950385332107544,1.199600338935852,0.29503853321075446,0.29960033893585214,-0.015461728593393766,0.0028899837284652257,2,3,7
1,9,1.1946871280670166,1.2947832345962524,0.2946871280670167,0.29478323459625255,-0.0003261307335215736,0.0007210403239691579,1,1,10
