episode,steps,elapsed_sec,seed,terminated,truncated,termination_reason,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm,policy_entropy,entropy_loss,active_ratio,active_samples,total_samples,adv_mean,adv_std,value_target_mean,value_target_std,value_pred_mean,value_pred_std,value_clip_fraction,skipped_update_count,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,t_L,t_R,t_V,t_a,t_alt,A_t,r_lat,cp_rem,f_max,d_cp_lb,rate_best,comm_lb,queue_lb,lb,phi,delta_phi,r_shape,overtime_ratio,r_timeout,e_tx,r_energy,r_power,avg_power,avg_rsu_queue,rsu_queue_p95,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
1,20,1.9635536670684814,0,False,True,time_limit,1.0,2.0000000000000004,7.447625637054443,0.0,30,True,,,,30,30,670,-3.4994423389434814,-3.476701259613037,-2.0592517852783203,-4.734872817993164,-2.0481069087982178,3.4994423389434814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3363919840361148,2.516745004951518,0.0,0.0,7.447625637054443,,,5.447625637054443,0.0,0.0,0.05373134328358209,0.0,0.0,0.0,0.09174311926605505,0.14678899082568808,0.7614678899082569,0.09174311926605505,0.14678899082568808,0.7614678899082569,,,2.560703992843628,0.025481468202391017,0.11438735077778499,0.012776674081881842,1.9840408563613892,0.9996756315231323,0.8019111752510071,2.560703992843628,-2.560703992843628,0.18166666666666667,109,600,-26.500038146972656,26.24769401550293,-27.41542689005534,28.932649612426758,-0.2029452584683895,0.03973935296138128,0.0,0,1.0,1.0,0.4835249042145592,14.02222222222222,36828552.126204886,1.0,0.0,0.20177704993441273,0.16470287310058748,0.3664799230350002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22562397204231555,0.0,0.5094209012544404,1.15,3.0500000000000007,True,-1.0,5.447625637054443,0.0
