episode,steps,elapsed_sec,reward_mode,seed,terminated,truncated,termination_reason,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm,policy_entropy,entropy_loss,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
1,200,2.4896299839019775,incremental_cost,42,False,True,time_limit,1.0,10.000000000000007,10.222128093242645,,16,True,6.648767973087722,2.1762081845612444,585361593.8868551,16,16,84,-0.4936779737472534,-0.5000001192092896,-0.48374539613723755,-0.5000028610229492,-0.07139116525650024,0.4946117273607399,0.0005722467376702115,0.2262091250381603,0.2256368783004902,-0.04942775326232744,-0.04999933242797816,0.0005722467376702115,6.675720225501891e-07,0.04999999999999996,0.05,-0.049427753262329795,-0.04846264251073232,0.000668389474879369,0.0,6.576341185457071e-05,-0.4999933242797745,10.000000000000007,0.0005722467376702115,6.675720225501891e-07,0.2256368783004902,0.125,0.125,0.32142857142857145,0.875,0.0,0.0,0.5925925925925926,0.4074074074074074,0.0,0.5925925925925926,0.4074074074074074,0.0,0.4664924484160211,0.8400399684906006,0.5723105280295663,0.008880065116302474,0.16227921195652173,0.0016761342235638397,2.4063579844634817,1.193408909441053,4.841414049915645,0.5723105280295663,-0.5723105280295663,1.0,1.0,1.0,13.941875,167436949.8606407,1.0,0.0,0.04128726460905378,0.012726083085835572,0.05401334769302538,True,-1.0,0.2256368783004902,0.0
2,200,2.367888927459717,incremental_cost,42,False,True,time_limit,1.0,10.000000000000007,10.206105172634125,,16,True,6.4916622805456825,1.9866040435505117,577431394.0015435,16,16,79,-0.49375277757644653,-0.5000001192092896,-0.4667598307132721,-0.5000019669532776,-0.1213151216506958,0.49470442829464883,0.0005513475670499393,0.2074761452638134,0.2069247976967634,-0.049448652432950456,-0.04999940395355118,0.0005513475670499393,5.960464495302631e-07,0.04999999999999975,0.05,-0.04944865243295006,-0.04755756378173821,0.0004358079302945084,0.0,4.420537792066121e-05,-0.4999940395355047,10.000000000000007,0.0005513475670499393,5.960464495302631e-07,0.2069247976967634,0.0625,0.0625,0.34177215189873417,0.9375,0.0,0.0,0.5925925925925926,0.4074074074074074,0.0,0.5925925925925926,0.4074074074074074,0.0,0.4703174473510848,0.8467264771461487,0.5719722029955491,0.007736643163851746,0.16593070652173914,-0.0014307918027043343,1.238512015051168,0.6063857739386351,5.273030388290468,0.5719722029955491,-0.5719722029955491,1.0,1.0,1.0,13.311320741758243,164861206.501971,1.0,0.0,0.043748804253553056,0.013557858478884901,0.05730666273401918,True,-1.0,0.2069247976967634,0.0
3,200,2.167523145675659,incremental_cost,42,False,True,time_limit,1.0,10.000000000000007,10.219540051051549,,14,True,6.448314165171154,2.2501063402761177,611125699.5366284,14,14,66,-0.4930511713027954,-0.5000001192092896,-0.49998903274536133,-0.5000020861625671,-0.024602413177490234,0.49361567244734156,0.0006598317711348862,0.21943045502813138,0.21877062325699678,-0.04934016822886508,-0.049999666213990324,0.0006598317711348862,3.337860094987377e-07,0.04999999999999851,0.05,-0.04934016822886512,-0.04999929155621992,0.00042798031734826773,0.0,5.7367362032008716e-05,-0.499996662139905,10.000000000000007,0.0006598317711348862,3.337860094987377e-07,0.21877062325699678,0.07142857142857142,0.07142857142857142,0.36363636363636365,0.9285714285714286,0.0,0.0,0.5416666666666666,0.4583333333333333,0.0,0.5416666666666666,0.4583333333333333,0.0,0.47822405956685543,0.7747057676315308,0.5754498196084324,0.006689557649490491,0.05859375,-0.0009716614319874746,1.3939275307262815,0.6844831087240358,4.473614099367363,0.5754498196084324,-0.5754498196084324,1.0,1.0,0.9974675324675301,12.137115384615388,166487880.37175116,1.0,0.0,0.046726429035830706,0.014688533781794067,0.06141496281797478,True,-1.0,0.21877062325699678,0.0
4,200,2.2088329792022705,incremental_cost,42,False,True,time_limit,1.0,10.000000000000007,10.223807334899902,,14,True,6.63607481148387,2.3811613131775897,646541763.800394,14,14,71,-0.4928131401538849,-0.4999995231628418,-0.4999828338623047,-0.5000209808349609,-0.10451287031173706,0.4935548341245947,0.0006969016808077257,0.22697760230179784,0.22628070062098976,-0.049303098319192315,-0.04999828338623047,0.0006969016808077257,1.7166137702417927e-06,0.049999999999998664,0.049999999999999996,-0.04930309831919227,-0.04999828338622976,0.00104770186534315,0.0,9.276430320842013e-05,-0.4999828338622976,10.000000000000007,0.0006969016808077257,1.7166137702417927e-06,0.22628070062098976,0.0,0.0,0.36619718309859156,1.0,0.0,0.0,0.5384615384615384,0.46153846153846156,0.0,0.5384615384615384,0.46153846153846156,0.0,0.560688457523401,0.9006582498550415,0.573590857287248,0.004767682206528704,0.08193824404761904,6.584040377111662e-06,1.567205847019241,0.7721376906903017,4.120344024151564,0.573590857287248,-0.573590857287248,1.0,1.0,0.994802697302695,12.040412087912047,148632340.4212212,1.0,0.0,0.04543570002045526,0.01444832326717295,0.05988402328693684,True,-1.0,0.22628070062098976,0.0
5,200,2.1998090744018555,incremental_cost,42,False,True,time_limit,1.0,10.000000000000007,10.227140426635742,,14,True,6.32650603633117,2.1726196577274597,590042994.0403593,14,14,66,-0.4938575029373169,-0.5000007152557373,-0.4999828338623047,-0.5000209808349609,0.018093585968017578,0.4944989359937001,0.0006068635677946235,0.22603838196427123,0.2254315183964765,-0.04939313643220542,-0.04999876022338867,0.0006068635677946235,1.2397766111504893e-06,0.04999999999999831,0.05,-0.04939313643220538,-0.04999828338622976,0.0008039106482251114,0.0,0.0001114520883849231,-0.4999876022338885,10.000000000000007,0.0006068635677946235,1.2397766111504893e-06,0.2254315183964765,0.0,0.0,0.3484848484848485,0.9285714285714286,0.0,0.0,0.6086956521739131,0.391304347826087,0.0,0.6086956521739131,0.391304347826087,0.0,0.47962367016336194,0.7651517391204834,0.5655106984078884,0.005797827382048126,0.07978515625,0.003694988990901038,1.599215390626341,0.791992474347353,4.832481795921922,0.5655106984078884,-0.5655106984078884,1.0,1.0,0.9999675324675324,12.059258241758252,160825422.6455132,1.0,0.0,0.04227743608012436,0.014125292038964237,0.05640272811908869,True,-1.0,0.2254315183964765,0.0
