episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,ratio_local,ratio_rsu,ratio_v2v
1,Random,0.028909044008758787,5.781808801751757,0.4,0.4,0.89937106918239,0.07575,0.07825,0.846
1,Local-Only,0.038487645962629005,7.697529192525801,0.55,0.55,0.8562874251497006,1.0,0.0,0.0
1,Greedy,-0.0917011788791765,-18.3402357758353,0.0,0.0,0.1375,0.0,1.0,0.0
25,Random,0.12589053949158044,25.178107898316085,0.85,0.85,0.9620253164556962,0.079,0.07675,0.84425
25,Local-Only,0.07600454927162456,15.200909854324912,0.7,0.7,0.9142857142857143,1.0,0.0,0.0
25,Greedy,-0.09063565410240408,-18.127130820480815,0.0,0.0,0.1282051282051282,0.0,1.0,0.0
50,Random,0.12697551585290706,25.39510317058141,0.8,0.8,0.9874213836477987,0.075,0.08225,0.84275
50,Local-Only,0.12090660844676993,24.181321689353986,0.85,0.85,0.9764705882352941,1.0,0.0,0.0
50,Greedy,-0.08792709398675702,-17.585418797351405,0.0,0.0,0.1165644171779141,0.0,1.0,0.0
75,Random,0.08128087462692948,16.256174925385896,0.65,0.65,0.9487179487179487,0.075,0.0795,0.8455
75,Local-Only,0.07594013289921017,15.188026579842035,0.7,0.7,0.9079754601226994,1.0,0.0,0.0
75,Greedy,-0.09102399609407125,-18.204799218814248,0.0,0.0,0.11976047904191617,0.0,1.0,0.0
100,Random,0.1373048727137491,27.46097454274982,0.9,0.9,0.9874213836477987,0.07975,0.0735,0.84675
100,Local-Only,0.07090151327159692,14.180302654319386,0.65,0.65,0.9178082191780822,1.0,0.0,0.0
100,Greedy,-0.09089234395729197,-18.178468791458393,0.0,0.0,0.12804878048780488,0.0,1.0,0.0
125,Random,0.04702254429581057,9.404508859162114,0.5,0.5,0.9363057324840764,0.0725,0.08225,0.84525
125,Local-Only,0.0758833388279865,15.1766677655973,0.7,0.7,0.9085365853658537,1.0,0.0,0.0
125,Greedy,-0.09042872914682676,-18.08574582936535,0.0,0.0,0.15384615384615385,0.0,1.0,0.0
150,Random,0.03840757646118139,7.681515292236278,0.5,0.5,0.8944099378881988,0.081,0.0735,0.8455
150,Local-Only,0.03855462954393091,7.710925908786181,0.55,0.55,0.8402366863905325,1.0,0.0,0.0
150,Greedy,-0.09073152641952348,-18.146305283904695,0.0,0.0,0.15432098765432098,0.0,1.0,0.0
175,Random,0.10672461819286702,21.344923638573405,0.75,0.75,0.96875,0.08425,0.07775,0.838
175,Local-Only,0.05845839238909929,11.691678477819858,0.6,0.6,0.8802395209580839,1.0,0.0,0.0
175,Greedy,-0.09093393917004378,-18.186787834008754,0.0,0.0,0.16778523489932887,0.0,1.0,0.0
200,Random,0.10838137413110123,21.676274826220247,0.7,0.7,0.975,0.0865,0.07375,0.83975
200,Local-Only,0.07093600121817545,14.18720024363509,0.65,0.65,0.925,1.0,0.0,0.0
200,Greedy,-0.08929464630985497,-17.858929261970992,0.0,0.0,0.15294117647058825,0.0,1.0,0.0
225,Random,0.1306631871717431,26.132637434348624,0.85,0.85,0.9806451612903225,0.079,0.07725,0.84375
225,Local-Only,0.07837288443641569,15.674576887283138,0.65,0.65,0.9230769230769231,1.0,0.0,0.0
225,Greedy,-0.08935000312805551,-17.8700006256111,0.0,0.0,0.1488095238095238,0.0,1.0,0.0
250,Random,0.08960415854122834,17.920831708245668,0.65,0.65,0.9358974358974359,0.08425,0.074,0.84175
250,Local-Only,0.06342469102406378,12.684938204812758,0.65,0.65,0.8855421686746988,1.0,0.0,0.0
250,Greedy,-0.08960254289016126,-17.92050857803225,0.0,0.0,0.15,0.0,1.0,0.0
275,Random,0.08206874216802185,16.41374843360437,0.65,0.65,0.9461077844311377,0.06725,0.0765,0.85625
275,Local-Only,0.03849185796015742,7.698371592031485,0.55,0.55,0.8496732026143791,1.0,0.0,0.0
275,Greedy,-0.09286467238402679,-18.572934476805358,0.0,0.0,0.16560509554140126,0.0,1.0,0.0
300,Random,0.04676680119088049,9.353360238176098,0.5,0.5,0.9101796407185628,0.06975,0.08,0.85025
300,Local-Only,0.038422688646074746,7.6845377292149495,0.55,0.55,0.85,1.0,0.0,0.0
300,Greedy,-0.08795430532020448,-17.590861064040897,0.0,0.0,0.15517241379310345,0.0,1.0,0.0
325,Random,0.037570877393332244,7.514175478666449,0.35,0.35,0.9316770186335404,0.08,0.07725,0.84275
325,Local-Only,-0.011519033755354551,-2.30380675107091,0.35,0.35,0.8,1.0,0.0,0.0
325,Greedy,-0.08902731531045119,-17.805463062090237,0.0,0.0,0.17177914110429449,0.0,1.0,0.0
350,Random,0.09513831117197558,19.027662234395116,0.7,0.7,0.9615384615384616,0.07575,0.07275,0.8515
350,Local-Only,0.08332782526325327,16.665565052650656,0.7,0.7,0.9473684210526315,1.0,0.0,0.0
350,Greedy,-0.0900523963488854,-18.01047926977708,0.0,0.0,0.12025316455696203,0.0,1.0,0.0
375,Random,0.08022893003449358,16.045786006898716,0.6,0.6,0.95,0.075,0.082,0.843
375,Local-Only,0.0759602149141167,15.19204298282334,0.7,0.7,0.89375,1.0,0.0,0.0
375,Greedy,-0.09037746393349584,-18.07549278669917,0.0,0.0,0.175,0.0,1.0,0.0
400,Random,0.08707433436539729,17.414866873079458,0.6,0.6,0.9685534591194969,0.076,0.08175,0.84225
400,Local-Only,0.008425684095357376,1.6851368190714753,0.4,0.4,0.8181818181818182,1.0,0.0,0.0
400,Greedy,-0.0898483355528851,-17.96966711057702,0.0,0.0,0.17197452229299362,0.0,1.0,0.0
425,Random,0.0981621001205745,19.6324200241149,0.75,0.75,0.9629629629629629,0.074,0.07975,0.84625
425,Local-Only,0.03344238200614962,6.6884764012299245,0.5,0.5,0.8787878787878788,1.0,0.0,0.0
425,Greedy,-0.09133968921548952,-18.267937843097904,0.0,0.0,0.15789473684210525,0.0,1.0,0.0
450,Random,0.004483450239320031,0.8966900478640061,0.3,0.3,0.8807947019867549,0.07525,0.08325,0.8415
450,Local-Only,0.07091275482514467,14.182550965028934,0.65,0.65,0.9125,1.0,0.0,0.0
450,Greedy,-0.08984191474519926,-17.968382949039853,0.0,0.0,0.16463414634146342,0.0,1.0,0.0
475,Random,0.07034546819691342,14.069093639382684,0.6,0.6,0.9459459459459459,0.078,0.07375,0.84825
475,Local-Only,0.06352177400154646,12.704354800309291,0.65,0.65,0.9053254437869822,1.0,0.0,0.0
475,Greedy,-0.08934674671714715,-17.86934934342943,0.0,0.0,0.1411764705882353,0.0,1.0,0.0
500,Random,0.09669141730280685,19.33828346056137,0.7,0.7,0.9430379746835443,0.079,0.07925,0.84175
500,Local-Only,0.050925458305698196,10.185091661139639,0.6,0.6,0.8944099378881988,1.0,0.0,0.0
500,Greedy,-0.09084980690394222,-18.169961380788443,0.0,0.0,0.14285714285714285,0.0,1.0,0.0
