episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,v2v_subtask_sr,ratio_local,ratio_rsu,ratio_v2v,avg_power,power_ratio_mean,power_ratio_p95,episode_time_seconds,mean_cft_est,mean_cft_completed,task_duration_mean,task_duration_p95,deadline_miss_rate,time_limit_rate,I_total_mean,I_total_p95,rho_selected_mean,rho_selected_p10,risk_penalty_mean,avg_queue_len,avg_rsu_queue
1,EFT,-2.4230480395662504,-121.15240197831251,0.05,0.05,0.4268292682926829,0.77,0.774,0.109,0.117,0.026413512939759395,0.1168739510608823,0.8923900001957581,4.999999999999998,9.291993999481202,4.000000000000002,4.000000000000002,4.000000000000002,0.0,0.0,,,,,,0.437,8.16
