episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,v2v_subtask_sr,ratio_local,ratio_rsu,ratio_v2v,avg_power,avg_queue_len,avg_rsu_queue
38,EFT,-2.093844157586503,-418.76883151730067,0.5,0.5,0.7192982456140351,0.9097744360902256,0.92525,0.03475,0.04,0.008322973020656786,0.17,2.54
39,EFT,-2.084893230319735,-416.978646063947,0.35,0.35,0.786046511627907,0.9453125,0.89675,0.0575,0.04575,0.008722668765667945,0.209,3.635
40,EFT,-2.1996281776208573,-439.9256355241714,0.3,0.3,0.6802884615384616,0.8805970149253731,0.91725,0.0415,0.04125,0.009638000797356248,0.179,2.685
41,EFT,-2.1034448558451744,-420.6889711690349,0.4,0.4,0.6069767441860465,0.84,0.92275,0.03825,0.039,0.009102324691633655,0.13875,2.52
42,EFT,-2.0253797204680013,-405.07594409360024,0.2,0.2,0.5434782608695652,0.7931034482758621,0.93625,0.034,0.02975,0.00750263816839433,0.127,2.035
43,EFT,-2.6021476553192375,-520.4295310638475,0.25,0.25,0.5821596244131455,0.7938144329896907,0.92275,0.049,0.02825,0.0062690490434072,0.1,2.36
44,EFT,-2.2531601557352694,-358.25246476190785,0.25,0.25,0.6746987951807228,0.9344262295081968,0.889937106918239,0.06509433962264151,0.044968553459119494,0.0070468283549469666,0.18427672955974841,3.5849056603773586
45,EFT,-2.2689007412376783,-453.78014824753564,0.25,0.25,0.549636803874092,0.7840909090909091,0.929,0.04225,0.02875,0.004336310102413708,0.12625,2.435
46,EFT,-2.0766697166107937,-377.9538884231644,0.5,0.5,0.8243559718969555,0.8776978417266187,0.8920329670329671,0.05934065934065934,0.04862637362637363,0.011925812491705906,0.2206043956043956,3.543956043956044
47,EFT,-2.154098559630502,-267.10822139418224,0.45,0.45,0.7303102625298329,0.9202898550724637,0.8625,0.07822580645161291,0.059274193548387095,0.013260851028689532,0.18346774193548387,4.556451612903226
48,EFT,-2.0454498586116565,-409.0899717223313,0.25,0.25,0.6025,0.826530612244898,0.92525,0.04675,0.028,0.006650560055244958,0.1245,3.105
49,EFT,-2.025215879181304,-322.0093247898273,0.3,0.3,0.6824644549763034,0.8380952380952381,0.8880503144654088,0.06415094339622641,0.04779874213836478,0.010052180971393774,0.2179245283018868,3.440251572327044
50,EFT,-2.0732340769218776,-414.6468153843755,0.4,0.4,0.7828162291169452,0.912,0.91,0.051,0.039,0.008858307383333356,0.1725,2.97
51,EFT,-2.24739422871132,-449.478845742264,0.3,0.3,0.5671981776765376,0.8285714285714286,0.92775,0.04125,0.031,0.006770709082341313,0.13775,2.865
52,EFT,-2.071986585739873,-395.74943787631577,0.45,0.45,0.7919621749408984,0.9367088607594937,0.8955497382198953,0.05340314136125655,0.051047120418848166,0.008299715528313167,0.22722513089005236,3.094240837696335
53,EFT,-2.349430642564317,-469.8861285128635,0.55,0.55,0.7577197149643705,0.9365079365079365,0.911,0.04525,0.04375,0.006454392830399961,0.19775,2.785
54,EFT,-2.0664335613750184,-413.2867122750037,0.3,0.3,0.6184834123222749,0.8671875,0.91875,0.0415,0.03975,0.008453496826679858,0.17475,2.55
55,EFT,-2.2504777277174277,-450.09554554348557,0.4,0.4,0.6285046728971962,0.8111111111111111,0.9205,0.04925,0.03025,0.007532739267534913,0.13,2.875
56,EFT,-2.1485285211497054,-429.7057042299411,0.3,0.3,0.6423357664233577,0.8316831683168316,0.9235,0.04375,0.03275,0.004859593754845244,0.1325,2.535
57,EFT,-2.110193783624903,-422.0387567249806,0.3,0.3,0.6137440758293838,0.8376068376068376,0.92025,0.04175,0.038,0.007323391675441245,0.1705,2.875
58,EFT,-2.1105996948050065,-422.1199389610013,0.35,0.35,0.6964705882352941,0.8881118881118881,0.90875,0.04325,0.048,0.010395058016840751,0.21575,2.715
59,EFT,-2.1318104438710352,-296.3216516980739,0.6,0.6,0.9414519906323185,0.9801324503311258,0.8359712230215828,0.09028776978417266,0.0737410071942446,0.017696988183953603,0.3474820143884892,5.172661870503597
60,EFT,-2.0464767384304396,-409.2953476860879,0.2,0.2,0.5215311004784688,0.75,0.9375,0.0365,0.026,0.004533125271218484,0.13125,2.315
61,EFT,-2.1561447936335347,-282.45496796599303,0.6,0.6,0.8009592326139089,0.9349593495934959,0.8637404580152672,0.08435114503816794,0.051908396946564885,0.012223908203571155,0.24427480916030533,4.938931297709924
62,EFT,-2.0328186751482202,-406.5637350296441,0.4,0.4,0.6348039215686274,0.8640776699029126,0.9225,0.04325,0.03425,0.009376931368720042,0.1465,2.705
63,EFT,-1.933363952092985,-386.672790418597,0.55,0.55,0.8147268408551069,0.9421487603305785,0.898,0.0565,0.0455,0.010655241661037654,0.20175,3.295
64,EFT,-2.0199353579141555,-403.9870715828311,0.3,0.3,0.5933014354066986,0.8461538461538461,0.926,0.0435,0.0305,0.0064627281140776345,0.14675,2.305
65,EFT,-2.095125785525863,-419.0251571051726,0.4,0.4,0.6532066508313539,0.8461538461538461,0.9175,0.0505,0.032,0.0054837767949102185,0.1515,3.065
66,EFT,-2.157676044843946,-431.53520896878916,0.5,0.5,0.7310344827586207,0.9035087719298246,0.91225,0.0475,0.04025,0.01091368096523037,0.1715,3.05
67,EFT,-2.1214692236688815,-424.2938447337763,0.45,0.45,0.7617866004962779,0.8974358974358975,0.91125,0.04975,0.039,0.009008748127241914,0.1925,3.21
68,EFT,-2.051321608628831,-272.8257739476345,0.4,0.4,0.7654028436018957,0.9416666666666667,0.8597744360902255,0.08796992481203007,0.05225563909774436,0.009475189700586363,0.21578947368421053,4.954887218045113
69,EFT,-2.0325424178837594,-406.50848357675187,0.25,0.25,0.6975169300225733,0.9316239316239316,0.9045,0.06025,0.03525,0.0058012392636844394,0.17175,3.69
70,EFT,-2.2999779361377874,-459.99558722755745,0.2,0.2,0.5875299760191847,0.8023255813953488,0.93025,0.0425,0.02725,0.008310324778314783,0.12775,2.78
71,EFT,-2.155434420305624,-431.08688406112486,0.1,0.1,0.5776255707762558,0.8636363636363636,0.92675,0.0385,0.03475,0.004132148977898526,0.15025,2.845
72,EFT,-2.0243148538092752,-404.8629707618551,0.5,0.5,0.7524038461538461,0.9145299145299145,0.9065,0.0535,0.04,0.009275000215667075,0.2065,3.205
73,EFT,-2.0381787281435564,-407.6357456287113,0.5,0.5,0.7839805825242718,0.9307692307692308,0.91125,0.0465,0.04225,0.009256015605254592,0.2115,3.245
74,EFT,-2.0664072684215413,-413.28145368430825,0.2,0.2,0.583732057416268,0.8444444444444444,0.9235,0.04525,0.03125,0.006466832326221241,0.11225,2.695
75,EFT,-2.1905673134198747,-363.6341740276992,0.35,0.35,0.8274231678486997,0.9515151515151515,0.8680722891566265,0.06445783132530121,0.06746987951807229,0.01779318728294349,0.2912650602409639,4.234939759036145
76,EFT,-3.2970074969721277,-659.4014993944255,0.1,0.1,0.6018735362997658,0.8173076923076923,0.9285,0.0405,0.031,0.006656961264758689,0.137,2.475
77,EFT,-2.011851501349178,-402.3703002698356,0.25,0.25,0.645933014354067,0.8468468468468469,0.92075,0.04725,0.032,0.006337638568659465,0.15525,2.675
78,EFT,-2.6801571174194896,-536.0314234838979,0.3,0.3,0.6166666666666667,0.8064516129032258,0.9325,0.04225,0.02525,0.006011779378058973,0.115,2.46
79,EFT,-1.9459380057783482,-389.18760115566965,0.55,0.55,0.8520286396181385,0.9347826086956522,0.90025,0.05275,0.047,0.010215215544403172,0.22325,3.415
80,EFT,-2.1083942781698295,-421.6788556339659,0.3,0.3,0.6578313253012048,0.8256880733944955,0.919,0.04825,0.03275,0.00920940352541327,0.13975,2.845
81,EFT,-3.993732226763021,-798.7464453526042,0.05,0.05,0.4786729857819905,0.8181818181818182,0.9395,0.0295,0.031,0.006512309490344783,0.12325,2.14
82,EFT,-2.1523006795884414,-430.46013591768826,0.25,0.25,0.6611764705882353,0.8583333333333333,0.911,0.048,0.041,0.011550788768118237,0.1785,3.02
83,EFT,-2.369122668109082,-473.82453362181633,0.4,0.4,0.6786570743405276,0.8584070796460177,0.91025,0.053,0.03675,0.007654548142501512,0.17925,3.115
84,EFT,-2.090158119604895,-418.031623920979,0.2,0.2,0.5676959619952494,0.7912087912087912,0.93375,0.0355,0.03075,0.008076685088884242,0.108,2.23
85,EFT,-2.074086589773923,-414.8173179547846,0.4,0.4,0.6666666666666666,0.8709677419354839,0.922,0.04775,0.03025,0.009039355153468678,0.1285,2.54
86,EFT,-2.0564582266996485,-411.2916453399297,0.25,0.25,0.5883777239709443,0.8131868131868132,0.931,0.03975,0.02925,0.00791257853619541,0.13825,2.45
87,EFT,-2.4825599215758576,-496.5119843151715,0.25,0.25,0.6729857819905213,0.8706896551724138,0.90425,0.05625,0.0395,0.00757606372955868,0.151,3.06
88,EFT,-2.633554095903857,-526.7108191807714,0.15,0.15,0.4939467312348668,0.7777777777777778,0.941,0.035,0.024,0.006128090152385582,0.0865,2.045
89,EFT,-2.0996105869635286,-419.92211739270573,0.35,0.35,0.6577669902912622,0.865979381443299,0.92725,0.04375,0.029,0.005867306460965361,0.1355,2.965
90,EFT,-3.7805203514163503,-756.1040702832701,0.15,0.15,0.460093896713615,0.7625,0.9385,0.0355,0.026,0.006049631234274775,0.10025,1.97
91,EFT,-2.0697713016071755,-306.326152637862,0.45,0.45,0.8095238095238095,0.9219858156028369,0.8429054054054054,0.09493243243243243,0.062162162162162166,0.011731178656753069,0.31824324324324327,5.648648648648648
92,EFT,-2.123118328359972,-424.6236656719944,0.6,0.6,0.8145363408521303,0.9420289855072463,0.91025,0.04775,0.042,0.012890265245153345,0.21425,3.525
93,EFT,-2.102347580353804,-420.4695160707608,0.45,0.45,0.6774941995359629,0.8333333333333334,0.925,0.04525,0.02975,0.007190816574170878,0.131,2.845
94,EFT,-2.1714683627056344,-434.29367254112685,0.5,0.5,0.6966824644549763,0.8611111111111112,0.92125,0.04575,0.033,0.0062123820197279595,0.15775,2.94
95,EFT,-2.4978327960925855,-499.5665592185171,0.45,0.45,0.6421568627450981,0.8314606741573034,0.92675,0.0455,0.02775,0.005692428452867351,0.095,2.195
96,EFT,-2.140360311234097,-286.808281705369,0.65,0.65,0.9437652811735942,0.9781021897810219,0.8432835820895522,0.08992537313432836,0.0667910447761194,0.015469302248043862,0.31791044776119404,5.007462686567164
97,EFT,-2.012763275800399,-402.5526551600798,0.2,0.2,0.5919811320754716,0.8571428571428571,0.9085,0.0495,0.042,0.008152519037692301,0.1765,3.08
98,EFT,-2.054228716946497,-410.8457433892994,0.4,0.4,0.6899766899766899,0.9098360655737705,0.901,0.05875,0.04025,0.007002476462105654,0.17275,3.18
99,EFT,-2.0767555100662576,-415.35110201325153,0.2,0.2,0.5827664399092971,0.8387096774193549,0.92475,0.03725,0.038,0.00798687147052805,0.12475,2.59
100,EFT,-2.1064556681363893,-421.2911336272778,0.25,0.25,0.5456674473067916,0.7472527472527473,0.9295,0.039,0.0315,0.010229870862763696,0.1265,2.505
101,EFT,-2.143205564568112,-259.32787331274153,0.7,0.7,0.9516129032258065,0.9841269841269841,0.8070247933884298,0.09834710743801653,0.09462809917355372,0.014900078424657546,0.42851239669421487,6.7272727272727275
102,EFT,-2.0413411318227386,-408.2682263645477,0.4,0.4,0.7086419753086419,0.875,0.91725,0.041,0.04175,0.007461523125394385,0.19575,3.02
103,EFT,-1.9541842020501772,-390.83684041003545,0.45,0.45,0.7172897196261683,0.8878504672897196,0.91675,0.05,0.03325,0.008260416882367684,0.15975,3.1
104,EFT,-2.019730204749387,-403.94604094987733,0.45,0.45,0.7211538461538461,0.9076923076923077,0.90125,0.05475,0.044,0.008946890587419647,0.1985,3.455
105,EFT,-2.064132370587424,-406.6340770057226,0.5,0.5,0.8004750593824228,0.9256198347107438,0.9025380710659898,0.05685279187817259,0.04060913705583756,0.005628533908448485,0.17868020304568527,3.583756345177665
106,EFT,-2.079025055610842,-370.0664598987299,0.65,0.65,0.8948655256723717,0.967948717948718,0.875561797752809,0.06376404494382022,0.060674157303370786,0.014022763672544911,0.27162921348314606,3.9831460674157304
107,EFT,-2.128684872331561,-329.94615521139195,0.2,0.2,0.6903073286052009,0.9019607843137255,0.8929032258064517,0.06935483870967742,0.03774193548387097,0.008714602572474367,0.15,3.858064516129032
108,EFT,-2.0923442879588467,-418.4688575917694,0.4,0.4,0.6811594202898551,0.9067796610169492,0.916,0.04575,0.03825,0.006600182592793055,0.1645,2.77
109,EFT,-1.967976003670226,-393.5952007340452,0.45,0.45,0.7259615384615384,0.8974358974358975,0.9085,0.05175,0.03975,0.007118598415907484,0.1895,3.09
110,EFT,-2.1021560432121764,-420.43120864243525,0.5,0.5,0.7007299270072993,0.8956521739130435,0.9225,0.0435,0.034,0.00701932658817621,0.132,2.515
111,EFT,-2.36617876029012,-433.01071313309194,0.35,0.35,0.7718446601941747,0.918918918918919,0.8874316939890711,0.06284153005464481,0.04972677595628415,0.013433728148646839,0.22240437158469945,3.6065573770491803
112,EFT,-2.0096500626129843,-401.9300125225968,0.35,0.35,0.6404761904761904,0.8653846153846154,0.92425,0.04325,0.0325,0.007090973483538054,0.17175,2.715
113,EFT,-2.406228755855408,-322.4346532846247,0.25,0.25,0.7077294685990339,0.937984496124031,0.8705223880597015,0.07462686567164178,0.054850746268656714,0.010677101586340098,0.18880597014925374,4.2611940298507465
114,EFT,-2.199135429063944,-439.82708581278877,0.55,0.55,0.763681592039801,0.8934426229508197,0.91125,0.0525,0.03625,0.010834248171713107,0.14175,3.335
115,EFT,-2.0963927590020237,-293.4949862602833,0.55,0.55,0.8501170960187353,0.9617834394904459,0.8553571428571428,0.07928571428571428,0.06535714285714286,0.013448020265168378,0.2839285714285714,5.25
116,EFT,-2.0544231698320887,-410.88463396641777,0.3,0.3,0.5422535211267606,0.7444444444444445,0.9385,0.0365,0.025,0.004939685837203934,0.103,2.295
117,EFT,-2.0598414488852184,-411.96828977704365,0.3,0.3,0.636150234741784,0.9009009009009009,0.90875,0.0565,0.03475,0.010751423614085317,0.14075,2.99
118,EFT,-2.0481092785215953,-409.62185570431905,0.35,0.35,0.6390243902439025,0.83,0.93375,0.037,0.02925,0.00850394905962128,0.118,2.21
119,EFT,-2.0937175792350304,-410.368645530066,0.45,0.45,0.695,0.8702290076335878,0.923469387755102,0.03877551020408163,0.03775510204081633,0.005788158705823274,0.16479591836734694,2.4591836734693877
120,EFT,-2.158507001520934,-431.70140030418685,0.25,0.25,0.6723300970873787,0.9076923076923077,0.91125,0.0465,0.04225,0.014040680750845068,0.193,2.89
121,EFT,-1.9895511102804786,-248.6938887850598,0.55,0.55,0.8085106382978723,0.9230769230769231,0.8436,0.092,0.0644,0.013239154498185059,0.2924,5.272
122,EFT,-2.0834947767585454,-416.6989553517091,0.35,0.35,0.6238095238095238,0.8518518518518519,0.9265,0.04825,0.02525,0.008542370688250492,0.11275,2.49
123,EFT,-2.270036128310326,-454.00722566206525,0.3,0.3,0.7129411764705882,0.8880597014925373,0.9195,0.04125,0.03925,0.0070214824757689025,0.17625,2.885
124,EFT,-2.2185799441269642,-443.71598882539286,0.3,0.3,0.6934306569343066,0.907563025210084,0.9005,0.0525,0.047,0.008666859504624553,0.1935,3.245
125,EFT,-2.2301763509592916,-446.03527019185833,0.35,0.35,0.7665094339622641,0.9315068493150684,0.90625,0.05075,0.043,0.012071250121428135,0.1815,3.26
126,EFT,-2.1524268452921866,-430.4853690584373,0.2,0.2,0.6402877697841727,0.8888888888888888,0.9195,0.04675,0.03375,0.010344083503517952,0.14025,2.795
127,EFT,-2.147324876000388,-429.46497520007756,0.35,0.35,0.6521739130434783,0.8469387755102041,0.92225,0.04475,0.033,0.010675281187698215,0.12975,2.595
128,EFT,-1.9804089314466449,-396.081786289329,0.45,0.45,0.6768867924528302,0.8803418803418803,0.92,0.04325,0.03675,0.007968245204328811,0.17025,2.74
129,EFT,-2.3692485814342708,-343.54104430796923,0.4,0.4,0.6895734597156398,0.926605504587156,0.8817241379310344,0.07275862068965518,0.04551724137931035,0.012680533911512594,0.17275862068965517,4.503448275862069
130,EFT,-2.1433779731290348,-428.675594625807,0.35,0.35,0.7180722891566265,0.9126984126984127,0.90475,0.05575,0.0395,0.0058751144265791425,0.1705,3.435
131,EFT,-2.03512025517917,-407.02405103583396,0.25,0.25,0.5976190476190476,0.7878787878787878,0.9125,0.04675,0.04075,0.00990211486663428,0.1725,2.965
132,EFT,-1.9925914320797926,-328.77758629316577,0.45,0.45,0.7021276595744681,0.8852459016393442,0.8960606060606061,0.05909090909090909,0.044848484848484846,0.008362355108840524,0.21393939393939393,3.618181818181818
133,EFT,-2.4564999074792735,-491.2999814958547,0.3,0.3,0.6705607476635514,0.8672566371681416,0.91475,0.049,0.03625,0.007227819678436104,0.1615,2.745
134,EFT,-2.3348910705508303,-338.5592052298704,0.5,0.5,0.8321678321678322,0.9420289855072463,0.863448275862069,0.07862068965517241,0.057931034482758624,0.011378620902076957,0.2896551724137931,4.551724137931035
135,EFT,-2.091959855630353,-364.0010148796814,0.2,0.2,0.667458432304038,0.8396946564885496,0.9074712643678161,0.04827586206896552,0.044252873563218394,0.007068093864783297,0.19942528735632184,2.9080459770114944
136,EFT,-2.1104925622919546,-422.0985124583909,0.25,0.25,0.5774647887323944,0.8538461538461538,0.91425,0.044,0.04175,0.010661941717410778,0.14675,3.035
137,EFT,-2.1196639467488816,-423.93278934977633,0.5,0.5,0.6959619952494062,0.8625954198473282,0.919,0.039,0.042,0.007451881451413968,0.17775,2.495
138,EFT,-2.1560476146723473,-431.2095229344694,0.3,0.3,0.6350710900473934,0.8454545454545455,0.9235,0.04275,0.03375,0.0068795103544902515,0.13625,2.65
139,EFT,-2.0515175364861125,-395.9428845418197,0.45,0.45,0.6923076923076923,0.9083333333333333,0.911139896373057,0.050518134715025906,0.0383419689119171,0.010962104044226439,0.15207253886010363,2.9689119170984455
140,EFT,-2.0750092182203215,-415.0018436440643,0.3,0.3,0.6705882352941176,0.8918918918918919,0.91525,0.0485,0.03625,0.004364021693544726,0.159,3.015
141,EFT,-2.0577645076971067,-411.5529015394214,0.35,0.35,0.7441860465116279,0.8538461538461538,0.91,0.049,0.041,0.00691119379201631,0.18875,3.13
142,EFT,-2.1736328504883287,-434.72657009766573,0.45,0.45,0.7063106796116505,0.8888888888888888,0.92025,0.0445,0.03525,0.009600943900557326,0.12725,2.62
143,EFT,-2.007766982981219,-317.22718331103255,0.3,0.3,0.72,0.8899082568807339,0.889873417721519,0.06487341772151899,0.045253164556962024,0.009758707941725954,0.22974683544303798,3.7974683544303796
144,EFT,-2.251164169978921,-450.2328339957842,0.45,0.45,0.7679425837320574,0.9210526315789473,0.91275,0.05075,0.0365,0.0065775447337337,0.14,2.885
145,EFT,-2.0019373568449996,-400.3874713689999,0.15,0.15,0.5768321513002365,0.8118811881188119,0.93275,0.0365,0.03075,0.00564656944204202,0.1365,2.595
146,EFT,-2.2538841299394163,-450.7768259878832,0.3,0.3,0.5913461538461539,0.8484848484848485,0.9295,0.03725,0.03325,0.007285802425570177,0.11075,2.18
147,EFT,-2.3921012665568813,-478.42025331137626,0.3,0.3,0.6237864077669902,0.8055555555555556,0.9235,0.0445,0.032,0.007434650554127492,0.11375,2.585
148,EFT,-2.3163279299904276,-463.2655859980855,0.45,0.45,0.6859903381642513,0.8931297709923665,0.91425,0.04575,0.04,0.007855818470804994,0.1635,2.805
149,EFT,-3.0540752584680386,-610.8150516936078,0.25,0.25,0.5377358490566038,0.7701149425287356,0.92525,0.04375,0.031,0.014231851579224972,0.13475,2.35
150,EFT,-2.116055288890367,-423.21105777807344,0.3,0.3,0.6057692307692307,0.8811881188118812,0.92175,0.04325,0.035,0.00855926407164107,0.13125,2.64
151,EFT,-2.0580241570764684,-411.6048314152937,0.4,0.4,0.7738927738927739,0.9148936170212766,0.898,0.0565,0.0455,0.009001435423285315,0.1995,3.33
152,EFT,-2.1526399077629423,-430.52798155258847,0.45,0.45,0.8344988344988346,0.921875,0.9095,0.05125,0.03925,0.010397465702456707,0.189,3.26
153,EFT,-2.2220508797273153,-444.41017594546304,0.35,0.35,0.6804878048780488,0.8809523809523809,0.925,0.03875,0.03625,0.008948944308097633,0.154,2.63
154,EFT,-2.286296780092656,-457.25935601853115,0.25,0.25,0.5721153846153846,0.8444444444444444,0.927,0.044,0.029,0.009221500893065965,0.15175,2.81
155,EFT,-2.0775336236454796,-415.50672472909594,0.4,0.4,0.6713286713286714,0.875,0.91,0.04675,0.04325,0.0077370067348789765,0.20175,2.97
156,EFT,-2.171753661535729,-434.3507323071458,0.3,0.3,0.6033653846153846,0.864406779661017,0.91875,0.04425,0.037,0.010143253041430956,0.15025,2.785
157,EFT,-2.8238408983484806,-564.7681796696961,0.25,0.25,0.6282973621103117,0.8839285714285714,0.918,0.04675,0.03525,0.00870206464651233,0.166,3.015
158,EFT,-2.062461317245608,-412.49226344912154,0.15,0.15,0.5,0.8080808080808081,0.9355,0.03275,0.03175,0.0036664770843948687,0.11975,2.16
159,EFT,-2.0926299217759374,-418.52598435518746,0.3,0.3,0.5863746958637469,0.8333333333333334,0.92675,0.041,0.03225,0.006247181899208406,0.14525,2.835
160,EFT,-2.0599805208564015,-411.9961041712803,0.65,0.65,0.7951807228915663,0.9193548387096774,0.91075,0.05175,0.0375,0.006711907073860073,0.1665,3.055
