episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,v2v_subtask_sr,ratio_local,ratio_rsu,ratio_v2v,avg_power,avg_queue_len,avg_rsu_queue
1,Local-Only,-2.086899239463357,-321.382482877357,0.8,0.8,0.9564164648910412,0.0,1.0,0.0,0.0,1.0,1.0444805194805196,0.0
2,Local-Only,-2.0104035327347716,-285.4773016483376,0.65,0.65,0.9382422802850356,0.0,1.0,0.0,0.0,1.0,1.1528169014084506,0.0
3,Local-Only,-2.0576313367242602,-271.60733644760234,0.9,0.9,0.9901719901719902,0.0,1.0,0.0,0.0,1.0,1.059469696969697,0.0
4,Local-Only,-2.1238184005714715,-254.8582080685766,0.85,0.85,0.9643705463182898,0.0,1.0,0.0,0.0,1.0,1.2229166666666667,0.0
5,Local-Only,-2.035684221658705,-278.8887383672426,0.55,0.55,0.928921568627451,0.0,1.0,0.0,0.0,1.0,1.177007299270073,0.0
6,Local-Only,-2.005963996472049,-300.8945994708073,0.5,0.5,0.8696682464454977,0.0,1.0,0.0,0.0,1.0,1.3303333333333334,0.0
7,Local-Only,-2.0286833990149926,-296.18777625618895,0.7,0.7,0.954653937947494,0.0,1.0,0.0,0.0,1.0,1.1527397260273973,0.0
8,Local-Only,-2.0352152208468155,-303.2470679061755,0.65,0.65,0.9095477386934674,0.0,1.0,0.0,0.0,1.0,1.084228187919463,0.0
9,Local-Only,-2.0828106736105765,-274.9310089165961,0.8,0.8,0.9497607655502392,0.0,1.0,0.0,0.0,1.0,1.2659090909090909,0.0
10,Local-Only,-2.082228028023848,-322.74534434369644,0.7,0.7,0.9019138755980861,0.0,1.0,0.0,0.0,1.0,0.9990322580645161,0.0
11,Local-Only,-1.9525899732828853,-326.08252553824184,0.65,0.65,0.9221411192214112,0.0,1.0,0.0,0.0,1.0,1.0505988023952095,0.0
12,Local-Only,-2.1733376517951144,-271.6672064743893,0.9,0.9,0.9928400954653938,0.0,1.0,0.0,0.0,1.0,1.2168,0.0
13,Local-Only,-1.9391771238849658,-310.2683398215945,0.7,0.7,0.9071925754060325,0.0,1.0,0.0,0.0,1.0,1.236875,0.0
14,Local-Only,-2.147043481008969,-285.5567829741929,0.75,0.75,0.9260143198090692,0.0,1.0,0.0,0.0,1.0,1.150375939849624,0.0
15,Local-Only,-2.008684936898549,-283.22457610269544,0.8,0.8,0.9496402877697842,0.0,1.0,0.0,0.0,1.0,1.1336879432624114,0.0
16,Local-Only,-1.986938536531615,-313.9362887719952,0.65,0.65,0.9417249417249417,0.0,1.0,0.0,0.0,1.0,1.1363924050632912,0.0
17,Local-Only,-1.8889231504799457,-306.0055503777512,0.65,0.65,0.8853211009174312,0.0,1.0,0.0,0.0,1.0,1.3166666666666667,0.0
18,Local-Only,-2.0976700782353688,-276.8924503270687,0.85,0.85,0.9606879606879607,0.0,1.0,0.0,0.0,1.0,1.1166666666666667,0.0
19,Local-Only,-1.9928383111482848,-328.818321339467,0.7,0.7,0.9057971014492754,0.0,1.0,0.0,0.0,1.0,1.0403030303030303,0.0
20,Local-Only,-2.041560960050181,-251.1119980861723,0.75,0.75,0.9294117647058824,0.0,1.0,0.0,0.0,1.0,1.4865853658536585,0.0
21,Local-Only,-1.9252643697002485,-294.565448564138,0.6,0.6,0.9242053789731052,0.0,1.0,0.0,0.0,1.0,1.1892156862745098,0.0
22,Local-Only,-2.025669637813578,-322.0814724123589,0.6,0.6,0.8963133640552995,0.0,1.0,0.0,0.0,1.0,1.259748427672956,0.0
23,Local-Only,-2.200523491180459,-314.67485923880565,0.9,0.9,0.9565217391304348,0.0,1.0,0.0,0.0,1.0,0.9520979020979021,0.0
24,Local-Only,-2.2013346119051196,-281.7708303238553,0.85,0.85,0.9655172413793104,0.0,1.0,0.0,0.0,1.0,1.063671875,0.0
25,Local-Only,-2.089695977706168,-284.19865296803886,0.7,0.7,0.9106280193236715,0.0,1.0,0.0,0.0,1.0,1.2485294117647059,0.0
26,Local-Only,-2.0655074688962314,-305.69510539664225,0.65,0.65,0.9101941747572816,0.0,1.0,0.0,0.0,1.0,1.1361486486486487,0.0
27,Local-Only,-2.027410436084188,-296.00192366829145,0.75,0.75,0.9292452830188679,0.0,1.0,0.0,0.0,1.0,1.125,0.0
28,Local-Only,-2.1181578762287807,-266.88789240482635,0.75,0.75,0.9267139479905437,0.0,1.0,0.0,0.0,1.0,1.2587301587301587,0.0
