episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,v2v_subtask_sr,ratio_local,ratio_rsu,ratio_v2v,avg_power,avg_queue_len,avg_rsu_queue
1,Static,-1.719542548944493,-242.4554994011735,0.9,0.9,0.995049504950495,0.0,0.22624113475177304,0.7737588652482269,0.0,1.0,0.11134751773049645,16.27659574468085
2,Static,-1.7125714019333846,-232.9097106629403,0.7,0.7,0.9311163895486936,0.0,0.13823529411764707,0.861764705882353,0.0,1.0,0.08272058823529412,21.823529411764707
3,Static,-1.6234110240250585,-199.6795559550822,0.65,0.65,0.8626506024096385,0.0,0.08170731707317073,0.9182926829268293,0.0,1.0,0.0524390243902439,26.016260162601625
4,Static,-1.672908529358273,-257.62791352117404,0.3,0.3,0.8394495412844036,0.0,0.2275974025974026,0.7724025974025974,0.0,1.0,0.20876623376623377,22.214285714285715
5,Static,-1.717482125217186,-278.2321042851841,0.75,0.75,0.9703872437357631,0.0,0.24444444444444444,0.7555555555555555,0.0,1.0,0.11820987654320987,17.450617283950617
6,Static,-1.7320941146659885,-265.01039954389626,0.35,0.35,0.8047619047619048,0.0,0.12712418300653594,0.8728758169934641,0.0,1.0,0.1,18.281045751633986
7,Static,-1.705107345920664,-242.1252431207343,0.45,0.45,0.7733644859813084,0.0,0.2697183098591549,0.7302816901408451,0.0,1.0,0.16725352112676056,18.760563380281692
8,Static,-1.665549093837533,-224.84912766806696,0.9,0.9,0.9854014598540146,0.0,0.15037037037037038,0.8496296296296296,0.0,1.0,0.06962962962962962,20.8
9,Static,-1.7483530879686937,-272.74308172311623,0.3,0.3,0.6762589928057554,0.0,0.24294871794871795,0.757051282051282,0.0,1.0,0.14711538461538462,18.153846153846153
10,Static,-1.633800351713562,-197.689842557341,0.9,0.9,0.9710144927536232,0.0,0.11735537190082644,0.8826446280991735,0.0,1.0,0.09504132231404959,21.239669421487605
11,Static,-1.6694675429450565,-213.69184549696723,0.4,0.4,0.75,0.0,0.117578125,0.882421875,0.0,1.0,0.0671875,22.7890625
12,Static,-1.6155083800433445,-205.16956426550476,0.55,0.55,0.9349397590361446,0.0,0.19291338582677164,0.8070866141732284,0.0,1.0,0.18661417322834645,21.346456692913385
13,Static,-1.727928461499065,-243.6379130713682,0.5,0.5,0.9009216589861752,0.0,0.09113475177304965,0.9088652482269504,0.0,1.0,0.11347517730496454,23.893617021276597
14,Static,-1.6502377732767226,-194.72805724665326,0.5,0.5,0.9064748201438849,0.0,0.20042372881355933,0.7995762711864407,0.0,1.0,0.13516949152542374,24.822033898305083
15,Static,-1.7343520882279084,-263.62151741064207,0.95,0.95,0.9950980392156863,0.0,0.32894736842105265,0.6710526315789473,0.0,1.0,0.1194078947368421,15.81578947368421
16,Static,-1.6016637346647713,-169.77635587446576,0.9,0.9,0.9854368932038835,0.0,0.13066037735849056,0.8693396226415094,0.0,1.0,0.0830188679245283,24.61320754716981
17,Static,-1.6840685843092578,-249.24215047777014,0.35,0.35,0.8574821852731591,0.0,0.20506756756756755,0.7949324324324324,0.0,1.0,0.11587837837837837,21.93243243243243
18,Static,-1.7140794464428806,-236.54296360911752,0.35,0.35,0.6231884057971014,0.0,0.22934782608695653,0.7706521739130435,0.0,1.0,0.1891304347826087,17.028985507246375
19,Static,-1.6664316835585333,-236.63329906531175,0.55,0.55,0.9272300469483568,0.0,0.24401408450704226,0.7559859154929578,0.0,1.0,0.19014084507042253,18.823943661971832
20,Static,-1.6841809303775108,-213.89097815794386,0.7,0.7,0.9147465437788018,0.0,0.19133858267716536,0.8086614173228347,0.0,1.0,0.1015748031496063,22.755905511811022
21,Static,-1.6770779732627463,-239.82215017657273,0.45,0.45,0.8305882352941176,0.0,0.08111888111888112,0.9188811188811189,0.0,1.0,0.06258741258741259,24.251748251748253
22,Static,-1.6684212448184335,-211.88949809194105,0.6,0.6,0.8933649289099526,0.0,0.1125984251968504,0.8874015748031496,0.0,1.0,0.0562992125984252,24.598425196850393
23,Static,-1.7641285805759828,-292.84534437561314,0.85,0.85,0.9605568445475638,0.0,0.3243975903614458,0.6756024096385542,0.0,1.0,0.21626506024096387,12.006024096385541
24,Static,-1.7081729685473994,-182.77450763457173,0.95,0.95,0.9928909952606635,0.0,0.16962616822429907,0.8303738317757009,0.0,1.0,0.1724299065420561,21.88785046728972
25,Static,-1.7166522126003219,-260.9311363152489,0.3,0.3,0.6698795180722892,0.0,0.2394736842105263,0.7605263157894737,0.0,1.0,0.1986842105263158,17.25657894736842
26,Static,-1.6495566498563288,-219.39103443089172,0.7,0.7,0.9345794392523364,0.0,0.08533834586466166,0.9146616541353384,0.0,1.0,0.06766917293233082,24.48872180451128
27,Static,-1.7094306504158105,-230.77313780613443,0.35,0.35,0.7488262910798122,0.0,0.12777777777777777,0.8722222222222222,0.0,1.0,0.048518518518518516,25.62962962962963
28,Static,-1.7057088757650634,-271.2077112466451,0.5,0.5,0.8470588235294118,0.0,0.19811320754716982,0.8018867924528302,0.0,1.0,0.15440251572327043,18.49685534591195
29,Static,-1.6357029495632063,-211.0056804936536,0.8,0.8,0.9460093896713615,0.0,0.12209302325581395,0.877906976744186,0.0,1.0,0.09263565891472868,21.286821705426355
30,Static,-1.736106181375657,-258.6798210249729,0.45,0.45,0.7878048780487805,0.0,0.18389261744966443,0.8161073825503355,0.0,1.0,0.04832214765100671,18.664429530201343
31,Static,-1.605101938047312,-194.21733450372474,0.85,0.85,0.9619952494061758,0.0,0.12603305785123967,0.8739669421487604,0.0,1.0,0.17644628099173554,22.40495867768595
32,Static,-1.71115454596189,-260.09549098620727,0.55,0.55,0.8591885441527446,0.0,0.23190789473684212,0.7680921052631579,0.0,1.0,0.19473684210526315,19.223684210526315
33,Static,-1.669756021935265,-203.71023467610232,0.65,0.65,0.9318734793187348,0.0,0.13975409836065575,0.8602459016393442,0.0,1.0,0.06557377049180328,23.07377049180328
34,Static,-1.6983541160835416,-237.7695762516958,0.65,0.65,0.9508196721311475,0.0,0.13964285714285715,0.8603571428571428,0.0,1.0,0.11714285714285715,20.2
35,Static,-1.7314924232740334,-271.84431045402323,0.2,0.2,0.8057553956834532,0.0,0.20127388535031848,0.7987261146496816,0.0,1.0,0.2356687898089172,19.394904458598727
36,Static,-1.7002574871371952,-221.03347332783537,0.55,0.55,0.8445475638051044,0.0,0.16384615384615384,0.8361538461538461,0.0,1.0,0.11076923076923077,22.784615384615385
37,Static,-1.7401340881724332,-257.5398450495201,0.7,0.7,0.9366197183098591,0.0,0.3347972972972973,0.6652027027027027,0.0,1.0,0.2648648648648649,17.97972972972973
38,Static,-1.7217302127607625,-218.65973702061683,0.35,0.35,0.8159806295399515,0.0,0.15748031496062992,0.84251968503937,0.0,1.0,0.08031496062992126,22.716535433070867
39,Static,-1.7390949491490255,-252.1687676266087,0.3,0.3,0.7135922330097088,0.0,0.26275862068965516,0.7372413793103448,0.0,1.0,0.1489655172413793,21.73103448275862
40,Static,-1.5907819344631864,-179.75835859434005,0.8,0.8,0.9733009708737864,0.0,0.07123893805309735,0.9287610619469027,0.0,1.0,0.03672566371681416,25.1858407079646
41,Static,-1.6989257769670272,-246.34423766021894,0.8,0.8,0.9835294117647059,0.0,0.29586206896551726,0.7041379310344827,0.0,1.0,0.24517241379310345,15.186206896551724
42,Static,-1.774208922045658,-285.64763644935095,0.35,0.35,0.6666666666666666,0.0,0.2732919254658385,0.7267080745341615,0.0,1.0,0.15403726708074533,18.4472049689441
43,Static,-1.695362056267744,-232.26460170868094,0.45,0.45,0.9012048192771084,0.0,0.23686131386861314,0.7631386861313869,0.0,1.0,0.22554744525547446,20.99270072992701
44,Static,-1.617620176752759,-174.70297908929797,0.8,0.8,0.9492753623188406,0.0,0.14166666666666666,0.8583333333333333,0.0,1.0,0.07314814814814814,26.62037037037037
45,Static,-1.6828082562634283,-206.9854155204017,0.6,0.6,0.9068627450980392,0.0,0.14634146341463414,0.8536585365853658,0.0,1.0,0.1967479674796748,20.08130081300813
46,Static,-1.6703028031643297,-222.15027282085583,0.95,0.95,1.0,0.0,0.21879699248120302,0.781203007518797,0.0,1.0,0.09511278195488722,19.804511278195488
47,Static,-1.7241894944058371,-258.62842416087557,0.3,0.3,0.5552884615384616,0.0,0.22966666666666666,0.7703333333333333,0.0,1.0,0.20166666666666666,18.38
48,Static,-1.5897817913702468,-178.05556063346765,0.9,0.9,0.9953051643192489,0.0,0.11696428571428572,0.8830357142857143,0.0,1.0,0.13973214285714286,23.526785714285715
49,Static,-1.6870460791056787,-258.11805010316886,0.4,0.4,0.7936117936117936,0.0,0.09967320261437909,0.9003267973856209,0.0,1.0,0.015359477124183006,20.836601307189543
50,Static,-1.6535385558478652,-239.76309059794048,0.55,0.55,0.9061032863849765,0.0,0.2631034482758621,0.7368965517241379,0.0,1.0,0.14551724137931035,20.275862068965516
51,Static,-1.7267232696589088,-229.65419486463486,0.75,0.75,0.9537712895377128,0.0,0.24022556390977443,0.7597744360902255,0.0,1.0,0.14887218045112782,21.954887218045112
52,Static,-1.679710132272379,-220.04202732768167,0.3,0.3,0.6361386138613861,0.0,0.1965648854961832,0.8034351145038168,0.0,1.0,0.23740458015267177,19.31297709923664
53,Static,-1.6340443522353914,-222.23003190401323,0.65,0.65,0.9334916864608076,0.0,0.20808823529411766,0.7919117647058823,0.0,1.0,0.19852941176470587,19.264705882352942
54,Static,-1.6437460005043518,-185.74329805699176,0.9,0.9,0.9925925925925926,0.0,0.11548672566371682,0.8845132743362832,0.0,1.0,0.05663716814159292,24.911504424778762
55,Static,-1.6427187311293439,-197.12624773552128,0.75,0.75,0.9622641509433962,0.0,0.24083333333333334,0.7591666666666667,0.0,1.0,0.24416666666666667,22.425
56,Static,-1.7774928728077792,-275.51139528520577,0.3,0.3,0.7563805104408353,0.0,0.2609677419354839,0.7390322580645161,0.0,1.0,0.2593548387096774,19.63225806451613
57,Static,-1.665788967740946,-204.89204303213637,0.75,0.75,0.970074812967581,0.0,0.1378048780487805,0.8621951219512195,0.0,1.0,0.10894308943089431,19.130081300813007
58,Static,-1.7675804273038387,-254.53158153175278,0.5,0.5,0.8841607565011821,0.0,0.2701388888888889,0.7298611111111111,0.0,1.0,0.17465277777777777,22.055555555555557
59,Static,-1.66624532273319,-196.61694808251642,0.95,0.95,0.9953488372093023,0.0,0.15847457627118644,0.8415254237288136,0.0,1.0,0.1711864406779661,22.177966101694917
60,Static,-1.7546982435525569,-261.45003828933096,0.35,0.35,0.7692307692307693,0.0,0.23590604026845638,0.7640939597315436,0.0,1.0,0.15100671140939598,22.107382550335572
61,Static,-1.744475776672512,-237.24870562746165,0.75,0.75,0.964200477326969,0.0,0.21066176470588235,0.7893382352941176,0.0,1.0,0.14044117647058824,19.801470588235293
62,Static,-1.6209973100204453,-183.1726960323103,0.8,0.8,0.9549763033175356,0.0,0.15265486725663716,0.8473451327433629,0.0,1.0,0.11460176991150442,23.991150442477878
63,Static,-1.6874083013490575,-229.48752898347183,0.5,0.5,0.8613636363636363,0.0,0.1400735294117647,0.8599264705882353,0.0,1.0,0.12463235294117647,26.602941176470587
64,Static,-1.5904974028203824,-184.49769872716436,0.8,0.8,0.9783653846153846,0.0,0.1125,0.8875,0.0,1.0,0.12931034482758622,24.362068965517242
65,Static,-1.7254356834399354,-234.65925294783122,0.85,0.85,0.9478908188585607,0.0,0.24485294117647058,0.7551470588235294,0.0,1.0,0.14926470588235294,17.183823529411764
