run_id,stage,episodes,seed,clip_range,min_active_samples,elapsed_sec,run_dir,reward_mean,reward_mean_std,value_loss,value_loss_std,policy_loss,policy_loss_std,value_clip_fraction,value_clip_fraction_std,skipped_update_count,skipped_update_count_std,active_ratio,active_ratio_std,active_samples,active_samples_std,skipped_update_ratio,active_samples_p10,active_samples_p50,nan_inf_count
stage1_ep2_s0_clip0p2_min64_20260115_232452,1,2,0,0.2,64,18.262587070465088,runs/stage1_ep2/clip0p2_min64/seed0/stage1_ep2_s0_clip0p2_min64_20260115_232452,0.14033429324626917,0.0008557706855894282,13.660495894749959,0.9012288827375076,-0.0450643083887795,0.013780300670677089,0.8062936518589655,0.06257333774827015,0.0,0.0,0.029375,0.00017677669529663457,117.5,0.7071067811865476,0.0,117.1,117.5,0
