episode,steps,physical_steps,decision_steps,active_decision_ratio,wall_time,sim_time,termination_reason_raw,termination_reason_bucket,reward_mean,reward_total,episode_reward,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_completed,episode_time_seconds,mean_r_prog,mean_r_term,mean_cost_power,mean_cost_trust,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,illegal_action_ratio,no_task_rate,on_task_rate,has_task_available_rate,v2v_link_break_rate,unified_illegal_trigger_rate,hard_trigger_rate,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_term,reward_clip_hit_count,reward_clip_hit_rate,abs_ratio_basis,r_prog_on_task_mean,r_prog_on_task_abs_mean,abs_ratio_on_task_r_prog,abs_ratio_on_task_r_term,actor_loss,critic_loss,critic_loss_raw_mean,normalized_value_loss,entropy,approx_kl,clip_frac,cost_power_value_loss,cost_trust_value_loss,lambda_power,lambda_trust,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,critic_loss_active,critic_loss_inactive,mode_aux_loss,mode_aux_acc,ppo_epochs_executed,num_minibatches_executed,mb_kl_max,mb_kl_p95,early_stop_epoch_idx,early_stop_batch_idx,skipped_update_count,early_stop,lr,bias_rsu,bias_local
1,200,200,169,0.845,23.17268133163452,20.0,time_limit,time_limit,-0.0009087282232940197,-1.1817456476290793,-1.1817456476290793,0.000853361267945727,0.0015782049158588052,0.15,0.15,0.6052631578947368,1.9037129027983593,2.2567034752643784,3,1.9037129027983593,20.000000000000014,0.0014071376781901665,-0.010494420059644132,0.004574112113316126,0.007856330752425072,0.004574112113316126,0.0,0.00102023201932131,0.0,17,0.85,0.3076923076923077,0.3668639053254438,0.3254437869822485,0.3076923076923077,0.3668639053254438,0.3254437869822485,0.4985782045630622,0.155,1.049999999999983,0.4978983068190128,0.8679264336824417,0.0,0.0,3.5083841214145206e-12,0.0,114,52,2.675143338,0.0,1.0,0.0,0.0,0.95775,0.04225000000000001,0.04225000000000001,0.03,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,unified_mainline,-0.01737977484182515,0.045824697592648705,0.448127200161958,0.551872799838042,-0.009153746417723596,6.4037810325622555,6.4037810325622555,6.403780937194824,1.8889337301254272,0.006282402016222477,0.08994082883000373,0.17836131751537324,0.6312749266624451,0.0,0.0,9.59779613018036,1.0,1.0,0.8402366876602173,6.403781127929688,0.0,,,5,5,0.018808219581842422,0.018111570365726946,-1,-1,0,False,0.0002,0.0,0.0
2,200,200,191,0.955,18.678730010986328,20.0,time_limit,time_limit,-0.0006288854638114572,-1.1257770919900645,-1.1257770919900645,0.0008347814844455527,0.0013930682325735688,0.15,0.15,0.6767241379310345,2.0715512654773915,2.545676711042935,4,2.0715512654773915,20.000000000000014,0.004258716980946566,-0.010547571580449795,0.003565596260731858,0.00798076991695675,0.0035655962607318574,0.0,0.000590514577523972,0.0,16,0.8,0.3298429319371728,0.387434554973822,0.28272251308900526,0.3298429319371728,0.387434554973822,0.28272251308900526,0.49338600507867525,0.13,1.0,0.4900391642751133,0.8570898324251175,0.0,0.0,2.9484726292439145e-12,0.0,119,59,2.9452543107557454,0.0,1.0,0.0,0.0,0.95225,0.04774999999999996,0.04774999999999996,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,unified_mainline,0.01103452260939073,0.030811084461200098,0.3872546854103581,0.6127453145896419,0.0016927160671912135,3.2391984462738037,3.2391984462738037,3.2391983032226563,1.7959768533706666,0.007647930551320315,0.04921466037631035,0.17110745906829833,0.33907062411308286,0.0,3.712661504850126e-05,11.268602991104126,1.0,1.0,0.6837696343660354,3.2391985416412354,0.0,,,5,5,0.014778259210288525,0.01395029965788126,-1,-1,0,False,0.0002,0.0,0.0
3,58,58,212,3.6551724137931036,9.1316077709198,5.800000000000001,idle,terminated,-0.002001045271754265,-0.11606062867940001,-0.11606062867940001,0.013697516266256565,0.005389799363911152,0.25,0.25,0.728744939271255,1.9348161334261575,2.4369417939304463,5,1.9348161334261575,5.799999999999995,0.006532814592654688,-0.026543267813240897,0.009792061017362318,0.028445430145785593,0.009792061017362318,0.0,0.002126808126811801,0.0,14,0.7,0.39622641509433965,0.3490566037735849,0.25471698113207547,0.39622641509433965,0.3490566037735849,0.25471698113207547,0.4925808638976566,0.8620689655172413,5.0,0.48832266230838756,0.8697093486785887,0.0,9.518843352429585e-11,1.2405867999554232e-11,4.6113984679407816e-11,121,84,12.767378641403512,0.01724137931034484,0.0,0.0,0.0,0.8172413793103448,0.1827586206896552,0.1827586206896552,0.02727272727272727,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,unified_mainline,-0.018542311915052245,0.04361733875739703,0.27341337959730433,0.7265866204026957,-0.000622640922665596,4.071870136260986,4.071870136260986,4.071870803833008,1.7130027055740356,0.014904408995062114,0.04150943458080292,0.04737610146403313,0.15320384800434111,0.0,7.674201338763623e-05,11.30333948135376,1.0,1.0,0.8094339609146118,4.071870136260986,0.0,,,5,5,0.020513048395514488,0.020251038670539855,-1,-1,0,False,0.0002,0.0,0.0
4,200,200,192,0.96,18.095848560333252,20.0,time_limit,time_limit,-0.0004716121475212276,-1.0943224233331361,-1.0943224233331361,0.0008380820712773086,0.0013447690289467573,0.3,0.3,0.6983471074380165,1.9883843532100904,2.4950149502877332,6,1.9883843532100904,20.000000000000014,0.0010870253358712407,-0.00580314650252804,0.0033167660296958418,0.007481016583037388,0.0033167660296958426,0.0,0.0007723148750510762,0.0,14,0.7,0.3854166666666667,0.3958333333333333,0.21875,0.3854166666666667,0.3958333333333333,0.21875,0.49842832585982977,0.135,1.0,0.4975141571527557,0.8660424470901489,0.0,0.0,4.8084067109932516e-12,0.0,117,74,3.1609660439999976,0.0,1.0,0.0,0.0,0.952,0.04800000000000004,0.04800000000000004,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,unified_mainline,-0.01355428967513323,0.0390050825895788,0.32465556724707106,0.6753444327529289,0.007038716008537449,2.8995243549346923,2.8995243549346923,2.8995243072509767,1.6652369499206543,0.013565480150282383,0.03437499962747097,0.13865843415260315,0.15038177669048308,0.0,0.0005256506163033476,9.323702573776245,1.0,1.0,0.7031249910593033,2.8995244979858397,0.0,,,5,5,0.020187780261039734,0.01977081671357155,-1,-1,0,False,0.0002,0.0,0.0
5,200,200,166,0.83,17.030592918395996,20.0,time_limit,time_limit,-0.001248261658474803,-1.2496523305381158,-1.2496523305381158,0.0019844415015541,0.001976605737581849,0.05,0.05,0.6103286384976526,2.662495473483751,2.7292636037174485,2,2.662495473483751,20.000000000000014,0.00129213882333177,-0.01377475535023756,0.00663652428456386,0.006745387131608483,0.006636524284563857,0.0,0.0019388421488212844,0.0,19,0.95,0.3674698795180723,0.4397590361445783,0.1927710843373494,0.3674698795180723,0.4397590361445783,0.1927710843373494,0.4951566771455109,0.125,0.04999999999998295,0.4924793123377499,0.8509496748447418,0.0,0.0,4.133176439991004e-12,0.0,102,61,2.6006080567999983,0.0,1.0,0.0,0.0,0.9585,0.04149999999999998,0.04149999999999998,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,unified_mainline,-0.04160386721615352,0.05942365299194001,0.39105326098046533,0.6089467390195346,0.008344929572194815,4.825422096252441,4.825422096252441,4.825422859191894,1.651690173149109,0.0026622366509400307,0.06867469847202301,0.27386826276779175,0.09460133165121079,0.0,0.0005552709479640953,16.064351415634157,1.0,1.0,0.7506024152040481,4.82542200088501,0.0,,,5,5,0.013039752840995789,0.011601055786013602,-1,-1,0,False,0.0002,0.0,0.0
6,200,200,177,0.885,18.74721646308899,20.0,time_limit,time_limit,-0.0008080538245849311,-1.1616107737097154,-1.1616107737097154,0.0016323365678544957,0.0016044133808463812,0.2,0.2,0.6755555555555556,2.3133338932486995,2.6757999873239715,5,2.3133338932486995,20.000000000000014,0.001044237300186804,-0.009124775985672583,0.010137467116632664,0.0071714691529205,0.010137467116632666,0.0,0.0027029485981462727,0.0,16,0.8,0.3333333333333333,0.480225988700565,0.1864406779661017,0.3333333333333333,0.480225988700565,0.1864406779661017,0.5006764342790703,0.21,1.0,0.5009882166239156,0.8645648270845414,0.0,0.0,7.349136924017508e-12,0.0,116,59,2.852474718399998,0.0,1.0,0.0,0.0,0.95575,0.04425000000000001,0.04425000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,unified_mainline,-0.033319613103355177,0.056561815644840294,0.3172216879440339,0.6827783120559661,-0.008018679299857468,1.7937844753265382,1.7937844753265382,1.7937847137451173,1.6208142042160034,0.007240288751199841,0.04067796468734741,0.6285801529884338,0.14213489294052123,0.0,0.0005701786905962649,12.909069633483886,1.0,1.0,0.5932203382253647,1.7937844753265382,0.0,,,5,5,0.016943272203207016,0.015232638269662856,-1,-1,0,False,0.0002,0.0,0.0
7,200,200,221,1.105,15.970650672912598,20.0,time_limit,time_limit,-0.00044853906729258597,-1.0897078161265057,-1.0897078161265057,0.0017498496337793733,0.0014229239895939827,0.3,0.3,0.8163265306122449,2.311575263266303,2.944150779169823,9,2.311575263266303,20.000000000000014,0.001230165797933826,-0.005715556604259109,0.005060961217384293,0.007728572333667508,0.005060961217384294,0.0,0.0011159036532893743,0.0,14,0.7,0.3257918552036199,0.5248868778280543,0.1493212669683258,0.3257918552036199,0.5248868778280543,0.1493212669683258,0.49715976492210756,0.3,3.049999999999983,0.4958369584787212,0.8587453007698059,0.0,0.0,6.299130488052196e-12,0.0,145,72,3.435228668799998,0.0,1.0,0.0,0.0,0.94475,0.05525000000000002,0.05525000000000002,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,unified_mainline,-0.02701862304571109,0.059951497456308254,0.5052986377548253,0.4947013622451747,-0.011152654886245728,1.1345250606536865,1.1345250606536865,1.134525179862976,1.5900241613388062,0.0054423633730039,0.04705882519483566,0.12862346470355987,0.12204274237155914,2.749342332653351e-06,0.0005936080736546748,8.002899503707885,1.0,1.0,0.5547511428594589,1.1345250844955443,0.0,,,5,5,0.00799260102212429,0.007974129356443881,-1,-1,0,False,0.0002,0.0,0.0
8,200,200,203,1.015,17.779796838760376,20.0,time_limit,time_limit,-0.0010898993350565434,-1.2179798620819848,-1.2179798620819848,0.0007764112669974546,0.001959790475666523,0.1,0.1,0.711864406779661,1.7266647296662463,2.167922353432708,3,1.7266647296662463,20.000000000000014,0.0011551127810799776,-0.012054105885179217,0.004922779093700666,0.007888645250683972,0.0049227790937006665,0.0,0.0011298482435009927,0.0,17,0.85,0.32019704433497537,0.49261083743842365,0.18719211822660098,0.32019704433497537,0.49261083743842365,0.18719211822660098,0.49876409412384964,0.25,2.0,0.4982249107703406,0.8645797729492187,0.0,0.0,4.635198475044788e-12,0.0,130,61,3.346204282537576,0.0,1.0,0.0,0.0,0.94925,0.05074999999999996,0.05074999999999996,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,unified_mainline,-0.02397848275898908,0.05778220548589664,0.4819699401540177,0.5180300598459824,-0.007044986356049776,1.5402634143829346,1.5402634143829346,1.5402635335922241,1.6333249092102051,0.012002063449472189,0.03448275849223137,0.11824394017457962,0.08992715030908585,0.0,0.0006281795203280249,12.040516924858093,1.0,1.0,0.43940887451171873,1.5402634143829346,0.0,,,5,5,0.020231500267982483,0.018879188038408753,-1,-1,0,False,0.0002,0.0,0.0
9,200,200,203,1.015,17.92327070236206,20.0,time_limit,time_limit,-0.0009420599089935422,-1.1884119858228657,-1.1884119858228657,0.0012079372361768026,0.001897003618068993,0.15,0.15,0.7389558232931727,2.110855001000573,2.338867660466885,3,2.110855001000573,20.000000000000014,0.0011374038910596988,-0.010558003182202987,0.0072598320291497155,0.007833316606699057,0.007259832029149713,0.0,0.0014747910386278403,0.0,17,0.85,0.24630541871921183,0.5862068965517241,0.16748768472906403,0.24630541871921183,0.5862068965517241,0.16748768472906403,0.5002207176947558,0.21,2.0,0.50031119872366,0.8614466905593869,0.0,0.0,7.2560880914895876e-12,0.0,151,49,3.1846209579999973,0.0,1.0,0.0,0.0,0.94925,0.05074999999999996,0.05074999999999996,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,unified_mainline,-0.03937043138621307,0.06168616579974076,0.4516239883563795,0.5483760116436206,-0.006590136652812361,1.1645801067352295,1.1645801067352295,1.1645802974700927,1.6050588130950927,0.004978601553011686,0.03940886668860912,0.14271162450313568,0.09122614413499833,0.0,0.0006659524253417042,8.307445430755616,1.0,1.0,0.560591134428978,1.1645800590515136,0.0,,,5,5,0.014759824611246586,0.013487907871603965,-1,-1,0,False,0.0002,0.0,0.0
10,100,100,193,1.93,10.499380588531494,10.0,idle,terminated,-0.00055938761215657,-0.05593876224558246,-0.05593876224558246,0.004474413301795713,0.002586641116067767,0.35,0.35,0.8194444444444444,2.069954853493903,2.5127392274843197,7,2.069954853493903,9.99999999999998,0.002647465103580515,-0.008241341328138762,0.018654952275857492,0.013487990751092745,0.0186549522758575,0.0,0.003455850522341341,0.0,13,0.65,0.31088082901554404,0.5854922279792746,0.10362694300518134,0.31088082901554404,0.5854922279792746,0.10362694300518134,0.4999738395772874,0.74,6.0,0.4999632578332689,0.8616499871015546,0.0,7.544886798660497e-11,9.471948399231156e-12,3.396938130090226e-11,132,60,6.62915444929294,0.01000000000000002,0.0,0.0,0.0,0.9035,0.09650000000000003,0.09650000000000003,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,unified_mainline,-0.03796189982930887,0.08954861751814974,0.4299606015504869,0.570039398449513,-0.0011693420703522861,7.609910011291504,7.609910011291504,7.609909248352051,1.4779343128204345,0.012047962844371795,0.046632124483585356,0.3554007947444916,0.08613227903842927,0.0,0.0007026187574756852,19.63190389275551,1.0,1.0,0.6725388675928116,7.609909915924073,0.0,,,5,5,0.019309427589178085,0.01844535693526268,-1,-1,0,False,0.0002,0.0,0.0
