episode,steps,wall_time,sim_time,reward_mean,reward_total,episode_reward,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,illegal_action_ratio,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,actor_loss,critic_loss,critic_loss_raw_mean,normalized_value_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,critic_loss_active,critic_loss_inactive,ppo_epochs_executed,num_minibatches_executed,mb_kl_max,mb_kl_p95,early_stop_epoch_idx,early_stop_batch_idx,skipped_update_count,early_stop,lr,bias_rsu,bias_local
1,200,7.702442646026611,20.0,-0.02918940782546997,-6.837881662362505,-6.837881662362505,0.0004333748947829006,0.029327761381864548,0.0,0.0,0.11363636363636363,0.0,0.0,0,24.370161056518555,20.000000000000014,0.016627659661033994,0.1266133384936868,6785561562500.005,-0.08238093972206123,3,0.375,0.3702770780856423,0.4282115869017632,0.20151133501259447,0.3702770780856423,0.4282115869017632,0.20151133501259447,0.4979424036454293,0.0,0.0,0.4968405430256112,0.8559680759906768,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.20000000298023224,13,8,7.835608117906501,0.0,1.0,0.0,0.0,0.751875,0.24812500000000004,0.24812500000000004,0.0,0.0,-0.01857197137287585,4.555996680259705,4.555996680259705,4.555996712048849,1.5155280391375223,0.013174729637103155,0.14947092942893506,1.7546390573183694,0.248125,0.248828125,0.9502269429465134,5.9120445728302,2.328271818161011,5,30,0.048726342618465424,0.04253158513456581,-1,-1,0,False,0.0002,0.0,0.0999
2,200,7.359925985336304,20.0,-0.0321771539747715,-7.435430152463453,-7.435430152463453,0.0004144142920267744,0.03227750211954117,0.0,0.0,0.13333333333333333,0.8999999999999968,0.8999999999999968,1,31.916746139526367,20.000000000000014,0.03256078893969892,0.2361072085734854,1488043281250.0146,0.8196688320338726,6,0.75,0.3882978723404255,0.39095744680851063,0.22074468085106383,0.3882978723404255,0.39095744680851063,0.22074468085106383,0.49362535305379424,0.0,0.0,0.48904464542005455,0.8567163348197937,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.20000000298023224,13,10,8.380176692965362,0.0,1.0,0.0,0.0,0.765,0.235,0.235,0.0,0.0,-0.0024131740831459564,5.76558272043864,5.76558272043864,5.765582974751791,1.51725838581721,0.010592545891025413,0.1679102897023161,3.1743376731872557,0.235,0.23463541666666668,0.9305283427238464,5.510327243804932,6.1666693687438965,5,30,0.0457446314394474,0.04366096667945384,-1,-1,0,False,0.0002,0.0,0.0998
3,200,7.566436767578125,20.0,-0.029881887137889862,-6.9763770219018335,-6.9763770219018335,0.0004514570508035829,0.031086932867765427,0.0,0.0,0.1566265060240964,0.6499999999999988,0.6949999999999976,2,23.306011199951172,20.000000000000014,0.016276244065127246,0.12423795096805469,4076413125000.0063,-0.29053803402185435,3,0.375,0.4470046082949309,0.423963133640553,0.12903225806451613,0.4470046082949309,0.423963133640553,0.12903225806451613,0.49578807172132655,0.0,0.0,0.4925780999494741,0.8559310466051101,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.20000000298023224,10,12,8.6581288171814,0.0,1.0,0.0,0.0,0.72875,0.27125,0.27125,0.0,0.0,-0.001098512408013145,2.532287081082662,2.532287081082662,2.532287073135376,1.588464609781901,0.01351068723888602,0.08357885082562765,2.15299306511879,0.27125,0.26979166666666665,0.8825136361022791,2.14729749361674,3.238080962498983,5,30,0.06495551019906998,0.03755149729549883,-1,-1,0,False,0.0002,0.0,0.09970000000000001
4,200,7.050506114959717,20.0,-0.02905350737273693,-6.81070155239226,-6.81070155239226,0.00011513692879816302,0.03011409565806389,0.0,0.0,0.1935483870967742,0.5999999999999979,0.5999999999999979,1,23.884754180908203,20.000000000000014,0.00905934755348333,6.336708689454667e-05,0.0030436969845971185,5.207163497269153,4,0.5,0.4401041666666667,0.3515625,0.20833333333333334,0.4401041666666667,0.3515625,0.20833333333333334,0.4846282167942263,0.0,0.0,0.47297268886896937,0.8442135125398635,0.0,0.0,0.0,0.0,0.013157894736842105,0.800000011920929,0.20000000298023224,17,12,7.958109513135952,0.0,1.0,0.0,0.0,0.76,0.24,0.24,0.0,0.0,-0.005382176209241152,1.7371557712554933,1.7371557712554933,1.7371557672818503,1.405430559317271,0.02452853257806661,0.18033665337910254,1.912293674548467,0.24,0.23997395833333332,0.7957116673390071,1.8020529488722483,1.6210002501805623,5,30,0.07271510362625122,0.06464379001408814,-1,-1,0,False,0.0002,0.0,0.09960000000000001
5,200,7.216262578964233,20.0,-0.023511383682489395,-5.702276854642359,-5.702276854642359,0.0008537299552699533,0.023742761462926865,0.0,0.0,0.11363636363636363,0.0,0.0,0,25.642257690429688,20.000000000000014,0.018596022588016348,0.16121089361354954,2627063750000.006,-0.05138269811868671,4,0.5,0.38481675392670156,0.4816753926701571,0.13350785340314136,0.38481675392670156,0.4816753926701571,0.13350785340314136,0.4738186815037625,0.0,0.0,0.4568143200062062,0.8520685672760009,0.0,0.0,0.0,0.0,0.005025125628140704,0.800000011920929,0.20000000298023224,8,13,7.827935245194147,0.0,1.0,0.0,0.0,0.76125,0.23875000000000002,0.23875000000000002,0.0,0.0,-0.011306760579590564,1.322239189044289,1.322239189044289,1.3222391994103142,1.233256407406019,0.021846209794444883,0.23132055058427478,2.267903905847798,0.23875,0.23726222826086957,0.65497502486181,1.19644753570142,1.513004051602405,4,23,0.083834707736969,0.061824266240000716,3,4,0,True,0.0002,0.0,0.0995
6,200,7.210106372833252,20.0,-0.02039872109889984,-5.079743984273524,-5.079743984273524,0.0009617373609216877,0.020669514313340187,0.0,0.0,0.20652173913043478,0.0,0.0,0,24.731475830078125,20.000000000000014,0.008885372229917338,0.0,1576250000000.0054,-0.05253690242767334,2,0.25,0.4362244897959184,0.44642857142857145,0.11734693877551021,0.4362244897959184,0.44642857142857145,0.11734693877551021,0.4828668810159434,0.0,0.0,0.46744300430583063,0.8273423522710799,0.0,0.0,0.0,0.0,0.015544041450777202,0.800000011920929,0.20000000298023224,14,11,8.103448562065342,0.0,1.0,0.0,0.0,0.755,0.245,0.245,0.0,0.0,-0.013719920876125495,1.4513694723447164,1.4513694723447164,1.4513694524765015,1.2424487233161927,0.02505259047417591,0.11125906445086002,2.447742021083832,0.245,0.244921875,0.6497465808565418,1.4874745597441992,1.3636356631914774,5,30,0.06805232167243958,0.060717885941267,-1,-1,0,False,0.0002,0.0,0.0994
7,200,7.007200002670288,20.0,-0.027484610676765442,-6.496922164252188,-6.496922164252188,0.0003061055947910059,0.02761172130703926,0.0,0.0,0.15789473684210525,0.0,0.0,0,24.176485061645508,20.000000000000014,0.010849412964477419,0.0,0.0028439455015170255,-0.07162699595093724,3,0.375,0.4783783783783784,0.4297297297297297,0.0918918918918919,0.4783783783783784,0.4297297297297297,0.0918918918918919,0.4919916866533458,0.0,0.0,0.4842200722233415,0.8644272476434707,0.0,0.0,0.0,0.0,0.006097560975609756,0.800000011920929,0.20000000298023224,12,11,7.580195436908479,0.0,1.0,0.0,0.0,0.76875,0.23124999999999996,0.23124999999999996,0.0,0.0,0.007749270980379411,1.3607353057180132,1.3607353057180132,1.360735331262861,1.3357702578817094,0.019523087855694548,0.12995012237557343,3.4575525564806804,0.23125,0.23158482142857142,0.648942279163748,1.3491271659731865,1.3924366661480494,3,14,0.10725048929452896,0.06726088207215068,2,1,0,True,0.0002,0.0,0.0993
8,200,7.090321779251099,20.0,-0.02640935406088829,-6.281870886615691,-6.281870886615691,0.0005075496155768626,0.026530824601650238,0.0,0.0,0.2823529411764706,0.7999999999999972,0.7999999999999972,1,22.80914306640625,20.000000000000014,0.006810608662737356,0.0,0.0015137571272676204,-0.08827729392051693,4,0.5,0.5650969529085873,0.3379501385041551,0.09695290858725762,0.5650969529085873,0.3379501385041551,0.09695290858725762,0.49159903181833214,0.0,0.0,0.48034861244054305,0.8589280217885972,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.20000000298023224,16,18,8.214687271814272,0.0,1.0,0.0,0.0,0.774375,0.22562499999999996,0.22562499999999996,0.0,0.0,-0.010520385003959139,2.533650588989258,2.533650588989258,2.5336507161458335,1.2089264512062072,0.0146152098478827,0.1952007260173559,6.987993456919988,0.225625,0.22369791666666666,0.7777917654641594,2.463548489411672,2.6241406043370565,5,30,0.06493711471557617,0.05315683670341965,-1,-1,0,False,0.0002,0.0,0.09920000000000001
9,200,7.265203475952148,20.0,-0.02814747765660286,-6.62949611795541,-6.62949611795541,0.00031802961748326184,0.028261413797736168,0.0,0.0,0.20833333333333334,0.0,0.0,0,23.022655487060547,20.000000000000014,0.01760036464691717,0.13659304884817086,0.005150620508824152,-0.1779073727875948,2,0.25,0.5989304812834224,0.3181818181818182,0.08288770053475936,0.5989304812834224,0.3181818181818182,0.08288770053475936,0.4952292981965002,0.0,0.0,0.4884521590232984,0.841447114944458,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.20000000298023224,10,16,7.526653987071018,0.0,1.0,0.0,0.0,0.76625,0.23375,0.23375,0.0,0.0,0.02596999555614523,1.7977050244808197,1.7977050244808197,1.7977050732482562,1.267691195011139,0.022438902087081013,0.16974304684183814,4.22693557901816,0.23375,0.2352627840909091,0.4887477055361325,2.3435088748281654,1.002957367084243,4,22,0.12122845649719238,0.051203268766403194,3,3,0,True,0.0002,0.0,0.09910000000000001
10,200,6.992753267288208,20.0,-0.024040358141064644,-5.808071458996115,-5.808071458996115,0.0003113501821644603,0.024171218276023865,0.0,0.0,0.1935483870967742,0.0,0.0,0,24.173690795898438,20.000000000000014,0.012920591068102436,0.0,0.0040704630742741344,-0.06100397288799284,3,0.375,0.7366666666666667,0.20666666666666667,0.056666666666666664,0.7366666666666667,0.20666666666666667,0.056666666666666664,0.49368678672763056,0.0,0.0,0.48034797424943354,0.8614101409912108,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.20000000298023224,7,17,7.434231314513743,0.0,1.0,0.0,0.0,0.8125,0.1875,0.1875,0.0,0.0,0.0010348560676599543,1.6810521880785625,1.6810521880785625,1.6810521642367044,0.968921172618866,0.005203389985642085,0.08222783332069715,3.72347252368927,0.1875,0.18776041666666668,0.8145822803334644,1.5941658159097036,1.7861661156018576,5,30,0.03449507802724838,0.032707182876765724,-1,-1,0,False,0.0002,0.0,0.099
