episode_seed,episode_steps,active_ratio,no_task_ratio,decision_events_per_vehicle_mean,decision_events_per_vehicle_p50,decision_events_per_vehicle_p90,ready_subtask_count_mean,ready_subtask_count_p50,ready_subtask_count_p90,ready_subtask_count_p95,inflight_subtask_count_mean,inflight_subtask_count_p95,avg_subtask_service_steps_mean,avg_subtask_service_steps_p50,avg_subtask_service_steps_p90,phase_comm_ratio,phase_compute_ratio,phase_wait_ratio,phase_finished_ratio,queue_len_vehicle_mean,queue_len_vehicle_p95,queue_len_rsu_mean,queue_len_rsu_p95,task_success_rate,deadline_miss_rate,illegal_count,assign_failed_count,run_tag,config_overrides
42010,36,0.16805555555555557,0.8319444444444445,6.05,6.0,8.0,4.583333333333333,4.0,9.0,11.0,0.8222222222222222,2.0,5.831932773109243,5.0,11.0,0.16666666666666666,0.9722222222222222,0.027777777777777776,0.0,0.8143712574850299,2.0,0.28703703703703703,2.0,0.7,0.3,7,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42011,33,0.17575757575757575,0.8242424242424242,5.8,6.0,8.0,4.575757575757576,4.0,11.8,12.0,0.8378787878787879,2.0,5.578947368421052,5.0,10.0,0.3333333333333333,0.9696969696969697,0.030303030303030304,0.0,0.7926421404682275,2.0,0.4444444444444444,3.0,0.8,0.2,2,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42012,33,0.16363636363636364,0.8363636363636363,5.4,5.5,7.0,3.909090909090909,3.0,10.8,12.0,0.7166666666666667,2.0,5.10377358490566,5.0,8.0,0.09090909090909091,0.9696969696969697,0.030303030303030304,0.0,0.7445255474452555,2.0,0.36363636363636365,3.0999999999999943,0.85,0.15,1,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42013,34,0.18088235294117647,0.8191176470588235,6.15,6.5,8.0,4.088235294117647,2.0,10.399999999999999,11.349999999999998,0.8308823529411765,2.0,5.471074380165289,5.0,9.0,0.08823529411764706,0.9705882352941176,0.029411764705882353,0.0,0.8186195826645265,2.0,0.37254901960784315,2.0,0.8,0.2,0,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42014,37,0.16216216216216217,0.8378378378378378,6.0,6.0,8.0,3.891891891891892,3.0,8.0,10.199999999999996,0.85,2.0,5.739130434782608,5.0,10.0,0.05405405405405406,0.9459459459459459,0.05405405405405406,0.0,0.8976897689768977,3.0,0.1891891891891892,1.0,0.8,0.2,2,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42015,41,0.14268292682926828,0.8573170731707317,5.85,6.0,7.0,3.1951219512195124,2.0,8.0,10.0,0.6548780487804878,2.0,5.589743589743589,5.0,10.0,0.07317073170731707,0.975609756097561,0.0,0.024390243902439025,0.6961325966850829,2.0,0.24390243902439024,2.0,0.95,0.05,2,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42016,31,0.2,0.8,6.2,6.0,8.0,4.903225806451613,4.0,12.0,15.0,0.8306451612903226,2.0,4.877049180327869,4.0,8.0,0.1935483870967742,0.967741935483871,0.03225806451612903,0.0,0.8518518518518519,3.0,0.3548387096774194,2.0,0.9,0.1,1,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42017,33,0.19090909090909092,0.8090909090909091,6.3,6.5,8.0,4.606060606060606,3.0,9.0,13.0,0.8424242424242424,2.0,5.384,5.0,10.0,0.12121212121212122,0.9696969696969697,0.030303030303030304,0.0,0.8333333333333334,2.0,0.3333333333333333,2.0,0.95,0.05,5,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42018,38,0.16842105263157894,0.8315789473684211,6.4,7.0,8.0,4.315789473684211,3.0,11.0,12.299999999999997,0.8710526315789474,2.0,5.984126984126984,5.0,11.0,0.18421052631578946,0.9736842105263158,0.02631578947368421,0.0,0.9062027231467473,2.0,0.2719298245614035,2.0,0.85,0.15,10,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42019,33,0.18181818181818182,0.8181818181818182,6.0,6.0,7.100000000000001,4.484848484848484,3.0,8.0,16.599999999999994,0.8075757575757576,2.0,5.271186440677966,5.0,9.0,0.18181818181818182,0.9696969696969697,0.030303030303030304,0.0,0.8051282051282052,2.0,0.3333333333333333,2.0,0.85,0.15,1,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42020,37,0.16216216216216217,0.8378378378378378,6.0,6.0,8.0,3.891891891891892,2.0,9.399999999999999,13.0,0.7675675675675676,2.0,5.364406779661017,5.0,9.299999999999997,0.08108108108108109,0.9459459459459459,0.05405405405405406,0.0,0.782608695652174,3.0,0.38738738738738737,2.5,0.9,0.1,3,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42021,36,0.14722222222222223,0.8527777777777777,5.3,5.0,7.0,4.194444444444445,2.0,10.5,11.5,0.8597222222222223,2.0,6.237623762376238,6.0,10.0,0.19444444444444445,0.9722222222222222,0.027777777777777776,0.0,0.8472012102874432,3.0,0.19444444444444445,1.0,0.7,0.3,6,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42022,34,0.17647058823529413,0.8235294117647058,6.0,6.0,8.0,4.5588235294117645,2.5,10.7,14.349999999999998,0.711764705882353,2.0,5.033333333333333,4.0,9.0,0.14705882352941177,0.9705882352941176,0.0,0.029411764705882353,0.7331081081081081,2.0,0.4215686274509804,3.0,1.0,0.0,0,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42023,39,0.16025641025641027,0.8397435897435898,6.25,6.5,8.0,4.3076923076923075,3.0,9.0,10.300000000000004,0.8448717948717949,2.0,5.702479338842975,5.0,11.0,0.10256410256410256,0.9743589743589743,0.02564102564102564,0.0,0.7702503681885126,2.1000000000000227,0.6923076923076923,5.199999999999989,0.75,0.25,6,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42024,49,0.11224489795918367,0.8877551020408163,5.5,5.0,7.0,2.693877551020408,2.0,8.200000000000003,9.0,0.7785714285714286,2.0,6.894230769230769,6.0,13.0,0.08163265306122448,0.9591836734693877,0.02040816326530612,0.0,0.6770053475935829,2.0,0.1564625850340136,1.0,0.65,0.35,9,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42025,47,0.1372340425531915,0.8627659574468085,6.45,7.0,8.0,3.4680851063829787,2.0,9.0,11.699999999999996,0.6691489361702128,2.0,5.377952755905512,5.0,9.400000000000006,0.0851063829787234,0.9787234042553191,0.02127659574468085,0.0,0.656479217603912,2.0,0.24113475177304963,2.0,0.85,0.15,3,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42026,33,0.1803030303030303,0.8196969696969697,5.95,6.0,8.0,4.545454545454546,3.0,10.8,13.399999999999999,0.8242424242424242,2.0,5.571428571428571,5.0,10.200000000000003,0.21212121212121213,0.9696969696969697,0.0,0.030303030303030304,0.8662092624356775,2.0,0.32323232323232326,2.0,0.9,0.1,1,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42027,44,0.13636363636363635,0.8636363636363636,6.0,6.0,8.0,4.068181818181818,3.0,9.0,11.700000000000003,0.7488636363636364,2.0,6.213675213675214,6.0,11.0,0.09090909090909091,0.9772727272727273,0.022727272727272728,0.0,0.7182587666263603,2.0,0.3106060606060606,3.0,0.8,0.2,2,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42028,33,0.20303030303030303,0.796969696969697,6.7,7.0,8.0,5.424242424242424,4.0,12.0,12.799999999999997,0.7863636363636364,2.0,4.819548872180451,4.0,8.0,0.15151515151515152,0.9393939393939394,0.06060606060606061,0.0,0.8752399232245681,3.0,0.494949494949495,4.0,0.9,0.1,2,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
42029,36,0.1527777777777778,0.8472222222222222,5.5,5.0,8.0,3.361111111111111,3.0,8.0,8.0,0.7986111111111112,2.0,5.613207547169812,5.0,11.0,0.027777777777777776,0.9444444444444444,0.05555555555555555,0.0,0.8434343434343434,3.0,0.23148148148148148,1.6499999999999915,0.75,0.25,1,0,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
