episodes,episode_steps_mean,episode_steps_p90,active_ratio_mean,active_ratio_p90,no_task_ratio_mean,no_task_ratio_p90,decision_events_per_vehicle_mean_mean,decision_events_per_vehicle_mean_p90,decision_events_per_vehicle_p50_mean,decision_events_per_vehicle_p50_p90,decision_events_per_vehicle_p90_mean,decision_events_per_vehicle_p90_p90,ready_subtask_count_mean_mean,ready_subtask_count_mean_p90,ready_subtask_count_p50_mean,ready_subtask_count_p50_p90,ready_subtask_count_p90_mean,ready_subtask_count_p90_p90,ready_subtask_count_p95_mean,ready_subtask_count_p95_p90,inflight_subtask_count_mean_mean,inflight_subtask_count_mean_p90,inflight_subtask_count_p95_mean,inflight_subtask_count_p95_p90,avg_subtask_service_steps_mean_mean,avg_subtask_service_steps_mean_p90,avg_subtask_service_steps_p50_mean,avg_subtask_service_steps_p50_p90,avg_subtask_service_steps_p90_mean,avg_subtask_service_steps_p90_p90,phase_comm_ratio_mean,phase_comm_ratio_p90,phase_compute_ratio_mean,phase_compute_ratio_p90,phase_wait_ratio_mean,phase_wait_ratio_p90,phase_finished_ratio_mean,phase_finished_ratio_p90,queue_len_vehicle_mean_mean,queue_len_vehicle_mean_p90,queue_len_vehicle_p95_mean,queue_len_vehicle_p95_p90,queue_len_rsu_mean_mean,queue_len_rsu_mean_p90,queue_len_rsu_p95_mean,queue_len_rsu_p95_p90,task_success_rate_mean,task_success_rate_p90,deadline_miss_rate_mean,deadline_miss_rate_p90,illegal_count_mean,illegal_count_p90,assign_failed_count_mean,assign_failed_count_p90,run_tag_mean,run_tag_p90,config_overrides_mean,config_overrides_p90,run_tag,config_overrides
30,37.766666666666666,47.1,0.16221309527855637,0.19181818181818183,0.8377869047214437,0.863939393939394,5.993333333333331,6.45,6.133333333333334,7.0,7.71,8.0,4.075487639357743,4.635777126099708,2.783333333333333,4.0,9.683333333333334,11.080000000000002,11.879999999999999,14.364999999999998,0.781054951020366,0.8608552631578948,2.0,2.0,5.5955126634805445,6.242952295229523,4.95,6.0,9.95,11.05,0.11035969857643134,0.1936379928315412,0.9619228095442541,0.9757760532150775,0.03247803243447243,0.05576923076923077,0.004918885912429671,0.02544117647058824,0.7853890275483705,0.8940242960466259,2.403333333333334,3.0,0.29416094253834557,0.42385620915032685,2.0716666666666654,3.01,0.8333333333333333,0.95,0.16666666666666666,0.3,3.433333333333333,9.100000000000001,0.0,0.0,nan,nan,nan,nan,v1_baseline_small,"MIN_NODES=4,MAX_NODES=8"
