episode,steps,wall_time,sim_time,reward_mean,reward_total,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,actor_loss,critic_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,skipped_update_count,early_stop,lr,bias_rsu,bias_local
1,141,10.402271032333374,14.100000000000001,-0.0027517718262970448,-0.3879998340154415,0.020187731832265854,0.02443779818713665,0.15,0.15,0.5921052631578947,2.6500000000000012,3.2550000000000017,4,15.744514245986931,14.099999999999966,0.002685353108323328,0.0,0.0010462387255627127,-0.09011672435922752,17,0.85,0.3674698795180723,0.3192771084337349,0.3132530120481928,0.3674698795180723,0.3192771084337349,0.3132530120481928,0.49565213000177283,0.7163120567375887,6.0,0.4932483516547353,0.8574852347373962,0.0,1.7216232237569779e-12,9.220701459311531e-12,0.0,0.054945054945054944,0.800000011920929,0.20000000298023224,100,61,22.83188121142863,0.007092198581560301,0.0,0.0,0.9411347517730496,0.058865248226950384,0.058865248226950384,0.0,0.0,-0.021767174558980123,1.0603013123784746,1.5299639190946306,0.008244240249041468,0.1429184531526906,1.6161326169967651,0.058865248226950356,0.056919642857142856,0.24330357142857142,0,True,0.0002,0.0499295,0.0
2,77,5.166622877120972,7.7,0.010590790770947933,0.8154907597076715,0.031471405178308494,0.03065214306116104,0.1,0.1,0.53125,2.5500000000000007,2.865000000000001,2,10.237525768280028,7.699999999999989,0.006491267182552759,0.0,0.002296722689157646,-0.08516013445792224,18,0.9,0.4166666666666667,0.27564102564102566,0.3076923076923077,0.4166666666666667,0.27564102564102566,0.3076923076923077,0.4948653498761259,0.8441558441558441,3.0,0.4915968531447757,0.8618515729904175,0.0,0.0,8.638661834481365e-12,0.0,0.013888888888888888,0.800000011920929,0.20000000298023224,90,65,39.54675040311285,0.012987012987013007,0.0,0.0,0.8987012987012987,0.10129870129870133,0.10129870129870133,0.0,0.0,0.06936768989544362,1.0231103003025055,1.4616903066635132,0.0017984593287110329,0.11051604803651571,1.1645258665084839,0.1012987012987013,0.095703125,0.009765625,0,True,0.0002,0.049891000000000005,0.0
3,200,13.345026731491089,20.0,-0.00815022736787796,-2.6300455473823994,0.017758288700133528,0.015232417732477188,0.1,0.1,0.6557377049180327,4.433333333333333,6.119999999999994,3,21.75114631652832,20.000000000000014,0.002508404911503106,0.0,0.0013783711038686931,-0.09291196003556312,18,0.9,0.37823834196891193,0.31088082901554404,0.31088082901554404,0.37823834196891193,0.31088082901554404,0.31088082901554404,0.49862518323841504,0.5,4.0,0.49770863873069177,0.8596634984016418,0.0,0.0,1.044185744814019e-11,0.0,0.0196078431372549,0.800000011920929,0.20000000298023224,118,73,18.96267509599997,0.0,1.0,0.0,0.95175,0.048250000000000015,0.048250000000000015,0.0,0.0,0.107608363032341,1.270674705505371,1.4408639669418335,0.05018653720617294,0.0714285746216774,4.333219528198242,0.04825,0.0546875,0.01953125,0,True,0.0002,0.049791,0.0
4,200,13.597089290618896,20.0,-0.008902552537620068,-2.7805104063026587,0.017641432303935247,0.016369052231311798,0.05,0.05,0.5546218487394958,3.300000000000001,4.020000000000001,2,21.943721199035643,20.000000000000014,0.0009448673080768624,0.0,0.00042276309441303305,-0.09484504491090819,18,0.9,0.42441860465116277,0.29651162790697677,0.27906976744186046,0.42441860465116277,0.29651162790697677,0.27906976744186046,0.5027038173103938,0.385,3.0,0.5045944219377975,0.8692180216312408,0.0,1.9316930426917487e-14,9.234692004145284e-12,0.0,0.02531645569620253,0.800000011920929,0.20000000298023224,90,72,16.47443921159999,0.0,1.0,0.0,0.957,0.04300000000000004,0.04300000000000004,0.0,0.0,-0.3977886736392975,1.1286811828613281,1.4596240520477295,0.06746181845664978,0.125,3.684013843536377,0.043,0.0625,0.0078125,0,True,0.0002,0.049691000000000006,0.0
5,200,13.241843938827515,20.0,-0.004051541909575462,-1.8103083422192405,0.010440454073250288,0.019042065367102623,0.1,0.1,0.7117903930131004,2.400000000000001,3.030000000000001,2,21.619986820220948,20.000000000000014,0.002526208771450275,0.0,0.0008383140416818673,-0.09292318084836046,18,0.9,0.38461538461538464,0.3333333333333333,0.28205128205128205,0.38461538461538464,0.3333333333333333,0.28205128205128205,0.500543714074418,0.575,5.0,0.5009180482472232,0.856975495815277,0.0,0.0,1.168428808567823e-11,0.0,0.009174311926605505,0.800000011920929,0.20000000298023224,119,75,19.834239931199967,0.0,1.0,0.0,0.95125,0.04874999999999996,0.04874999999999996,0.0,0.0,0.07524874433875084,1.1847107410430908,1.45384681224823,-0.0015027960762381554,0.07554945163428783,2.1167005375027657,0.04875,0.0439453125,0.1337890625,0,True,0.0002,0.049591,0.0
6,59,4.295080184936523,5.9,-0.010738270357251167,-0.6335580358490687,0.02496638149023056,0.023831622675061226,0.0,0.0,0.5502183406113537,0.0,0.0,0,7.845768928527832,5.899999999999995,0.015756787553867457,0.009162768064994298,0.015831515893054527,-0.0837740118220701,20,1.0,0.4294478527607362,0.27607361963190186,0.294478527607362,0.4294478527607362,0.27607361963190186,0.294478527607362,0.5118155940798885,1.3559322033898304,5.099999999999994,0.520840659214153,0.8800546169281007,0.0,2.8034966892181445e-14,1.7056142956328735e-11,2.3105708884689265e-14,0.02702702702702703,0.800000011920929,0.20000000298023224,91,70,57.05361420839018,0.016949152542372895,0.0,0.0,0.861864406779661,0.13813559322033897,0.13813559322033897,0.0,0.0,-0.05048419442027807,1.0747418744223458,1.4769151210784912,0.010400764710669006,0.06174335761794022,2.9776022093636647,0.13813559322033897,0.140625,0.6456473214285714,0,True,0.0002,0.0495615,0.0
7,74,5.3050055503845215,7.4,-0.008515081368386745,-0.6301160558509847,0.03000602414831519,0.018728476017713547,0.0,0.0,0.6085271317829457,0.0,0.0,0,8.996170043945312,7.39999999999999,0.00501469746780566,0.0,0.0018562556891343653,-0.08150269783831932,20,1.0,0.4742268041237113,0.31443298969072164,0.211340206185567,0.4742268041237113,0.31443298969072164,0.211340206185567,0.49617775113170814,1.445945945945946,5.349999999999994,0.49327356917351733,0.8628063797950745,0.0,0.0,7.43366479483143e-12,0.0,0.023255813953488372,0.800000011920929,0.20000000298023224,100,92,55.15442101150692,0.013513513513513533,0.0,0.0,0.8689189189189189,0.13108108108108107,0.13108108108108107,0.0,0.0,-0.00961515650851652,1.084248997271061,1.313600830733776,0.008320017821461079,0.14407304348424077,1.9418580457568169,0.13108108108108107,0.1318359375,0.2177734375,0,True,0.0002,0.049524500000000006,0.0
8,63,4.2368080615997314,6.300000000000001,0.008254285901784897,0.520019924864662,0.313766229152679,0.0702362209558487,0.25,0.25,0.6738197424892703,3.5400000000000005,4.759999999999999,5,7.658321666717528,6.299999999999994,0.0012290085483839832,0.0,0.0005953787731320663,-0.07527026704379464,15,0.75,0.5792349726775956,0.21311475409836064,0.20765027322404372,0.5792349726775956,0.21311475409836064,0.20765027322404372,0.5017263251770702,0.9523809523809523,3.8999999999999986,0.5035196921085897,0.8718891352415085,0.0,0.0,2.2649260938978344e-11,0.0,0.028169014084507043,0.800000011920929,0.20000000298023224,75,106,60.91763685806458,0.01587301587301589,0.0,0.0007936507936507937,0.8547619047619047,0.14523809523809528,0.14523809523809528,0.0007936507936507937,0.0007936507936507937,0.022210349861000265,1.0208696339811598,1.2481750505311149,-0.005731090437620878,0.13358576249863421,0.7260918702398028,0.14444444444444443,0.14508928571428573,0.0,0,True,0.0002,0.049493,0.0
9,78,5.0406107902526855,7.800000000000001,-0.0046227965503931046,-0.3605781236271438,0.03167577087879181,0.024898331612348557,0.15,0.15,0.746606334841629,3.0000000000000013,3.785000000000002,4,9.076308021545406,7.799999999999988,0.0029075792431685105,0.0,0.0011162132068372956,-0.07883808839015433,17,0.85,0.4869109947643979,0.3089005235602094,0.20418848167539266,0.4869109947643979,0.3089005235602094,0.20418848167539266,0.49428710182531715,1.2564102564102564,5.0,0.48917117721445286,0.86199711561203,0.0,0.0,1.6108225864286396e-11,0.0,0.0,0.800000011920929,0.20000000298023224,98,93,48.89601281038972,0.012820512820512841,0.0,0.0,0.8775641025641026,0.12243589743589745,0.12243589743589745,0.0,0.0,0.018137736512081965,1.0107793126787459,1.309901169368199,0.015074617653486453,0.10651409359914916,1.3368810074669975,0.12243589743589743,0.12276785714285714,0.04185267857142857,0,True,0.0002,0.049454000000000005,0.0
10,117,8.130941390991211,11.700000000000001,-0.011839231476187706,-1.3851901406410931,0.018514810875058168,0.01693546213209629,0.0,0.0,0.7428571428571429,0.0,0.0,0,13.018510818481445,11.699999999999974,0.004170008806937199,0.0,0.0014277552075229337,-0.08992772841046,20,1.0,0.42857142857142855,0.3,0.2714285714285714,0.42857142857142855,0.3,0.2714285714285714,0.4931299352564682,0.9401709401709402,6.199999999999989,0.4876718163344598,0.8449568986892699,0.0,6.455630368922951e-14,1.6485980983138582e-11,0.0,0.009345794392523364,0.800000011920929,0.20000000298023224,119,90,34.117454853793156,0.008547008547008567,0.0,0.0,0.9102564102564102,0.08974358974358976,0.08974358974358976,0.0,0.0,0.28335194289684296,1.2844328880310059,1.2858710289001465,0.034693378023803234,0.05923076905310154,6.319363594055176,0.08974358974358974,0.099609375,0.0234375,0,True,0.0002,0.0493955,0.0
11,154,9.642715692520142,15.4,-0.0027456325478851795,-0.42282745157364066,0.02455669399350881,0.025873906910419464,0.25,0.25,0.76,3.0500000000000007,4.3500000000000005,6,16.402933092117298,15.399999999999961,0.004316771697895991,0.0,0.00151487866931732,-0.09005945979774718,15,0.75,0.38461538461538464,0.37948717948717947,0.2358974358974359,0.38461538461538464,0.37948717948717947,0.2358974358974359,0.49489816671068015,0.8636363636363636,6.0,0.49111219087607183,0.8597644358873366,0.0,0.0,1.941800713278763e-11,0.0,0.008849557522123894,0.800000011920929,0.20000000298023224,119,75,25.54208421490201,0.00649350649350651,0.0,0.0,0.9366883116883117,0.06331168831168832,0.06331168831168832,0.0,0.0,-0.19455192983150482,0.9701457023620605,1.2834986448287964,0.0657690092921257,0.07692307978868484,1.461362600326538,0.0633116883116883,0.05078125,0.0,0,True,0.0002,0.0493185,0.0
12,113,9.006134748458862,11.3,-0.008793762885034084,-0.9936951875178224,0.01808918640017508,0.016045039519667625,0.05,0.05,0.6104417670682731,2.7500000000000013,3.695000000000002,2,13.492016248702999,11.299999999999976,0.003202242015460368,0.0,0.0016311172256985385,-0.08946711499079106,19,0.95,0.430939226519337,0.34806629834254144,0.22099447513812154,0.430939226519337,0.34806629834254144,0.22099447513812154,0.4941633676426007,0.8761061946902655,5.0,0.49002963784752657,0.8540638148784637,0.0,9.536274651888966e-11,1.925330381236101e-11,0.0,0.023255813953488372,0.800000011920929,0.20000000298023224,101,78,27.071698452142915,0.008849557522123913,0.0,0.0,0.9199115044247788,0.08008849557522124,0.08008849557522124,0.0,0.0,-0.04911972494686351,0.97816980936948,1.3420849337297327,0.0022344657849958714,0.12060388352941065,2.6167604642755844,0.08008849557522124,0.07950367647058823,0.47541360294117646,0,True,0.0002,0.049262,0.0
13,68,4.434046030044556,6.800000000000001,0.016308145597577095,1.1089538111465747,0.21930397152900682,0.03656939044594765,0.3,0.3,0.7148936170212766,3.916666666666668,4.475,6,8.3722981595993,6.799999999999992,0.007363945205744286,0.0,0.0020755782183897453,-0.07101760667913065,14,0.7,0.4897959183673469,0.34183673469387754,0.1683673469387755,0.4897959183673469,0.34183673469387754,0.1683673469387755,0.49855141893015514,1.7058823529411764,6.0,0.49714895766282347,0.8456091582775116,0.0,0.0,3.605701501263603e-11,0.0,0.031578947368421054,0.800000011920929,0.20000000298023224,97,96,61.38952369043463,0.014705882352941195,0.0,0.0,0.8558823529411764,0.14411764705882357,0.14411764705882357,0.0,0.0,-0.022009016489610077,1.0311585640907288,1.1686664867401122,0.001936694042524323,0.10883520282804966,1.0819950747489928,0.14411764705882352,0.14421875,0.3453125,0,False,0.0002,0.049228,0.0
