window,method,policy,metric_id,metric_cn,direction,mean,std,p10,p50,p90,ci95_low,ci95_high,n,rank
全程,CP-EFT,CP-EFT,mean_cft_est,平均完工时间估计,lower,23.945145908343,0.7894393193573056,23.16266315460205,23.920663102467856,24.840707759857178,23.903637615474278,23.985366004536733,1500,5.0
全程,EFT,EFT,mean_cft_est,平均完工时间估计,lower,23.969582019784717,0.8711119238185263,23.106131604512534,23.991627788543703,24.88681104660034,23.9232636959539,24.013338920696366,1500,6.0
全程,Random,Random,mean_cft_est,平均完工时间估计,lower,25.1849702709198,0.41986724763473915,24.64905738830566,25.179691314697266,25.740662765502933,25.163676581287387,25.20489994580375,1500,7.0
末100,当前算法(MAPPO),MAPPO,mean_cft_est,平均完工时间估计,lower,10.346269805526717,1.7227489038131574,8.48999999999999,9.99999999999998,13.004651059150675,10.006225795745832,10.672975658254606,100,1.0
末100,Greedy,Greedy,mean_cft_est,平均完工时间估计,lower,15.366683017476388,1.1221644364986993,14.181533269246414,15.130580635070789,16.972561833063747,15.137408383963894,15.589089148276637,100,2.0
末100,Static,Static,mean_cft_est,平均完工时间估计,lower,16.07754980926512,1.2988492972416883,14.487178915659566,16.11922699610391,17.70473633702596,15.827104236005132,16.339381744670856,100,3.0
末100,Local-Only,Local-Only,mean_cft_est,平均完工时间估计,lower,16.301896517372107,1.4251752728269853,14.7284402580261,16.17058579444883,18.19154928461709,16.023917748193718,16.571021484947178,100,4.0
末100,CP-EFT,CP-EFT,mean_cft_est,平均完工时间估计,lower,23.96280328845978,0.8567973432213444,23.277785224914552,23.96610924402873,24.813829421997067,23.787345177745816,24.11364685282707,100,5.0
末100,EFT,EFT,mean_cft_est,平均完工时间估计,lower,23.989843851725258,0.8708557475715,23.085075200398766,24.045091724395757,24.837085100809738,23.822980407778424,24.16279448812802,100,6.0
末100,Random,Random,mean_cft_est,平均完工时间估计,lower,25.19478214263916,0.44334433471728224,24.610532379150392,25.223332405090332,25.7294750213623,25.113626026153565,25.280512068271637,100,7.0
末300,当前算法(MAPPO),MAPPO,mean_cft_est,平均完工时间估计,lower,10.568582459100067,1.7747993487722626,8.599999999999987,10.30982406616209,13.074179330825789,10.378481326844673,10.76552090431291,300,1.0
末300,Greedy,Greedy,mean_cft_est,平均完工时间估计,lower,15.445768201043863,1.1282735332458704,14.085421703974394,15.40640198071797,17.022011725107824,15.317139493480248,15.576725934123454,300,2.0
末300,Static,Static,mean_cft_est,平均完工时间估计,lower,16.139170956929515,1.335775162410638,14.521667144775373,16.11922699610391,17.90844812011718,15.981039215279672,16.28786423587056,300,3.0
末300,Local-Only,Local-Only,mean_cft_est,平均完工时间估计,lower,16.203856262037466,1.3927263771661103,14.512805487314836,16.16537267684934,17.98488624827065,16.057910370886038,16.361926430835698,300,4.0
末300,EFT,EFT,mean_cft_est,平均完工时间估计,lower,23.882148175726996,1.0063577901339742,23.07689424514771,23.88861713409424,24.764540367126465,23.75814992875523,23.98707373852094,300,5.0
末300,CP-EFT,CP-EFT,mean_cft_est,平均完工时间估计,lower,23.98318827406565,0.7184846835290397,23.266320699055992,23.936681270599365,24.838997071584068,23.900707120452985,24.063322609819835,300,6.0
末300,Random,Random,mean_cft_est,平均完工时间估计,lower,25.179491527345448,0.41446583669506404,24.646981430053714,25.18654727935791,25.714405250549316,25.13232120233112,25.229583816750843,300,7.0
末500,当前算法(MAPPO),MAPPO,mean_cft_est,平均完工时间估计,lower,10.644074989833811,1.764574334299719,8.621472752571094,10.40940282821653,13.105824380874605,10.483453377666454,10.800627500076276,500,1.0
末500,Greedy,Greedy,mean_cft_est,平均完工时间估计,lower,15.490152563896169,1.0974060668797434,14.150476748148584,15.476053358713775,16.993789039611816,15.394585538166671,15.59666806801191,500,2.0
末500,Static,Static,mean_cft_est,平均完工时间估计,lower,16.099105427881863,1.3422344237499764,14.506451624552392,16.08257226626077,17.90725004196166,15.977941310972518,16.22108482655206,500,3.0
末500,Local-Only,Local-Only,mean_cft_est,平均完工时间估计,lower,16.1766723014577,1.4459685700157032,14.365728155136086,16.052188396453833,18.07308955891925,16.053842035361903,16.302388966706253,500,4.0
末500,EFT,EFT,mean_cft_est,平均完工时间估计,lower,23.926161163991296,0.9484191495042749,23.077967453002934,23.964898268381756,24.896156438191735,23.843356226462046,24.00519284372616,500,5.0
末500,CP-EFT,CP-EFT,mean_cft_est,平均完工时间估计,lower,23.97302300080617,0.7721888173143227,23.241198420206707,23.946017551422123,24.819953111012783,23.904088649986583,24.039311512409842,500,6.0
末500,Random,Random,mean_cft_est,平均完工时间估计,lower,25.18154603843689,0.42463112443529,24.6418737411499,25.195449829101562,25.74096221923828,25.14448001944542,25.218392701473235,500,7.0
全程,Local-Only,Local-Only,power_ratio_mean,远端功率比例,lower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1.0
全程,CP-EFT,CP-EFT,power_ratio_mean,远端功率比例,lower,0.06908887051306584,0.020047823376947264,0.04544564728632341,0.06661130856570754,0.09601753726957563,0.06809235245943367,0.07009183085960205,1500,2.0
全程,EFT,EFT,power_ratio_mean,远端功率比例,lower,0.10885329954604644,0.021538233512357577,0.08146257875366136,0.10771662289053946,0.13616193276524394,0.1078036662101022,0.10992662293574121,1500,3.0
全程,当前算法(MAPPO),MAPPO,power_ratio_mean,远端功率比例,lower,0.3370927668540848,0.12442477380924735,0.1595709374694353,0.33660449571112727,0.49546777777875495,0.3304379407776993,0.3435206021706251,1500,4.0
全程,Random,Random,power_ratio_mean,远端功率比例,lower,0.5999734970192996,0.003064626364629877,0.5960253239227247,0.5999883832726669,0.6039058635325751,0.5998152611316252,0.6001236833691849,1500,5.0
全程,Greedy,Greedy,power_ratio_mean,远端功率比例,lower,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1500,6.0
全程,Static,Static,power_ratio_mean,远端功率比例,lower,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1500,6.0
末100,Local-Only,Local-Only,power_ratio_mean,远端功率比例,lower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1.0
末100,CP-EFT,CP-EFT,power_ratio_mean,远端功率比例,lower,0.06462620973126613,0.01875104475513995,0.04210626985473553,0.0618880502530512,0.08476018787688176,0.06118157499449909,0.06826522170948539,100,2.0
末100,EFT,EFT,power_ratio_mean,远端功率比例,lower,0.10776477875857894,0.021701203432409992,0.07925526973129643,0.1045302654365537,0.13308651495980747,0.10366092255002238,0.11195027257083061,100,3.0
末100,当前算法(MAPPO),MAPPO,power_ratio_mean,远端功率比例,lower,0.16979937183907384,0.020040697337293994,0.1441178279004834,0.17147488550708034,0.19153624436069558,0.16600980382833264,0.17380530306911174,100,4.0
末100,Random,Random,power_ratio_mean,远端功率比例,lower,0.60027838599528,0.003148164417643658,0.5967335479130833,0.6000762987819153,0.6043192103423055,0.5996581070269447,0.600889872319113,100,5.0
末100,Greedy,Greedy,power_ratio_mean,远端功率比例,lower,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100,6.0
末100,Static,Static,power_ratio_mean,远端功率比例,lower,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100,6.0
末300,Local-Only,Local-Only,power_ratio_mean,远端功率比例,lower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,1.0
末300,CP-EFT,CP-EFT,power_ratio_mean,远端功率比例,lower,0.06761673211147157,0.019515658106150635,0.045171312134084436,0.0642840934129746,0.09443196789162706,0.06544908971832712,0.06990917081933279,300,2.0
末300,EFT,EFT,power_ratio_mean,远端功率比例,lower,0.10638211670599365,0.02048032179986817,0.08037558888471068,0.10471881562678781,0.13253901523764708,0.10412527381773369,0.10878755146048423,300,3.0
末300,当前算法(MAPPO),MAPPO,power_ratio_mean,远端功率比例,lower,0.16748358484224715,0.018549993146444264,0.14816769116298723,0.16103765816520138,0.1905962858899868,0.1653874087008793,0.16967223579042215,300,4.0
末300,Random,Random,power_ratio_mean,远端功率比例,lower,0.6003175866702191,0.0029583232208724793,0.5968480331138416,0.6002530057525441,0.6042281968308788,0.5999873359455327,0.6006538204806362,300,5.0
末300,Greedy,Greedy,power_ratio_mean,远端功率比例,lower,1.0,0.0,1.0,1.0,1.0,1.0,1.0,300,6.0
末300,Static,Static,power_ratio_mean,远端功率比例,lower,1.0,0.0,1.0,1.0,1.0,1.0,1.0,300,6.0
末500,Local-Only,Local-Only,power_ratio_mean,远端功率比例,lower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,1.0
末500,CP-EFT,CP-EFT,power_ratio_mean,远端功率比例,lower,0.06845122039517168,0.019848686004957677,0.04522685630183401,0.066030180524386,0.09443196789162706,0.06670554067084118,0.07023688586918421,500,2.0
末500,EFT,EFT,power_ratio_mean,远端功率比例,lower,0.10710443727325372,0.020860660238622732,0.08061950213381093,0.10562157543670031,0.1330474419739934,0.10517997023180173,0.10889821422508,500,3.0
末500,当前算法(MAPPO),MAPPO,power_ratio_mean,远端功率比例,lower,0.18886388116863856,0.048952055482310276,0.1521429468584956,0.17171448482219095,0.27575003973880785,0.18474836213743726,0.19324005724523532,500,4.0
末500,Random,Random,power_ratio_mean,远端功率比例,lower,0.6000976434428508,0.0029066418841434943,0.5964748867471458,0.6001159776981447,0.6037993224161357,0.5998167855145372,0.6003468718232061,500,5.0
末500,Greedy,Greedy,power_ratio_mean,远端功率比例,lower,1.0,0.0,1.0,1.0,1.0,1.0,1.0,500,6.0
末500,Static,Static,power_ratio_mean,远端功率比例,lower,1.0,0.0,1.0,1.0,1.0,1.0,1.0,500,6.0
全程,当前算法(MAPPO),MAPPO,reward_mean,平均步奖励,higher,-1.5690131350358327,0.29961981008801075,-1.5988485455513,-1.5136467218399048,-1.4438864946365355,-1.5836618059833845,-1.554871043497324,1500,1.0
全程,Greedy,Greedy,reward_mean,平均步奖励,higher,-1.7108708383181945,0.02184950361404639,-1.7386881184003615,-1.7100367425566314,-1.6834677661625592,-1.7119361356922784,-1.7097301080937293,1500,2.0
全程,Static,Static,reward_mean,平均步奖励,higher,-1.777269946071179,0.02967361567457639,-1.8158424673303624,-1.7746036903039832,-1.7398197691046318,-1.7787408573638375,-1.775659756936107,1500,3.0
全程,Local-Only,Local-Only,reward_mean,平均步奖励,higher,-2.047793310202393,0.055811656575504826,-2.1244394093681818,-2.0428096069485675,-1.980453020139126,-2.050509524524686,-2.0450751143666723,1500,4.0
全程,CP-EFT,CP-EFT,reward_mean,平均步奖励,higher,-2.7170079940305767,0.5078415704389753,-3.3733443913159245,-2.5792770043418063,-2.2338289396379203,-2.7439835228090104,-2.691000844630389,1500,5.0
全程,EFT,EFT,reward_mean,平均步奖励,higher,-2.7261346196178566,0.5164208320115372,-3.393589233442383,-2.592329339598117,-2.2415999307375247,-2.753002097186121,-2.7001167001950934,1500,6.0
全程,Random,Random,reward_mean,平均步奖励,higher,-4.414967481374089,1.0716127542535285,-5.84865288458162,-4.231202337225753,-3.2114588143222935,-4.4701082561052825,-4.35988926950766,1500,7.0
末100,当前算法(MAPPO),MAPPO,reward_mean,平均步奖励,higher,-1.472662707567215,0.044183988021933414,-1.5286824703216553,-1.4772305488586426,-1.4186477780342102,-1.4812229626178741,-1.4640385155677795,100,1.0
末100,Greedy,Greedy,reward_mean,平均步奖励,higher,-1.7092286378065957,0.022971497168201772,-1.737214227965469,-1.70653847912711,-1.6813336195450024,-1.7135680168328984,-1.7048336308693162,100,2.0
末100,Static,Static,reward_mean,平均步奖励,higher,-1.775927337670047,0.02972629836472966,-1.8169317188556482,-1.77228941759217,-1.7397128372488522,-1.7816982766057081,-1.7701369138682856,100,3.0
末100,Local-Only,Local-Only,reward_mean,平均步奖励,higher,-2.0415342139346904,0.05426154730090396,-2.118101343320319,-2.042431105034876,-1.9690767247024923,-2.052045736780944,-2.03109910215347,100,4.0
末100,EFT,EFT,reward_mean,平均步奖励,higher,-2.754893805819131,0.5764320516857674,-3.335163016033725,-2.623682907275514,-2.2187168412358154,-2.8683309205260707,-2.6437206585381268,100,5.0
末100,CP-EFT,CP-EFT,reward_mean,平均步奖励,higher,-2.780921249215772,0.6366917087316295,-3.6860377918699827,-2.5424924129681052,-2.229844504877395,-2.9031849396759792,-2.66643791107533,100,6.0
末100,Random,Random,reward_mean,平均步奖励,higher,-4.205813365943811,0.8779234812829506,-5.379653971411352,-4.038930708896915,-3.202973088428512,-4.377541295920971,-4.041635977528089,100,7.0
末300,当前算法(MAPPO),MAPPO,reward_mean,平均步奖励,higher,-1.4804127705097199,0.043337033968106814,-1.5325904965400696,-1.483993947505951,-1.4191604495048522,-1.4853906172811986,-1.475571564912796,300,1.0
末300,Greedy,Greedy,reward_mean,平均步奖励,higher,-1.7102970837534872,0.022319658563704402,-1.7373728267056618,-1.7087437979704494,-1.6815064365131938,-1.7127431413376748,-1.707654889390637,300,2.0
末300,Static,Static,reward_mean,平均步奖励,higher,-1.7775667917325972,0.029307126464859137,-1.8165434732925636,-1.7743385145954471,-1.7415994755347692,-1.7809711211418122,-1.774290847102772,300,3.0
末300,Local-Only,Local-Only,reward_mean,平均步奖励,higher,-2.044995347916017,0.05183950001926991,-2.1138490340900313,-2.043612881849155,-1.9775721169811113,-2.0509053814977807,-2.0391224846196296,300,4.0
末300,EFT,EFT,reward_mean,平均步奖励,higher,-2.737248331125495,0.5293913958750561,-3.365832255980145,-2.6038932907391414,-2.2460766883671957,-2.79587168628456,-2.6784113186082084,300,5.0
末300,CP-EFT,CP-EFT,reward_mean,平均步奖励,higher,-2.7612667555896255,0.5336288487834188,-3.4977615989496385,-2.5986371883515744,-2.2473473986461063,-2.823110069388147,-2.7026535811614893,300,6.0
末300,Random,Random,reward_mean,平均步奖励,higher,-4.312469453864381,0.9127484837251014,-5.48067224475489,-4.163763591132316,-3.2713640672481987,-4.411285439277689,-4.20690383245909,300,7.0
末500,当前算法(MAPPO),MAPPO,reward_mean,平均步奖励,higher,-1.4853959720134735,0.04180866701913931,-1.5358514189720154,-1.4903488159179688,-1.425639569759369,-1.4891277146220208,-1.4814903918325901,500,1.0
末500,Greedy,Greedy,reward_mean,平均步奖励,higher,-1.710575835721525,0.02222434166845378,-1.736863495090011,-1.7102228889967368,-1.6825105970556469,-1.7124870025881427,-1.708655295810569,500,2.0
末500,Static,Static,reward_mean,平均步奖励,higher,-1.776805016648362,0.02880932232370002,-1.8133209392515375,-1.7743385145954471,-1.7417981190611198,-1.7792752072440763,-1.7743267907776865,500,3.0
末500,Local-Only,Local-Only,reward_mean,平均步奖励,higher,-2.0419812946253617,0.05414599191957292,-2.1135990437333274,-2.0403247007819827,-1.972034072328781,-2.046815581722521,-2.0373614315337436,500,4.0
末500,EFT,EFT,reward_mean,平均步奖励,higher,-2.722604906321156,0.5310179100494614,-3.3782700967674812,-2.571045094349814,-2.2359422060989873,-2.7720530536721264,-2.677577657488314,500,5.0
末500,CP-EFT,CP-EFT,reward_mean,平均步奖励,higher,-2.7632015976527318,0.542397905781351,-3.4755184412275417,-2.621141802615958,-2.2426709082636314,-2.808663515056969,-2.717759182097772,500,6.0
末500,Random,Random,reward_mean,平均步奖励,higher,-4.378252148510269,1.0298430830119873,-5.737781127461899,-4.171627650361085,-3.2255401976791354,-4.4690820959450255,-4.291018602161017,500,7.0
全程,Static,Static,rho_selected_p10,远端信誉分位数(p10),higher,0.613338750076294,0.1392957043555301,0.4000000059604645,0.6597872376441956,0.7588860106468202,0.6061673457532625,0.6202689663630228,1500,1.0
全程,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.5844761781394482,0.14397537298465693,0.36318325072526936,0.617727267742157,0.75,0.5773246807059149,0.5916878915537893,1500,2.0
全程,当前算法(MAPPO),MAPPO,rho_selected_p10,远端信誉分位数(p10),higher,0.5716538789848487,0.1480652113884227,0.3571428656578064,0.5924771517515183,0.75,0.5642522873846689,0.579162055647423,1500,3.0
全程,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.47149577845335006,0.05638116574298069,0.3333333432674408,0.5,0.5,0.4686222257160644,0.47425405687212946,1500,4.0
全程,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4655354948729276,0.0621274062897764,0.35620912134647364,0.5,0.5,0.46236475834255414,0.46870061870445806,1500,5.0
全程,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.46342031870881717,0.06488436591941955,0.352805010676384,0.5,0.5,0.4602434974011282,0.4667991639632484,1500,6.0
全程,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,7.0
末100,当前算法(MAPPO),MAPPO,rho_selected_p10,远端信誉分位数(p10),higher,0.6165044814646243,0.14882194516850722,0.3890728944540024,0.6443883210420609,0.7865185129642488,0.5879245512902737,0.6438564552888274,100,1.0
末100,Static,Static,rho_selected_p10,远端信誉分位数(p10),higher,0.6161143636703491,0.12548749835154435,0.42423155605793,0.642580646276474,0.7515050321817399,0.5920687726616859,0.6403665825083852,100,2.0
末100,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.588582863241434,0.14245359233433683,0.3906098073720932,0.6120401322841644,0.7524747467041017,0.5605068004220725,0.6154466625303029,100,3.0
末100,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4791458844840526,0.046246258465532146,0.4024350708723068,0.5,0.5,0.46990571993216873,0.48747039539217946,100,4.0
末100,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.4731738110482692,0.05494464932255009,0.37483333408832553,0.5,0.5,0.46175958557724955,0.48402172710374003,100,5.0
末100,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4690114554464817,0.058608373216163294,0.38373839318752284,0.5,0.5,0.456716917295754,0.47981060061678293,100,6.0
末100,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,7.0
末300,Static,Static,rho_selected_p10,远端信誉分位数(p10),higher,0.6122418569028377,0.1373479806973661,0.3996483412384987,0.6505813896656036,0.7511978137493136,0.5976553804464638,0.6270526375306149,300,1.0
末300,当前算法(MAPPO),MAPPO,rho_selected_p10,远端信誉分位数(p10),higher,0.5975973720451196,0.15570549269776016,0.3571428656578064,0.6246794909238815,0.7752777576446533,0.5793881462822359,0.6148607524347802,300,2.0
末300,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.5872563191751639,0.140088575516054,0.3824438747763634,0.619567483663559,0.75,0.5705905515017609,0.6029961216819784,300,3.0
末300,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.47560976385076836,0.04877935538744087,0.3999411821365356,0.5,0.5,0.4694332522595922,0.48088070258895554,300,4.0
末300,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.4745365093847116,0.05373698190950292,0.37483333408832553,0.5,0.5,0.4686211327388883,0.48035390986204146,300,5.0
末300,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4616943607827028,0.05923401703314711,0.3568454185128212,0.5,0.5,0.4547030093304813,0.4685756075064342,300,6.0
末300,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,7.0
末500,Static,Static,rho_selected_p10,远端信誉分位数(p10),higher,0.6148514900684356,0.14168310797398936,0.39641835719347,0.6641365140676498,0.7650748640298843,0.6018894609460235,0.6275450222760439,500,1.0
末500,当前算法(MAPPO),MAPPO,rho_selected_p10,远端信誉分位数(p10),higher,0.5982001304328441,0.15717740047746534,0.3571428656578064,0.6363636255264282,0.7777777910232544,0.5842818102297186,0.6121288808314502,500,2.0
末500,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.5844114925265312,0.14291076080375825,0.36889306604862215,0.6153846383094788,0.75,0.5721382707723975,0.5964104135012627,500,3.0
末500,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.47205497274398805,0.05626545081469166,0.3333333432674408,0.5,0.5,0.4671999145580828,0.47643496980622413,500,4.0
末500,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.470236920273304,0.056198812992166225,0.3787920975685119,0.5,0.5,0.46540581268891684,0.4751355462101102,500,5.0
末500,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4595736806035042,0.06433896341177936,0.3513513505458832,0.5,0.5,0.45367357776373624,0.4653399724636972,500,6.0
末500,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,7.0
全程,当前算法(MAPPO),MAPPO,subtask_success_rate,子任务成功率,higher,95.86197791298417,11.326196796545434,90.68464008957245,99.52550348414405,100.0,95.2852263864711,96.44606032290608,1500,1.0
全程,Local-Only,Local-Only,subtask_success_rate,子任务成功率,higher,92.42937521862544,2.602340268278703,88.90297027707301,92.5984251968504,95.69909595233203,92.29743991246164,92.55887878554502,1500,2.0
全程,Static,Static,subtask_success_rate,子任务成功率,higher,77.38865981519886,9.099770661544833,64.85862170643864,78.79252121328373,88.01261829652996,76.91463228047716,77.85401432623567,1500,3.0
全程,Greedy,Greedy,subtask_success_rate,子任务成功率,higher,74.05186021257349,9.793416812879371,59.904520562991316,75.93639522126051,85.11394174757282,73.57091787815196,74.53004438083414,1500,4.0
全程,CP-EFT,CP-EFT,subtask_success_rate,子任务成功率,higher,51.850325641287974,6.361425461599035,43.8072767881625,51.54559874632113,60.397982826768455,51.52382969016089,52.171995742940084,1500,5.0
全程,EFT,EFT,subtask_success_rate,子任务成功率,higher,51.1753447686929,6.656909770843768,42.90206371758133,50.720029492408,59.97174254317112,50.830507931466116,51.49865002749002,1500,6.0
全程,Random,Random,subtask_success_rate,子任务成功率,higher,12.442481878190288,2.3164416431238912,9.683842047740477,12.2257053291536,15.42380689146858,12.32436486359119,12.553157337045642,1500,7.0
末100,当前算法(MAPPO),MAPPO,subtask_success_rate,子任务成功率,higher,98.36529353479514,3.694206808881679,95.81483733657646,100.0,100.0,97.59186871530832,99.0378123023294,100,1.0
