window,method,policy,metric_id,metric_cn,direction,mean,std,p10,p50,p90,ci95_low,ci95_high,n,rank
全程,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,14.87,22.40612541927325,0.0,5.0,45.0,13.74825,15.941749999999999,1500,1.0
全程,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,29.775555555555552,8.411882121630477,20.0,30.0,40.0,29.323277777777772,30.197777777777773,1500,2.0
全程,Static,Static,deadline_miss_rate,超时失败率,lower,64.79111111111112,11.626685625943814,50.0,66.66666666666666,80.0,64.20327777777777,65.36116666666666,1500,3.0
全程,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,72.14,12.015344252948525,56.666666666666664,70.0,90.0,71.52877777777778,72.75672222222222,1500,4.0
全程,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,81.42444444444445,6.923600859181795,73.33333333333333,83.33333333333334,90.0,81.08666666666667,81.75777777777778,1500,5.0
全程,EFT,EFT,deadline_miss_rate,超时失败率,lower,81.8288888888889,6.818075696477762,73.33333333333333,83.33333333333334,90.0,81.50666666666666,82.19111111111113,1500,6.0
全程,Random,Random,deadline_miss_rate,超时失败率,lower,99.96222222222222,0.44576373754787096,100.0,100.0,100.0,99.9377777777778,99.98222222222223,1500,7.0
末100,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,9.1,15.494867185326537,0.0,0.0,25.500000000000043,6.35,12.3,100,1.0
末100,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,29.633333333333336,8.149762619362853,19.666666666666668,30.0,40.0,28.066666666666666,31.13333333333333,100,2.0
末100,Static,Static,deadline_miss_rate,超时失败率,lower,64.96666666666665,10.221947734566807,53.333333333333336,63.33333333333333,76.66666666666667,63.082499999999996,66.88416666666666,100,3.0
末100,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,72.9,11.897948025934301,56.666666666666664,73.33333333333333,86.66666666666667,70.56666666666666,75.03333333333335,100,4.0
末100,EFT,EFT,deadline_miss_rate,超时失败率,lower,81.2,5.965106166908649,73.33333333333333,83.33333333333334,87.00000000000003,80.03333333333335,82.33333333333334,100,5.0
末100,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,83.03333333333335,7.060663863002371,73.33333333333333,83.33333333333334,90.0,81.73333333333333,84.36666666666666,100,6.0
末100,Random,Random,deadline_miss_rate,超时失败率,lower,99.9,1.0000000000000002,100.0,100.0,100.0,99.7,100.0,100,7.0
末300,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,9.7,15.433859315735855,0.0,5.0,30.0,8.033333333333333,11.466666666666667,300,1.0
末300,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,29.83333333333333,8.34558742279045,20.0,30.0,40.0,28.866666666666664,30.799999999999997,300,2.0
末300,Static,Static,deadline_miss_rate,超时失败率,lower,65.57777777777778,11.306326709374298,53.333333333333336,66.66666666666666,80.0,64.32749999999999,66.87305555555555,300,3.0
末300,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,71.85555555555555,12.364519110659122,56.666666666666664,73.33333333333333,86.66666666666667,70.55555555555554,73.37777777777778,300,4.0
末300,EFT,EFT,deadline_miss_rate,超时失败率,lower,81.16666666666669,6.27100705970906,73.33333333333333,80.0,90.0,80.46083333333334,81.87777777777778,300,5.0
末300,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,82.11111111111111,6.743334699083774,73.33333333333333,83.33333333333334,90.0,81.3163888888889,82.8613888888889,300,6.0
末300,Random,Random,deadline_miss_rate,超时失败率,lower,99.93333333333334,0.7181875697605762,100.0,100.0,100.0,99.84444444444443,100.0,300,7.0
末500,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,9.89,14.989572193665108,0.0,5.0,30.0,8.59475,11.22,500,1.0
末500,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,29.939999999999994,8.770862776572708,20.0,30.0,40.0,29.199999999999996,30.706666666666663,500,2.0
末500,Static,Static,deadline_miss_rate,超时失败率,lower,64.74666666666666,11.442509234898482,50.0,63.33333333333333,76.66666666666667,63.766666666666666,65.7235,500,3.0
末500,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,72.30666666666666,12.49588487150423,56.666666666666664,73.33333333333333,90.0,71.22983333333333,73.35716666666667,500,4.0
末500,EFT,EFT,deadline_miss_rate,超时失败率,lower,81.53333333333335,6.511555595101048,73.33333333333333,83.33333333333334,90.0,80.96983333333334,82.09333333333335,500,5.0
末500,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,81.90666666666667,6.890704467655365,73.33333333333333,83.33333333333334,90.0,81.31333333333335,82.49333333333334,500,6.0
末500,Random,Random,deadline_miss_rate,超时失败率,lower,99.95333333333335,0.5760374935222897,100.0,100.0,100.0,99.9,100.0,500,7.0
全程,当前算法(MAPPO),MAPPO,mean_cft_est,平均完工时间估计,lower,11.592354576098106,3.3022053048405584,8.899999999999983,10.712660555839516,14.31483577060698,11.42926255277918,11.758782599394463,1500,1.0
全程,Greedy,Greedy,mean_cft_est,平均完工时间估计,lower,15.537450159958723,1.1132510734804972,14.172344012578316,15.469961395263661,17.029467521667463,15.482097998054707,15.593305971817218,1500,2.0
全程,Static,Static,mean_cft_est,平均完工时间估计,lower,16.06740909048715,1.3430664647111763,14.482597454071028,15.954190829594918,17.91342249298095,15.998624547440198,16.131527360935834,1500,3.0
全程,Local-Only,Local-Only,mean_cft_est,平均完工时间估计,lower,16.086434511273676,1.4189059690349117,14.304343427658054,16.047879880269342,17.903491373697893,16.019703404366364,16.16038303230845,1500,4.0
