phase,method,policy,metric_id,metric_cn,direction,mean,std,n
前期,当前算法(MAPPO),MAPPO,power_ratio_mean,远端功率比例,lower,0.4764983391779857,0.02538956060200193,500
后期,CP-EFT,CP-EFT,power_ratio_mean,远端功率比例,lower,0.06845122039517168,0.019848686004957677,500
后期,EFT,EFT,power_ratio_mean,远端功率比例,lower,0.10710443727325372,0.020860660238622732,500
后期,Greedy,Greedy,power_ratio_mean,远端功率比例,lower,1.0,0.0,500
后期,Local-Only,Local-Only,power_ratio_mean,远端功率比例,lower,0.0,0.0,500
后期,Random,Random,power_ratio_mean,远端功率比例,lower,0.6000976434428508,0.0029066418841434943,500
后期,Static,Static,power_ratio_mean,远端功率比例,lower,1.0,0.0,500
后期,当前算法(MAPPO),MAPPO,power_ratio_mean,远端功率比例,lower,0.18886388116863856,0.048952055482310276,500
中期,CP-EFT,CP-EFT,reward_mean,平均步奖励,higher,-2.6898573621376647,0.4791850681688471,500
中期,EFT,EFT,reward_mean,平均步奖励,higher,-2.7455494137301795,0.5221089768921978,500
中期,Greedy,Greedy,reward_mean,平均步奖励,higher,-1.7106749187870764,0.021372525940245513,500
中期,Local-Only,Local-Only,reward_mean,平均步奖励,higher,-2.0521117261748407,0.057126995941375526,500
中期,Random,Random,reward_mean,平均步奖励,higher,-4.462286365124999,1.1511191829814311,500
中期,Static,Static,reward_mean,平均步奖励,higher,-1.7773676920809125,0.02968279263890005,500
中期,当前算法(MAPPO),MAPPO,reward_mean,平均步奖励,higher,-1.5092623932361602,0.04632955754129603,500
前期,CP-EFT,CP-EFT,reward_mean,平均步奖励,higher,-2.697965022301333,0.49768355709819684,500
前期,EFT,EFT,reward_mean,平均步奖励,higher,-2.7102495388022345,0.495902719729726,500
前期,Greedy,Greedy,reward_mean,平均步奖励,higher,-1.711361760445982,0.02197822734300973,500
前期,Local-Only,Local-Only,reward_mean,平均步奖励,higher,-2.049286909806977,0.05574277565547796,500
前期,Random,Random,reward_mean,平均步奖励,higher,-4.404363930486999,1.029711229132535,500
前期,Static,Static,reward_mean,平均步奖励,higher,-1.7776371294842621,0.030556391513996747,500
前期,当前算法(MAPPO),MAPPO,reward_mean,平均步奖励,higher,-1.7123810398578643,0.48435814473350614,500
后期,CP-EFT,CP-EFT,reward_mean,平均步奖励,higher,-2.7632015976527318,0.542397905781351,500
后期,EFT,EFT,reward_mean,平均步奖励,higher,-2.722604906321156,0.5310179100494614,500
后期,Greedy,Greedy,reward_mean,平均步奖励,higher,-1.710575835721525,0.02222434166845378,500
后期,Local-Only,Local-Only,reward_mean,平均步奖励,higher,-2.0419812946253617,0.05414599191957292,500
后期,Random,Random,reward_mean,平均步奖励,higher,-4.378252148510269,1.0298430830119873,500
后期,Static,Static,reward_mean,平均步奖励,higher,-1.776805016648362,0.02880932232370002,500
后期,当前算法(MAPPO),MAPPO,reward_mean,平均步奖励,higher,-1.4853959720134735,0.04180866701913931,500
中期,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.46366776130199433,0.06725848591761921,500
中期,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.46302439181804655,0.06384874915981804,500
中期,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.5832993506431581,0.14511088315288703,500
中期,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,500
中期,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.4715009396255016,0.05558383698908926,500
中期,Static,Static,rho_selected_p10,远端信誉分位数(p10),higher,0.6061238716721534,0.14101640014845224,500
中期,当前算法(MAPPO),MAPPO,rho_selected_p10,远端信誉分位数(p10),higher,0.578624328404665,0.15458817318794976,500
前期,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.46701951422095295,0.06289469418075032,500
前期,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4633451725274324,0.06577743980431382,500
前期,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.5857176912486554,0.14417425420765972,500
前期,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,500
前期,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.47093142299056057,0.05738686260721897,500
前期,Static,Static,rho_selected_p10,远端信誉分位数(p10),higher,0.6190408884882926,0.1350588352252649,500
前期,当前算法(MAPPO),MAPPO,rho_selected_p10,远端信誉分位数(p10),higher,0.5381371781170368,0.12399649275581308,500
后期,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4595736806035042,0.06433896341177936,500
后期,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.470236920273304,0.056198812992166225,500
后期,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.5844114925265312,0.14291076080375825,500
后期,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,500
后期,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.47205497274398805,0.05626545081469166,500
后期,Static,Static,rho_selected_p10,远端信誉分位数(p10),higher,0.6148514900684356,0.14168310797398936,500
后期,当前算法(MAPPO),MAPPO,rho_selected_p10,远端信誉分位数(p10),higher,0.5982001304328441,0.15717740047746534,500
中期,CP-EFT,CP-EFT,subtask_success_rate,子任务成功率,higher,51.84289517636828,6.390998109607144,500
中期,EFT,EFT,subtask_success_rate,子任务成功率,higher,51.19882359478537,6.901188993101386,500
中期,Greedy,Greedy,subtask_success_rate,子任务成功率,higher,74.05487954364061,9.765377500677978,500
中期,Local-Only,Local-Only,subtask_success_rate,子任务成功率,higher,92.53471219047833,2.508624048921726,500
中期,Random,Random,subtask_success_rate,子任务成功率,higher,12.410429153405826,2.266168721946581,500
中期,Static,Static,subtask_success_rate,子任务成功率,higher,77.30712359627486,9.223726282577623,500
中期,当前算法(MAPPO),MAPPO,subtask_success_rate,子任务成功率,higher,97.89108486287921,3.960352479271622,500
前期,CP-EFT,CP-EFT,subtask_success_rate,子任务成功率,higher,51.95926576441664,6.427577738600259,500
前期,EFT,EFT,subtask_success_rate,子任务成功率,higher,51.097574485793835,6.355724086336798,500
前期,Greedy,Greedy,subtask_success_rate,子任务成功率,higher,74.02267317266367,9.826003055369465,500
前期,Local-Only,Local-Only,subtask_success_rate,子任务成功率,higher,92.42730096028752,2.5943814280873583,500
前期,Random,Random,subtask_success_rate,子任务成功率,higher,12.506490863986965,2.3563717663397985,500
前期,Static,Static,subtask_success_rate,子任务成功率,higher,77.72696056040861,8.752015295811434,500
前期,当前算法(MAPPO),MAPPO,subtask_success_rate,子任务成功率,higher,91.34182863722201,18.08396418294279,500
后期,CP-EFT,CP-EFT,subtask_success_rate,子任务成功率,higher,51.748815983079,6.275708143084475,500
后期,EFT,EFT,subtask_success_rate,子任务成功率,higher,51.22963622549952,6.714890301512739,500
后期,Greedy,Greedy,subtask_success_rate,子任务成功率,higher,74.07802792141617,9.808311213883222,500
后期,Local-Only,Local-Only,subtask_success_rate,子任务成功率,higher,92.32611250511042,2.7014534987274055,500
后期,Random,Random,subtask_success_rate,子任务成功率,higher,12.41052561717808,2.329172740504614,500
后期,Static,Static,subtask_success_rate,子任务成功率,higher,77.13189528891316,9.321323334952671,500
后期,当前算法(MAPPO),MAPPO,subtask_success_rate,子任务成功率,higher,98.3530202388513,3.439805269364034,500
中期,CP-EFT,CP-EFT,task_success_rate,任务成功率,higher,18.613333333333333,6.775123133629424,500
中期,EFT,EFT,task_success_rate,任务成功率,higher,18.08,7.134724765809582,500
中期,Greedy,Greedy,task_success_rate,任务成功率,higher,28.11333333333333,11.891686263190012,500
中期,Local-Only,Local-Only,task_success_rate,任务成功率,higher,70.37333333333335,8.385246451323434,500
中期,Random,Random,task_success_rate,任务成功率,higher,0.0333333333333333,0.3319946398389036,500
中期,Static,Static,task_success_rate,任务成功率,higher,34.94,11.7674698509657,500
中期,当前算法(MAPPO),MAPPO,task_success_rate,任务成功率,higher,87.59,16.97109118093894,500
前期,CP-EFT,CP-EFT,task_success_rate,任务成功率,higher,19.02,7.084095797699691,500
前期,EFT,EFT,task_success_rate,任务成功率,higher,17.966666666666665,6.7972350856520505,500
前期,Greedy,Greedy,task_success_rate,任务成功率,higher,27.77333333333333,11.662980618198233,500
前期,Local-Only,Local-Only,task_success_rate,任务成功率,higher,70.24,8.079167400901134,500
前期,Random,Random,task_success_rate,任务成功率,higher,0.0333333333333333,0.3933877887646519,500
前期,Static,Static,task_success_rate,任务成功率,higher,35.43333333333333,11.68554632332773,500
前期,当前算法(MAPPO),MAPPO,task_success_rate,任务成功率,higher,77.69,30.150156946985465,500
后期,CP-EFT,CP-EFT,task_success_rate,任务成功率,higher,18.09333333333333,6.890704467655363,500
后期,EFT,EFT,task_success_rate,任务成功率,higher,18.466666666666665,6.511555595101045,500
后期,Greedy,Greedy,task_success_rate,任务成功率,higher,27.693333333333328,12.495884871504229,500
后期,Local-Only,Local-Only,task_success_rate,任务成功率,higher,70.06,8.770862776572711,500
后期,Random,Random,task_success_rate,任务成功率,higher,0.04666666666666664,0.5760374935222898,500
后期,Static,Static,task_success_rate,任务成功率,higher,35.25333333333333,11.442509234898482,500
后期,当前算法(MAPPO),MAPPO,task_success_rate,任务成功率,higher,90.11,14.989572193665108,500
中期,CP-EFT,CP-EFT,time_limit_rate,时间上限截断率,lower,98.0,14.014021035061361,500
中期,EFT,EFT,time_limit_rate,时间上限截断率,lower,97.8,14.683023611120753,500
中期,Greedy,Greedy,time_limit_rate,时间上限截断率,lower,0.0,0.0,500
中期,Local-Only,Local-Only,time_limit_rate,时间上限截断率,lower,0.2,4.4721359549995805,500
中期,Random,Random,time_limit_rate,时间上限截断率,lower,100.0,0.0,500
中期,Static,Static,time_limit_rate,时间上限截断率,lower,0.0,0.0,500
中期,当前算法(MAPPO),MAPPO,time_limit_rate,时间上限截断率,lower,0.2,4.472135954999581,500
前期,CP-EFT,CP-EFT,time_limit_rate,时间上限截断率,lower,98.8,10.899430957182158,500
前期,EFT,EFT,time_limit_rate,时间上限截断率,lower,98.4,12.560076075487922,500
前期,Greedy,Greedy,time_limit_rate,时间上限截断率,lower,0.0,0.0,500
前期,Local-Only,Local-Only,time_limit_rate,时间上限截断率,lower,0.0,0.0,500
前期,Random,Random,time_limit_rate,时间上限截断率,lower,100.0,0.0,500
前期,Static,Static,time_limit_rate,时间上限截断率,lower,0.0,0.0,500
前期,当前算法(MAPPO),MAPPO,time_limit_rate,时间上限截断率,lower,16.6,37.24532761109392,500
后期,CP-EFT,CP-EFT,time_limit_rate,时间上限截断率,lower,98.8,10.89943095718216,500
后期,EFT,EFT,time_limit_rate,时间上限截断率,lower,97.8,14.683023611120753,500
后期,Greedy,Greedy,time_limit_rate,时间上限截断率,lower,0.0,0.0,500
后期,Local-Only,Local-Only,time_limit_rate,时间上限截断率,lower,0.0,0.0,500
后期,Random,Random,time_limit_rate,时间上限截断率,lower,100.0,0.0,500
后期,Static,Static,time_limit_rate,时间上限截断率,lower,0.0,0.0,500
后期,当前算法(MAPPO),MAPPO,time_limit_rate,时间上限截断率,lower,0.0,0.0,500
中期,CP-EFT,CP-EFT,trust_failure_rate,信誉失败率,lower,0.22171853896034668,0.0645460358554328,500
中期,EFT,EFT,trust_failure_rate,信誉失败率,lower,0.22289027956174493,0.06767398960415419,500
中期,Greedy,Greedy,trust_failure_rate,信誉失败率,lower,0.22477769886620236,0.1141392106700573,500
中期,Local-Only,Local-Only,trust_failure_rate,信誉失败率,lower,0.0,0.0,500
中期,Random,Random,trust_failure_rate,信誉失败率,lower,0.21762123248636026,0.0538743250196378,500
中期,Static,Static,trust_failure_rate,信誉失败率,lower,0.21683353434080177,0.11567166544722021,500
中期,当前算法(MAPPO),MAPPO,trust_failure_rate,信誉失败率,lower,0.2272079944367847,0.10398271638615156,500
前期,CP-EFT,CP-EFT,trust_failure_rate,信誉失败率,lower,0.2248912495643678,0.0652348763767948,500
前期,EFT,EFT,trust_failure_rate,信誉失败率,lower,0.2242560793079594,0.067736039370367,500
前期,Greedy,Greedy,trust_failure_rate,信誉失败率,lower,0.22334053875506754,0.11318496306185556,500
前期,Local-Only,Local-Only,trust_failure_rate,信誉失败率,lower,0.0,0.0,500
前期,Random,Random,trust_failure_rate,信誉失败率,lower,0.21881998860279703,0.054881707724554286,500
前期,Static,Static,trust_failure_rate,信誉失败率,lower,0.21400409843780735,0.11145696676096853,500
前期,当前算法(MAPPO),MAPPO,trust_failure_rate,信誉失败率,lower,0.21834417444992948,0.0909271064944993,500
后期,CP-EFT,CP-EFT,trust_failure_rate,信誉失败率,lower,0.22696069528139134,0.06523326052137832,500
后期,EFT,EFT,trust_failure_rate,信誉失败率,lower,0.2192897032470993,0.060482446081219866,500
后期,Greedy,Greedy,trust_failure_rate,信誉失败率,lower,0.22166475596910912,0.11338887523339808,500
后期,Local-Only,Local-Only,trust_failure_rate,信誉失败率,lower,0.0,0.0,500
后期,Random,Random,trust_failure_rate,信誉失败率,lower,0.21735023687158045,0.052668047452015976,500
后期,Static,Static,trust_failure_rate,信誉失败率,lower,0.21458138677296218,0.12189564799767741,500
后期,当前算法(MAPPO),MAPPO,trust_failure_rate,信誉失败率,lower,0.2190635314287253,0.10870001265860128,500
