episode,steps,wall_time,sim_time,reward_mean,reward_total,reward_p95,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,energy_mean,deadline_misses,ratio_local,ratio_rsu,ratio_v2v,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,actor_loss,critic_loss,entropy,approx_kl,clip_frac,bias_rsu,bias_local
1,99,26.545572996139526,9.9,-0.2605689764022827,-25.79633120771153,0.32876549065113064,0.14,0.14,0.8244147157190636,7.519999999999989,8.964999999999984,10,0.06483591079297993,43,0.3763336566440349,0.22987390882638215,0.3937924345295829,643,388,210.92908632273188,0.010101010101010121,0.029500295408070087,1.1565160155296326,1.6450968980789185,0.011264709042734466,0.06151594128459692,1.4,1.7
2,92,24.760340929031372,9.200000000000001,-0.3089273273944855,-28.42131256322104,0.3288833573460579,0.02,0.02,0.7948936170212766,7.34999999999999,7.844999999999988,2,0.06131307216361165,49,0.4199004975124378,0.21592039800995025,0.3641791044776119,583,422,221.63452814977188,0.010869565217391325,-0.28926733136177063,1.047757625579834,1.6460559368133545,0.02961895987391472,0.03846153989434242,1.4,1.7
3,110,30.25888705253601,11.0,-0.38617366552352905,-42.47910299871691,0.2706438347697258,0.04,0.04,0.7825020441537204,8.139999999999988,8.899999999999984,5,0.0532944422445514,48,0.4139626352015733,0.2015732546705998,0.38446411012782694,596,421,193.69842655970083,0.009090909090909111,-0.006540606264024973,1.1767714619636536,1.7042168378829956,0.01728255720809102,0.04444444552063942,1.4,1.7
4,101,27.218083381652832,10.100000000000001,-0.3152177035808563,-31.83698596603101,0.3389587700366974,0.12,0.12,0.8345802161263508,7.328571428571418,8.149999999999986,7,0.06538914927825479,44,0.38978240302743616,0.2261116367076632,0.3841059602649007,645,412,207.9099123114497,0.00990099009900992,-0.036814287304878235,1.0627024173736572,1.7482346296310425,0.023998508346267045,0.10237181931734085,1.4,1.7
5,100,27.995047569274902,10.0,-0.22203542292118073,-22.203543846153604,0.3312085971236228,0.12,0.12,0.8164251207729468,7.637499999999989,9.099999999999984,8,0.06842133184820413,44,0.359375,0.20036764705882354,0.44025735294117646,697,391,224.91211655514746,0.01000000000000002,-0.014562461525201797,1.054556965827942,1.8207951784133911,0.017646145191974938,0.1257971003651619,1.4,1.7
6,112,30.2369544506073,11.200000000000001,-0.47519269585609436,-53.221581747781194,0.3223954826593398,0.06,0.06,0.7919407894736842,8.474999999999985,9.634999999999982,4,0.05794655692198181,47,0.3849129593810445,0.19729206963249515,0.41779497098646035,636,398,188.3976904866048,0.017857142857142898,0.2135760635137558,1.2958548069000244,1.7869946956634521,0.02193254418671131,0.07894736528396606,1.4,1.7
7,95,24.962323904037476,9.5,-0.052891820669174194,-5.024723109456435,0.43886855542659714,0.36,0.36,0.8723051409618574,6.836842105263149,8.599999999999984,19,0.06946519735886862,32,0.3626373626373626,0.2271062271062271,0.41025641025641024,696,396,233.93849763107562,0.02105263157894741,0.020684558665379882,1.0370171517133713,1.877889707684517,0.004543618022580631,0.09475565701723099,1.4,1.7
8,107,29.18536353111267,10.700000000000001,-0.4485320448875427,-47.99292711795083,0.2843149989843369,0.02,0.02,0.7497872340425532,7.39999999999999,7.39999999999999,1,0.05581978702304067,49,0.3657505285412262,0.19238900634249473,0.4418604651162791,600,346,182.7445047524675,0.009345794392523385,0.04597762948833406,1.2966715693473816,1.7577995657920837,0.01670553325675428,0.12619047984480858,1.4,1.7
9,99,25.913482427597046,9.9,-0.3146454095840454,-31.14989466458746,0.3138558030128479,0.1,0.1,0.84,7.057142857142848,8.069999999999988,7,0.06761633615075338,45,0.32949087415946204,0.19692603266090297,0.473583093179635,698,343,209.61984903158398,0.010101010101010121,0.0031646106702586017,1.0359208583831787,1.846604327360789,0.005180942282701532,0.14189361656705538,1.4,1.7
10,88,24.4179847240448,8.8,-0.21224680542945862,-18.677717601177683,0.32069385796785355,0.1,0.1,0.8296795952782462,7.39999999999999,8.709999999999985,7,0.08032678066795183,45,0.3173537871524449,0.19175455417066156,0.49089165867689355,712,331,237.51887630783565,0.011363636363636385,0.1314261555671692,1.1668843030929565,1.8663499355316162,0.02455982007086277,0.09859155118465424,1.4,1.7
11,95,25.582221746444702,9.5,-0.2676049768924713,-25.422469451242495,0.35527901053428645,0.04,0.04,0.8283828382838284,8.066666666666654,8.459999999999987,3,0.07616532848598925,48,0.3180970149253731,0.1828358208955224,0.49906716417910446,731,341,228.337416923941,0.010526315789473705,0.24671930074691772,1.2126588821411133,1.8847391605377197,0.046708159148693085,0.0793650820851326,1.4,1.7
12,104,26.878870725631714,10.4,-0.2392345517873764,-24.880392293743473,0.3876936748623846,0.24,0.24,0.8983193277310925,7.484615384615375,8.779999999999985,13,0.07089023203875583,38,0.3237150586113616,0.20288548241659152,0.4733994589720469,750,359,220.0412177366195,0.01923076923076927,-0.002573529672291544,1.0097473396195307,1.8994310564464993,-0.0005381509997985429,0.16349114146497515,1.4,1.7
13,105,27.005907773971558,10.5,-0.37140870094299316,-38.997912441847866,0.3550457060337066,0.14,0.14,0.8478073946689596,6.614285714285707,8.079999999999988,7,0.06444382090298903,43,0.3566634707574305,0.18216682646212848,0.46116970278044106,671,372,199.37825049480696,0.009523809523809544,-0.05676592141389847,0.9919255971908569,1.844817876815796,0.027283426374197006,0.08253119233995676,1.4,1.7
14,92,23.503636121749878,9.200000000000001,-0.0488748773932457,-4.496488078919797,0.4772362828254707,0.34,0.34,0.8887029288702929,6.917647058823521,8.319999999999986,17,0.07652654896227076,33,0.3565610859728507,0.19638009049773755,0.4470588235294118,711,394,242.43203301506875,0.010869565217391325,-0.00841992326604668,1.0012607723474503,1.877723515033722,0.004211576480884105,0.07441517245024443,1.4,1.7
15,97,25.590975522994995,9.700000000000001,-0.24841654300689697,-24.09640652185411,0.29013541340827925,0.1,0.1,0.8256198347107438,7.633333333333322,8.799999999999985,6,0.06902623010319225,45,0.3520456707897241,0.19790675547098002,0.45004757373929594,681,370,224.09804623717253,0.010309278350515485,-0.3065704107284546,0.9510855674743652,1.8174551725387573,0.026771696284413338,0.09259258955717087,1.4,1.7
16,109,28.76199436187744,10.9,-0.38458240032196045,-41.91948153476023,0.31716268062591546,0.12,0.12,0.8561702127659574,6.566666666666658,7.849999999999988,6,0.06638163854504739,44,0.3132075471698113,0.20849056603773586,0.47830188679245284,728,332,194.52580138714285,0.009174311926605524,0.01377926543354988,1.0119036436080933,1.8868964195251465,0.009645511489361524,0.06742019951343536,1.4,1.7
17,104,27.98845410346985,10.4,-0.33623936772346497,-34.96889321640673,0.3072654098272324,0.1,0.1,0.7934156378600823,7.428571428571418,7.969999999999987,7,0.062243021104234054,45,0.3624878522837707,0.2021379980563654,0.43537414965986393,656,373,201.54003461265484,0.009615384615384635,-0.07014047354459763,0.953070512839726,1.7998910290854317,0.01610608904489449,0.09391571474926812,1.4,1.7
18,102,26.71280837059021,10.200000000000001,-0.33834823966026306,-34.51151951679526,0.31727649867534624,0.08,0.08,0.8119227539882452,7.374999999999989,8.154999999999987,4,0.06389989347142332,46,0.3533980582524272,0.19320388349514564,0.4533980582524272,666,364,207.75642000735922,0.019607843137254943,0.014681311091408134,0.9047087828318278,1.7533023754755657,0.02589037362486124,0.10756114746133487,1.4,1.7
19,94,25.44237518310547,9.4,-0.2847817540168762,-26.769484021488868,0.29971568733453746,0.08,0.08,0.7956081081081081,7.899999999999987,8.079999999999988,5,0.0711678278208413,46,0.3359683794466403,0.22134387351778656,0.4426877470355731,672,340,219.02747986830994,0.010638297872340446,-0.035983832785859704,0.8601967245340347,1.786819577217102,0.022174609592184424,0.0795816844329238,1.4,1.7
20,97,24.9728946685791,9.700000000000001,-0.19866980612277985,-19.27097117033335,0.3781948328018188,0.2,0.2,0.8494176372712147,7.072727272727263,7.799999999999988,11,0.07154604348517263,40,0.33209302325581397,0.18325581395348836,0.4846511627906977,718,357,225.1802525881444,0.010309278350515485,-0.04444728419184685,0.8188855979177687,1.838300519519382,0.00031006185518991615,0.0766446805662579,1.4,1.7
21,108,29.110289096832275,10.8,-0.34047961235046387,-36.77179354584587,0.33373737186193464,0.1,0.1,0.8403565640194489,7.799999999999988,8.794999999999984,8,0.06533921476229336,45,0.3593033913840513,0.20898258478460127,0.4317140238313474,699,392,203.383791887454,0.00925925925925928,0.012413441868765014,0.7404472657612392,1.8092551742281233,0.01702163085428765,0.05837057690535273,1.4,1.7
22,96,25.425880908966064,9.600000000000001,-0.2825286388397217,-27.12274905694996,0.3071294203400612,0.06,0.06,0.7875,6.8999999999999915,7.0699999999999905,4,0.06249688674171921,47,0.3968253968253968,0.20932539682539683,0.39384920634920634,608,400,209.5402168924033,0.010416666666666687,-0.15386098623275757,0.6637706160545349,1.732934832572937,0.04568854346871376,0.04545454680919647,1.4,1.7
23,90,24.437666654586792,9.0,-0.17023468017578125,-15.321120581122553,0.34465302526950836,0.12,0.12,0.834592779177162,7.633333333333321,8.919999999999984,9,0.07675049079250958,44,0.3565965583173996,0.2084130019120459,0.4349904397705545,673,373,237.80841518149094,0.01111111111111113,-0.06828012317419052,0.5997905731201172,1.827958345413208,0.03240111842751503,0.046875,1.4,1.7
24,96,25.042124032974243,9.600000000000001,-0.24389426410198212,-23.413849601156876,0.3391314893960953,0.14,0.14,0.7995008319467554,7.985714285714273,8.469999999999986,7,0.06405194166620883,43,0.3824390243902439,0.17560975609756097,0.4419512195121951,633,392,217.1892989348201,0.010416666666666687,-0.031234658882021905,0.5985878884792328,1.7294208407402039,-0.0018953772261738778,0.06290781069546938,1.4,1.7
