episode,policy,total_reward,avg_step_reward,loss,veh_success_rate,vehicle_success_rate,task_success_rate,subtask_success_rate,v2v_subtask_success_rate,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_queue_len,avg_veh_queue,avg_rsu_queue,ma_fairness,ma_reward_gap,ma_collaboration,v2v_gain_mean,v2v_gain_pos_rate,v2v_gain_pos_mean,best_mode_local_rate,best_mode_rsu_rate,best_mode_v2v_rate,oracle_match_rate,oracle_match_eps_abs_rate,oracle_match_eps_rel_rate,action_regret_mean,action_regret_p95,oracle_rsu_chosen_v2v_rate,oracle_v2v_chosen_rsu_rate,oracle_v2v_chosen_v2v_rate,max_agent_reward,min_agent_reward,avg_assigned_cpu_ghz,episode_vehicle_count,episode_task_count,duration
1,,-3.3834025859661296,-0.011917012929830648,0.39395081251859665,0.1,0.1,0.1,0.5454545454545454,0.6623376623376623,0.30337078651685395,0.2640449438202247,0.43258426966292135,0.4977440003944212,0.13975,0.13975,0.08,0.8908054375134202,3.1004976338133967,32.467532467532465,-87817793490.92773,0.3246753246753247,0.35731359116726813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3236576278295206,-2.776840005983876,1.761829914522823,20,20,13.458125352859497
2,,-3.5248410269128567,-0.012624205134564283,0.5566935757031808,0.05,0.05,0.05,0.536,0.640625,0.3583815028901734,0.27167630057803466,0.3699421965317919,0.5033321479752194,0.12775,0.12775,0.08,0.9385671296199689,3.0492518734808307,26.5625,-17.78731025258042,0.265625,0.368576683038679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28436275861156585,-2.764889114869265,2.0302644158930274,20,20,14.144569158554077
3,,-3.638013896138926,-0.01319006948069463,5.2083445175274,0.05,0.05,0.05,0.5436507936507936,0.7142857142857143,0.3825136612021858,0.28415300546448086,0.3333333333333333,0.49662702313426416,0.137,0.137,0.075,0.9205355680271476,4.8904783973869455,37.704918032786885,-215.61633011569018,0.3770491803278688,0.42441093521854983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10892463288975368,-4.999403030276699,2.2811435324962135,20,20,14.243257999420166
4,,-3.3731958438469785,-0.011865979219234893,0.9148714457239423,0.1,0.1,0.1,0.6056910569105691,0.7307692307692307,0.4425287356321839,0.25862068965517243,0.2988505747126437,0.49951757460599766,0.1835,0.1835,0.075,0.8849895961740878,3.148975999645364,36.53846153846153,-55380872759.93335,0.36538461538461536,0.42975357822376953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3668128242579838,-2.7821631753873803,1.7779986177708527,20,20,12.53426456451416
5,,-3.527253515927165,-0.012636267579635825,2.669643759727478,0.05,0.05,0.05,0.5378486055776892,0.6086956521739131,0.48823529411764705,0.2411764705882353,0.27058823529411763,0.4984660707837902,0.19125,0.19125,0.08,0.9411148166974329,3.0197731229886124,41.30434782608695,-0.2118347386286683,0.41304347826086957,0.40964232613010515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21399778153186183,-2.8057753414567506,1.4920888955060878,20,20,13.107302904129028
6,,-3.183909046172931,-0.010919545230864657,2.0129087448120115,0.2,0.2,0.2,0.6728110599078341,0.7916666666666666,0.4970414201183432,0.21893491124260356,0.28402366863905326,0.5023412069326733,0.13975,0.13975,0.055,0.8127725324999175,2.852450906163225,45.83333333333333,-5480484699.207839,0.4583333333333333,0.3981170123688827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07061174826572199,-2.7818391578975032,1.7147287728726102,20,20,13.496934175491333
7,,-3.371130189691151,-0.011855650948455755,5.289094539789053,0.1,0.1,0.1,0.5641025641025641,0.717948717948718,0.5548780487804879,0.2073170731707317,0.23780487804878048,0.5056315735898097,0.21675,0.21675,0.025,0.8691717271026176,3.2479399197955265,41.02564102564102,-37583258122.84508,0.41025641025641024,0.9611841094753267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4682513144336518,-2.7796886053618746,1.6093981616902933,20,20,11.651700735092163
8,,-3.5293713660243156,-0.012646856830121577,0.6066911002764335,0.05,0.05,0.05,0.5412844036697247,0.6296296296296297,0.5279503105590062,0.13664596273291926,0.33540372670807456,0.5042750170007348,0.14125,0.14125,0.05,0.9260379695381299,3.355023366900652,42.592592592592595,-9043.992409180028,0.42592592592592593,0.3859155136402451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5812853244954763,-2.773738042405176,1.8043770207151155,20,20,14.674459457397461
9,,-1.876231433830825,-0.0323488178246694,0.7157950341701508,0.2,0.2,0.2,0.6744186046511628,0.75,0.6,0.20606060606060606,0.19393939393939394,0.5057620510410774,0.8232758620689655,0.8232758620689655,0.25862068965517243,0.691567748174618,3.360681474242474,40.625,-0.3983890930259366,0.40625,0.3402312616329629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8305570185978393,-2.5301244556446347,1.6508022090788632,20,20,3.0586588382720947
10,,-2.973947243844166,-0.009869736219220831,8.935841390064784,0.25,0.25,0.25,0.6949152542372882,0.7692307692307693,0.521505376344086,0.1989247311827957,0.27956989247311825,0.5043112268559635,0.195,0.195,0.05,0.7120986550777876,3.494680833116826,30.76923076923077,-41058514344.51439,0.3076923076923077,0.3524386039659111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6502404377527391,-2.844440395364087,1.946777695561028,20,20,11.8221435546875
11,,-1.8006667315770293,-0.02118431448914152,0.7404993647023251,0.25,0.25,0.25,0.7372549019607844,0.775,0.6401869158878505,0.17289719626168223,0.18691588785046728,0.5045648908242584,0.6541176470588236,0.6541176470588236,0.15294117647058825,0.6638684627380149,3.3121675233591303,47.5,-0.20637089098124858,0.475,0.6215781781440121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7215808119650454,-2.590586711394085,1.7698588793037928,20,20,5.3767006397247314
12,,-2.882060350561696,-0.009410301752808482,0.6452689716156493,0.3,0.3,0.3,0.7727272727272727,0.8378378378378378,0.6,0.21951219512195122,0.18048780487804877,0.5006840266578365,0.24525,0.24525,0.065,0.702312462921188,3.005596189653237,48.64864864864865,-0.21029557507841298,0.4864864864864865,0.17671920921127196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21472258181645576,-2.7908736078367813,1.8428000560625426,20,20,11.956733703613281
13,,-3.24601565675297,-0.011230078283764851,0.6275909678502516,0.15,0.15,0.15,0.6042553191489362,0.7560975609756098,0.5116279069767442,0.25,0.23837209302325582,0.5005869476110675,0.2195,0.2195,0.095,0.8248880063047686,3.204369860460548,41.46341463414634,-23234706614.391968,0.4146341463414634,0.44436433253276963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4247140731935225,-2.7796557872670253,1.5575052204799786,20,20,13.90002155303955
14,,-3.2348203189624876,-0.011174101594812438,0.5882176190614701,0.15,0.15,0.15,0.6553191489361702,0.5909090909090909,0.5405405405405406,0.22162162162162163,0.23783783783783785,0.5053424120699056,0.15525,0.15525,0.04,0.8174600488003818,3.3641950192483447,50.0,-83877730658.06934,0.5,0.36744761040140334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023321772114377,-2.761862842036907,1.9818273665404686,20,20,15.57576322555542
15,,-3.3374551483157653,-0.011687275741578827,2.967512675694057,0.1,0.1,0.1,0.5675675675675675,0.7924528301886793,0.5133689839572193,0.20320855614973263,0.28342245989304815,0.5000609965384938,0.23625,0.23625,0.04,0.8381676461970591,3.6740201508517734,43.39622641509434,-7.141240825722609,0.4339622641509434,0.46101578431783075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8840299132793958,-2.7899902375723773,1.8178551837820895,20,20,14.057949304580688
16,,-3.412259614087295,-0.012061298070436474,0.6964234560728073,0.1,0.1,0.1,0.6638297872340425,0.7142857142857143,0.4972972972972973,0.23783783783783785,0.2648648648648649,0.49915251262765375,0.20925,0.20925,0.06,0.8892004463513036,3.314102509907166,46.93877551020408,0.007194023907771318,0.46938775510204084,0.6909098467738235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4620645657286667,-2.852037944178499,1.600725523524128,20,20,12.439523935317993
17,,-3.325363425382358,-0.011626817126911791,0.8195405602455139,0.1,0.1,0.1,0.5508474576271186,0.7560975609756098,0.4810126582278481,0.25949367088607594,0.25949367088607594,0.49928273414890284,0.1385,0.1385,0.05,0.8415476398921334,3.7126231445160327,31.70731707317073,-2.0271409396093034,0.3170731707317073,0.38829497467951446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9081329784990544,-2.8044901660169783,1.5725513990393334,20,20,12.158412456512451
18,,-3.6799396925469847,-0.013399698462734923,2.4943835099538165,0.0,0.0,0.0,0.5942622950819673,0.6739130434782609,0.580110497237569,0.16574585635359115,0.2541436464088398,0.49497526996559466,0.18175,0.18175,0.05,0.9995493434456931,0.18420416795714267,39.130434782608695,-1350204338.2807343,0.391304347826087,0.43228133576091965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.604797326439994,-2.789001494397137,1.4828407563453185,20,20,12.99795413017273
19,,-3.5059097306177676,-0.012529548653088838,0.9945740532130003,0.05,0.05,0.05,0.6192468619246861,0.7297297297297297,0.6089385474860335,0.18435754189944134,0.20670391061452514,0.5007042329960968,0.257,0.257,0.04,0.9147047154480079,3.620867090177199,32.432432432432435,-62.74332816869531,0.32432432432432434,0.44937589530573724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8228606773401633,-2.7980064128370357,1.6030977893098652,20,20,13.178686380386353
