window,method,policy,metric_id,metric_cn,direction,mean,std,p10,p50,p90,ci95_low,ci95_high,n,matched_k,stat_basis,rank
全程,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,11.625,7.309556884568277,0.0,10.0,20.0,10.375,12.958333333333334,120,120,matched_tail_raw_baseline,1.0
全程,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,27.791666666666668,17.914313245213144,5.0,25.0,55.00000000000001,24.791666666666668,31.021874999999994,120,120,matched_tail_raw_baseline,2.0
全程,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,28.958333333333332,9.955696678713318,15.0,30.0,40.0,27.208333333333332,30.75,120,120,matched_tail_raw_baseline,3.0
全程,Static,Static,deadline_miss_rate,超时失败率,lower,30.791666666666668,20.062882587083074,10.0,30.0,60.0,27.291666666666668,34.35520833333333,120,120,matched_tail_raw_baseline,4.0
全程,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,63.916666666666664,13.965493690006173,45.0,65.0,80.0,61.39479166666666,66.35520833333332,120,120,matched_tail_raw_baseline,5.0
全程,EFT,EFT,deadline_miss_rate,超时失败率,lower,64.25,14.017546027698838,45.0,65.0,80.0,61.728125,66.73020833333332,120,120,matched_tail_raw_baseline,6.0
全程,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,71.75,12.06860640273771,55.00000000000001,75.0,85.0,69.60312499999999,73.83333333333333,120,120,matched_tail_raw_baseline,7.0
全程,Random,Random,deadline_miss_rate,超时失败率,lower,99.45833333333333,1.8098508844901104,100.0,100.0,100.0,99.125,99.75,120,120,matched_tail_raw_baseline,8.0
末100,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,11.4,7.422325046163709,0.0,10.0,20.0,10.05,12.95,100,100,matched_tail_raw_baseline,1.0
末100,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,27.45,18.63383205273937,5.0,25.0,55.00000000000001,23.85,31.326249999999995,100,100,matched_tail_raw_baseline,2.0
末100,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,29.6,9.683892697555967,15.0,30.0,40.0,27.8,31.476249999999993,100,100,matched_tail_raw_baseline,3.0
末100,Static,Static,deadline_miss_rate,超时失败率,lower,31.2,20.089697847303718,10.0,30.0,60.0,27.2975,35.1,100,100,matched_tail_raw_baseline,4.0
末100,EFT,EFT,deadline_miss_rate,超时失败率,lower,63.45,14.029100347693594,45.0,65.0,80.0,60.8,66.2,100,100,matched_tail_raw_baseline,5.0
末100,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,63.7,14.470799577218957,45.0,65.0,80.0,60.85,66.5,100,100,matched_tail_raw_baseline,6.0
末100,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,71.9,11.715913377224428,55.00000000000001,75.0,85.0,69.6,74.1,100,100,matched_tail_raw_baseline,7.0
末100,Random,Random,deadline_miss_rate,超时失败率,lower,99.45,1.8660983983496777,100.0,100.0,100.0,99.05,99.8,100,100,matched_tail_raw_baseline,8.0
末300,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,11.625,7.309556884568277,0.0,10.0,20.0,10.311458333333333,12.93854166666666,120,120,matched_tail_raw_baseline,1.0
末300,Greedy,Greedy,deadline_miss_rate,超时失败率,lower,27.791666666666668,17.914313245213144,5.0,25.0,55.00000000000001,24.666666666666668,31.041666666666668,120,120,matched_tail_raw_baseline,2.0
末300,Local-Only,Local-Only,deadline_miss_rate,超时失败率,lower,28.958333333333332,9.955696678713318,15.0,30.0,40.0,27.125,30.666666666666668,120,120,matched_tail_raw_baseline,3.0
末300,Static,Static,deadline_miss_rate,超时失败率,lower,30.791666666666668,20.062882587083074,10.0,30.0,60.0,27.291666666666668,34.416666666666664,120,120,matched_tail_raw_baseline,4.0
末300,CP-EFT,CP-EFT,deadline_miss_rate,超时失败率,lower,63.916666666666664,13.965493690006173,45.0,65.0,80.0,61.353125,66.29166666666667,120,120,matched_tail_raw_baseline,5.0
末300,EFT,EFT,deadline_miss_rate,超时失败率,lower,64.25,14.017546027698838,45.0,65.0,80.0,61.686458333333334,66.81354166666667,120,120,matched_tail_raw_baseline,6.0
末300,LB-Greedy,LB-Greedy,deadline_miss_rate,超时失败率,lower,71.75,12.06860640273771,55.00000000000001,75.0,85.0,69.41666666666667,73.91666666666667,120,120,matched_tail_raw_baseline,7.0
末300,Random,Random,deadline_miss_rate,超时失败率,lower,99.45833333333333,1.8098508844901104,100.0,100.0,100.0,99.08333333333333,99.75,120,120,matched_tail_raw_baseline,8.0
末500,当前算法(MAPPO),MAPPO,deadline_miss_rate,超时失败率,lower,11.625,7.309556884568277,0.0,10.0,20.0,10.291666666666666,12.833333333333334,120,120,matched_tail_raw_baseline,1.0
