episode,steps,wall_time,sim_time,reward_mean,reward_total,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,actor_loss,critic_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,value_clip_fraction,skipped_update_count,early_stop,lr,bias_rsu,bias_local
1,115,13.801624059677124,11.5,-0.19560588896274567,-22.494673356453852,-0.02699379324913025,0.19560588896274567,0.0,0.0,0.07017543859649122,0.0,0.0,0,11.955586433410645,11.499999999999975,0.0006421509819462527,0.0007387618282701069,0.0,0.0,20,1.0,0.13043478260869565,0.021739130434782608,0.8478260869565217,0.13043478260869565,0.021739130434782608,0.8478260869565217,0.49442380770514516,0.0,0.0,0.4940839539191163,0.8603465437889098,0.0,6.8994995494618874e-09,3.881237660152692e-07,6.8994995494618874e-09,0.125,0.5,0.5,38,6,0.07217327315789489,0.008695652173913063,0.0,0.0,0.98,0.020000000000000018,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1,,0.0003,0.0,1.2
2,200,22.239060878753662,20.0,-0.6040736436843872,-121.81472623705513,-0.025519286282360554,0.6040736436843872,0.0,0.0,0.10810810810810811,0.0,0.0,0,20.59562873840332,20.000000000000014,0.0008774211524382205,0.0004597960898941267,0.0,0.0,20,1.0,0.20270270270270271,0.013513513513513514,0.7837837837837838,0.20270270270270271,0.013513513513513514,0.7837837837837838,0.5090092434058897,0.0,0.0,0.5100188940499838,0.8825529664754866,0.0,2.0606186240001893e-06,4.995292329112999e-06,2.0606186240001893e-06,0.2608695652173913,0.5,0.5,53,15,0.08048552239999994,0.0,1.0,0.0,0.9815,0.01849999999999996,0.01849999999999996,0.0,0.0,-0.32589757442474365,102.20744323730469,2.1920132637023926,0.15701937675476074,0.0,876.041748046875,0.0185,1.0,0,True,0.0003,0.0,1.2
3,200,23.155601263046265,20.0,-0.49630680680274963,-100.26135620092484,-0.026383978594094516,0.49630680680274963,0.0,0.0,0.11403508771929824,0.0,0.0,0,20.592540740966797,20.000000000000014,0.0006212220622805211,0.0010352760605793062,0.0,0.0,20,1.0,0.13636363636363635,0.09090909090909091,0.7727272727272727,0.13636363636363635,0.09090909090909091,0.7727272727272727,0.4945353159303777,0.0,0.0,0.494435540669278,0.8558314740657806,8.31977227996189e-13,1.148496561853557e-07,1.0402088719274616e-06,1.148496561853557e-07,0.13636363636363635,0.5,0.5,54,9,0.06823005499999996,0.0,1.0,0.0,0.9835,0.01649999999999996,0.01649999999999996,0.0,0.0,-0.29662036150693893,2.75037944316864,2.3555848598480225,-0.024575330317020416,0.10000000149011612,2.037850022315979,0.0165,0.0,0,True,0.0003,0.0,1.2
4,144,15.911426067352295,14.4,-0.7611162662506104,-109.60074467606488,-0.026259075105190276,0.7611162662506104,0.0,0.0,0.04017857142857143,0.0,0.0,0,14.936910629272461,14.399999999999965,0.00048005328508640894,0.0008371521520520953,0.0,0.0,20,1.0,0.18181818181818182,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8181818181818182,0.5025566797341323,0.0,0.0,0.5001007227559536,0.8659555375576018,0.0,1.3332980245195228e-06,2.2988094769971212e-06,1.3332980245195228e-06,0.16666666666666666,0.5,0.5,35,8,0.030950275384615457,0.006944444444444461,0.0,0.0,0.9847222222222223,0.015277777777777724,0.015277777777777724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015277777777777777,0.0,1,,0.0003,0.0,1.2
5,200,22.447328567504883,20.0,-0.6399405002593994,-128.98810985242875,-0.026010209787636997,0.6399405002593994,0.0,0.0,0.148,0.0,0.0,0,21.657859802246094,20.000000000000014,0.0009012295665484577,0.000342081675742308,0.0,0.0,20,1.0,0.26506024096385544,0.07228915662650602,0.6626506024096386,0.26506024096385544,0.07228915662650602,0.6626506024096386,0.5006102162739262,0.0,0.0,0.49950003453472164,0.863721016049385,5.132711475893531e-13,1.619443457911953e-06,4.03829926653998e-06,1.619443457911953e-06,0.2,0.5,0.5,56,22,0.09749503669999993,0.0,1.0,0.0,0.97925,0.020750000000000046,0.020750000000000046,0.0,0.0,0.5080165714025497,2.013077974319458,2.1935107707977295,0.06079950928688049,0.25,5.83032751083374,0.02075,0.0,0,True,0.0003,0.0,1.2
6,200,21.06165385246277,20.0,-0.4950657784938812,-100.01314852184595,-0.02752081723883748,0.4950657784938812,0.0,0.0,0.0821917808219178,0.0,0.0,0,20.427501678466797,20.000000000000014,0.0008179031312787192,0.0006242574097574768,0.0,0.0,20,1.0,0.22807017543859648,0.017543859649122806,0.7543859649122807,0.22807017543859648,0.017543859649122806,0.7543859649122807,0.49735140665853395,0.0,0.0,0.4959455821762654,0.8530587077140805,0.0,1.1559438313213358e-07,3.565724682630389e-06,1.1559438313213358e-07,0.26666666666666666,0.5,0.5,40,13,0.048971208799999964,0.0,1.0,0.0,0.98575,0.014249999999999985,0.014249999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01425,0.0,1,,0.0003,0.0,1.2
7,76,8.88269567489624,7.6000000000000005,-0.3194425702095032,-24.277635304121553,-0.024715405888855457,0.3194425702095032,0.0,0.0,0.0794979079497908,0.0,0.0,0,7.986330986022949,7.599999999999989,0.0017102929840287784,0.0005841224698504159,0.0,0.0,20,1.0,0.2,0.03333333333333333,0.7666666666666667,0.2,0.03333333333333333,0.7666666666666667,0.5009475267381946,0.0,0.0,0.5009541421015813,0.8625182658433914,9.454109587206383e-13,2.0186775029351573e-09,1.4365889455802971e-06,2.0186775029351573e-09,0.3125,0.5,0.5,43,12,0.16157280320000023,0.013157894736842125,0.0,0.0,0.9605263157894737,0.03947368421052633,0.03947368421052633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039473684210526314,0.0,1,,0.0003,0.0,1.2
8,145,15.94199824333191,14.5,-0.24911750853061676,-36.122039208152046,-0.02609233409166336,0.24911750853061676,0.0,0.0,0.13765182186234817,0.0,0.0,0,15.233087539672852,14.499999999999964,0.0012662062112232316,0.00037788754653435427,0.0,0.0,20,1.0,0.16666666666666666,0.038461538461538464,0.7948717948717948,0.16666666666666666,0.038461538461538464,0.7948717948717948,0.5031398267066106,0.0,0.0,0.502405322950999,0.8717992484569549,0.0,1.5628910832177088e-09,9.996034577852697e-07,1.5628910832177088e-09,0.1875,0.5,0.5,59,13,0.13222353833333367,0.006896551724137948,0.0,0.0,0.973103448275862,0.026896551724137963,0.026896551724137963,0.0,0.0,-0.13849006593227386,1.831749439239502,2.1443521976470947,0.05735659599304199,0.0,2.007265567779541,0.02689655172413793,0.0,0,True,0.0003,0.0,1.2
9,200,22.381046533584595,20.0,-1.1869455575942993,-238.38911487301465,-0.9372347623109818,1.1869455575942993,0.0,0.0,0.05405405405405406,0.0,0.0,0,20.551265716552734,20.000000000000014,0.00040979255826367137,0.0005253910014440533,0.0,0.0,20,1.0,0.25925925925925924,0.09259259259259259,0.6481481481481481,0.25925925925925924,0.09259259259259259,0.6481481481481481,0.49863621741975656,0.0,0.0,0.4985837234081847,0.8607526421546936,0.0,2.4823099352033752e-06,4.4769676605938e-06,2.4823099352033752e-06,0.23076923076923078,0.5,0.5,37,14,0.03962532949999997,0.0,1.0,0.0,0.9865,0.013499999999999956,0.013499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135,0.0,1,,0.0003,0.0,1.2
10,123,13.637872457504272,12.3,-0.17424100637435913,-21.431643667557996,-0.025815391354262827,0.17424100637435913,0.0,0.0,0.0975609756097561,0.0,0.0,0,12.750720977783203,12.299999999999972,0.001292903519393436,0.0005180944935389985,0.0,0.0,20,1.0,0.25,0.03125,0.71875,0.25,0.03125,0.71875,0.4932339358101864,0.0,0.0,0.49357281483847787,0.8663910031318665,0.0,3.926868233361479e-10,1.070188773155678e-06,3.926868233361479e-10,0.15384615384615385,0.5,0.5,46,16,0.13734861565573803,0.008130081300813026,0.0,0.0,0.9739837398373984,0.026016260162601612,0.026016260162601612,0.0,0.0,-0.01593604125082493,1.6012513637542725,1.9771376848220825,0.09865830093622208,0.0,1.1341315507888794,0.026016260162601626,0.0,0,True,0.0003,0.0,1.2
