episode,policy,total_reward,avg_step_reward,loss,veh_success_rate,vehicle_success_rate,task_success_rate,subtask_success_rate,v2v_subtask_success_rate,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_queue_len,avg_veh_queue,avg_rsu_queue,ma_fairness,ma_reward_gap,ma_collaboration,v2v_gain_mean,v2v_gain_pos_rate,v2v_gain_pos_mean,best_mode_local_rate,best_mode_rsu_rate,best_mode_v2v_rate,mode_match_rate,oracle_match_rate,oracle_match_eps_abs_rate,oracle_match_eps_rel_rate,action_regret_mean,action_regret_p95,oracle_rsu_chosen_v2v_rate,oracle_v2v_chosen_rsu_rate,oracle_v2v_chosen_v2v_rate,max_agent_reward,min_agent_reward,avg_assigned_cpu_ghz,episode_vehicle_count,episode_task_count,duration
1,,0.01688122865293951,0.0006029010233192682,1.0835580050945282,0.15,0.15,0.15,0.605,0.7777777777777778,0.30201342281879195,0.4563758389261745,0.24161073825503357,0.5070561894282166,0.2857142857142857,0.2857142857142857,1.3928571428571428,0.02659527370626931,0.3389391898746942,41.66666666666667,-0.17745379430609043,0.4166666666666667,0.10669545871036554,0.12080536912751678,0.5637583892617449,0.31543624161073824,0.3825503355704698,0.3825503355704698,nan,nan,0.26878511469909155,1.0463283004024237,0.17857142857142858,0.46808510638297873,0.3404255319148936,0.2538776959781088,-0.08506149389658539,2.277056380299342,20,20,22.425673246383667
2,,0.013587656767002392,0.0005661523652917663,0.4883244693279266,0.35,0.35,0.35,0.7481481481481481,0.8484848484848485,0.25,0.45,0.3,0.5098485881579109,0.020833333333333332,0.020833333333333332,0.375,0.013122105125559681,0.2927545974576027,61.111111111111114,-0.0375957955794298,0.6111111111111112,0.016205329496364777,0.20833333333333334,0.3416666666666667,0.45,0.3416666666666667,0.3416666666666667,nan,nan,0.08059632230323158,0.31185729107902777,0.2926829268292683,0.48148148148148145,0.3333333333333333,0.1949910027710454,-0.09776359468655732,2.6582259418342904,20,20,8.464726448059082
3,,0.05025143711500848,0.00128849838756432,0.3967752854029338,0.2,0.2,0.2,0.6579925650557621,0.7538461538461538,0.35096153846153844,0.3173076923076923,0.3317307692307692,0.508982944708222,0.5961538461538461,0.5961538461538461,0.7435897435897436,0.20521760696451685,0.29312923574447086,36.231884057971016,-0.3392311218918415,0.36231884057971014,0.18320230065536766,0.13942307692307693,0.7259615384615384,0.1346153846153846,0.3125,0.3125,nan,nan,0.29291554225422617,1.0660233246632411,0.31125827814569534,0.35714285714285715,0.32142857142857145,0.2228472418012979,-0.07028199394317297,2.2985003988852015,20,20,16.4935622215271
4,,0.024060005341010986,0.0006169232138720765,0.3305177946885427,0.05,0.05,0.05,0.6386861313868614,0.734375,0.3490566037735849,0.32075471698113206,0.330188679245283,0.49981522569194053,0.37948717948717947,0.37948717948717947,0.7948717948717948,0.06657740238960923,0.2957713221263662,35.714285714285715,-0.8255541057271496,0.35714285714285715,0.1300202462893003,0.1650943396226415,0.5377358490566038,0.2971698113207547,0.3490566037735849,0.3490566037735849,nan,nan,0.4103557188673029,2.1590258917716145,0.2894736842105263,0.25396825396825395,0.36507936507936506,0.21672193880194934,-0.07904938332441686,2.290351485518499,20,20,18.958038568496704
5,,0.017928573466986075,0.0006403061952495026,0.3265387237071991,0.15,0.15,0.15,0.6893203883495146,0.7936507936507936,0.23563218390804597,0.3735632183908046,0.39080459770114945,0.4994447411836258,0.3339285714285714,0.3339285714285714,1.1428571428571428,0.021057873064273886,0.5083177144039659,36.76470588235294,-0.11508661792668741,0.36764705882352944,0.14081880151137843,0.22413793103448276,0.5402298850574713,0.23563218390804597,0.39655172413793105,0.39655172413793105,nan,nan,0.18034159115324688,0.5515827616663405,0.3723404255319149,0.2926829268292683,0.5365853658536586,0.36953053274170683,-0.1387871816622591,2.124194623368812,20,20,15.342623233795166
6,,0.047313004378084805,0.0018925201751233923,0.3728651463985443,0.45,0.45,0.45,0.816793893129771,0.8421052631578947,0.1864406779661017,0.3305084745762712,0.4830508474576271,0.4994304971694946,0.054,0.054,0.28,0.11442708441021537,0.3592080571609133,35.08771929824561,-0.14550113276865034,0.3508771929824561,0.030452390136375008,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.3728813559322034,0.3728813559322034,nan,nan,0.10351851806634414,0.1865328659961766,0.4782608695652174,0.3333333333333333,0.5,0.2695053508980356,-0.08970270626287769,2.083170135161673,20,20,5.226916790008545
7,,0.18001097068849775,0.01285792647774984,1.5082700729370118,1.0,1.0,1.0,1.0,1.0,0.21804511278195488,0.3308270676691729,0.45112781954887216,0.46570022170698006,0.13214285714285715,0.13214285714285715,0.5,0.9966129583360259,0.03566794318904262,43.333333333333336,-0.00993596666977324,0.43333333333333335,0.024783060455848112,0.16541353383458646,0.5413533834586466,0.2932330827067669,0.3383458646616541,0.3383458646616541,nan,nan,0.033116271730972334,0.10072930896447264,0.5,0.28205128205128205,0.4358974358974359,0.19677682370893368,0.16110888051989106,2.005211686624251,20,20,3.1219587326049805
8,,0.15850097803011642,0.005870406593708016,0.3892673283815384,0.7,0.7,0.7,0.8469387755102041,0.967741935483871,0.13089005235602094,0.45549738219895286,0.41361256544502617,0.49921379342537237,0.37222222222222223,0.37222222222222223,1.4814814814814814,0.4312824171228648,0.8926029651683144,48.10126582278481,-0.036089800523498035,0.4810126582278481,0.15132853256577158,0.16753926701570682,0.387434554973822,0.44502617801047123,0.36649214659685864,0.36649214659685864,nan,nan,0.1917793919549941,0.7371054772337631,0.44594594594594594,0.4588235294117647,0.4117647058823529,0.7810648440112267,-0.11153812115708771,2.5950174197874807,20,20,8.874511957168579
9,,0.05830473905965079,0.002010508243436234,0.28089237213134766,0.3,0.3,0.3,0.7472527472527473,0.7666666666666667,0.09876543209876543,0.48148148148148145,0.41975308641975306,0.48951617077892196,0.2293103448275862,0.2293103448275862,1.6206896551724137,0.17502287669285072,0.47522696606865933,32.35294117647059,-0.17819698622721897,0.3235294117647059,0.14332592350031723,0.16666666666666666,0.48148148148148145,0.35185185185185186,0.41358024691358025,0.41358024691358025,nan,nan,0.2242131133346524,0.8847557734207702,0.3974358974358974,0.47368421052631576,0.47368421052631576,0.4157142346812513,-0.059512731387408035,2.3295484862029636,20,20,8.57845950126648
10,,0.11838961660825956,0.004553446792625367,0.3147781491279602,0.6,0.6,0.6,0.8911917098445595,0.9565217391304348,0.10582010582010581,0.4708994708994709,0.42328042328042326,0.5152810596287823,0.5230769230769231,0.5230769230769231,2.230769230769231,0.6090584893446997,0.3038555315321686,42.5,-0.06774810596397708,0.425,0.20669395053212256,0.2275132275132275,0.3386243386243386,0.43386243386243384,0.3544973544973545,0.3544973544973545,nan,nan,0.15595563849225302,0.767463427603551,0.421875,0.4634146341463415,0.4268292682926829,0.23175755956679667,-0.0720979719653719,2.521728027726993,20,20,7.6746814250946045
