episode,steps,elapsed_sec,seed,terminated,truncated,termination_reason,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm,policy_entropy,entropy_loss,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
1,50,0.49434900283813477,42,False,True,time_limit,1.0,2.499999999999999,2.7687132358551025,,12,True,6.432725477820614,2.721725701568341,672150273.4996424,12,12,60,0.028449110686779022,5.841255187988281e-06,0.242148756980896,-0.0005514621734619141,0.42495593428611755,0.028518700326482457,0.003318561911582937,0.2764949738979341,0.27317641198635106,-0.04668143808841705,-0.01418459415435791,0.003318561911582937,0.035815405845642134,0.05000000000000049,0.05,-0.046681438088417064,-0.014184594154357869,0.009473016808430353,0.0,0.00016091211547095605,0.1670332551002507,2.499999999999999,0.003318561911582937,0.035815405845642134,0.27317641198635106,0.0,0.0,0.36666666666666664,0.5,0.0,0.0,0.5,0.45454545454545453,0.045454545454545456,0.5,0.45454545454545453,0.045454545454545456,0.4798914018002423,0.816958487033844,0.5753425425953336,0.011476114107709792,0.1948784722222222,-0.010884701843476959,0.10309624661588007,0.029156570736732747,0.5913686777154604,0.5753425425953336,-0.5753425425953336,1.0,1.0,1.0,11.0,184856079.58989745,1.0,0.0,0.04848886376832275,0.015280363813727759,0.06376922757596336,True,-1.0,0.27317641198635106,0.0
2,50,0.4783601760864258,42,False,True,time_limit,1.0,2.499999999999999,2.7572097778320312,,12,True,6.649181434162611,2.273520018036628,601880040.3137339,12,12,62,0.01596454717218876,4.76837158203125e-07,0.07144524902105331,-4.291534423828125e-06,0.4644639492034912,0.015965749608973557,0.0016804093122482204,0.25997464656829833,0.2582942372560504,-0.04831959068775177,-0.04139596223831177,0.0016804093122482204,0.008604037761688277,0.05000000000000049,0.05,-0.04831959068775178,-0.041395962238311726,0.0016790902862946191,0.0,5.1055577852627624e-05,0.08604037761688277,2.499999999999999,0.0016804093122482204,0.008604037761688277,0.2582942372560504,0.0,0.0,0.24193548387096775,0.6666666666666666,0.0,0.0,0.8,0.2,0.0,0.8,0.2,0.0,0.41928299715121586,0.7230533361434937,0.5790464646286435,-0.0006561142185495959,0.10807291666666667,0.005127218707154195,0.07160223451339537,0.02934740571719077,0.6220381922192044,0.5790464646286435,-0.5790464646286435,1.0,1.0,1.0,11.0,161287683.41163072,1.0,0.0,0.04682852195815487,0.013193337799845925,0.06002185976408791,True,-1.0,0.2582942372560504,0.0
3,50,0.5473308563232422,42,False,True,time_limit,1.0,2.499999999999999,2.6651175362723216,,14,True,6.087046320437152,1.7402287330029236,598502100.9101409,14,14,69,0.020358774811029434,2.724783598750946e-07,0.14091986417770386,-1.6008104921638733e-06,0.3340734541416168,0.021482476162305083,0.0024399602546630404,0.1711908091901003,0.16875084893543726,-0.04756003974533675,-0.032861560583114624,0.0024399602546630404,0.017138439416885393,0.05000000000000024,0.049999999999999996,-0.04756003974533696,-0.03111711144447328,0.011400559750688866,0.0,0.00048142662300450716,0.0949798822402953,2.499999999999999,0.0024399602546630404,0.017138439416885393,0.16875084893543726,0.07142857142857142,0.07142857142857142,0.4057971014492754,0.7857142857142857,0.0,0.0,0.4642857142857143,0.5357142857142857,0.0,0.4642857142857143,0.5357142857142857,0.0,0.549573537494455,0.8528220057487488,0.575098668038845,0.017426712589804084,0.149609375,-0.008096057432703673,0.09081245083361864,0.025808194675482808,0.6014253832399845,0.575098668038845,-0.575098668038845,1.0,1.0,1.0,12.761042878689933,160467144.28022167,1.0,0.0,0.04398013976676613,0.014474620754586104,0.058454760507501216,True,-1.0,0.16875084893543726,0.0
