episode,steps,physical_steps,decision_steps,active_decision_ratio,elapsed_sec,seed,terminated,truncated,termination_reason,termination_reason_raw,termination_reason_bucket,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,r_time,r_prog,mean_r_prog,r_interf,r_risk,r_illegal,r_pbrs,r_term,mean_r_term,r_step,mean_cost_power,mean_cost_trust,r_margin,r_margin_raw,r_margin_norm,r_total,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_risk,abs_ratio_r_illegal,abs_ratio_r_pbrs,abs_ratio_r_term,abs_ratio_r_margin,I_total_mean,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,rho_selected_mean,rho_selected_p10,uncertainty_selected_mean,uncertainty_selected_p90,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,risk_penalty_mean,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,margin_pre_mean,margin_post_mean,r_margin_abs_mean,r_prog_abs_mean,r_margin_nonzero_rate,margin_valid_count,margin_skip_count,reward_clip_hit_count,reward_clip_hit_rate,abs_ratio_basis,r_prog_on_task_mean,r_margin_on_task_mean,r_time_on_task_mean,r_prog_on_task_abs_mean,r_margin_on_task_abs_mean,r_time_on_task_abs_mean,abs_ratio_on_task_r_prog,abs_ratio_on_task_r_margin,abs_ratio_on_task_r_time,abs_ratio_on_task_r_term,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,v2v_link_break_rate,top_illegal_reason,top_illegal_reason_count,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,cost_power_value_loss,cost_trust_value_loss,lambda_power,lambda_trust,total_loss,grad_norm,policy_entropy,entropy_loss,active_ratio,actor_update_active_frac,active_samples,total_samples,adv_mean,adv_std,value_target_mean,value_target_std,value_pred_mean,value_pred_std,value_clip_fraction,mode_aux_loss,mode_aux_acc,skipped_update_count,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,best_mode_compare_rate,best_mode_local_rate,best_mode_rsu_rate,best_mode_v2v_rate,mode_match_rate,oracle_match_rate,oracle_match_eps_abs_rate,oracle_match_eps_rel_rate,action_regret_mean,action_regret_p50,action_regret_p95,oracle_match_rate_on_task,action_regret_mean_on_task,target_match_within_mode_rate,target_regret_within_mode_mean,oracle_local_chosen_local_rate,oracle_local_chosen_rsu_rate,oracle_local_chosen_v2v_rate,oracle_rsu_chosen_local_rate,oracle_rsu_chosen_rsu_rate,oracle_rsu_chosen_v2v_rate,oracle_v2v_chosen_local_rate,oracle_v2v_chosen_rsu_rate,oracle_v2v_chosen_v2v_rate,oracle_v2v_chosen_rsu_count,oracle_v2v_chosen_rsu_adv_mean,oracle_v2v_chosen_rsu_ret_mean,oracle_v2v_chosen_rsu_rew_mean,oracle_v2v_chosen_v2v_count,oracle_v2v_chosen_v2v_adv_mean,oracle_v2v_chosen_v2v_ret_mean,oracle_v2v_chosen_v2v_rew_mean,oracle_rsu_chosen_rsu_count,oracle_rsu_chosen_rsu_adv_mean,oracle_rsu_chosen_rsu_ret_mean,oracle_rsu_chosen_rsu_rew_mean,oracle_rsu_chosen_v2v_count,oracle_rsu_chosen_v2v_adv_mean,oracle_rsu_chosen_v2v_ret_mean,oracle_rsu_chosen_v2v_rew_mean,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,t_L,t_R,t_V,t_a,t_alt,A_t,r_lat,cp_rem,f_max,d_cp_lb,rate_best,comm_lb,queue_lb,lb,phi,delta_phi,r_shape,overtime_ratio,r_timeout,e_tx,r_energy,r_power,avg_power,avg_rsu_queue,rsu_queue_p95,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
1,14,14,280,20.0,14.154403686523438,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.4000000000000001,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.011717875488102436,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,200,-0.011717875488102436,-0.012656755279749632,0.007821184862405059,-0.037251077592372894,0.014590006321668625,0.014498522505164146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.475,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.32857142857142857,0.1392857142857143,0.5321428571428571,0.32857142857142857,0.1392857142857143,0.5321428571428571,0.4919970275517157,0.8382901877164841,2.2704331398010256,0.0001468174159526825,0.0671875,0.005054022744297981,1.893228793144226,0.016728083975613116,0.011608544178307057,0.0,0.0,0.9204282999038697,10.627213236031299,2.2704331398010256,-2.2704331398010256,1.0,1.0,280,280,0.0026257506106048822,0.15442435443401337,-0.0735748752951622,0.10793699771165848,-0.07123207338154317,0.0665980264544487,0.8296875,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49462657564186624,1.7142857142857142,5.049999999999999,False,0.0,0.0,0.0
2,5,5,100,20.0,3.108713388442993,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.5,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.006618027575314045,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,135,0.006618027575314045,0.0020757378078997135,0.021151518076658247,-0.0029909417498856783,0.023531530052423477,0.008277468383312225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.1,0.1,0.4740740740740741,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.35,0.14,0.51,0.35,0.14,0.51,0.4860900973184751,0.8890527963638304,2.3924481868743896,0.013427525386214256,0.047999999672174457,0.013182618748396635,4.419437408447266,0.00566024943254888,0.012357568740844727,0.0,0.0,2.1840624094009398,63.57319214205099,2.3924481868743896,-2.3924481868743896,1.0,1.0,100,100,0.07895419001579285,0.07635704427957535,0.020194048061966896,0.0540846548974514,0.0038313791155815125,0.06107069104909897,0.9060000061988831,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4909585632570088,1.2,4.799999999999999,False,0.0,0.0,0.0
3,15,15,300,20.0,9.389206886291504,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.5000000000000002,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.012271515093743801,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,269,-0.012271515093743801,-0.013468521647155285,0.011292079929262375,-0.04445379972457886,0.026453722268342972,0.01702018640935421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.44981412639405205,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.4066666666666667,0.11,0.48333333333333334,0.4066666666666667,0.11,0.48333333333333334,0.5019229248877657,0.8152762681245804,1.9016797304153443,0.012126341462135315,0.0625,0.01970190443098545,1.7197675228118896,0.002857679920271039,0.006043214350938797,0.0,0.0,0.8460026264190674,18.10863517577302,1.9016797304153443,-1.9016797304153443,1.0,1.0,300,300,-0.056934598833322525,0.13692323863506317,-0.07912502139806747,0.11458383351564408,-0.0636661559343338,0.06996279135346413,0.734375,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5011409354334077,1.3333333333333333,5.0,False,0.0,0.0,0.0
4,19,19,380,20.0,12.51167106628418,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.9000000000000006,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.01311615388840437,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,274,-0.01311615388840437,-0.0160165224224329,0.00521750613115725,-0.04448659345507622,0.017151616513729095,0.015644511207938194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.5656934306569343,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.44473684210526315,0.1394736842105263,0.41578947368421054,0.44473684210526315,0.1394736842105263,0.41578947368421054,0.49712967180527784,0.8653458058834076,1.9124309778213502,0.008628129586577415,0.0640625,0.03456856459379196,2.0277456760406496,0.002162245358340442,0.0032885098829865456,0.0,0.0,1.01291823387146,24.012792646940632,1.9124309778213502,-1.9124309778213502,1.0,1.0,380,380,-0.09746477007865906,0.10992950201034546,-0.09896446913480758,0.10613702684640884,-0.01393427848815918,0.05280295982956886,0.58125,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49840621250240424,1.0526315789473684,3.1999999999999957,False,0.0,0.0,0.0
5,11,11,220,20.0,8.155722856521606,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.0999999999999999,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.008783617988228798,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,206,-0.008783617988228798,-0.007944340817630291,0.013897520489990711,-0.04167500138282776,0.0169815830886364,0.014420288614928722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.4854368932038835,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.43636363636363634,0.12272727272727273,0.4409090909090909,0.43636363636363634,0.12272727272727273,0.4409090909090909,0.49258793487904534,0.8278245896100997,1.9689431190490723,0.01662714094854891,0.054545453190803526,-0.007715307176113129,0.9793089509010315,0.0016561511904001236,0.00270764222368598,0.0,0.0,0.44474228024482726,13.404789822581685,1.9689431190490723,-1.9689431190490723,1.0,1.0,220,220,0.04651321470737457,0.08126913756132126,-0.0504682220518589,0.09504196643829346,-0.07988492846488952,0.05711661726236343,0.5845454633235931,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49582229056818916,2.1818181818181817,7.0,False,0.0,0.0,0.0
6,5,5,100,20.0,2.095541000366211,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.5,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0051314313896000385,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,131,0.0051314313896000385,0.0054631405510008335,0.009264288283884524,-0.0014198410790413618,0.009487492963671684,0.0056993672624230385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.5725190839694656,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.55,0.05,0.4,0.55,0.05,0.4,0.47558760311868453,0.8210239768028258,1.9576565742492675,0.0021422200836241244,0.05000000074505806,-0.009575424855574966,5.75074577331543,0.0014599856454879045,0.00371848214417696,0.0,0.0,2.8292351245880125,55.96241895289969,1.9576565742492675,-1.9576565742492675,1.0,1.0,100,100,0.06584889441728592,0.06820955127477646,0.014137408882379531,0.039258554577827454,-0.02615002617239952,0.05137374848127365,0.8639999985694885,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48901442140340806,0.4,1.5999999999999996,False,0.0,0.0,0.0
7,5,5,100,20.0,1.9925901889801025,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.5,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.006372516043484211,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,127,0.006372516043484211,0.0038068073336035013,0.016315063834190367,0.00010018100147135556,0.018866071477532387,0.006372516043484211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.1,0.1,0.6535433070866141,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.45,0.12,0.43,0.45,0.12,0.43,0.4893763116814873,0.8324982404708862,1.8946643114089965,0.015400086529552937,0.08600000143051148,0.0018656394211575388,1.6858966588973998,0.0016502135898917914,0.003041610959917307,0.0,0.0,0.8092669129371644,25.91623725920308,1.8946643114089965,-1.8946643114089965,1.0,1.0,100,100,0.02628631331026554,0.053116992115974426,0.022690299898386,0.04949291944503784,0.008629575744271279,0.03665156587958336,0.777999997138977,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494156971424818,0.4,1.5999999999999996,False,0.0,0.0,0.0
8,10,10,200,20.0,5.336714029312134,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.9999999999999999,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.0056016468442976475,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,196,-0.0056016468442976475,-0.002843419322744012,0.014810058474540696,-0.04152469336986542,0.020770356059074402,0.012923290953040123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.5255102040816326,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.48,0.165,0.355,0.48,0.165,0.355,0.5046013345082219,0.8520013362169265,1.764424443244934,0.0050234617432579395,0.05899999961256981,-0.006757941609248519,1.0722641944885254,0.0016242635669186712,0.002341294102370739,0.0,0.0,0.49606857299804685,9.230025633407912,1.764424443244934,-1.764424443244934,1.0,1.0,200,200,-0.014706376008689404,0.07203825563192368,-0.012356529012322426,0.07104914635419846,-0.002920849388465285,0.04423060417175293,0.6240000009536744,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5023926939442753,1.8,3.0,False,0.0,0.0,0.0
9,13,13,260,20.0,5.543505907058716,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.3,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.006270403973758221,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,182,-0.006270403973758221,-0.004279373679310083,0.012075922824442382,-0.04412297159433365,0.013959124684333801,0.011888227425515652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.6923076923076923,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.48846153846153845,0.12307692307692308,0.38846153846153847,0.48846153846153845,0.12307692307692308,0.38846153846153847,0.4748338441875644,0.8510764479637144,1.5974263668060302,0.012973617948591708,0.0671875,-0.011696170642971992,1.0320706486701965,0.0009385078097693622,0.0017467659432440995,0.0,0.0,0.4737334609031677,14.42209679884618,1.5974263668060302,-1.5974263668060302,1.0,1.0,260,260,-0.020185573026537895,0.055750906467437744,-0.02051548697054386,0.059692414849996565,-0.009423918370157481,0.04588776230812073,0.58984375,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4871265433728695,3.076923076923077,6.0,False,0.0,0.0,0.0
10,11,11,220,20.0,4.9114768505096436,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.0999999999999999,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.002598389983177185,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,193,-0.002598389983177185,0.0018227797700092196,0.010288923978805542,-0.028630729764699936,0.010692675597965717,0.008688144385814667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.689119170984456,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.5636363636363636,0.1409090909090909,0.29545454545454547,0.5636363636363636,0.1409090909090909,0.29545454545454547,0.5527701179962605,0.8864994198083878,1.572204065322876,0.019586275704205035,0.04909090958535671,-0.00801916173659265,0.8397758364677429,0.0010815813788212837,0.0014325271360576153,0.0,0.0,0.38168190121650697,13.06380168375172,1.572204065322876,-1.572204065322876,1.0,1.0,220,220,0.007441421039402485,0.05032447353005409,0.0009330009343102574,0.05713065639138222,-0.007460424536839127,0.03846788853406906,0.6190909028053284,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5230269605801864,1.9090909090909092,6.5,False,0.0,0.0,0.0
