phase,method,policy,metric_id,metric_cn,direction,mean,std,n,matched_k,stat_basis
中期,Random,Random,reward_mean,平均步奖励,higher,-1.7105267965084678,0.7971145606884996,120,120,matched_tail_raw_baseline
中期,Static,Static,reward_mean,平均步奖励,higher,-0.04798334614287505,0.03345294289482008,120,120,matched_tail_raw_baseline
中期,当前算法(MAPPO),MAPPO,reward_mean,平均步奖励,higher,-0.009742411819145952,0.013310969441386687,120,120,matched_tail_raw_baseline
前期,CP-EFT,CP-EFT,reward_mean,平均步奖励,higher,-0.8994843825036994,0.47289845063175145,120,120,matched_tail_raw_baseline
前期,EFT,EFT,reward_mean,平均步奖励,higher,-0.8228246139004972,0.5175904044459522,120,120,matched_tail_raw_baseline
前期,Greedy,Greedy,reward_mean,平均步奖励,higher,-0.007705589101026322,0.013306430359133588,120,120,matched_tail_raw_baseline
前期,LB-Greedy,LB-Greedy,reward_mean,平均步奖励,higher,-1.1559976679804984,0.6066105885795138,120,120,matched_tail_raw_baseline
前期,Local-Only,Local-Only,reward_mean,平均步奖励,higher,-0.30654761160626975,0.06921399236228186,120,120,matched_tail_raw_baseline
前期,Random,Random,reward_mean,平均步奖励,higher,-1.7105267965084678,0.7971145606884996,120,120,matched_tail_raw_baseline
前期,Static,Static,reward_mean,平均步奖励,higher,-0.04798334614287505,0.03345294289482008,120,120,matched_tail_raw_baseline
前期,当前算法(MAPPO),MAPPO,reward_mean,平均步奖励,higher,-0.16807169049294923,0.3470172100034614,120,120,matched_tail_raw_baseline
后期,CP-EFT,CP-EFT,reward_mean,平均步奖励,higher,-0.8994843825036994,0.47289845063175145,120,120,matched_tail_raw_baseline
后期,EFT,EFT,reward_mean,平均步奖励,higher,-0.8228246139004972,0.5175904044459522,120,120,matched_tail_raw_baseline
后期,Greedy,Greedy,reward_mean,平均步奖励,higher,-0.007705589101026322,0.013306430359133588,120,120,matched_tail_raw_baseline
后期,LB-Greedy,LB-Greedy,reward_mean,平均步奖励,higher,-1.1559976679804984,0.6066105885795138,120,120,matched_tail_raw_baseline
