baseline,metric_id,metric_cn,direction,n_total,n_effective,matched_k,wins,losses,ties,win_rate,p_value_sign_test,welch_t,welch_p_value,bootstrap_ci95_low,bootstrap_ci95_high,mean_oriented_diff,median_oriented_diff,stat_basis
Static,mean_cft_est,平均完工时间估计,lower,120,119,120,83,36,1,0.6974789915966386,1.9611841673752178e-05,5.222273728148612,3.856214405403713e-07,0.7885005010545271,1.704585955784721,1.2395754297574382,1.3402724599838294,matched_tail_raw_baseline
CP-EFT,power_ratio_mean,远端功率比例,lower,120,120,120,0,120,0,0.0,1.5046327690525337e-36,-92.98527917201169,2.0248489283221712e-187,-0.41827111568283637,-0.40043814213000845,-0.40957402395466525,-0.416397331606826,matched_tail_raw_baseline
EFT,power_ratio_mean,远端功率比例,lower,120,120,120,0,120,0,0.0,1.5046327690525337e-36,-80.63194208760542,1.0847157623607227e-174,-0.3887870158671698,-0.3712984092341019,-0.3799792762351222,-0.38571667026841355,matched_tail_raw_baseline
Greedy,power_ratio_mean,远端功率比例,lower,120,120,120,120,0,0,1.0,1.5046327690525337e-36,135.15415384033818,4.1994447281050325e-132,0.43737847604912367,0.45008903889089097,0.4436310716461979,0.44343172843044787,matched_tail_raw_baseline
LB-Greedy,power_ratio_mean,远端功率比例,lower,120,120,120,0,120,0,0.0,1.5046327690525337e-36,-79.2342350838477,6.004357068863452e-173,-0.38254727271329886,-0.3642011483360821,-0.3734416414317996,-0.37754230686753765,matched_tail_raw_baseline
Local-Only,power_ratio_mean,远端功率比例,lower,120,120,120,0,120,0,0.0,1.5046327690525337e-36,-169.50023688756266,9.574250952667159e-144,-0.5626433477980416,-0.5501558791562036,-0.556368928353802,-0.5565682715695521,matched_tail_raw_baseline
Random,power_ratio_mean,远端功率比例,lower,120,120,120,108,12,0,0.9,1.7801264728410148e-20,13.306666542946267,1.7697209753072574e-25,0.03720768812270938,0.05076890363715438,0.04390823743471828,0.04463699602524912,matched_tail_raw_baseline
Static,power_ratio_mean,远端功率比例,lower,120,120,120,120,0,0,1.0,1.5046327690525337e-36,135.15415384033818,4.1994447281050325e-132,0.43718853494421456,0.4504518759934117,0.4436310716461979,0.44343172843044787,matched_tail_raw_baseline
CP-EFT,reward_mean,平均步奖励,higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,20.569957140755402,5.033485105642511e-41,0.8077523445627088,0.9742484018358141,0.8883473887514806,0.7607507624888541,matched_tail_raw_baseline
EFT,reward_mean,平均步奖励,higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,17.173135390510474,5.077953773618724e-34,0.7267360439886686,0.9115066940500214,0.8116876201482784,0.6662758772867234,matched_tail_raw_baseline
Greedy,reward_mean,平均步奖励,higher,120,120,120,49,71,0,0.4083333333333333,0.05477979691369783,-1.9965750145408672,0.04701054331825354,-0.006759927086268542,-6.863812198560101e-05,-0.0034314046511925416,-0.0034323359553400995,matched_tail_raw_baseline
LB-Greedy,reward_mean,平均步奖励,higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,20.669435716587508,3.2990616922164294e-41,1.0309502947124907,1.2519444303169467,1.1448606742282796,0.974012641956657,matched_tail_raw_baseline
Local-Only,reward_mean,平均步奖励,higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,45.91213323580462,2.7517029012402845e-81,0.2830490859253291,0.30894524859354766,0.29541061785405087,0.2951871473619665,matched_tail_raw_baseline
Random,reward_mean,平均步奖励,higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,23.35082742126209,2.8718471811999773e-46,1.567468121692073,1.8457634745194333,1.6993898027562488,1.548137132256154,matched_tail_raw_baseline
Static,reward_mean,平均步奖励,higher,120,120,120,103,17,0,0.8583333333333333,3.4073914329636366e-16,11.209880361540863,9.28908239065607e-22,0.030601200696225208,0.043518792656884034,0.03684635239065618,0.0328807587806874,matched_tail_raw_baseline
CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,120,117,120,86,31,3,0.7350427350427351,3.681441540970094e-07,8.382953203700678,3.108068153258664e-14,0.09659497529454526,0.15780703632657728,0.12836011456946533,0.15421112477779386,matched_tail_raw_baseline
EFT,rho_selected_p10,远端信誉分位数(p10),higher,120,118,120,90,28,2,0.7627118644067796,8.914045294416163e-09,9.170649139675966,2.531005105497054e-16,0.11130458317510787,0.17236514382871493,0.1414281232903401,0.17893372476100922,matched_tail_raw_baseline
Greedy,rho_selected_p10,远端信誉分位数(p10),higher,120,120,120,57,63,0,0.475,0.6482600518209587,-0.7518448641134804,0.45288731171564034,-0.05549703261690847,0.023659677344684667,-0.015116099566221232,-0.018022984266281128,matched_tail_raw_baseline
LB-Greedy,rho_selected_p10,远端信誉分位数(p10),higher,120,118,120,91,27,2,0.7711864406779662,2.6899026850687526e-09,8.792746296559569,2.8946051063078852e-15,0.10557011971933151,0.16454060888662939,0.1344041721026103,0.16868322342634204,matched_tail_raw_baseline
Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,42.13204935886616,2.325651078554404e-73,0.5734028189722449,0.6291759522613137,0.6023023133724927,0.6494816154241562,matched_tail_raw_baseline
Random,rho_selected_p10,远端信誉分位数(p10),higher,120,116,120,90,26,4,0.7758620689655172,1.8946406567559e-09,9.16757129349066,2.6384042014543596e-16,0.10975904933301106,0.16991761014610526,0.14122684011856718,0.1666666865348816,matched_tail_raw_baseline
Static,rho_selected_p10,远端信誉分位数(p10),higher,120,118,120,54,64,2,0.4576271186440678,0.4074855344888852,-0.9090450237010438,0.36424671895444727,-0.05731050272906822,0.02137257654840736,-0.018122549330194793,-0.010355406999587924,matched_tail_raw_baseline
CP-EFT,subtask_success_rate,子任务成功率,higher,120,120,120,116,4,0,0.9666666666666667,1.2793397411071896e-29,24.929933948158546,3.1031779132903096e-68,29.10078401840495,33.98277962931473,31.69402458688202,33.69722910868283,matched_tail_raw_baseline
EFT,subtask_success_rate,子任务成功率,higher,120,120,120,118,2,0,0.9833333333333333,1.0925138536090136e-32,26.715873834636067,1.505936213911474e-73,31.042099508261273,36.052213804211085,33.65300614307509,34.96235987256815,matched_tail_raw_baseline
Greedy,subtask_success_rate,子任务成功率,higher,120,117,120,74,43,3,0.6324786324786325,0.005319279348701662,2.463147343520568,0.014487293117897676,0.5920767127689072,5.61970191881783,3.203464166107084,3.458369387946746,matched_tail_raw_baseline
LB-Greedy,subtask_success_rate,子任务成功率,higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,33.26772437654192,2.5209329047031815e-91,39.87665314153066,44.91068867546582,42.4126605163511,43.62958244946191,matched_tail_raw_baseline
Local-Only,subtask_success_rate,子任务成功率,higher,120,120,120,63,57,0,0.525,0.6482600518209587,-3.0392085581543578,0.0028397268578254555,-4.584399167345256,-0.9812339937713952,-2.766169576578441,0.4937381844467694,matched_tail_raw_baseline
Random,subtask_success_rate,子任务成功率,higher,120,120,120,120,0,0,1.0,1.5046327690525337e-36,82.25974947526313,1.4494829818807517e-131,76.09468552948745,79.67830446403237,77.91641151623834,80.06504637765158,matched_tail_raw_baseline
Static,subtask_success_rate,子任务成功率,higher,120,119,120,76,43,1,0.6386554621848739,0.0031831844482177914,2.9952001442604423,0.0030374740546276423,1.3955253634934262,6.561413254535577,3.98028393331422,2.2235795289954794,matched_tail_raw_baseline
CP-EFT,task_success_rate,任务成功率,higher,120,114,120,110,4,6,0.9649122807017544,6.663617459223266e-28,17.08109296483776,8.736221684027603e-39,36.31145833333333,45.75,41.083333333333336,45.0,matched_tail_raw_baseline
EFT,task_success_rate,任务成功率,higher,120,119,120,112,7,1,0.9411764705882353,1.7958823645979897e-25,17.339755044023363,6.786271358696632e-39,36.58333333333333,45.45833333333333,41.125,45.0,matched_tail_raw_baseline
Greedy,task_success_rate,任务成功率,higher,120,111,120,68,43,9,0.6126126126126126,0.022297954801947777,3.032897526637247,0.0026927458157129116,3.0614583333333334,14.875,8.916666666666666,10.0,matched_tail_raw_baseline
LB-Greedy,task_success_rate,任务成功率,higher,120,116,120,114,2,4,0.9827586206896551,1.6339108165693986e-31,21.250892590385988,6.195226268018091e-48,45.25,54.06354166666666,49.666666666666664,50.0,matched_tail_raw_baseline
Local-Only,task_success_rate,任务成功率,higher,120,112,120,50,62,8,0.44642857142857145,0.29859285283285963,-3.9626083657410516,0.00011267383955770328,-13.960416666666665,-4.561458333333346,-9.25,-5.0,matched_tail_raw_baseline
Random,task_success_rate,任务成功率,higher,120,119,120,119,0,1,1.0,3.009265538105073e-36,29.887151621112174,2.3015846764582226e-57,60.66666666666667,69.06354166666667,64.95833333333333,70.0,matched_tail_raw_baseline
Static,task_success_rate,任务成功率,higher,120,112,120,67,45,8,0.5982142857142857,0.0467350681939627,3.6198294423922093,0.00036030352384916047,5.311458333333337,16.813541666666662,10.833333333333334,12.499999999999996,matched_tail_raw_baseline
CP-EFT,time_limit_rate,时间上限截断率,lower,120,102,120,102,0,18,1.0,3.944304526105094e-31,25.967928938083094,7.50487594494617e-51,78.33333333333333,90.83333333333333,85.0,100.0,matched_tail_raw_baseline
EFT,time_limit_rate,时间上限截断率,lower,120,105,120,105,0,15,1.0,4.930380657631339e-32,28.861739379323623,1.438416601623869e-55,81.66666666666667,93.33333333333333,87.5,100.0,matched_tail_raw_baseline
Greedy,time_limit_rate,时间上限截断率,lower,120,0,120,0,0,120,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
LB-Greedy,time_limit_rate,时间上限截断率,lower,120,114,120,114,0,6,1.0,9.629649721936186e-35,47.54997371187497,2.903480801266406e-79,90.83333333333333,98.33333333333333,95.0,100.0,matched_tail_raw_baseline
Local-Only,time_limit_rate,时间上限截断率,lower,120,1,120,1,0,119,1.0,1.0,0.9999999999999999,0.3193395975454463,0.0,2.5,0.8333333333333334,0.0,matched_tail_raw_baseline
Random,time_limit_rate,时间上限截断率,lower,120,120,120,120,0,0,1.0,1.5046327690525337e-36,inf,0.0,100.0,100.0,100.0,100.0,matched_tail_raw_baseline
Static,time_limit_rate,时间上限截断率,lower,120,0,120,0,0,120,,,,,0.0,0.0,0.0,0.0,matched_tail_raw_baseline
CP-EFT,trust_failure_rate,信誉失败率,lower,120,120,120,50,70,0,0.4166666666666667,0.08240747932752045,-3.0535942899691038,0.0025728050226837564,-0.06724749863221985,-0.014597486956390397,-0.04037021192185583,-0.030199282063239005,matched_tail_raw_baseline
EFT,trust_failure_rate,信誉失败率,lower,120,120,120,60,60,0,0.5,0.9999999999999317,-0.7606237917712508,0.44779865279170383,-0.0353508630228663,0.014321766398722425,-0.010007251514261932,0.00016154477546530266,matched_tail_raw_baseline
Greedy,trust_failure_rate,信誉失败率,lower,120,120,120,54,66,0,0.45,0.3153033008322403,-0.9869845747406149,0.3246563307681746,-0.047417918071753135,0.016207274805536964,-0.016236039996281027,-0.017525068375215995,matched_tail_raw_baseline
LB-Greedy,trust_failure_rate,信誉失败率,lower,120,120,120,53,67,0,0.44166666666666665,0.2352033679725099,-1.4885194607743242,0.13822499593659332,-0.04576963301322622,0.005777618689278796,-0.019589601955727665,-0.018012652820325853,matched_tail_raw_baseline
Local-Only,trust_failure_rate,信誉失败率,lower,120,120,120,0,120,0,0.0,1.5046327690525337e-36,-21.213367203206747,3.011674955397355e-42,-0.2624859831998846,-0.21755295080578463,-0.23902331161389725,-0.2019191359933272,matched_tail_raw_baseline
Random,trust_failure_rate,信誉失败率,lower,120,120,120,63,57,0,0.525,0.6482600518209587,-1.3650572332531676,0.17386767169299605,-0.04308592550411198,0.005968471938925522,-0.017662470476843394,0.007230409951115596,matched_tail_raw_baseline
Static,trust_failure_rate,信誉失败率,lower,120,120,120,53,67,0,0.44166666666666665,0.2352033679725099,-0.7862667042245959,0.43250486491794393,-0.04554795893622954,0.019647001858458094,-0.013364579655966968,-0.025411807841984657,matched_tail_raw_baseline
