episode,steps,wall_time,sim_time,reward_mean,reward_total,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,actor_loss,critic_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,value_clip_fraction,skipped_update_count,early_stop,lr,bias_rsu,bias_local
1,200,29.7833034992218,20.0,-2.098222017288208,-420.6443971185272,0.005836928752250969,2.099696159362793,0.0,0.0,0.14216867469879518,0.0,0.0,0,25.511608123779297,20.000000000000014,0.07287012545282871,0.2333607287582556,0.0,0.0,20,1.0,0.14953271028037382,0.07476635514018691,0.7757009345794392,0.14953271028037382,0.07476635514018691,0.7757009345794392,0.4922225382856559,0.04,0.0,0.4922442782890007,0.8659475982189179,7.086319812193986e-12,3.0074183177930537e-05,8.018761036510114e-06,3.0074183177930537e-05,0.22033898305084745,0.5,0.5,78,16,6.540223020434199,0.0,1.0,0.0,0.97325,0.02675000000000005,0.02675000000000005,0.0,0.0,0.013684650510549545,1.7418776750564575,2.2438403129577638,-0.012691752426326275,0.09936508238315582,1.7876840710639954,0.02675,0.0,0,True,0.0003,0.0,1.2
2,200,29.52159881591797,20.0,-3.8732080459594727,-775.6415978209775,-1.5555464982986458,3.8733108043670654,0.0,0.0,0.1595238095238095,0.0,0.0,0,25.704357147216797,20.000000000000014,0.07758848547798132,0.44624404831185227,0.0,0.0,20,1.0,0.22033898305084745,0.0423728813559322,0.7372881355932204,0.22033898305084745,0.0423728813559322,0.7372881355932204,0.5019104005696717,0.035,0.0,0.5003773726952978,0.8576620876789088,4.23555513578977e-11,4.0164083657145966e-05,5.325614438334014e-06,4.0164083657145966e-05,0.18181818181818182,0.5,0.5,82,26,7.886805729827216,0.0,1.0,0.0,0.9705,0.02949999999999997,0.02949999999999997,0.0,0.0,1.0608741343021393,1.5483011603355408,2.148383378982544,-0.005820563994348049,0.0625,3.944968342781067,0.0295,0.0,0,True,0.0003,0.0,1.2
3,200,28.687628030776978,20.0,-0.8800866603851318,-177.0173285387904,0.006630235444754362,0.8829196691513062,0.0,0.0,0.19002375296912113,0.0,0.0,0,24.721208572387695,20.000000000000014,0.09607859275170472,0.6464281641898898,0.0,0.0,20,1.0,0.18705035971223022,0.050359712230215826,0.762589928057554,0.18705035971223022,0.050359712230215826,0.762589928057554,0.4979645883535268,0.07,1.0,0.4990166167241594,0.8576009452342986,1.6934777148300273e-12,3.855154195875321e-09,1.7496874988864874e-06,3.855154195875321e-09,0.27058823529411763,0.5,0.5,90,26,9.917462713861443,0.0,1.0,0.0,0.96525,0.03474999999999995,0.03474999999999995,0.0,0.0,0.2564087212085724,1.1770516633987427,2.12026047706604,0.08746572583913803,0.0,2.283475399017334,0.03475,0.0,0,True,0.0003,0.0,1.2
4,200,29.53887391090393,20.0,-0.9294632077217102,-186.89264887838195,0.004621890676207838,0.9304239153862,0.0,0.0,0.12850467289719625,0.0,0.0,0,25.675891876220703,20.000000000000014,0.05291841105289629,0.25976833887894607,0.0,0.0,20,1.0,0.102803738317757,0.06542056074766354,0.8317757009345794,0.102803738317757,0.06542056074766354,0.8317757009345794,0.5053504256086889,0.05,0.0,0.5047368316468538,0.8616543531417846,3.2989910716402226e-12,8.382422711505891e-09,2.800426500471076e-06,8.382422711505891e-09,0.2,0.45000000298023224,0.5,84,11,6.2825059913321795,0.0,1.0,0.0,0.97325,0.02675000000000005,0.02675000000000005,0.0,0.0,-0.3651052415370941,2.3232009410858154,2.400125503540039,0.03876757621765137,0.0,11.853654861450195,0.02675,0.0,0,True,0.0003,0.0,1.2
5,200,28.792340517044067,20.0,-1.9295246601104736,-386.9049422546427,0.0006149331486085332,1.9298677444458008,0.0,0.0,0.09903381642512077,0.0,0.0,0,25.333148956298828,20.000000000000014,0.032366712412891824,0.09044247132213647,0.0,0.0,20,1.0,0.1566265060240964,0.07228915662650602,0.7710843373493976,0.1566265060240964,0.07228915662650602,0.7710843373493976,0.4946326918982668,0.03,0.0,0.49290559061952616,0.8638721108436584,6.193795259665236e-12,6.69330336677332e-05,6.529849997605197e-06,6.69330336677332e-05,0.10526315789473684,0.5,0.5,66,13,4.956739779848648,0.0,1.0,0.0,0.97925,0.020750000000000046,0.020750000000000046,0.0,0.0,-0.32005131244659424,1.6168617010116577,2.2563440799713135,0.09252309799194336,0.0,1.110905647277832,0.02075,0.0,0,True,0.0003,0.0,1.2
6,200,29.737050771713257,20.0,-3.574044704437256,-715.8090183251076,-1.2528727650642395,3.574044704437256,0.0,0.0,0.08312958435207823,0.0,0.0,0,24.684326171875,20.000000000000014,0.041776776491185455,0.09235679438146416,0.0,0.0,20,1.0,0.1411764705882353,0.058823529411764705,0.8,0.1411764705882353,0.058823529411764705,0.8,0.5023614109423943,0.045,0.0,0.5009140278995258,0.8565237164497375,3.578658550051905e-11,6.689626025035977e-05,7.927648766781203e-06,6.689626025035977e-05,0.3157894736842105,0.5,0.5,61,12,4.521572878362613,0.0,1.0,0.0,0.97875,0.02124999999999999,0.02124999999999999,0.0,0.0,-0.28478512167930603,1.3435993194580078,2.3898777961730957,0.10912637412548065,0.20000000298023224,1.2179006338119507,0.02125,0.0,0,True,0.0003,0.0,1.2
7,200,29.46334433555603,20.0,-1.1633217334747314,-233.66433294481791,0.007227681973017752,1.1653307676315308,0.0,0.0,0.10588235294117647,0.0,0.0,0,24.48819923400879,20.000000000000014,0.04123571181584221,0.20446914480728692,0.0,0.0,20,1.0,0.1276595744680851,0.0851063829787234,0.7872340425531915,0.1276595744680851,0.0851063829787234,0.7872340425531915,0.4922525355274556,0.065,1.0,0.4910860773572222,0.8520198583602905,6.5929204370179795e-12,7.122084504373986e-08,2.859746018657461e-06,7.122084504373986e-08,0.22448979591836735,0.5,0.5,71,12,4.929995047537044,0.0,1.0,0.0,0.9765,0.023499999999999965,0.023499999999999965,0.0,0.0,-0.037343502044677734,1.5027003288269043,2.38083815574646,0.058068275451660156,0.1666666716337204,1.1414238214492798,0.0235,0.0,0,True,0.0003,0.0,1.2
8,200,30.096225023269653,20.0,-1.9618287086486816,-393.36576476477416,0.007243757625110448,1.96482253074646,0.0,0.0,0.09490740740740741,0.0,0.0,0,25.68857192993164,20.000000000000014,0.048246675521143985,0.09232388542176355,0.0,0.0,20,1.0,0.22826086956521738,0.05434782608695652,0.717391304347826,0.22826086956521738,0.05434782608695652,0.717391304347826,0.49407638016855343,0.03,0.0,0.4940723927505592,0.8572718501091003,7.019770507064871e-13,3.32192824714638e-07,4.01189572585281e-06,3.32192824714638e-07,0.2571428571428571,0.5,0.5,62,21,4.792743662838272,0.0,1.0,0.0,0.977,0.02300000000000002,0.02300000000000002,0.0,0.0,0.029784461483359337,2.221729040145874,2.382049798965454,0.08126211166381836,0.0,1.4470163583755493,0.023,0.0,0,True,0.0003,0.0,1.2
9,200,29.20605158805847,20.0,-0.7323943376541138,-147.47886927035526,0.006217393931001425,0.7341045141220093,0.05,0.05,0.18292682926829268,12.599999999999971,12.599999999999971,1,24.719267654418946,20.000000000000014,0.07949044863618733,0.30377242434557916,0.0,0.0,19,0.95,0.168,0.064,0.768,0.168,0.064,0.768,0.49735403923504057,0.045,0.0,0.5006541296181385,0.8610688149929047,1.340660167516855e-12,5.132353475545393e-09,1.6917223319978802e-06,5.132353475545393e-09,0.18840579710144928,0.5,0.5,91,21,8.899930494383826,0.0,1.0,0.0,0.96875,0.03125,0.03125,0.0,0.0,0.058673057705163956,1.72530198097229,2.2754149436950684,0.040575332939624786,0.0,0.9420238137245178,0.03125,0.0,0,True,0.0003,0.0,1.2
10,200,27.735339879989624,20.0,-2.889622211456299,-578.9244089686288,-1.2483209788799485,2.889622211456299,0.0,0.0,0.1396508728179551,0.0,0.0,0,24.59223747253418,20.000000000000014,0.062069260151300036,0.20656787099912557,0.0,0.0,20,1.0,0.1388888888888889,0.09259259259259259,0.7685185185185185,0.1388888888888889,0.09259259259259259,0.7685185185185185,0.49161868263047653,0.055,0.04999999999998295,0.4950761888723034,0.8651118040084838,5.856836933840204e-12,2.5727895263116807e-05,4.045071818836732e-06,2.5727895263116807e-05,0.22950819672131148,0.5,0.5,79,15,7.018387527517,0.0,1.0,0.0,0.973,0.027000000000000024,0.027000000000000024,0.0,0.0,-0.14353279769420624,1.4940537214279175,2.0708211064338684,-0.0355699323117733,0.16346153989434242,1.9257649183273315,0.027,0.0,0,True,0.0003,0.0,1.2
