episode,seed,base_seed,t_ref,terminated,truncated,illegal_count,no_task_count,no_task_ratio,decision_step_ratio,all_steps,all_r_base_clip_ratio,all_r_shape_clip_ratio,all_r_total_clip_ratio,all_delta_t_abs_norm_p50,all_delta_t_abs_norm_p90,all_delta_t_abs_norm_p95,all_delta_phi_p50,all_delta_phi_p90,all_delta_phi_p95,all_r_total_mean,all_r_total_p50,all_r_total_p90,all_r_total_p95,all_base_clipped_rate_nonzero,decision_steps,decision_r_base_clip_ratio,decision_r_shape_clip_ratio,decision_r_total_clip_ratio,decision_delta_t_abs_norm_p50,decision_delta_t_abs_norm_p90,decision_delta_t_abs_norm_p95,decision_delta_phi_p50,decision_delta_phi_p90,decision_delta_phi_p95,decision_r_total_mean,decision_r_total_p50,decision_r_total_p90,decision_r_total_p95,decision_base_clipped_rate_nonzero,nonzero_steps,nonzero_r_base_clip_ratio,nonzero_r_shape_clip_ratio,nonzero_r_total_clip_ratio,nonzero_delta_t_abs_norm_p50,nonzero_delta_t_abs_norm_p90,nonzero_delta_t_abs_norm_p95,nonzero_delta_phi_p50,nonzero_delta_phi_p90,nonzero_delta_phi_p95,nonzero_r_total_mean,nonzero_r_total_p50,nonzero_r_total_p90,nonzero_r_total_p95,nonzero_base_clipped_rate_nonzero
11,2000,2,0.7,False,True,1,3881,0.97025,0.02975,4000,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.004349698476190489,0.009486235923809483,0.12985559588948406,0.0,0.00043517632571428693,0.0010402518704761832,0.05154639175257732,119,0.04201680672268908,0.0,0.0,0.0947461798787117,0.6368816852569581,0.8987064957618708,0.007197574438095211,0.012225686400000102,0.06095022361904761,0.9003059999439529,0.13070630773951622,1.070037451930214,1.5005239092205713,0.05154639175257732,97,0.05154639175257732,0.0,0.0,0.17300087213516235,0.7044074177742005,1.0176455020904525,0.008106968304761875,0.01222875584000005,0.06254626331428569,1.1249718861372306,0.2731545721615704,1.2818323129356297,1.5008385619885714,0.05154639175257732
12,2001,2,0.7,False,True,0,3885,0.97125,0.02875,4000,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.003284818895238073,0.00785745127619053,0.11779094751125528,0.0,0.0003284818895238073,0.0009176920990476179,0.05434782608695652,115,0.043478260869565216,0.0,0.0,0.15445564372168993,0.6022427296589419,0.9400421082973478,0.006420117714285745,0.0120303379200001,0.013841654232381059,0.8611874269661307,0.21747089359318186,1.0536908635591085,1.5006581824929524,0.05434782608695652,92,0.05434782608695652,0.0,0.0,0.23993589363734225,0.7274515628814702,1.063215517997742,0.0070408823619047545,0.011798508647619142,0.012356629432381017,1.0762449196937502,0.3760290745195525,1.3244257607304577,1.5007408613942856,0.05434782608695652
13,2002,2,0.7,False,True,0,3867,0.96675,0.03325,4000,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.004147112990476209,0.01024701100190476,0.13725796667734805,0.0,0.00045176819733333486,0.0013789646019047642,0.06896551724137931,133,0.06015037593984962,0.0,0.0,0.29157543182373047,0.8962844462783168,1.103169114029357,0.0075929324952380695,0.013710662232380953,0.0772984441904762,0.8773371993713838,0.43847557869765513,1.3583793667680761,1.500613472783238,0.06896551724137931,116,0.06896551724137931,0.0,0.0,0.3429148013328196,0.9033447930629974,1.1584844414814373,0.0075929324952380695,0.013193789295238068,0.06281496969523812,1.1780929834641523,0.5357946780693821,1.42497534233646,1.5008644330685714,0.06896551724137931
14,2003,2,0.7,False,True,1,3875,0.96875,0.03125,4000,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.005357957394285737,0.011659582780952471,0.12819736653018007,0.0,0.0006903341714285749,0.001496785790476185,0.061224489795918366,125,0.048,0.0,0.0,0.31942626022526005,0.8682932112078307,0.9729347705841064,0.008408516609523797,0.01673408609523822,0.033645090194285694,0.48006211952807826,0.4399230900213429,1.3032328439203174,1.4604587814060643,0.061224489795918366,98,0.061224489795918366,0.0,0.0,0.4585742418196844,0.9116733253002166,1.0372194707393645,0.008707804799999996,0.016391631238095346,0.02642337552761853,0.6323295640588169,0.6886747739409551,1.3682751360547059,1.5003887649660952,0.061224489795918366
15,2004,2,0.7,False,True,0,3862,0.9655,0.0345,4000,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.005554676266666725,0.010352923123809532,0.14334523741896962,0.0,0.0005903687009523817,0.001777472548571435,0.12931034482758622,138,0.10869565217391304,0.0,0.0,0.2775788268389682,1.017146039009094,1.250809565516431,0.007065946971428594,0.01257418346666661,0.01484573043809534,0.36899042912475094,0.40776806059745435,1.5003710142293334,1.500975985728762,0.12931034482758622,116,0.12931034482758622,0.0,0.0,0.3576677442626697,1.0958558190525158,1.3605058890516912,0.006977274209523765,0.012348568609523825,0.014629363009523777,0.43852434275488017,0.5371124333159094,1.5005800068495239,1.5009883334933334,0.12931034482758622
16,3000,3,0.7,False,True,0,3877,0.96925,0.03075,4000,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0034114904380952438,0.00948637714285716,0.14756008114709904,0.0,0.0003249679611428588,0.0011843106590476273,0.11320754716981132,123,0.0975609756097561,0.0,0.0,0.24165350198745728,0.9798943758010863,1.2561028242111203,0.0074749556571428455,0.011590530026666677,0.012497100815238003,0.4710549733453502,0.3184323700473753,1.4701770685671534,1.5008747206689523,0.11320754716981132,106,0.11320754716981132,0.0,0.0,0.2883776128292084,1.1012608408927917,1.3061001300811768,0.0074846665523809475,0.011717557904761922,0.012987717238095164,0.5465020610425873,0.41338435262485373,1.5002516367009524,1.5008973587961905,0.11320754716981132
17,3001,3,0.7,False,True,3,3891,0.97275,0.02725,4000,0.00275,0.0,0.0,0.0,0.0,0.0,0.0,0.004141630780952366,0.008742697219047635,0.08112545264384291,0.0,0.0004358222780952381,0.001120116876190469,0.12643678160919541,109,0.10091743119266056,0.0,0.0,0.22594877687658058,0.9728630059685848,1.2641161842817625,0.007078622019047631,0.013574367847619052,0.07240240057142851,0.20388346950990133,0.23284998549792718,1.4476217239946656,1.5008212435367618,0.12643678160919541,87,0.12643678160919541,0.0,0.0,0.34755897521972656,1.0929419986661078,1.344613154911725,0.006561073371428527,0.013675824761904746,0.0732784837904762,0.323949518460254,0.47947516106387367,1.5004330493013334,1.5008571033474285,0.12643678160919541
18,3002,3,0.7,False,True,0,3874,0.9685,0.0315,4000,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.004596451885714281,0.009506259657142913,0.13874100404454354,0.0,0.0004596451885714281,0.001287297896761905,0.04716981132075472,126,0.03968253968253968,0.0,0.0,0.21091003715991974,0.7720442668831984,0.8685739945672972,0.008277205904761942,0.016090030285714207,0.09455695287619047,1.3711325915681538,0.3191071424653567,1.2401537766003736,1.5007399202133334,0.04716981132075472,106,0.04716981132075472,0.0,0.0,0.2593376968589018,0.7905289530754089,0.8787435545293166,0.008442068076190468,0.04301082407619045,0.09455695287619047,1.629349370384499,0.42367047763444554,1.3000485032021802,1.5009377551961904,0.04716981132075472
19,3003,3,0.7,False,True,0,3887,0.97175,0.02825,4000,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0061180997333333265,0.008070577752380959,0.12610341644522116,0.0,0.0006118099733333327,0.0009746492647619066,0.0851063829787234,113,0.07079646017699115,0.0,0.0,0.24311470985412598,0.8608376662797738,1.1213022164210806,0.006902247009523799,0.013232805485714389,0.1345175773866666,0.8170375459080734,0.36506298808785564,1.3644024736285414,1.5006584067718096,0.0851063829787234,94,0.0851063829787234,0.0,0.0,0.32574903349517836,0.9041252943948117,1.1788064181804654,0.006901366552380939,0.01316024387047619,0.14049978238476188,0.9819143931250348,0.5038152174410087,1.4761394153532628,1.500720698710857,0.0851063829787234
20,3004,3,0.7,False,True,1,3878,0.9695,0.0305,4000,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.004030818803809537,0.01061963062857152,0.09924040783791664,0.0,0.0004953248152380962,0.0015970857295238173,0.1485148514851485,122,0.12295081967213115,0.0,0.0,0.22929379026339278,1.131947907102871,1.3389807462692256,0.007795583847619025,0.01354032708571436,0.014869547352380996,0.5288019445300378,0.3430934984155751,1.5003885820068572,1.5007770343066666,0.1485148514851485,101,0.1485148514851485,0.0,0.0,0.3871060311794281,1.2016187746553852,1.3487880229949951,0.007795583847619025,0.012635928228571514,0.013682253257142785,0.6581987718462785,0.5812698750510469,1.5005473134019047,1.5007795583847618,0.1485148514851485
21,4000,4,0.7,False,True,0,3881,0.97025,0.02975,4000,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.004241344761904742,0.009564334628571425,0.12775308872080318,0.0,0.0004241344761904742,0.0011803497904761874,0.14,119,0.11764705882352941,0.0,0.0,0.2183673232793808,1.2503757753286386,1.6045817255973809,0.007224160000000035,0.011848382719999951,0.014426931276190475,0.3248617442094058,0.2968490299266499,1.5003862498499048,1.500699316288,0.14,100,0.14,0.0,0.0,0.3023539334535599,1.3677051663398747,1.7376337945461269,0.007224160000000035,0.012277543040000052,0.015288041996190424,0.3864482951541834,0.39089495625368653,1.5004224533066666,1.5007341168731427,0.14
22,4001,4,0.7,False,True,2,3880,0.97,0.03,4000,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.002975913066666669,0.009856064000000053,0.14718930672764655,0.0,0.00029759130666666693,0.0012071661767618827,0.06422018348623854,120,0.058333333333333334,0.0,0.0,0.2628143982988317,0.9446520388126374,1.1378108680248258,0.007525302780952425,0.012921711588571498,0.055159422464761805,0.5537652438241545,0.39501956840443797,1.4322280548045556,1.5002961239725714,0.06422018348623854,109,0.06422018348623854,0.0,0.0,0.30930530954134383,0.9546776294708252,1.1926158905029292,0.007524468723809519,0.012198538270476214,0.04019278108952355,0.6461729753636649,0.4645191580643967,1.43923660072122,1.5004627572022857,0.06422018348623854
23,4002,4,0.7,False,True,3,3875,0.96875,0.03125,4000,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.005520052967619071,0.009820400152380948,0.15273912242123394,0.0,0.0005698686552380927,0.0012704677638095243,0.10714285714285714,125,0.096,0.0,0.0,0.22465182840824127,0.9674910306930545,1.3531922101974485,0.007967498666666684,0.014425004099047548,0.06140938179047618,0.9489808351227009,0.3487686769987054,1.5003561993081904,1.501075350287238,0.10714285714285714,112,0.10714285714285714,0.0,0.0,0.2880907704766864,1.0198074102401735,1.4024190962314598,0.007476664533333288,0.014526875596190394,0.06058927992380948,1.1123370431980824,0.4668109951461654,1.5004583644853333,1.50110062656,0.10714285714285714
24,4003,4,0.7,False,True,0,3868,0.967,0.033,4000,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.00622522163809525,0.010713711314285668,0.12586510437699017,0.0,0.0006825735923809572,0.0014786889142857085,0.18691588785046728,132,0.15151515151515152,0.0,0.0,0.2018725872039795,1.143953514099121,1.2770362002500633,0.008160075961904767,0.013259395809523733,0.03192740644190432,0.5370327652270617,0.3032514532707311,1.5006972316540954,1.5008887882201905,0.18691588785046728,107,0.18691588785046728,0.0,0.0,0.37293812943580285,1.1682751893997194,1.424627895014068,0.008269041295238089,0.013249171809523785,0.04036732032761859,0.6622764469001401,0.5597793498565613,1.500820416527238,1.5009366104142088,0.18691588785046728
25,4004,4,0.7,False,True,1,3888,0.972,0.028,4000,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0059796610285713925,0.009666217599999971,0.11373913978340675,0.0,0.0005979661028571393,0.0011452485485714315,0.06060606060606061,112,0.05357142857142857,0.0,0.0,0.2152852550007458,0.7179892838001253,1.1636848155112118,0.007363079009523821,0.013048401523809483,0.06257876796190437,0.3807380965082682,0.3044690461583742,1.077625694099426,1.4798708526480038,0.06060606060606061,99,0.06060606060606061,0.0,0.0,0.24805733561515808,0.731752920150757,1.4143478274345387,0.006727395504761868,0.013048401523809483,0.051688190095237854,0.4504873968565304,0.3330956996834789,1.0982457071868974,1.500744556624762,0.06060606060606061
26,5000,5,0.7,False,True,0,3887,0.97175,0.02825,4000,0.00225,0.0,0.0,0.0,0.0,0.0,0.0,0.005515911619047631,0.009475130057142844,0.13769172343333608,0.0,0.0005515911619047631,0.001091674458666654,0.09375,113,0.07964601769911504,0.0,0.0,0.1710512946255805,0.9172050667040034,1.1467324733734126,0.008313282742857142,0.012996837180952348,0.02019687350857143,0.42787402240609834,0.23187821696557342,1.3766738022289573,1.5006570666971428,0.09375,96,0.09375,0.0,0.0,0.2762158601429691,0.9847327155003318,1.1910181045532227,0.008420800304761888,0.01344439017142851,0.02207584529523801,0.503495237756226,0.3920956502038623,1.4775911068962118,1.5007734475504761,0.09375
27,5001,5,0.7,False,True,2,3866,0.9665,0.0335,4000,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.004439782095238098,0.008957197561904717,0.1511277831556115,0.0,0.000445821980190475,0.001221540295999997,0.06837606837606838,134,0.05970149253731343,0.0,0.0,0.20463946867670954,0.784528023004532,1.0446980297565458,0.007300340723809584,0.02140730989714281,0.10711204945523813,1.2860866043463857,0.3075368808664929,1.3438409843476102,1.5008244896990477,0.06837606837606838,117,0.06837606837606838,0.0,0.0,0.24868367834455762,0.8262210902812683,1.1405352115631067,0.007300340723809584,0.026449912350476175,0.10511615887238086,1.506765353957057,0.3937437939107885,1.499844257775951,1.500873391713524,0.06837606837606838
28,5002,5,0.7,False,True,0,3868,0.967,0.033,4000,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0044014489904761755,0.009338042057142837,0.12986969394595635,0.0,0.0004887064533333319,0.001261709394285715,0.08849557522123894,132,0.07575757575757576,0.0,0.0,0.2458813413977623,0.895570051670075,1.1030657529830918,0.007875093714285741,0.012355016076190495,0.01468326321523808,0.4327922935287213,0.3696859616090244,1.4254088839764325,1.5006904442041904,0.08849557522123894,113,0.08849557522123894,0.0,0.0,0.3608232767772221,0.9800581445764287,1.1847246885299678,0.007734184838095293,0.012355016076190495,0.01660839658666667,0.5054299501431163,0.5423881578415304,1.4908977358748643,1.500841942518857,0.08849557522123894
29,5003,5,0.7,False,True,2,3878,0.9695,0.0305,4000,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.003736998704761889,0.008707333493333289,0.14569324364137087,0.0,0.00035790983466666814,0.001119587245714282,0.09345794392523364,122,0.08196721311475409,0.0,0.0,0.23822229355573654,0.9069436893414768,1.1041043460369107,0.007439830819047644,0.013293134354285816,0.06188244789333334,0.6610878375779682,0.31105445125744313,1.3734192354464265,1.5007630941977144,0.09345794392523364,107,0.09345794392523364,0.0,0.0,0.30634987354278564,0.9446522831916813,1.1293114185333248,0.007349300266666692,0.013508286902857193,0.06128332050285714,0.7909869683413059,0.39863411783844127,1.489099673737166,1.5007695586590477,0.09345794392523364
30,5004,5,0.7,False,True,0,3875,0.96875,0.03125,4000,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.005213910399999966,0.01011217714285717,0.12681148668378112,0.0,0.0005403286399999985,0.0012272180266666767,0.1346153846153846,125,0.112,0.0,0.0,0.30764511227607727,1.0355476080703705,1.3014764308929443,0.007535574247619081,0.012415340540952391,0.025543062643809532,0.5186556094311672,0.41360683187910824,1.5004244972708571,1.5008960966019047,0.1346153846153846,104,0.1346153846153846,0.0,0.0,0.40826620742939373,1.0780249476432802,1.3247333621188306,0.007244420723809486,0.01242007087238095,0.03925997407999991,0.6232231487171492,0.6129982581612334,1.5006483600990477,1.500957354984762,0.1346153846153846
31,6000,6,0.7,False,True,3,3875,0.96875,0.03125,4000,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.006191290971428565,0.010067460723809485,0.13493388112953522,0.0,0.0006191290971428565,0.0013089409904761817,0.1485148514851485,125,0.12,0.0,0.0,0.23986220359802246,1.149137064186505,1.3899641513824463,0.008087717485714241,0.013987028845714278,0.017634782171428665,0.9377448676165481,0.37063321294145884,1.5007550338377142,1.5010465327664764,0.1485148514851485,101,0.1485148514851485,0.0,0.0,0.36024323060083174,1.2243115901947021,1.5142802000045776,0.008087717485714241,0.01388733714285717,0.017634782171428665,1.2195500130327197,0.5425203236306918,1.500843368655238,1.5011229634438095,0.1485148514851485
32,6001,6,0.7,False,True,1,3882,0.9705,0.0295,4000,0.00225,0.0,0.0,0.0,0.0,0.0,0.0,0.0026456969142857334,0.008668393904761929,0.13031305349215708,0.0,0.0002573562239999981,0.0010907618186666453,0.09473684210526316,118,0.07627118644067797,0.0,0.0,0.2776090154973295,0.9374666347281942,1.155398546491459,0.0072075512380952445,0.013693678933333286,0.06406985869714278,0.5006373755136058,0.41839377908085373,1.4067539339437198,1.500611216760381,0.09473684210526316,95,0.09473684210526316,0.0,0.0,0.3998799231806478,0.9761866699841645,1.220956876437378,0.0072075512380952445,0.013375315260952373,0.049369975039999944,0.6425582295040778,0.6008220411138289,1.4704421017381515,1.5007241771306667,0.09473684210526316
33,6002,6,0.7,False,True,0,3861,0.96525,0.03475,4000,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.006456854224761901,0.010979626971428624,0.12364954303997218,0.0,0.0006814933028571391,0.0017252080152381,0.18333333333333332,139,0.15827338129496402,0.0,0.0,0.31979757532097697,1.17450852394104,1.452017831802368,0.008405285485714287,0.014535748266666683,0.022950148769523594,0.8772987727414805,0.5084695539302262,1.500707589752381,1.5010332654445715,0.18333333333333332,120,0.18333333333333332,0.0,0.0,0.3788168594032111,1.1800498843193055,1.4925410866737365,0.009071366742857134,0.014494659542857162,0.06503528,1.0160759414557705,0.606734000682127,1.500772784496,1.501101269728,0.18333333333333332
34,6003,6,0.7,False,True,2,3878,0.9695,0.0305,4000,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0049479235809523625,0.011007365485714349,0.1367091542163507,0.0,0.0004961067504761885,0.0014915767466666674,0.07476635514018691,122,0.06557377049180328,0.0,0.0,0.1506535262560702,0.8500750541687014,1.0564077198505397,0.007543604114285674,0.013601464274285815,0.014904317714285718,0.6085856449000533,0.1921416327906189,1.2856606204989585,1.5005924871139047,0.07476635514018691,107,0.07476635514018691,0.0,0.0,0.2495703548192978,0.8687374234199525,1.0805371403694148,0.007448990171428527,0.014208894476190538,0.015345695146666742,0.731169562008659,0.35570528991602834,1.3626688378736842,1.5006893625394284,0.07476635514018691
35,6004,6,0.7,False,True,0,3880,0.97,0.03,4000,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.003404021028571458,0.009114014872380963,0.1319590610940111,0.0,0.0003404021028571458,0.001307279329523814,0.12121212121212122,120,0.1,0.0,0.0,0.18143350126057176,0.953272539377213,1.2894338856722762,0.007604139161904777,0.0138163821257143,0.04542713500190469,0.6291144249580526,0.22200270134310024,1.500201557976381,1.5006735595580953,0.12121212121212122,99,0.12121212121212122,0.0,0.0,0.2092822791590623,1.0214171409606934,1.4608523845672603,0.008049794742857164,0.013123862064761927,0.01616973319619043,0.7622389568313866,0.29391948730713086,1.5005145502567618,1.500674887624381,0.12121212121212122
36,7000,7,0.7,False,True,0,3872,0.968,0.032,4000,0.00325,0.0,0.0,0.0,0.0,0.0,0.0,0.004228068419047604,0.0087941540571429,0.13022494291096812,0.0,0.0004672812723809539,0.0014117973942857189,0.11607142857142858,128,0.1015625,0.0,0.0,0.2929046154022217,0.9922200739383696,1.1196839570999144,0.00713522838095243,0.012002437440000001,0.053868493013333026,1.0838400716159675,0.46846490510523187,1.5004687171367619,1.5008342149249523,0.11607142857142858,112,0.11607142857142858,0.0,0.0,0.3526632636785507,1.036948335170746,1.1270025193691253,0.00713522838095243,0.01394745057523815,0.07212797347428553,1.2385855920102895,0.5565727360899178,1.5005820899626667,1.500835763687619,0.11607142857142858
